s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0074667E+000, 6.7707890E-002, 6.7707890E-002, 1.0000000E+000
 2.0061361E+000, 4.0600217E-002, 4.0600217E-002, 1.0000000E+000
 3.0100677E+000, 3.0671172E-002, 3.0671172E-002, 1.0000000E+000
 4.0139993E+000, 3.1684661E-002, 3.1684661E-002, 1.0000000E+000
 5.0013153E+000, 2.7477591E-002, 2.7477591E-002, 1.0000000E+000
 6.0025500E+000, 2.5906438E-002, 2.5906438E-002, 1.0000000E+000
 7.0017968E+000, 5.4827648E-002, 5.4827648E-002, 1.0000000E+000
 8.0047861E+000, 8.3526112E-002, 8.3526112E-002, 1.0000000E+000
 9.0048596E+000, 1.0978353E-001, 1.0978353E-001, 1.0000000E+000
 1.0002788E+001, 1.3107574E-001, 1.3107574E-001, 1.0000000E+000
 1.1002638E+001, 1.5888132E-001, 1.5888132E-001, 1.0000000E+000
 1.2001236E+001, 1.8803174E-001, 1.8803174E-001, 1.0000000E+000
 1.3000626E+001, 1.9810578E-001, 1.9810578E-001, 1.0000000E+000
 1.4001999E+001, 1.7915269E-001, 1.7915269E-001, 1.0000000E+000
 1.5004178E+001, 1.8876650E-001, 1.8876650E-001, 1.0000000E+000
 1.6004872E+001, 2.1271317E-001, 2.1271317E-001, 1.0000000E+000
 1.7006468E+001, 1.4957043E-001, 1.4957043E-001, 1.0000000E+000
 1.8005781E+001, 1.9357283E-001, 1.9357283E-001, 1.0000000E+000
 1.9002310E+001, 1.8950909E-001, 1.8950909E-001, 1.0000000E+000
 2.0000349E+001, 1.9428592E-001, 1.9428592E-001, 1.0000000E+000
 2.1002259E+001, 1.5036435E-001, 1.5036435E-001, 1.0000000E+000
 2.2000481E+001, 1.9067990E-001, 1.9067990E-001, 1.0000000E+000
 2.3003101E+001, 1.8289274E-001, 1.8289274E-001, 1.0000000E+000
 2.4005213E+001, 1.8251832E-001, 1.8251832E-001, 1.0000000E+000
 2.5003564E+001, 1.4613506E-001, 1.4613506E-001, 1.0000000E+000
 2.6001573E+001, 1.8445356E-001, 1.8445356E-001, 1.0000000E+000
 2.7001905E+001, 2.1489166E-001, 2.1489166E-001, 1.0000000E+000
 2.8002116E+001, 1.6880191E-001, 1.6880191E-001, 1.0000000E+000
 2.9003828E+001, 1.6553303E-001, 1.6553303E-001, 1.0000000E+000
 3.0002135E+001, 1.5025334E-001, 1.5025334E-001, 1.0000000E+000
 3.1002288E+001, 1.8112994E-001, 1.8112994E-001, 1.0000000E+000
