s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0102488E+000, 1.8708762E-001, 1.8708762E-001, 1.0000000E+000
 2.0064194E+000, 1.0910885E-001, 1.0910885E-001, 1.0000000E+000
 3.0057793E+000, 7.5349273E-002, 7.5349273E-002, 1.0000000E+000
 4.0051925E+000, 6.9472174E-002, 6.9472174E-002, 1.0000000E+000
 5.0073170E+000, 7.0364159E-002, 7.0364159E-002, 1.0000000E+000
 6.0029283E+000, 6.9113324E-002, 6.9113324E-002, 1.0000000E+000
 7.0068606E+000, 6.3617430E-002, 6.3617430E-002, 1.0000000E+000
 8.0076514E+000, 7.0701654E-002, 7.0701654E-002, 1.0000000E+000
 9.0062377E+000, 7.1261313E-002, 7.1261313E-002, 1.0000000E+000
 1.0007937E+001, 7.9084683E-002, 7.9084683E-002, 1.0000000E+000
 1.1007678E+001, 7.7213794E-002, 7.7213794E-002, 1.0000000E+000
 1.2000567E+001, 8.1644886E-002, 8.1644886E-002, 1.0000000E+000
 1.3004776E+001, 9.6320916E-002, 9.6320916E-002, 1.0000000E+000
 1.4002297E+001, 1.0195312E-001, 1.0195312E-001, 1.0000000E+000
 1.5003381E+001, 1.0100925E-001, 1.0100925E-001, 1.0000000E+000
 1.6001028E+001, 1.3104942E-001, 1.3104942E-001, 1.0000000E+000
 1.7002395E+001, 1.2433933E-001, 1.2433933E-001, 1.0000000E+000
 1.8004438E+001, 9.9185317E-002, 9.9185317E-002, 1.0000000E+000
 1.9003346E+001, 1.0809773E-001, 1.0809773E-001, 1.0000000E+000
 2.0001072E+001, 1.2898456E-001, 1.2898456E-001, 1.0000000E+000
 2.1005695E+001, 1.4139227E-001, 1.4139227E-001, 1.0000000E+000
 2.2004821E+001, 1.2701251E-001, 1.2701251E-001, 1.0000000E+000
 2.3002887E+001, 1.3610811E-001, 1.3610811E-001, 1.0000000E+000
 2.4002839E+001, 1.8064642E-001, 1.8064642E-001, 1.0000000E+000
 2.5003090E+001, 1.7298524E-001, 1.7298524E-001, 1.0000000E+000
 2.6002979E+001, 1.6097830E-001, 1.6097830E-001, 1.0000000E+000
 2.7001153E+001, 1.6816478E-001, 1.6816478E-001, 1.0000000E+000
 2.8000309E+001, 1.7178423E-001, 1.7178423E-001, 1.0000000E+000
 2.9004333E+001, 1.7384290E-001, 1.7384290E-001, 1.0000000E+000
 3.0002626E+001, 2.2537576E-001, 2.2537576E-001, 1.0000000E+000
 3.1001812E+001, 2.5265866E-001, 2.5265866E-001, 1.0000000E+000
