s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0047712E+000, 1.3684357E-001
 2.0015875E+000, 2.5000000E-002
 3.0073605E+000, 2.5000000E-002
 4.0035603E+000, 2.5000000E-002
 5.0112108E+000, 2.5000000E-002
 6.0108653E+000, 2.5000000E-002
 7.0063231E+000, 1.0793888E-001
 8.0018456E+000, 2.5000000E-002
 9.0086722E+000, 2.5000000E-002
 1.0001200E+001, 2.5000000E-002
 1.1000854E+001, 2.5000000E-002
 1.2001184E+001, 2.5000000E-002
 1.3001105E+001, 2.5000000E-002
 1.4004818E+001, 2.5000000E-002
 1.5001167E+001, 2.5000000E-002
 1.6000361E+001, 2.5000000E-002
 1.7005469E+001, 2.5000000E-002
 1.8000672E+001, 2.5000000E-002
 1.9000142E+001, 2.5000000E-002
 2.0000225E+001, 2.5000000E-002
 2.1001278E+001, 6.4232248E-002
 2.2001270E+001, 5.0087954E-001
 2.3002394E+001, 5.4919414E-001
 2.4003346E+001, 8.9489758E-001
 2.5000515E+001, 9.1841017E-001
 2.6000458E+001, 9.9059636E-001
 2.7002010E+001, 1.1229860E+000
 2.8000873E+001, 1.2984442E+000
 2.9001419E+001, 1.5836324E+000
 3.0000499E+001, 1.6419167E+000
 3.1004662E+001, 1.8283773E+000
 3.2000739E+001, 1.6203236E+000
 3.3002936E+001, 2.0621637E+000
 3.4000683E+001, 2.0292463E+000
 3.5000869E+001, 1.9992937E+000
 3.6003965E+001, 2.0682471E+000
 3.7002549E+001, 2.5966641E+000
 3.8000237E+001, 2.6635762E+000
 3.9000759E+001, 2.6177874E+000
 4.0002782E+001, 2.8575830E+000
 4.1000189E+001, 2.9782771E+000
 4.2004892E+001, 3.0902303E+000
 4.3004031E+001, 3.1020980E+000
 4.4002259E+001, 2.9201226E+000
 4.5001259E+001, 2.8371328E+000
 4.6001432E+001, 3.1358055E+000
 4.7004917E+001, 3.3938184E+000
 4.8001005E+001, 3.2538350E+000
 4.9001667E+001, 3.4173125E+000
 5.0003230E+001, 3.3021829E+000
 5.1000129E+001, 2.9867359E+000
 5.2002854E+001, 3.1809793E+000
 5.3002766E+001, 3.4129624E+000
 5.4000556E+001, 4.0663175E+000
 5.5004860E+001, 3.6133467E+000
 5.6002137E+001, 3.7868506E+000
 5.7003812E+001, 3.9354357E+000
 5.8001588E+001, 4.0139903E+000
 5.9001407E+001, 4.3077656E+000
 6.0001786E+001, 4.4752135E+000
 6.1001305E+001, 4.5150762E+000
 6.2001107E+001, 4.6118381E+000
 6.3003697E+001, 4.9737135E+000
 6.4002641E+001, 5.0966169E+000
 6.5002243E+001, 5.0876286E+000
 6.6000652E+001, 5.3461899E+000
 6.7001236E+001, 5.1918857E+000
 6.8000952E+001, 5.3134715E+000
 6.9000318E+001, 5.4104788E+000
 7.0002443E+001, 5.7053779E+000
 7.1000946E+001, 5.6150755E+000
 7.2002930E+001, 6.0140969E+000
 7.3000442E+001, 5.9197937E+000
 7.4002306E+001, 6.1306369E+000
 7.5005184E+001, 6.1792436E+000
 7.6004069E+001, 6.3080837E+000
 7.7001587E+001, 6.5490534E+000
 7.8004747E+001, 6.4702274E+000
 7.9000682E+001, 6.5284142E+000
 8.0002606E+001, 6.5620834E+000
 8.1001140E+001, 6.7479418E+000
 8.2000034E+001, 6.8265938E+000
 8.3001220E+001, 6.8505562E+000
 8.4002684E+001, 6.8187978E+000
 8.5000098E+001, 6.9536645E+000
 8.6000746E+001, 7.0043650E+000
 8.7002637E+001, 7.3849035E+000
 8.8001632E+001, 7.3515171E+000
 8.9000323E+001, 7.5975036E+000
 9.0000393E+001, 7.7070552E+000
 9.1000923E+001, 7.5911916E+000
 9.2000527E+001, 7.7125297E+000
