s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0054813E+000, 9.2715611E-002, 9.2715611E-002, 1.0000000E+000
 2.0064547E+000, 8.1473964E-002, 8.1473964E-002, 1.0000000E+000
 3.0038631E+000, 7.7375356E-002, 7.7375356E-002, 1.0000000E+000
 4.0070858E+000, 7.5866531E-002, 7.5866531E-002, 1.0000000E+000
 5.0005931E+000, 7.5319219E-002, 7.5319219E-002, 1.0000000E+000
 6.0050130E+000, 8.1264981E-002, 8.1264981E-002, 1.0000000E+000
 7.0076323E+000, 1.0902091E-001, 1.0902091E-001, 1.0000000E+000
 8.0056384E+000, 1.1913484E-001, 1.1913484E-001, 1.0000000E+000
 9.0067380E+000, 1.4194028E-001, 1.4194028E-001, 1.0000000E+000
 1.0003316E+001, 1.6284829E-001, 1.6284829E-001, 1.0000000E+000
 1.1001423E+001, 1.7054087E-001, 1.7054087E-001, 1.0000000E+000
 1.2005730E+001, 1.7586894E-001, 1.7586894E-001, 1.0000000E+000
 1.3000031E+001, 2.0689947E-001, 2.0689947E-001, 1.0000000E+000
 1.4005167E+001, 2.1840067E-001, 2.1840067E-001, 1.0000000E+000
 1.5005623E+001, 2.2258194E-001, 2.2258194E-001, 1.0000000E+000
 1.6003542E+001, 2.2070092E-001, 2.2070092E-001, 1.0000000E+000
 1.7003394E+001, 2.4066824E-001, 2.4066824E-001, 1.0000000E+000
 1.8003435E+001, 2.5589759E-001, 2.5589759E-001, 1.0000000E+000
 1.9002905E+001, 2.6799486E-001, 2.6799486E-001, 1.0000000E+000
 2.0001784E+001, 2.7242938E-001, 2.7242938E-001, 1.0000000E+000
 2.1003297E+001, 2.2450773E-001, 2.2450773E-001, 1.0000000E+000
 2.2004577E+001, 1.9593536E-001, 1.9593536E-001, 1.0000000E+000
 2.3004337E+001, 1.8947810E-001, 1.8947810E-001, 1.0000000E+000
 2.4002839E+001, 2.1773095E-001, 2.1773095E-001, 1.0000000E+000
 2.5001901E+001, 2.4162141E-001, 2.4162141E-001, 1.0000000E+000
 2.6004916E+001, 1.9935720E-001, 1.9935720E-001, 1.0000000E+000
 2.7004015E+001, 1.9089942E-001, 1.9089942E-001, 1.0000000E+000
 2.8002789E+001, 1.8083886E-001, 1.8083886E-001, 1.0000000E+000
 2.9000536E+001, 1.9376807E-001, 1.9376807E-001, 1.0000000E+000
 3.0003102E+001, 1.9713930E-001, 1.9713930E-001, 1.0000000E+000
 3.1004502E+001, 1.8311336E-001, 1.8311336E-001, 1.0000000E+000
