s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0109976E+000, 4.5526757E-002, 4.5526757E-002, 1.0000000E+000
 2.0066655E+000, 3.2539817E-002, 3.2539817E-002, 1.0000000E+000
 3.0064630E+000, 2.7758057E-002, 2.7758057E-002, 1.0000000E+000
 4.0047974E+000, 2.6010065E-002, 2.6010065E-002, 1.0000000E+000
 5.0133259E+000, 2.5366074E-002, 2.5366074E-002, 1.0000000E+000
 6.0125992E+000, 2.5133865E-002, 2.5133865E-002, 1.0000000E+000
 7.0044918E+000, 2.5049410E-002, 2.5049410E-002, 1.0000000E+000
 8.0121992E+000, 2.5017932E-002, 2.5017932E-002, 1.0000000E+000
 9.0058259E+000, 2.5006600E-002, 2.5006600E-002, 1.0000000E+000
 1.0007390E+001, 2.5002410E-002, 2.5002410E-002, 1.0000000E+000
 1.1001601E+001, 2.5000887E-002, 2.5000887E-002, 1.0000000E+000
 1.2003300E+001, 2.5000324E-002, 2.5000324E-002, 1.0000000E+000
 1.3003815E+001, 2.5000119E-002, 2.5000119E-002, 1.0000000E+000
 1.4001125E+001, 2.5000044E-002, 2.5000044E-002, 1.0000000E+000
 1.5001821E+001, 2.5000016E-002, 2.5000016E-002, 1.0000000E+000
 1.6000922E+001, 2.5000006E-002, 2.5000006E-002, 1.0000000E+000
 1.7000355E+001, 2.5000002E-002, 2.5000002E-002, 1.0000000E+000
 1.8000928E+001, 2.5000001E-002, 2.5000001E-002, 1.0000000E+000
 1.9002027E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.0002587E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.1004653E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.2002318E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.3001892E+001, 5.0004975E-002, 5.0004975E-002, 1.0000000E+000
 2.4000708E+001, 6.5819385E-002, 6.5819385E-002, 1.0000000E+000
 2.5006351E+001, 7.1653998E-002, 7.1653998E-002, 1.0000000E+000
 2.6002204E+001, 7.3769081E-002, 7.3769081E-002, 1.0000000E+000
 2.7004748E+001, 7.4550190E-002, 7.4550190E-002, 1.0000000E+000
 2.8004045E+001, 7.4834959E-002, 7.4834959E-002, 1.0000000E+000
 2.9002878E+001, 7.4939406E-002, 7.4939406E-002, 1.0000000E+000
 3.0005291E+001, 7.4977837E-002, 7.4977837E-002, 1.0000000E+000
 3.1006624E+001, 7.4991886E-002, 7.4991886E-002, 1.0000000E+000
