s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0066197E+000, 9.9234955E-002, 9.9234955E-002, 1.0000000E+000
 2.0126940E+000, 1.0967636E-001, 1.0967636E-001, 1.0000000E+000
 3.0027989E+000, 1.1741653E-001, 1.1741653E-001, 1.0000000E+000
 4.0049638E+000, 1.0658416E-001, 1.0658416E-001, 1.0000000E+000
 5.0059787E+000, 1.0268583E-001, 1.0268583E-001, 1.0000000E+000
 6.0007940E+000, 1.0380086E-001, 1.0380086E-001, 1.0000000E+000
 7.0059119E+000, 1.1058129E-001, 1.1058129E-001, 1.0000000E+000
 8.0012604E+000, 1.0025187E-001, 1.0025187E-001, 1.0000000E+000
 9.0023185E+000, 9.6321281E-002, 9.6321281E-002, 1.0000000E+000
 1.0005727E+001, 9.8100137E-002, 9.8100137E-002, 1.0000000E+000
 1.1001448E+001, 1.4375658E-001, 1.4375658E-001, 1.0000000E+000
 1.2004167E+001, 1.4300478E-001, 1.4300478E-001, 1.0000000E+000
 1.3003327E+001, 1.1552248E-001, 1.1552248E-001, 1.0000000E+000
 1.4004978E+001, 1.0423074E-001, 1.0423074E-001, 1.0000000E+000
 1.5004788E+001, 1.3239401E-001, 1.3239401E-001, 1.0000000E+000
 1.6002711E+001, 1.6576263E-001, 1.6576263E-001, 1.0000000E+000
 1.7002003E+001, 1.6251232E-001, 1.6251232E-001, 1.0000000E+000
 1.8005327E+001, 2.0090959E-001, 2.0090959E-001, 1.0000000E+000
 1.9003440E+001, 1.7799077E-001, 1.7799077E-001, 1.0000000E+000
 2.0005055E+001, 2.0042929E-001, 2.0042929E-001, 1.0000000E+000
 2.1000607E+001, 1.8216389E-001, 1.8216389E-001, 1.0000000E+000
 2.2003347E+001, 1.7951199E-001, 1.7951199E-001, 1.0000000E+000
 2.3001569E+001, 2.0027797E-001, 2.0027797E-001, 1.0000000E+000
 2.4003970E+001, 1.8845674E-001, 1.8845674E-001, 1.0000000E+000
 2.5003679E+001, 2.0528529E-001, 2.0528529E-001, 1.0000000E+000
 2.6003559E+001, 2.0701356E-001, 2.0701356E-001, 1.0000000E+000
 2.7004115E+001, 1.9286094E-001, 1.9286094E-001, 1.0000000E+000
 2.8003008E+001, 1.8713158E-001, 1.8713158E-001, 1.0000000E+000
 2.9004014E+001, 1.9000443E-001, 1.9000443E-001, 1.0000000E+000
 3.0002237E+001, 1.9431554E-001, 1.9431554E-001, 1.0000000E+000
 3.1001004E+001, 1.8692051E-001, 1.8692051E-001, 1.0000000E+000
