s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0031771E+000, 8.2523096E-002, 8.2523096E-002, 1.0000000E+000
 2.0038895E+000, 7.5699117E-002, 7.5699117E-002, 1.0000000E+000
 3.0046019E+000, 4.3539213E-002, 4.3539213E-002, 1.0000000E+000
 4.0053143E+000, 3.5778725E-002, 3.5778725E-002, 1.0000000E+000
 5.0081817E+000, 4.3707503E-002, 4.3707503E-002, 1.0000000E+000
 6.0089256E+000, 3.2375943E-002, 3.2375943E-002, 1.0000000E+000
 7.0088710E+000, 3.9234797E-002, 3.9234797E-002, 1.0000000E+000
 8.0084052E+000, 4.3823370E-002, 4.3823370E-002, 1.0000000E+000
 9.0011260E+000, 3.2222686E-002, 3.2222686E-002, 1.0000000E+000
 1.0008108E+001, 2.7626962E-002, 2.7626962E-002, 1.0000000E+000
 1.1004534E+001, 2.5965918E-002, 2.5965918E-002, 1.0000000E+000
 1.2005402E+001, 2.5353362E-002, 2.5353362E-002, 1.0000000E+000
 1.3005099E+001, 4.8081654E-002, 4.8081654E-002, 1.0000000E+000
 1.4000492E+001, 6.5735687E-002, 6.5735687E-002, 1.0000000E+000
 1.5001785E+001, 1.1007506E-001, 1.1007506E-001, 1.0000000E+000
 1.6004012E+001, 1.3938866E-001, 1.3938866E-001, 1.0000000E+000
 1.7000860E+001, 1.5366790E-001, 1.5366790E-001, 1.0000000E+000
 1.8001633E+001, 1.6711628E-001, 1.6711628E-001, 1.0000000E+000
 1.9004032E+001, 1.9488118E-001, 1.9488118E-001, 1.0000000E+000
 2.0000174E+001, 1.5912412E-001, 1.5912412E-001, 1.0000000E+000
 2.1002640E+001, 1.6100521E-001, 1.6100521E-001, 1.0000000E+000
 2.2000075E+001, 1.9460545E-001, 1.9460545E-001, 1.0000000E+000
 2.3000228E+001, 3.0273697E-001, 3.0273697E-001, 1.0000000E+000
 2.4001619E+001, 3.5294632E-001, 3.5294632E-001, 1.0000000E+000
 2.5004111E+001, 3.9208849E-001, 3.9208849E-001, 1.0000000E+000
 2.6002826E+001, 4.6489818E-001, 4.6489818E-001, 1.0000000E+000
 2.7003691E+001, 4.9001986E-001, 4.9001986E-001, 1.0000000E+000
 2.8004306E+001, 4.9001097E-001, 4.9001097E-001, 1.0000000E+000
 2.9001760E+001, 5.1808274E-001, 5.1808274E-001, 1.0000000E+000
 3.0002140E+001, 5.6256363E-001, 5.6256363E-001, 1.0000000E+000
 3.1003599E+001, 5.4250145E-001, 5.4250145E-001, 1.0000000E+000
