s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0006304E+000, 6.7421103E-002, 6.7421103E-002, 1.0000000E+000
 2.0085598E+000, 7.2248467E-002, 7.2248467E-002, 1.0000000E+000
 3.0043472E+000, 5.8913386E-002, 5.8913386E-002, 1.0000000E+000
 4.0099390E+000, 6.9142695E-002, 6.9142695E-002, 1.0000000E+000
 5.0011204E+000, 5.3029347E-002, 5.3029347E-002, 1.0000000E+000
 6.0020659E+000, 4.7494192E-002, 4.7494192E-002, 1.0000000E+000
 7.0046159E+000, 6.1470420E-002, 6.1470420E-002, 1.0000000E+000
 8.0019834E+000, 9.8024378E-002, 9.8024378E-002, 1.0000000E+000
 9.0044140E+000, 1.2420380E-001, 1.2420380E-001, 1.0000000E+000
 1.0003429E+001, 1.5635645E-001, 1.5635645E-001, 1.0000000E+000
 1.1004389E+001, 1.6816571E-001, 1.6816571E-001, 1.0000000E+000
 1.2006128E+001, 2.0175448E-001, 2.0175448E-001, 1.0000000E+000
 1.3003455E+001, 2.1645254E-001, 2.1645254E-001, 1.0000000E+000
 1.4000705E+001, 2.2185647E-001, 2.2185647E-001, 1.0000000E+000
 1.5000811E+001, 2.2499275E-001, 2.2499275E-001, 1.0000000E+000
 1.6005090E+001, 2.5673860E-001, 2.5673860E-001, 1.0000000E+000
 1.7005047E+001, 2.6830452E-001, 2.6830452E-001, 1.0000000E+000
 1.8004907E+001, 2.9074998E-001, 2.9074998E-001, 1.0000000E+000
 1.9003380E+001, 3.1241793E-001, 3.1241793E-001, 1.0000000E+000
 2.0003631E+001, 3.2038607E-001, 3.2038607E-001, 1.0000000E+000
 2.1003498E+001, 2.7897384E-001, 2.7897384E-001, 1.0000000E+000
 2.2000689E+001, 3.2015947E-001, 3.2015947E-001, 1.0000000E+000
 2.3004155E+001, 3.5494449E-001, 3.5494449E-001, 1.0000000E+000
 2.4001702E+001, 3.6220601E-001, 3.6220601E-001, 1.0000000E+000
 2.5000053E+001, 4.5548250E-001, 4.5548250E-001, 1.0000000E+000
 2.6003947E+001, 3.3245333E-001, 3.3245333E-001, 1.0000000E+000
 2.7000140E+001, 3.8531893E-001, 3.8531893E-001, 1.0000000E+000
 2.8001666E+001, 3.5333220E-001, 3.5333220E-001, 1.0000000E+000
 2.9005106E+001, 8.1474575E-001, 8.1474575E-001, 1.0000000E+000
 3.0001834E+001, 4.6387023E-001, 4.6387023E-001, 1.0000000E+000
 3.1005308E+001, 7.3002278E-001, 7.3002278E-001, 1.0000000E+000
