s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0071932E+000, 1.6398432E-001, 1.6398432E-001, 1.0000000E+000
 2.0003751E+000, 7.6156339E-002, 7.6156339E-002, 1.0000000E+000
 3.0088921E+000, 4.3566207E-002, 4.3566207E-002, 1.0000000E+000
 4.0043139E+000, 3.1828570E-002, 3.1828570E-002, 1.0000000E+000
 5.0063454E+000, 2.7495258E-002, 2.7495258E-002, 1.0000000E+000
 6.0035591E+000, 2.5916406E-002, 2.5916406E-002, 1.0000000E+000
 7.0059242E+000, 2.5334854E-002, 2.5334854E-002, 1.0000000E+000
 8.0048059E+000, 2.5122804E-002, 2.5122804E-002, 1.0000000E+000
 9.0012171E+000, 2.5045173E-002, 2.5045173E-002, 1.0000000E+000
 1.0003005E+001, 2.5016532E-002, 2.5016532E-002, 1.0000000E+000
 1.1002493E+001, 2.5006068E-002, 2.5006068E-002, 1.0000000E+000
 1.2003352E+001, 2.5002225E-002, 2.5002225E-002, 1.0000000E+000
 1.3002606E+001, 2.5000817E-002, 2.5000817E-002, 1.0000000E+000
 1.4003804E+001, 2.5000300E-002, 2.5000300E-002, 1.0000000E+000
 1.5003522E+001, 2.5000110E-002, 2.5000110E-002, 1.0000000E+000
 1.6003874E+001, 2.5000040E-002, 2.5000040E-002, 1.0000000E+000
 1.7002946E+001, 2.5000015E-002, 2.5000015E-002, 1.0000000E+000
 1.8003063E+001, 2.5000005E-002, 2.5000005E-002, 1.0000000E+000
 1.9003296E+001, 5.6105844E-002, 5.6105844E-002, 1.0000000E+000
 2.0000507E+001, 6.8045932E-002, 6.8045932E-002, 1.0000000E+000
 2.1003339E+001, 6.7141515E-002, 6.7141515E-002, 1.0000000E+000
 2.2000533E+001, 7.2107035E-002, 7.2107035E-002, 1.0000000E+000
 2.3000396E+001, 7.2203711E-002, 7.2203711E-002, 1.0000000E+000
 2.4003551E+001, 7.3976696E-002, 7.3976696E-002, 1.0000000E+000
 2.5003967E+001, 7.4624482E-002, 7.4624482E-002, 1.0000000E+000
 2.6001375E+001, 7.4861788E-002, 7.4861788E-002, 1.0000000E+000
 2.7002955E+001, 7.4949341E-002, 7.4949341E-002, 1.0000000E+000
 2.8002424E+001, 7.4981394E-002, 7.4981394E-002, 1.0000000E+000
 2.9003938E+001, 7.4993180E-002, 7.4993180E-002, 1.0000000E+000
 3.0000784E+001, 7.4997489E-002, 7.4997489E-002, 1.0000000E+000
 3.1003124E+001, 7.4999080E-002, 7.4999080E-002, 1.0000000E+000
