s,m
Time,"x"
 0.0000000E+000, 5.0000000E-002
 1.0185225E+000, 1.8764911E-001
 2.0095831E+000, 5.0000000E-002
 3.0195828E+000, 1.0958822E-001
 4.0189961E+000, 2.2723192E-001
 5.0182670E+000, 3.1568425E-001
 6.0024977E+000, 3.2117285E-001
 7.0175339E+000, 3.6469936E-001
 8.0199608E+000, 3.1298831E-001
 9.0196006E+000, 3.2853686E-001
 1.0017053E+001, 3.6861711E-001
 1.1013871E+001, 3.5851064E-001
 1.2010079E+001, 3.9599587E-001
 1.3015123E+001, 4.2090963E-001
 1.4008752E+001, 4.2154906E-001
 1.5003813E+001, 4.3627596E-001
 1.6013297E+001, 5.4594831E-001
 1.7004564E+001, 5.7951246E-001
 1.8003879E+001, 6.4918018E-001
 1.9000350E+001, 5.5584836E-001
 2.0000558E+001, 4.9086351E-001
 2.1001347E+001, 5.2759970E-001
 2.2008922E+001, 4.4969440E-001
 2.3006720E+001, 5.7593130E-001
 2.4000045E+001, 4.4147209E-001
 2.5003253E+001, 2.9550186E-001
 2.6000001E+001, 2.9021504E-001
 2.7000513E+001, 1.2033487E+000
 2.8001390E+001, 1.6723779E+000
 2.9001214E+001, 1.9553215E+000
 3.0000879E+001, 2.2297439E+000
 3.1001149E+001, 2.4903607E+000
 3.2001771E+001, 2.7142354E+000
 3.3000548E+001, 2.9869846E+000
 3.4001654E+001, 3.2905352E+000
 3.5001118E+001, 3.5652723E+000
 3.6001235E+001, 3.7562650E+000
 3.7000334E+001, 3.9621561E+000
 3.8002834E+001, 4.1668558E+000
 3.9001756E+001, 4.4256982E+000
 4.0002616E+001, 4.7294215E+000
 4.1003054E+001, 4.9993918E+000
 4.2000778E+001, 5.2632018E+000
 4.3001697E+001, 5.6147182E+000
 4.4000316E+001, 5.8853670E+000
 4.5000830E+001, 6.1403508E+000
 4.6000504E+001, 6.4339877E+000
 4.7000161E+001, 6.6883239E+000
 4.8002162E+001, 6.9223019E+000
 4.9001726E+001, 7.2150457E+000
 5.0001741E+001, 7.5295105E+000
 5.1002737E+001, 7.8364485E+000
 5.2003358E+001, 6.8202144E+000
 5.3005393E+001, 5.0000000E-002
 5.4002656E+001, 5.0000000E-002
 5.5013041E+001, 5.0000000E-002
 5.6013117E+001, 5.0000000E-002
 5.7011130E+001, 5.0000000E-002
 5.8009143E+001, 5.0000000E-002
 5.9004888E+001, 5.0000000E-002
 6.0002901E+001, 5.0000000E-002
 6.1000914E+001, 5.0000000E-002
 6.2013898E+001, 5.0000000E-002
 6.3001931E+001, 5.0000000E-002
 6.4017409E+001, 5.0000000E-002
 6.5005442E+001, 5.0000000E-002
 6.6009943E+001, 5.0000000E-002
 6.7006209E+001, 5.0000000E-002
 6.8002476E+001, 5.0000000E-002
 6.9028932E+001, 5.0000000E-002
 7.0025199E+001, 5.0000000E-002
 7.1021466E+001, 5.0000000E-002
 7.2017733E+001, 5.0000000E-002
 7.3007961E+001, 5.0000000E-002
 7.4004228E+001, 5.0000000E-002
 7.5000495E+001, 5.0000000E-002
 7.6029970E+001, 5.0000000E-002
 7.7026237E+001, 5.0000000E-002
 7.8022504E+001, 5.0000000E-002
 7.9018770E+001, 5.0000000E-002
 8.0005074E+001, 5.0000000E-002
 8.1027908E+001, 5.0000000E-002
 8.2014212E+001, 5.0000000E-002
 8.3000516E+001, 5.0000000E-002
 8.4023350E+001, 5.0000000E-002
 8.5009654E+001, 5.0000000E-002
 8.6025222E+001, 5.0000000E-002
 8.7009982E+001, 5.0000000E-002
 8.8010991E+001, 5.0000000E-002
 8.9012001E+001, 5.0000000E-002
 9.0013010E+001, 5.0000000E-002
 9.1014020E+001, 5.0000000E-002
 9.2015029E+001, 5.0000000E-002
 9.3008889E+001, 5.0000000E-002
 9.4031349E+001, 5.0000000E-002
 9.5033712E+001, 5.0000000E-002
 9.6015980E+001, 5.0000000E-002
 9.7019296E+001, 5.0000000E-002
 9.8022613E+001, 5.0000000E-002
 9.9025929E+001, 5.0000000E-002
 1.0000548E+002, 5.0000000E-002
 1.0102319E+002, 5.0000000E-002
 1.0200254E+002, 5.0000000E-002
 1.0300705E+002, 5.0000000E-002
 1.0400691E+002, 5.0000000E-002
 1.0501006E+002, 5.0000000E-002
 1.0600113E+002, 5.0000000E-002
 1.0700365E+002, 5.0000000E-002
 1.0800871E+002, 5.0000000E-002
 1.0900251E+002, 5.0000000E-002
 1.1000227E+002, 5.0000000E-002
 1.1101105E+002, 5.0000000E-002
 1.1200869E+002, 5.0000000E-002
 1.1300007E+002, 5.0000000E-002
 1.1401122E+002, 5.0000000E-002
 1.1500860E+002, 5.0000000E-002
 1.1600648E+002, 5.0000000E-002
 1.1700949E+002, 5.0000000E-002
 1.1800790E+002, 5.0000000E-002
 1.1900086E+002, 5.0000000E-002
 1.2000857E+002, 5.0000000E-002
 1.2100708E+002, 5.0000000E-002
 1.2200563E+002, 5.0000000E-002
 1.2300952E+002, 5.0000000E-002
 1.2400748E+002, 5.0000000E-002
 1.2501025E+002, 5.0000000E-002
 1.2600900E+002, 5.0000000E-002
 1.2700223E+002, 5.0000000E-002
 1.2800780E+002, 5.0000000E-002
 1.2901090E+002, 5.0000000E-002
 1.3001000E+002, 5.0000000E-002
 1.3101228E+002, 5.0000000E-002
 1.3200876E+002, 5.0000000E-002
 1.3300230E+002, 5.0000000E-002
 1.3400922E+002, 5.0000000E-002
 1.3500913E+002, 5.0000000E-002
 1.3600604E+002, 5.0000000E-002
 1.3700688E+002, 5.0000000E-002
 1.3800409E+002, 5.0000000E-002
 1.3900638E+002, 5.0000000E-002
