s,C,C
Time,cs-temp,hs-temp
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001
 1.0000000E+001, 2.0005262E+001, 2.9970566E+001
 2.0000000E+001, 2.0013543E+001, 4.8252593E+001
 3.0000000E+001, 2.0020860E+001, 6.4659186E+001
 4.0000000E+001, 2.0027573E+001, 7.9490638E+001
 5.0000000E+001, 2.0033843E+001, 9.2948460E+001
 6.0000000E+001, 2.0039766E+001, 1.0518729E+002
 7.0000000E+001, 2.0045402E+001, 1.1633436E+002
 8.0000000E+001, 2.0050795E+001, 1.2649754E+002
 9.0000000E+001, 2.0055981E+001, 1.3577761E+002
 1.0000000E+002, 2.0060986E+001, 1.4425723E+002
 1.1000000E+002, 2.0065837E+001, 1.5201138E+002
 1.2000000E+002, 2.0070556E+001, 1.5910687E+002
 1.3000000E+002, 2.0075168E+001, 1.6560502E+002
 1.4000000E+002, 2.0079697E+001, 1.7156094E+002
 1.5000000E+002, 2.0084170E+001, 1.7702377E+002
 1.6000000E+002, 2.0088617E+001, 1.8203809E+002
 1.7000000E+002, 2.0093069E+001, 1.8664234E+002
 1.8000000E+002, 2.0097564E+001, 1.9087371E+002
 1.9000000E+002, 2.0102143E+001, 1.9476583E+002
 2.0000000E+002, 2.0106850E+001, 1.9834983E+002
 2.1000000E+002, 2.0111736E+001, 2.0165325E+002
 2.2000000E+002, 2.0116854E+001, 2.0470281E+002
 2.3000000E+002, 2.0122264E+001, 2.0752169E+002
 2.4000000E+002, 2.0128029E+001, 2.1013009E+002
 2.5000000E+002, 2.0134216E+001, 2.1254673E+002
 2.6000000E+002, 2.0140899E+001, 2.1478910E+002
 2.7000000E+002, 2.0148151E+001, 2.1687272E+002
 2.8000000E+002, 2.0156051E+001, 2.1881156E+002
 2.9000000E+002, 2.0164679E+001, 2.2061841E+002
 3.0000000E+002, 2.0174119E+001, 2.2230495E+002
 3.1000000E+002, 2.0184457E+001, 2.2388161E+002
 3.2000000E+002, 2.0195782E+001, 2.2535779E+002
 3.3000000E+002, 2.0208181E+001, 2.2674147E+002
 3.4000000E+002, 2.0221743E+001, 2.2804066E+002
 3.5000000E+002, 2.0236567E+001, 2.2926275E+002
 3.6000000E+002, 2.0252752E+001, 2.3041444E+002
 3.7000000E+002, 2.0270380E+001, 2.3150171E+002
 3.8000000E+002, 2.0289536E+001, 2.3253029E+002
 3.9000000E+002, 2.0310303E+001, 2.3350518E+002
 4.0000000E+002, 2.0332765E+001, 2.3443099E+002
 4.1000000E+002, 2.0357005E+001, 2.3531188E+002
 4.2000000E+002, 2.0383104E+001, 2.3615130E+002
 4.3000000E+002, 2.0411187E+001, 2.3695285E+002
 4.4000000E+002, 2.0441340E+001, 2.3771942E+002
 4.5000000E+002, 2.0473603E+001, 2.3845409E+002
 4.6000000E+002, 2.0508042E+001, 2.3915911E+002
 4.7000000E+002, 2.0544708E+001, 2.3983676E+002
 4.8000000E+002, 2.0583768E+001, 2.4048929E+002
 4.9000000E+002, 2.0625181E+001, 2.4111874E+002
 5.0000000E+002, 2.0668926E+001, 2.4172682E+002
 5.1000000E+002, 2.0715321E+001, 2.4231505E+002
 5.2000000E+002, 2.0764203E+001, 2.4288593E+002
 5.3000000E+002, 2.0815699E+001, 2.4344052E+002
 5.4000000E+002, 2.0869787E+001, 2.4398018E+002
 5.5000000E+002, 2.0926623E+001, 2.4450595E+002
 5.6000000E+002, 2.0986111E+001, 2.4501887E+002
 5.7000000E+002, 2.1048277E+001, 2.4551992E+002
 5.8000000E+002, 2.1113120E+001, 2.4600989E+002
 5.9000000E+002, 2.1180664E+001, 2.4648934E+002
 6.0000000E+002, 2.1251211E+001, 2.4695928E+002
 6.1000000E+002, 2.1324822E+001, 2.4742013E+002
 6.2000000E+002, 2.1401308E+001, 2.4787196E+002
 6.3000000E+002, 2.1480512E+001, 2.4831551E+002
 6.4000000E+002, 2.1562829E+001, 2.4875093E+002
 6.5000000E+002, 2.1647510E+001, 2.4917951E+002
 6.6000000E+002, 2.1735119E+001, 2.4960105E+002
 6.7000000E+002, 2.1825535E+001, 2.5001665E+002
 6.8000000E+002, 2.1919291E+001, 2.5042626E+002
 6.9000000E+002, 2.2015890E+001, 2.5083045E+002
 7.0000000E+002, 2.2114734E+001, 2.5122979E+002
 7.1000000E+002, 2.2216067E+001, 2.5162381E+002
 7.2000000E+002, 2.2320504E+001, 2.5201425E+002
 7.3000000E+002, 2.2428342E+001, 2.5239963E+002
 7.4000000E+002, 2.2538044E+001, 2.5278205E+002
 7.5000000E+002, 2.2651522E+001, 2.5316026E+002
 7.6000000E+002, 2.2766954E+001, 2.5353530E+002
 7.7000000E+002, 2.2884928E+001, 2.5390729E+002
 7.8000000E+002, 2.3005288E+001, 2.5427585E+002
 7.9000000E+002, 2.3127977E+001, 2.5464202E+002
 8.0000000E+002, 2.3253830E+001, 2.5500532E+002
 8.1000000E+002, 2.3382676E+001, 2.5536603E+002
 8.2000000E+002, 2.3513541E+001, 2.5572463E+002
 8.3000000E+002, 2.3646212E+001, 2.5608084E+002
 8.4000000E+002, 2.3781133E+001, 2.5643507E+002
 8.5000000E+002, 2.3918930E+001, 2.5678744E+002
 8.6000000E+002, 2.4060610E+001, 2.5713779E+002
 8.7000000E+002, 2.4202452E+001, 2.5748656E+002
 8.8000000E+002, 2.4346356E+001, 2.5783361E+002
 8.9000000E+002, 2.4493242E+001, 2.5817898E+002
 9.0000000E+002, 2.4641709E+001, 2.5852290E+002
 9.1000000E+002, 2.4793304E+001, 2.5886567E+002
 9.2000000E+002, 2.4946928E+001, 2.5920790E+002
 9.3000000E+002, 2.5100630E+001, 2.5954963E+002
 9.4000000E+002, 2.5255944E+001, 2.5989124E+002
 9.5000000E+002, 2.5415912E+001, 2.6023192E+002
 9.6000000E+002, 2.5576117E+001, 2.6057226E+002
 9.7000000E+002, 2.5738355E+001, 2.6091217E+002
 9.8000000E+002, 2.5901282E+001, 2.6125078E+002
 9.9000000E+002, 2.6066877E+001, 2.6158959E+002
 1.0000000E+003, 2.6233358E+001, 2.6192770E+002
 1.0100000E+003, 2.6402125E+001, 2.6347146E+002
 1.0200000E+003, 2.6572482E+001, 2.7047265E+002
 1.0300000E+003, 2.6743866E+001, 2.8410645E+002
 1.0400000E+003, 2.6916489E+001, 3.0482467E+002
 1.0500000E+003, 2.7089613E+001, 3.3291876E+002
 1.0600000E+003, 2.7265190E+001, 3.6864761E+002
 1.0700000E+003, 2.7443194E+001, 4.1187202E+002
 1.0800000E+003, 2.7620926E+001, 4.6230126E+002
 1.0900000E+003, 2.7797488E+001, 5.1931898E+002
 1.1000000E+003, 2.7976453E+001, 5.8381505E+002
 1.1100000E+003, 2.8161150E+001, 6.4938625E+002
 1.1200000E+003, 2.8341878E+001, 6.9842692E+002
 1.1300000E+003, 2.8523994E+001, 7.2994762E+002
 1.1400000E+003, 2.8707555E+001, 7.4410945E+002
 1.1500000E+003, 2.8895868E+001, 7.5391265E+002
 1.1600000E+003, 2.9086134E+001, 7.6330134E+002
 1.1700000E+003, 2.9274593E+001, 7.7253709E+002
 1.1800000E+003, 2.9469470E+001, 7.8080169E+002
 1.1900000E+003, 2.9669771E+001, 7.8761970E+002
 1.2000000E+003, 2.9876469E+001, 7.9314593E+002
 1.2100000E+003, 3.0091271E+001, 7.9763603E+002
 1.2200000E+003, 3.0315258E+001, 8.0129457E+002
 1.2300000E+003, 3.0554557E+001, 8.0428354E+002
 1.2400000E+003, 3.0809603E+001, 8.0676874E+002
 1.2500000E+003, 3.1082746E+001, 8.0888192E+002
 1.2600000E+003, 3.1378398E+001, 8.1071612E+002
 1.2700000E+003, 3.1703436E+001, 8.1233778E+002
 1.2800000E+003, 3.2056790E+001, 8.1380032E+002
 1.2900000E+003, 3.2447732E+001, 8.1514571E+002
 1.3000000E+003, 3.2877636E+001, 8.1640548E+002
 1.3100000E+003, 3.3352645E+001, 8.1759939E+002
 1.3200000E+003, 3.3877781E+001, 8.1872724E+002
 1.3300000E+003, 3.4458473E+001, 8.1980872E+002
 1.3400000E+003, 3.5099097E+001, 8.2085803E+002
 1.3500000E+003, 3.5808479E+001, 8.2188990E+002
 1.3600000E+003, 3.6587631E+001, 8.2290850E+002
 1.3700000E+003, 3.7442131E+001, 8.2392113E+002
 1.3800000E+003, 3.8378238E+001, 8.2493004E+002
 1.3900000E+003, 3.9400478E+001, 8.2593399E+002
 1.4000000E+003, 4.0512571E+001, 8.2693496E+002
 1.4100000E+003, 4.1724869E+001, 8.2792639E+002
 1.4200000E+003, 4.3038203E+001, 8.2889665E+002
 1.4300000E+003, 4.4460712E+001, 8.2984910E+002
 1.4400000E+003, 4.6000237E+001, 8.3079114E+002
 1.4500000E+003, 4.7658501E+001, 8.3172448E+002
 1.4600000E+003, 4.9439311E+001, 8.3265109E+002
 1.4700000E+003, 5.1343371E+001, 8.3357137E+002
 1.4800000E+003, 5.3372115E+001, 8.3448998E+002
 1.4900000E+003, 5.5526596E+001, 8.3540556E+002
 1.5000000E+003, 5.7798381E+001, 8.3631230E+002
 1.5100000E+003, 6.0194906E+001, 8.3720836E+002
 1.5200000E+003, 6.2717886E+001, 8.3808230E+002
 1.5300000E+003, 6.5367007E+001, 8.3893948E+002
 1.5400000E+003, 6.8129381E+001, 8.3978312E+002
 1.5500000E+003, 7.1001771E+001, 8.4061884E+002
 1.5600000E+003, 7.3970670E+001, 8.4144714E+002
 1.5700000E+003, 7.7050403E+001, 8.4226750E+002
 1.5800000E+003, 8.0228053E+001, 8.4308287E+002
 1.5900000E+003, 8.3487870E+001, 8.4389237E+002
 1.6000000E+003, 8.6830187E+001, 8.4469975E+002
 1.6100000E+003, 9.0231554E+001, 8.4549786E+002
 1.6200000E+003, 9.3678642E+001, 8.4627938E+002
 1.6300000E+003, 9.7163619E+001, 8.4704685E+002
 1.6400000E+003, 1.0066515E+002, 8.4780596E+002
 1.6500000E+003, 1.0417570E+002, 8.4855894E+002
 1.6600000E+003, 1.0766653E+002, 8.4930634E+002
 1.6700000E+003, 1.1113743E+002, 8.5005102E+002
 1.6800000E+003, 1.1459090E+002, 8.5079204E+002
 1.6900000E+003, 1.1802631E+002, 8.5153160E+002
 1.7000000E+003, 1.2143572E+002, 8.5226786E+002
 1.7100000E+003, 1.2480733E+002, 8.5299956E+002
 1.7200000E+003, 1.2812730E+002, 8.5371709E+002
 1.7300000E+003, 1.3138694E+002, 8.5442576E+002
 1.7400000E+003, 1.3456946E+002, 8.5512895E+002
 1.7500000E+003, 1.3766754E+002, 8.5582737E+002
 1.7600000E+003, 1.4067932E+002, 8.5652407E+002
 1.7700000E+003, 1.4362385E+002, 8.5721743E+002
 1.7800000E+003, 1.4649915E+002, 8.5790946E+002
 1.7900000E+003, 1.4928696E+002, 8.5859869E+002
 1.8000000E+003, 1.5197415E+002, 8.5928738E+002
 1.8100000E+003, 1.5456521E+002, 8.5996940E+002
 1.8200000E+003, 1.5706537E+002, 8.6063802E+002
 1.8300000E+003, 1.5946140E+002, 8.6129729E+002
 1.8400000E+003, 1.6176990E+002, 8.6194969E+002
 1.8500000E+003, 1.6398500E+002, 8.6259856E+002
 1.8600000E+003, 1.6611895E+002, 8.6324327E+002
 1.8700000E+003, 1.6818974E+002, 8.6388686E+002
 1.8800000E+003, 1.7020683E+002, 8.6452786E+002
 1.8900000E+003, 1.7216678E+002, 8.6516819E+002
 1.9000000E+003, 1.7406119E+002, 8.6580627E+002
 1.9100000E+003, 1.7586928E+002, 8.6644046E+002
 1.9200000E+003, 1.7759582E+002, 8.6706417E+002
 1.9300000E+003, 1.7925453E+002, 8.6767952E+002
 1.9400000E+003, 1.8084509E+002, 8.6829131E+002
 1.9500000E+003, 1.8235627E+002, 8.6889900E+002
 1.9600000E+003, 1.8379902E+002, 8.6950521E+002
 1.9700000E+003, 1.8516818E+002, 8.7010833E+002
 1.9800000E+003, 1.8647092E+002, 8.7071054E+002
 1.9900000E+003, 1.8772143E+002, 8.7131095E+002
 2.0000000E+003, 1.8890795E+002, 8.7191031E+002
 2.0100000E+003, 1.9002727E+002, 8.7250564E+002
 2.0200000E+003, 1.9108752E+002, 8.7308999E+002
 2.0300000E+003, 1.9209943E+002, 8.7366780E+002
 2.0400000E+003, 1.9305161E+002, 8.7424012E+002
 2.0500000E+003, 1.9397533E+002, 8.7481041E+002
 2.0600000E+003, 1.9485100E+002, 8.7537679E+002
 2.0700000E+003, 1.9568060E+002, 8.7594274E+002
 2.0800000E+003, 1.9645864E+002, 8.7650633E+002
 2.0900000E+003, 1.9719711E+002, 8.7706882E+002
 2.1000000E+003, 1.9790387E+002, 8.7763069E+002
 2.1100000E+003, 1.9857521E+002, 8.7818683E+002
 2.1200000E+003, 1.9920856E+002, 8.7873416E+002
 2.1300000E+003, 1.9981137E+002, 8.7927268E+002
 2.1400000E+003, 2.0038351E+002, 8.7980837E+002
 2.1500000E+003, 2.0092830E+002, 8.8033994E+002
 2.1600000E+003, 2.0142379E+002, 8.8087073E+002
 2.1700000E+003, 2.0189826E+002, 8.8139915E+002
 2.1800000E+003, 2.0235941E+002, 8.8192671E+002
 2.1900000E+003, 2.0275728E+002, 8.8245344E+002
 2.2000000E+003, 2.0318393E+002, 8.8297874E+002
 2.2100000E+003, 2.0351775E+002, 8.8350092E+002
 2.2200000E+003, 2.0389003E+002, 8.8401223E+002
 2.2300000E+003, 2.0420829E+002, 8.8451734E+002
 2.2400000E+003, 2.0451290E+002, 8.8501812E+002
 2.2500000E+003, 2.0480990E+002, 8.8551632E+002
 2.2600000E+003, 2.0509594E+002, 8.8601343E+002
 2.2700000E+003, 2.0530398E+002, 8.8650845E+002
 2.2800000E+003, 2.0555053E+002, 8.8700435E+002
 2.2900000E+003, 2.0579168E+002, 8.8749781E+002
 2.3000000E+003, 2.0596024E+002, 8.8799196E+002
 2.3100000E+003, 2.0612856E+002, 8.8848402E+002
 2.3200000E+003, 2.0631583E+002, 8.8897249E+002
 2.3300000E+003, 2.0645099E+002, 8.8945830E+002
 2.3400000E+003, 2.0661468E+002, 8.8994319E+002
 2.3500000E+003, 2.0674743E+002, 8.9042685E+002
 2.3600000E+003, 2.0683462E+002, 8.9091023E+002
 2.3700000E+003, 2.0692781E+002, 8.9139320E+002
 2.3800000E+003, 2.0707016E+002, 8.9187518E+002
 2.3900000E+003, 2.0716769E+002, 8.9235832E+002
 2.4000000E+003, 2.0723652E+002, 8.9284013E+002
 2.4100000E+003, 2.0728786E+002, 8.9331888E+002
 2.4200000E+003, 2.0732897E+002, 8.9378743E+002
 2.4300000E+003, 2.0736265E+002, 8.9424982E+002
 2.4400000E+003, 2.0739029E+002, 8.9470833E+002
 2.4500000E+003, 2.0741274E+002, 8.9516646E+002
 2.4600000E+003, 2.0743055E+002, 8.9562240E+002
 2.4700000E+003, 2.0744418E+002, 8.9607733E+002
 2.4800000E+003, 2.0745411E+002, 8.9653273E+002
 2.4900000E+003, 2.0746066E+002, 8.9698583E+002
 2.5000000E+003, 2.0746408E+002, 8.9744111E+002
 2.5100000E+003, 2.0746454E+002, 8.9789304E+002
 2.5200000E+003, 2.0746222E+002, 8.9833893E+002
 2.5300000E+003, 2.0745730E+002, 8.9878015E+002
 2.5400000E+003, 2.0745004E+002, 8.9921834E+002
 2.5500000E+003, 2.0744073E+002, 8.9965637E+002
 2.5600000E+003, 2.0742954E+002, 9.0009176E+002
 2.5700000E+003, 2.0741657E+002, 9.0052894E+002
 2.5800000E+003, 2.0740190E+002, 9.0096547E+002
 2.5900000E+003, 2.0738561E+002, 9.0140028E+002
 2.6000000E+003, 2.0736778E+002, 9.0183706E+002
 2.6100000E+003, 2.0734853E+002, 9.0227011E+002
 2.6200000E+003, 2.0732807E+002, 9.0269512E+002
 2.6300000E+003, 2.0730659E+002, 9.0311754E+002
 2.6400000E+003, 2.0728416E+002, 9.0353718E+002
 2.6500000E+003, 2.0726085E+002, 9.0395635E+002
 2.6600000E+003, 2.0723671E+002, 9.0437466E+002
 2.6700000E+003, 2.0720940E+002, 9.0479287E+002
 2.6800000E+003, 2.0715672E+002, 9.0521175E+002
 2.6900000E+003, 2.0709487E+002, 9.0562820E+002
 2.7000000E+003, 2.0705253E+002, 9.0604645E+002
 2.7100000E+003, 2.0700323E+002, 9.0646217E+002
 2.7200000E+003, 2.0690810E+002, 9.0687505E+002
 2.7300000E+003, 2.0686948E+002, 9.0728653E+002
 2.7400000E+003, 2.0684043E+002, 9.0769714E+002
 2.7500000E+003, 2.0681168E+002, 9.0810750E+002
 2.7600000E+003, 2.0678288E+002, 9.0851539E+002
 2.7700000E+003, 2.0675427E+002, 9.0892600E+002
 2.7800000E+003, 2.0670918E+002, 9.0933430E+002
 2.7900000E+003, 2.0667446E+002, 9.0974315E+002
 2.8000000E+003, 2.0663215E+002, 9.1015367E+002
 2.8100000E+003, 2.0655155E+002, 9.1055992E+002
 2.8200000E+003, 2.0649601E+002, 9.1096085E+002
 2.8300000E+003, 2.0646412E+002, 9.1135693E+002
 2.8400000E+003, 2.0643654E+002, 9.1175054E+002
 2.8500000E+003, 2.0641117E+002, 9.1214370E+002
