s,C,C
Time,cs-temp,hs-temp
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001
 1.0000000E+001, 2.0005063E+001, 2.9951900E+001
 2.0000000E+001, 2.0013096E+001, 4.8174913E+001
 3.0000000E+001, 2.0020241E+001, 6.4511109E+001
 4.0000000E+001, 2.0026823E+001, 7.9270590E+001
 5.0000000E+001, 2.0032993E+001, 9.2655655E+001
 6.0000000E+001, 2.0038845E+001, 1.0482443E+002
 7.0000000E+001, 2.0044454E+001, 1.1590678E+002
 8.0000000E+001, 2.0049897E+001, 1.2601554E+002
 9.0000000E+001, 2.0055261E+001, 1.3524336E+002
 1.0000000E+002, 2.0060656E+001, 1.4367698E+002
 1.1000000E+002, 2.0066220E+001, 1.5139122E+002
 1.2000000E+002, 2.0072123E+001, 1.5845308E+002
 1.3000000E+002, 2.0078568E+001, 1.6492306E+002
 1.4000000E+002, 2.0085792E+001, 1.7085563E+002
 1.5000000E+002, 2.0094064E+001, 1.7629830E+002
 1.6000000E+002, 2.0103682E+001, 1.8129662E+002
 1.7000000E+002, 2.0114974E+001, 1.8588879E+002
 1.8000000E+002, 2.0128286E+001, 1.9011236E+002
 1.9000000E+002, 2.0143987E+001, 1.9399903E+002
 2.0000000E+002, 2.0162456E+001, 1.9758020E+002
 2.1000000E+002, 2.0184094E+001, 2.0088301E+002
 2.2000000E+002, 2.0209300E+001, 2.0393363E+002
 2.3000000E+002, 2.0238459E+001, 2.0675496E+002
 2.4000000E+002, 2.0271952E+001, 2.0936698E+002
 2.5000000E+002, 2.0310152E+001, 2.1178858E+002
 2.6000000E+002, 2.0353458E+001, 2.1403678E+002
 2.7000000E+002, 2.0402312E+001, 2.1612694E+002
 2.8000000E+002, 2.0456965E+001, 2.1807283E+002
 2.9000000E+002, 2.0517689E+001, 2.1988723E+002
 3.0000000E+002, 2.0584948E+001, 2.2158195E+002
 3.1000000E+002, 2.0658904E+001, 2.2316703E+002
 3.2000000E+002, 2.0739851E+001, 2.2465176E+002
 3.3000000E+002, 2.0828127E+001, 2.2604440E+002
 3.4000000E+002, 2.0923714E+001, 2.2735300E+002
 3.5000000E+002, 2.1026687E+001, 2.2858455E+002
 3.6000000E+002, 2.1137208E+001, 2.2974577E+002
 3.7000000E+002, 2.1255749E+001, 2.3084239E+002
 3.8000000E+002, 2.1382651E+001, 2.3188015E+002
 3.9000000E+002, 2.1517335E+001, 2.3286419E+002
 4.0000000E+002, 2.1660008E+001, 2.3379878E+002
 4.1000000E+002, 2.1810853E+001, 2.3468824E+002
 4.2000000E+002, 2.1969946E+001, 2.3553622E+002
 4.3000000E+002, 2.2136681E+001, 2.3634610E+002
 4.4000000E+002, 2.2311308E+001, 2.3712086E+002
 4.5000000E+002, 2.2494194E+001, 2.3786348E+002
 4.6000000E+002, 2.2685276E+001, 2.3857618E+002
 4.7000000E+002, 2.2883723E+001, 2.3926145E+002
 4.8000000E+002, 2.3088822E+001, 2.3992137E+002
 4.9000000E+002, 2.3302469E+001, 2.4055801E+002
 5.0000000E+002, 2.3523165E+001, 2.4117319E+002
 5.1000000E+002, 2.3750365E+001, 2.4176852E+002
 5.2000000E+002, 2.3984794E+001, 2.4234634E+002
 5.3000000E+002, 2.4226270E+001, 2.4290776E+002
 5.4000000E+002, 2.4473151E+001, 2.4345395E+002
 5.5000000E+002, 2.4726829E+001, 2.4398622E+002
 5.6000000E+002, 2.4987274E+001, 2.4450526E+002
 5.7000000E+002, 2.5251379E+001, 2.4501205E+002
 5.8000000E+002, 2.5522683E+001, 2.4550773E+002
 5.9000000E+002, 2.5799275E+001, 2.4599274E+002
 6.0000000E+002, 2.6079556E+001, 2.4646804E+002
 6.1000000E+002, 2.6365563E+001, 2.4693401E+002
 6.2000000E+002, 2.6656554E+001, 2.4739050E+002
 6.3000000E+002, 2.6951191E+001, 2.4783824E+002
 6.4000000E+002, 2.7249053E+001, 2.4827798E+002
 6.5000000E+002, 2.7552760E+001, 2.4871013E+002
 6.6000000E+002, 2.7856925E+001, 2.4913555E+002
 6.7000000E+002, 2.8166292E+001, 2.4955432E+002
 6.8000000E+002, 2.8478467E+001, 2.4996730E+002
 6.9000000E+002, 2.8791123E+001, 2.5037451E+002
 7.0000000E+002, 2.9110577E+001, 2.5077662E+002
 7.1000000E+002, 2.9428149E+001, 2.5117389E+002
 7.2000000E+002, 2.9749287E+001, 2.5156649E+002
 7.3000000E+002, 3.0073197E+001, 2.5195490E+002
 7.4000000E+002, 3.0396511E+001, 2.5233928E+002
 7.5000000E+002, 3.0722813E+001, 2.5271985E+002
 7.6000000E+002, 3.1050834E+001, 2.5309706E+002
 7.7000000E+002, 3.1376255E+001, 2.5347075E+002
 7.8000000E+002, 3.1706942E+001, 2.5384148E+002
 7.9000000E+002, 3.2035308E+001, 2.5420955E+002
 8.0000000E+002, 3.2365385E+001, 2.5457431E+002
 8.1000000E+002, 3.2695170E+001, 2.5493721E+002
 8.2000000E+002, 3.3024300E+001, 2.5529707E+002
 8.3000000E+002, 3.3354889E+001, 2.5565490E+002
 8.4000000E+002, 3.3684023E+001, 2.5601090E+002
 8.5000000E+002, 3.4014110E+001, 2.5636422E+002
 8.6000000E+002, 3.4341928E+001, 2.5671640E+002
 8.7000000E+002, 3.4671315E+001, 2.5706620E+002
 8.8000000E+002, 3.4998488E+001, 2.5741431E+002
 8.9000000E+002, 3.5324715E+001, 2.5776108E+002
 9.0000000E+002, 3.5651362E+001, 2.5810589E+002
 9.1000000E+002, 3.5976567E+001, 2.5844963E+002
 9.2000000E+002, 3.6299132E+001, 2.5879285E+002
 9.3000000E+002, 3.6624570E+001, 2.5913544E+002
 9.4000000E+002, 3.6942036E+001, 2.5947738E+002
 9.5000000E+002, 3.7265475E+001, 2.5981910E+002
 9.6000000E+002, 3.7582664E+001, 2.6015986E+002
 9.7000000E+002, 3.7896879E+001, 2.6050036E+002
 9.8000000E+002, 3.8215605E+001, 2.6084025E+002
 9.9000000E+002, 3.8526273E+001, 2.6117943E+002
 1.0000000E+003, 3.8836364E+001, 2.6151847E+002
 1.0100000E+003, 3.9148750E+001, 2.6306230E+002
 1.0200000E+003, 3.9454266E+001, 2.7005785E+002
 1.0300000E+003, 3.9757801E+001, 2.8367780E+002
 1.0400000E+003, 4.0064716E+001, 3.0437412E+002
 1.0500000E+003, 4.0362386E+001, 3.3243836E+002
 1.0600000E+003, 4.0661955E+001, 3.6814390E+002
 1.0700000E+003, 4.0960310E+001, 4.1135866E+002
 1.0800000E+003, 4.1253888E+001, 4.6179674E+002
 1.0900000E+003, 4.1548375E+001, 5.1884591E+002
 1.1000000E+003, 4.1840638E+001, 5.8340151E+002
 1.1100000E+003, 4.2138832E+001, 6.4908869E+002
 1.1200000E+003, 4.2433865E+001, 6.9825220E+002
 1.1300000E+003, 4.2734028E+001, 7.2987427E+002
 1.1400000E+003, 4.3048531E+001, 7.4408491E+002
 1.1500000E+003, 4.3372573E+001, 7.5392980E+002
 1.1600000E+003, 4.3723398E+001, 7.6338810E+002
 1.1700000E+003, 4.4109721E+001, 7.7263011E+002
 1.1800000E+003, 4.4538535E+001, 7.8085142E+002
 1.1900000E+003, 4.5031028E+001, 7.8759581E+002
 1.2000000E+003, 4.5596483E+001, 7.9303940E+002
 1.2100000E+003, 4.6254241E+001, 7.9745968E+002
 1.2200000E+003, 4.7018795E+001, 8.0108091E+002
 1.2300000E+003, 4.7906155E+001, 8.0406922E+002
 1.2400000E+003, 4.8934990E+001, 8.0657784E+002
 1.2500000E+003, 5.0117660E+001, 8.0873112E+002
 1.2600000E+003, 5.1470330E+001, 8.1062182E+002
 1.2700000E+003, 5.3000533E+001, 8.1231302E+002
 1.2800000E+003, 5.4723960E+001, 8.1385310E+002
 1.2900000E+003, 5.6649444E+001, 8.1527766E+002
 1.3000000E+003, 5.8774679E+001, 8.1660260E+002
 1.3100000E+003, 6.1112782E+001, 8.1784566E+002
 1.3200000E+003, 6.3667975E+001, 8.1900807E+002
 1.3300000E+003, 6.6432737E+001, 8.2011109E+002
 1.3400000E+003, 6.9397138E+001, 8.2116918E+002
 1.3500000E+003, 7.2558356E+001, 8.2219704E+002
 1.3600000E+003, 7.5905191E+001, 8.2320272E+002
 1.3700000E+003, 7.9438380E+001, 8.2419043E+002
 1.3800000E+003, 8.3135159E+001, 8.2516361E+002
 1.3900000E+003, 8.6979117E+001, 8.2612515E+002
 1.4000000E+003, 9.0952425E+001, 8.2708113E+002
 1.4100000E+003, 9.5022596E+001, 8.2802558E+002
 1.4200000E+003, 9.9164015E+001, 8.2894822E+002
 1.4300000E+003, 1.0335103E+002, 8.2985329E+002
 1.4400000E+003, 1.0754869E+002, 8.3074974E+002
 1.4500000E+003, 1.1174050E+002, 8.3163896E+002
 1.4600000E+003, 1.1593342E+002, 8.3252394E+002
 1.4700000E+003, 1.2011949E+002, 8.3340576E+002
 1.4800000E+003, 1.2427198E+002, 8.3428393E+002
 1.4900000E+003, 1.2837742E+002, 8.3516039E+002
 1.5000000E+003, 1.3240357E+002, 8.3603314E+002
 1.5100000E+003, 1.3634597E+002, 8.3690024E+002
 1.5200000E+003, 1.4017952E+002, 8.3775083E+002
 1.5300000E+003, 1.4392060E+002, 8.3859020E+002
 1.5400000E+003, 1.4756183E+002, 8.3942079E+002
 1.5500000E+003, 1.5107813E+002, 8.4024630E+002
 1.5600000E+003, 1.5445929E+002, 8.4106828E+002
 1.5700000E+003, 1.5770580E+002, 8.4188665E+002
 1.5800000E+003, 1.6081319E+002, 8.4270346E+002
 1.5900000E+003, 1.6379689E+002, 8.4351646E+002
 1.6000000E+003, 1.6668685E+002, 8.4432794E+002
 1.6100000E+003, 1.6949194E+002, 8.4513156E+002
 1.6200000E+003, 1.7219803E+002, 8.4591944E+002
 1.6300000E+003, 1.7478794E+002, 8.4669360E+002
 1.6400000E+003, 1.7725165E+002, 8.4745844E+002
 1.6500000E+003, 1.7960863E+002, 8.4821622E+002
 1.6600000E+003, 1.8186199E+002, 8.4896775E+002
 1.6700000E+003, 1.8399880E+002, 8.4971567E+002
 1.6800000E+003, 1.8603315E+002, 8.5045837E+002
 1.6900000E+003, 1.8797496E+002, 8.5119831E+002
 1.7000000E+003, 1.8980844E+002, 8.5193400E+002
 1.7100000E+003, 1.9154441E+002, 8.5266400E+002
 1.7200000E+003, 1.9319711E+002, 8.5337877E+002
 1.7300000E+003, 1.9476291E+002, 8.5408275E+002
 1.7400000E+003, 1.9624413E+002, 8.5477959E+002
 1.7500000E+003, 1.9764565E+002, 8.5547024E+002
 1.7600000E+003, 1.9896823E+002, 8.5615766E+002
 1.7700000E+003, 2.0022808E+002, 8.5684006E+002
 1.7800000E+003, 2.0140292E+002, 8.5752036E+002
 1.7900000E+003, 2.0253157E+002, 8.5819708E+002
 1.8000000E+003, 2.0358473E+002, 8.5887233E+002
 1.8100000E+003, 2.0457584E+002, 8.5954038E+002
 1.8200000E+003, 2.0551245E+002, 8.6019450E+002
 1.8300000E+003, 2.0640561E+002, 8.6083877E+002
 1.8400000E+003, 2.0724104E+002, 8.6147539E+002
 1.8500000E+003, 2.0803894E+002, 8.6210794E+002
 1.8600000E+003, 2.0878948E+002, 8.6273630E+002
 1.8700000E+003, 2.0949887E+002, 8.6336223E+002
 1.8800000E+003, 2.1016807E+002, 8.6398465E+002
 1.8900000E+003, 2.1079761E+002, 8.6460631E+002
 1.9000000E+003, 2.1138386E+002, 8.6522459E+002
 1.9100000E+003, 2.1195545E+002, 8.6583899E+002
 1.9200000E+003, 2.1248202E+002, 8.6644323E+002
 1.9300000E+003, 2.1298848E+002, 8.6703849E+002
 1.9400000E+003, 2.1345060E+002, 8.6763026E+002
 1.9500000E+003, 2.1389274E+002, 8.6821743E+002
 1.9600000E+003, 2.1429891E+002, 8.6880311E+002
 1.9700000E+003, 2.1468465E+002, 8.6938621E+002
 1.9800000E+003, 2.1502858E+002, 8.6996794E+002
 1.9900000E+003, 2.1539394E+002, 8.7054831E+002
 2.0000000E+003, 2.1567977E+002, 8.7112689E+002
 2.0100000E+003, 2.1597808E+002, 8.7170276E+002
 2.0200000E+003, 2.1625400E+002, 8.7226669E+002
 2.0300000E+003, 2.1651240E+002, 8.7282554E+002
 2.0400000E+003, 2.1673328E+002, 8.7337782E+002
 2.0500000E+003, 2.1696472E+002, 8.7392960E+002
 2.0600000E+003, 2.1717445E+002, 8.7447764E+002
 2.0700000E+003, 2.1735105E+002, 8.7502615E+002
 2.0800000E+003, 2.1753374E+002, 8.7557194E+002
 2.0900000E+003, 2.1769875E+002, 8.7611838E+002
 2.1000000E+003, 2.1783034E+002, 8.7666371E+002
 2.1100000E+003, 2.1797733E+002, 8.7720556E+002
 2.1200000E+003, 2.1811096E+002, 8.7773721E+002
 2.1300000E+003, 2.1823347E+002, 8.7826282E+002
 2.1400000E+003, 2.1835132E+002, 8.7878359E+002
 2.1500000E+003, 2.1843330E+002, 8.7930315E+002
 2.1600000E+003, 2.1852661E+002, 8.7982138E+002
 2.1700000E+003, 2.1859962E+002, 8.8033829E+002
 2.1800000E+003, 2.1865813E+002, 8.8085468E+002
 2.1900000E+003, 2.1872996E+002, 8.8137086E+002
 2.2000000E+003, 2.1877188E+002, 8.8188557E+002
 2.2100000E+003, 2.1880711E+002, 8.8239840E+002
 2.2200000E+003, 2.1884610E+002, 8.8290079E+002
 2.2300000E+003, 2.1895680E+002, 8.8339779E+002
 2.2400000E+003, 2.1900802E+002, 8.8389014E+002
 2.2500000E+003, 2.1905748E+002, 8.8438245E+002
 2.2600000E+003, 2.1909012E+002, 8.8487074E+002
 2.2700000E+003, 2.1911288E+002, 8.8535910E+002
 2.2800000E+003, 2.1913014E+002, 8.8584792E+002
 2.2900000E+003, 2.1914344E+002, 8.8633520E+002
 2.3000000E+003, 2.1915360E+002, 8.8682344E+002
 2.3100000E+003, 2.1916120E+002, 8.8731004E+002
 2.3200000E+003, 2.1916663E+002, 8.8779448E+002
 2.3300000E+003, 2.1917018E+002, 8.8827653E+002
 2.3400000E+003, 2.1917211E+002, 8.8875654E+002
 2.3500000E+003, 2.1917264E+002, 8.8923819E+002
 2.3600000E+003, 2.1917193E+002, 8.8971754E+002
 2.3700000E+003, 2.1917014E+002, 8.9019824E+002
 2.3800000E+003, 2.1916753E+002, 8.9067809E+002
 2.3900000E+003, 2.1916571E+002, 8.9115857E+002
 2.4000000E+003, 2.1916547E+002, 8.9163736E+002
 2.4100000E+003, 2.1916565E+002, 8.9211353E+002
 2.4200000E+003, 2.1916540E+002, 8.9258039E+002
 2.4300000E+003, 2.1916437E+002, 8.9304130E+002
 2.4400000E+003, 2.1916252E+002, 8.9349839E+002
 2.4500000E+003, 2.1915993E+002, 8.9395394E+002
 2.4600000E+003, 2.1915672E+002, 8.9441058E+002
 2.4700000E+003, 2.1915297E+002, 8.9486383E+002
 2.4800000E+003, 2.1914883E+002, 8.9531935E+002
 2.4900000E+003, 2.1914441E+002, 8.9577395E+002
 2.5000000E+003, 2.1913977E+002, 8.9622829E+002
 2.5100000E+003, 2.1913500E+002, 8.9668085E+002
 2.5200000E+003, 2.1913019E+002, 8.9712627E+002
 2.5300000E+003, 2.1912543E+002, 8.9756863E+002
 2.5400000E+003, 2.1912156E+002, 8.9800763E+002
 2.5500000E+003, 2.1911987E+002, 8.9844515E+002
 2.5600000E+003, 2.1911953E+002, 8.9888337E+002
 2.5700000E+003, 2.1911962E+002, 8.9932001E+002
 2.5800000E+003, 2.1911971E+002, 8.9975628E+002
 2.5900000E+003, 2.1911969E+002, 9.0019479E+002
 2.6000000E+003, 2.1911954E+002, 9.0063111E+002
 2.6100000E+003, 2.1911929E+002, 9.0106656E+002
 2.6200000E+003, 2.1911906E+002, 9.0149461E+002
 2.6300000E+003, 2.1911893E+002, 9.0191924E+002
 2.6400000E+003, 2.1911894E+002, 9.0234141E+002
 2.6500000E+003, 2.1911965E+002, 9.0276128E+002
 2.6600000E+003, 2.1912259E+002, 9.0318228E+002
 2.6700000E+003, 2.1912736E+002, 9.0360113E+002
 2.6800000E+003, 2.1913290E+002, 9.0402025E+002
 2.6900000E+003, 2.1913869E+002, 9.0443995E+002
 2.7000000E+003, 2.1914450E+002, 9.0486048E+002
 2.7100000E+003, 2.1915027E+002, 9.0527832E+002
 2.7200000E+003, 2.1915606E+002, 9.0569386E+002
 2.7300000E+003, 2.1916546E+002, 9.0610852E+002
 2.7400000E+003, 2.1918560E+002, 9.0651992E+002
 2.7500000E+003, 2.1920621E+002, 9.0693191E+002
 2.7600000E+003, 2.1922457E+002, 9.0734323E+002
 2.7700000E+003, 2.1924092E+002, 9.0775375E+002
 2.7800000E+003, 2.1925577E+002, 9.0816495E+002
 2.7900000E+003, 2.1926953E+002, 9.0857695E+002
 2.8000000E+003, 2.1928252E+002, 9.0898817E+002
 2.8100000E+003, 2.1929504E+002, 9.0939813E+002
 2.8200000E+003, 2.1930848E+002, 9.0980040E+002
 2.8300000E+003, 2.1932380E+002, 9.1019888E+002
 2.8400000E+003, 2.1934663E+002, 9.1059515E+002
 2.8500000E+003, 2.1936376E+002, 9.1098922E+002
