s,C,C
Time,"cs-temp","hs-temp"
 0.0000000E+000, 2.0000000E+001, 2.0000000E+001
 1.0000000E+001, 2.0094733E+001, 2.5549978E+001
 2.0000000E+001, 2.0248159E+001, 3.5856474E+001
 3.0000000E+001, 2.0387148E+001, 4.5293151E+001
 4.0000000E+001, 2.0516966E+001, 5.3973738E+001
 5.0000000E+001, 2.0639969E+001, 6.1983055E+001
 6.0000000E+001, 2.0757577E+001, 6.9391720E+001
 7.0000000E+001, 2.0870734E+001, 7.6260545E+001
 8.0000000E+001, 2.0980106E+001, 8.2642296E+001
 9.0000000E+001, 2.1086223E+001, 8.8583575E+001
 1.0000000E+002, 2.1189475E+001, 9.4124930E+001
 1.1000000E+002, 2.1290196E+001, 9.9302961E+001
 1.2000000E+002, 2.1388652E+001, 1.0415036E+002
 1.3000000E+002, 2.1485064E+001, 1.0869581E+002
 1.4000000E+002, 2.1579616E+001, 1.1296561E+002
 1.5000000E+002, 2.1672480E+001, 1.1698310E+002
 1.6000000E+002, 2.1763787E+001, 1.2077005E+002
 1.7000000E+002, 2.1853670E+001, 1.2434569E+002
 1.8000000E+002, 2.1942231E+001, 1.2772769E+002
 1.9000000E+002, 2.2029572E+001, 1.3093190E+002
 2.0000000E+002, 2.2115782E+001, 1.3397290E+002
 2.1000000E+002, 2.2200922E+001, 1.3686400E+002
 2.2000000E+002, 2.2285097E+001, 1.3961755E+002
 2.3000000E+002, 2.2368331E+001, 1.4224462E+002
 2.4000000E+002, 2.2450719E+001, 1.4475518E+002
 2.5000000E+002, 2.2532289E+001, 1.4715844E+002
 2.6000000E+002, 2.2613087E+001, 1.4946273E+002
 2.7000000E+002, 2.2693188E+001, 1.5167577E+002
 2.8000000E+002, 2.2772593E+001, 1.5380451E+002
 2.9000000E+002, 2.2851399E+001, 1.5585546E+002
 3.0000000E+002, 2.2929575E+001, 1.5783434E+002
 3.1000000E+002, 2.3007198E+001, 1.5974663E+002
 3.2000000E+002, 2.3084307E+001, 1.6159710E+002
 3.3000000E+002, 2.3160874E+001, 1.6339006E+002
 3.4000000E+002, 2.3237011E+001, 1.6512982E+002
 3.5000000E+002, 2.3312674E+001, 1.6682012E+002
 3.6000000E+002, 2.3387924E+001, 1.6846461E+002
 3.7000000E+002, 2.3462790E+001, 1.7006642E+002
 3.8000000E+002, 2.3537246E+001, 1.7162855E+002
 3.9000000E+002, 2.3611413E+001, 1.7315368E+002
 4.0000000E+002, 2.3685206E+001, 1.7464433E+002
 4.1000000E+002, 2.3758691E+001, 1.7610286E+002
 4.2000000E+002, 2.3831950E+001, 1.7753129E+002
 4.3000000E+002, 2.3904858E+001, 1.7893166E+002
 4.4000000E+002, 2.3977607E+001, 1.8030566E+002
 4.5000000E+002, 2.4050122E+001, 1.8165498E+002
 4.6000000E+002, 2.4122371E+001, 1.8298107E+002
 4.7000000E+002, 2.4194579E+001, 1.8428536E+002
 4.8000000E+002, 2.4266503E+001, 1.8556912E+002
 4.9000000E+002, 2.4338350E+001, 1.8683346E+002
 5.0000000E+002, 2.4410164E+001, 1.8807952E+002
 5.1000000E+002, 2.4481724E+001, 1.8930830E+002
 5.2000000E+002, 2.4553488E+001, 1.9052103E+002
 5.3000000E+002, 2.4625018E+001, 1.9171849E+002
 5.4000000E+002, 2.4696572E+001, 1.9290153E+002
 5.5000000E+002, 2.4768324E+001, 1.9407074E+002
 5.6000000E+002, 2.4839850E+001, 1.9522681E+002
 5.7000000E+002, 2.4911825E+001, 1.9637030E+002
 5.8000000E+002, 2.4983632E+001, 1.9750175E+002
 5.9000000E+002, 2.5055712E+001, 1.9862168E+002
 6.0000000E+002, 2.5128055E+001, 1.9973049E+002
 6.1000000E+002, 2.5200441E+001, 2.0082865E+002
 6.2000000E+002, 2.5273335E+001, 2.0191628E+002
 6.3000000E+002, 2.5346326E+001, 2.0299377E+002
 6.4000000E+002, 2.5419821E+001, 2.0406140E+002
 6.5000000E+002, 2.5493625E+001, 2.0511955E+002
 6.6000000E+002, 2.5567895E+001, 2.0616850E+002
 6.7000000E+002, 2.5642640E+001, 2.0720850E+002
 6.8000000E+002, 2.5717926E+001, 2.0823988E+002
 6.9000000E+002, 2.5793783E+001, 2.0926279E+002
 7.0000000E+002, 2.5870264E+001, 2.1027757E+002
 7.1000000E+002, 2.5947425E+001, 2.1128430E+002
 7.2000000E+002, 2.6025332E+001, 2.1228329E+002
 7.3000000E+002, 2.6104045E+001, 2.1327466E+002
 7.4000000E+002, 2.6183575E+001, 2.1425861E+002
 7.5000000E+002, 2.6264027E+001, 2.1523529E+002
 7.6000000E+002, 2.6345425E+001, 2.1620484E+002
 7.7000000E+002, 2.6427857E+001, 2.1716740E+002
 7.8000000E+002, 2.6511403E+001, 2.1812307E+002
 7.9000000E+002, 2.6596049E+001, 2.1907207E+002
 8.0000000E+002, 2.6681989E+001, 2.2001443E+002
 8.1000000E+002, 2.6769151E+001, 2.2095031E+002
 8.2000000E+002, 2.6857715E+001, 2.2187977E+002
 8.3000000E+002, 2.6947704E+001, 2.2280293E+002
 8.4000000E+002, 2.7039196E+001, 2.2371988E+002
 8.5000000E+002, 2.7132300E+001, 2.2463070E+002
 8.6000000E+002, 2.7227020E+001, 2.2553550E+002
 8.7000000E+002, 2.7323533E+001, 2.2643430E+002
 8.8000000E+002, 2.7421830E+001, 2.2732725E+002
 8.9000000E+002, 2.7522074E+001, 2.2821434E+002
 9.0000000E+002, 2.7624302E+001, 2.2909572E+002
 9.1000000E+002, 2.7728618E+001, 2.2997145E+002
 9.2000000E+002, 2.7835184E+001, 2.3084187E+002
 9.3000000E+002, 2.7943922E+001, 2.3170707E+002
 9.4000000E+002, 2.8055165E+001, 2.3256705E+002
 9.5000000E+002, 2.8168765E+001, 2.3342188E+002
 9.6000000E+002, 2.8285043E+001, 2.3427153E+002
 9.7000000E+002, 2.8404001E+001, 2.3511609E+002
 9.8000000E+002, 2.8525713E+001, 2.3595553E+002
 9.9000000E+002, 2.8650482E+001, 2.3678993E+002
 1.0000000E+003, 2.8778226E+001, 2.3761935E+002
 1.0100000E+003, 2.8909059E+001, 2.3886029E+002
 1.0200000E+003, 2.9043273E+001, 2.4189103E+002
 1.0300000E+003, 2.9181032E+001, 2.4687342E+002
 1.0400000E+003, 2.9322220E+001, 2.5365209E+002
 1.0500000E+003, 2.9467131E+001, 2.6205137E+002
 1.0600000E+003, 2.9615937E+001, 2.7192545E+002
 1.0700000E+003, 2.9768752E+001, 2.8311112E+002
 1.0800000E+003, 2.9925794E+001, 2.9547929E+002
 1.0900000E+003, 3.0087159E+001, 3.0888629E+002
 1.1000000E+003, 3.0253085E+001, 3.2321775E+002
 1.1100000E+003, 3.0423707E+001, 3.3796681E+002
 1.1200000E+003, 3.0599246E+001, 3.5180328E+002
 1.1300000E+003, 3.0779873E+001, 3.6450004E+002
 1.1400000E+003, 3.0965808E+001, 3.7616372E+002
 1.1500000E+003, 3.1157285E+001, 3.8691377E+002
 1.1600000E+003, 3.1354543E+001, 3.9686325E+002
 1.1700000E+003, 3.1557760E+001, 4.0611502E+002
 1.1800000E+003, 3.1767263E+001, 4.1475970E+002
 1.1900000E+003, 3.1983292E+001, 4.2287800E+002
 1.2000000E+003, 3.2206104E+001, 4.3054036E+002
 1.2100000E+003, 3.2435949E+001, 4.3780730E+002
 1.2200000E+003, 3.2673219E+001, 4.4472992E+002
 1.2300000E+003, 3.2918231E+001, 4.5135300E+002
 1.2400000E+003, 3.3171212E+001, 4.5771554E+002
 1.2500000E+003, 3.3432643E+001, 4.6385035E+002
 1.2600000E+003, 3.3702910E+001, 4.6978575E+002
 1.2700000E+003, 3.3982336E+001, 4.7554528E+002
 1.2800000E+003, 3.4271321E+001, 4.8114927E+002
 1.2900000E+003, 3.4570353E+001, 4.8661477E+002
 1.3000000E+003, 3.4879983E+001, 4.9195610E+002
 1.3100000E+003, 3.5200625E+001, 4.9718514E+002
 1.3200000E+003, 3.5532850E+001, 5.0231307E+002
 1.3300000E+003, 3.5877328E+001, 5.0736124E+002
 1.3400000E+003, 3.6234677E+001, 5.1233670E+002
 1.3500000E+003, 3.6605571E+001, 5.1724174E+002
 1.3600000E+003, 3.6990684E+001, 5.2207837E+002
 1.3700000E+003, 3.7391078E+001, 5.2684893E+002
 1.3800000E+003, 3.7807582E+001, 5.3155533E+002
 1.3900000E+003, 3.8241139E+001, 5.3619942E+002
 1.4000000E+003, 3.8693074E+001, 5.4078295E+002
 1.4100000E+003, 3.9164487E+001, 5.4530690E+002
 1.4200000E+003, 3.9656996E+001, 5.4977142E+002
 1.4300000E+003, 4.0171997E+001, 5.5417741E+002
 1.4400000E+003, 4.0711246E+001, 5.5852638E+002
 1.4500000E+003, 4.1276653E+001, 5.6281950E+002
 1.4600000E+003, 4.1870591E+001, 5.6705818E+002
 1.4700000E+003, 4.2495422E+001, 5.7124349E+002
 1.4800000E+003, 4.3153908E+001, 5.7537652E+002
 1.4900000E+003, 4.3848778E+001, 5.7945832E+002
 1.5000000E+003, 4.4583649E+001, 5.8348980E+002
 1.5100000E+003, 4.5362251E+001, 5.8747166E+002
 1.5200000E+003, 4.6188308E+001, 5.9140352E+002
 1.5300000E+003, 4.7066702E+001, 5.9528620E+002
 1.5400000E+003, 4.8002301E+001, 5.9912057E+002
 1.5500000E+003, 4.9000514E+001, 6.0290634E+002
 1.5600000E+003, 5.0066963E+001, 6.0664235E+002
 1.5700000E+003, 5.1208292E+001, 6.1032998E+002
 1.5800000E+003, 5.2431324E+001, 6.1397079E+002
 1.5900000E+003, 5.3743405E+001, 6.1756594E+002
 1.6000000E+003, 5.5152396E+001, 6.2111664E+002
 1.6100000E+003, 5.6666575E+001, 6.2462343E+002
 1.6200000E+003, 5.8294318E+001, 6.2808629E+002
 1.6300000E+003, 6.0045223E+001, 6.3150569E+002
 1.6400000E+003, 6.1927645E+001, 6.3488261E+002
 1.6500000E+003, 6.3951950E+001, 6.3821786E+002
 1.6600000E+003, 6.6126009E+001, 6.4151224E+002
 1.6700000E+003, 6.8459438E+001, 6.4476655E+002
 1.6800000E+003, 7.0959769E+001, 6.4798135E+002
 1.6900000E+003, 7.3635066E+001, 6.5115741E+002
 1.7000000E+003, 7.6490737E+001, 6.5429522E+002
 1.7100000E+003, 7.9532462E+001, 6.5739521E+002
 1.7200000E+003, 8.2762198E+001, 6.6045698E+002
 1.7300000E+003, 8.6180126E+001, 6.6348101E+002
 1.7400000E+003, 8.9785576E+001, 6.6646785E+002
 1.7500000E+003, 9.3573883E+001, 6.6941816E+002
 1.7600000E+003, 9.7534470E+001, 6.7233261E+002
 1.7700000E+003, 1.0165645E+002, 6.7521165E+002
 1.7800000E+003, 1.0592326E+002, 6.7805594E+002
 1.7900000E+003, 1.1031403E+002, 6.8086591E+002
 1.8000000E+003, 1.1480785E+002, 6.8364215E+002
 1.8100000E+003, 1.1938186E+002, 6.8638480E+002
 1.8200000E+003, 1.2400797E+002, 6.8909361E+002
 1.8300000E+003, 1.2866006E+002, 6.9176879E+002
 1.8400000E+003, 1.3330628E+002, 6.9441095E+002
 1.8500000E+003, 1.3791624E+002, 6.9702073E+002
 1.8600000E+003, 1.4245968E+002, 6.9959862E+002
 1.8700000E+003, 1.4690685E+002, 7.0214521E+002
 1.8800000E+003, 1.5122743E+002, 7.0466078E+002
 1.8900000E+003, 1.5539377E+002, 7.0714592E+002
 1.9000000E+003, 1.5938238E+002, 7.0960101E+002
 1.9100000E+003, 1.6317099E+002, 7.1202641E+002
 1.9200000E+003, 1.6673941E+002, 7.1442189E+002
 1.9300000E+003, 1.7007680E+002, 7.1678781E+002
 1.9400000E+003, 1.7316798E+002, 7.1912471E+002
 1.9500000E+003, 1.7600691E+002, 7.2139707E+002
 1.9600000E+003, 1.7858625E+002, 7.2352195E+002
 1.9700000E+003, 1.8091015E+002, 7.2554173E+002
 1.9800000E+003, 1.8297791E+002, 7.2749318E+002
 1.9900000E+003, 1.8479288E+002, 7.2939053E+002
 2.0000000E+003, 1.8636653E+002, 7.3122968E+002
 2.0100000E+003, 1.8770692E+002, 7.3297139E+002
 2.0200000E+003, 1.8882161E+002, 7.3464346E+002
 2.0300000E+003, 1.8972428E+002, 7.3626513E+002
 2.0400000E+003, 1.9042671E+002, 7.3784697E+002
 2.0500000E+003, 1.9094444E+002, 7.3939629E+002
 2.0600000E+003, 1.9128977E+002, 7.4093234E+002
 2.0700000E+003, 1.9147627E+002, 7.4250622E+002
 2.0800000E+003, 1.9151948E+002, 7.4411707E+002
 2.0900000E+003, 1.9142693E+002, 7.4575450E+002
 2.1000000E+003, 1.9121685E+002, 7.4741085E+002
 2.1100000E+003, 1.9090089E+002, 7.4908018E+002
 2.1200000E+003, 1.9048847E+002, 7.5076208E+002
 2.1300000E+003, 1.8999242E+002, 7.5247917E+002
 2.1400000E+003, 1.8942238E+002, 7.5423397E+002
 2.1500000E+003, 1.8878635E+002, 7.5601981E+002
 2.1600000E+003, 1.8809545E+002, 7.5783112E+002
 2.1700000E+003, 1.8735519E+002, 7.5966246E+002
 2.1800000E+003, 1.8657624E+002, 7.6151134E+002
 2.1900000E+003, 1.8576343E+002, 7.6337102E+002
 2.2000000E+003, 1.8492576E+002, 7.6524154E+002
 2.2100000E+003, 1.8406387E+002, 7.6711502E+002
 2.2200000E+003, 1.8318610E+002, 7.6899284E+002
 2.2300000E+003, 1.8229591E+002, 7.7086230E+002
 2.2400000E+003, 1.8139770E+002, 7.7269346E+002
 2.2500000E+003, 1.8049495E+002, 7.7448253E+002
 2.2600000E+003, 1.7958952E+002, 7.7623580E+002
 2.2700000E+003, 1.7868744E+002, 7.7795716E+002
 2.2800000E+003, 1.7779039E+002, 7.7964984E+002
 2.2900000E+003, 1.7690137E+002, 7.8131333E+002
 2.3000000E+003, 1.7601883E+002, 7.8294526E+002
 2.3100000E+003, 1.7514759E+002, 7.8454883E+002
 2.3200000E+003, 1.7428715E+002, 7.8612659E+002
 2.3300000E+003, 1.7343971E+002, 7.8768050E+002
 2.3400000E+003, 1.7260611E+002, 7.8921223E+002
 2.3500000E+003, 1.7178914E+002, 7.9072317E+002
 2.3600000E+003, 1.7098663E+002, 7.9221447E+002
 2.3700000E+003, 1.7020296E+002, 7.9368711E+002
 2.3800000E+003, 1.6943422E+002, 7.9514162E+002
 2.3900000E+003, 1.6868479E+002, 7.9657871E+002
 2.4000000E+003, 1.6795096E+002, 7.9799901E+002
 2.4100000E+003, 1.6723632E+002, 7.9940296E+002
 2.4200000E+003, 1.6653931E+002, 8.0078906E+002
 2.4300000E+003, 1.6586247E+002, 8.0215325E+002
 2.4400000E+003, 1.6520261E+002, 8.0349675E+002
 2.4500000E+003, 1.6456260E+002, 8.0482162E+002
 2.4600000E+003, 1.6394055E+002, 8.0612910E+002
 2.4700000E+003, 1.6333681E+002, 8.0742023E+002
 2.4800000E+003, 1.6274971E+002, 8.0869579E+002
 2.4900000E+003, 1.6218127E+002, 8.0995643E+002
 2.5000000E+003, 1.6163061E+002, 8.1120269E+002
 2.5100000E+003, 1.6109820E+002, 8.1243489E+002
 2.5200000E+003, 1.6058239E+002, 8.1365313E+002
 2.5300000E+003, 1.6008408E+002, 8.1485757E+002
 2.5400000E+003, 1.5960193E+002, 8.1604866E+002
 2.5500000E+003, 1.5913786E+002, 8.1722674E+002
 2.5600000E+003, 1.5868868E+002, 8.1839210E+002
 2.5700000E+003, 1.5825568E+002, 8.1954507E+002
 2.5800000E+003, 1.5783783E+002, 8.2068585E+002
 2.5900000E+003, 1.5743537E+002, 8.2181482E+002
 2.6000000E+003, 1.5704777E+002, 8.2293210E+002
 2.6100000E+003, 1.5667455E+002, 8.2403790E+002
 2.6200000E+003, 1.5631581E+002, 8.2513198E+002
 2.6300000E+003, 1.5597102E+002, 8.2621452E+002
 2.6400000E+003, 1.5563939E+002, 8.2728574E+002
 2.6500000E+003, 1.5532157E+002, 8.2834595E+002
 2.6600000E+003, 1.5501672E+002, 8.2939534E+002
 2.6700000E+003, 1.5472492E+002, 8.3043409E+002
 2.6800000E+003, 1.5444459E+002, 8.3146257E+002
 2.6900000E+003, 1.5417667E+002, 8.3248078E+002
 2.7000000E+003, 1.5392091E+002, 8.3348907E+002
 2.7100000E+003, 1.5367574E+002, 8.3448759E+002
 2.7200000E+003, 1.5344228E+002, 8.3547623E+002
 2.7300000E+003, 1.5321957E+002, 8.3645510E+002
 2.7400000E+003, 1.5300719E+002, 8.3742443E+002
 2.7500000E+003, 1.5280444E+002, 8.3838441E+002
 2.7600000E+003, 1.5261250E+002, 8.3933514E+002
 2.7700000E+003, 1.5243009E+002, 8.4027702E+002
 2.7800000E+003, 1.5225697E+002, 8.4121006E+002
 2.7900000E+003, 1.5209300E+002, 8.4213447E+002
 2.8000000E+003, 1.5193856E+002, 8.4305033E+002
 2.8100000E+003, 1.5179224E+002, 8.4395781E+002
 2.8200000E+003, 1.5165435E+002, 8.4485656E+002
 2.8300000E+003, 1.5152436E+002, 8.4574665E+002
 2.8400000E+003, 1.5140385E+002, 8.4662836E+002
 2.8500000E+003, 1.5129015E+002, 8.4750180E+002
