s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.7421159E-003,-9.6788880E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7421159E-003, 0.0000000E+000, 0.0000000E+000
 1.0030385E+000, 8.4281862E-001,-5.8268233E-002, 6.3949659E-001,-9.7498991E-003,-1.4031512E-004, 0.0000000E+000, 0.0000000E+000, 1.0081674E+000, 1.4141568E+000, 1.0235949E-004, 3.2722126E-001
 2.0008993E+000, 9.4577959E+000,-2.3162234E+000, 7.1064078E-002,-1.0029067E-001,-2.4722687E-004, 0.0000000E+000, 0.0000000E+000, 7.8810966E+000, 7.1120987E+000, 2.0799116E-004, 3.2732689E-001
 3.0010977E+000, 1.0403537E+001,-2.6203407E+000,-7.7306553E+000,-1.7417342E-001,-2.4940101E-004, 0.0000000E+000, 0.0000000E+000, 6.3692025E-001,-1.2188151E-001, 2.2956709E-004, 3.2734847E-001
 4.0002384E+000, 1.0953958E+001,-2.7286699E+000,-8.1642338E+000,-1.9146885E-001,-2.5649114E-004, 0.0000000E+000, 0.0000000E+000, 6.6861980E-001,-1.3067112E-001, 2.3271292E-004, 3.2735161E-001
 5.0000529E+000, 1.0762298E+001,-2.6795034E+000,-9.2956665E+000,-2.0135943E-001,-2.5989470E-004, 0.0000000E+000, 0.0000000E+000,-6.2845769E-001,-1.4144913E+000, 2.3314308E-004, 3.2735218E-001
 6.0001364E+000, 1.0862177E+001,-2.7341572E+000,-7.4223055E+000,-1.8426693E-001,-2.5338057E-004, 0.0000000E+000, 0.0000000E+000, 1.3047582E+000, 5.2119379E-001, 2.3320145E-004, 3.3176002E-001
 7.0009570E+000, 1.0800949E+001,-2.6966892E+000,-8.5555382E+000,-1.8779366E-001,-2.5241636E-004, 0.0000000E+000, 0.0000000E+000, 1.5858819E-001,-6.3932432E-001, 2.3320936E-004, 3.4056460E-001
 8.0000620E+000, 1.0419786E+001,-2.4889162E+000,-9.2827443E+000,-1.9656688E-001,-2.5443677E-004, 0.0000000E+000, 0.0000000E+000,-7.8231918E-001,-1.5486961E+000, 2.3321043E-004, 3.4936594E-001
 9.0006266E+000, 1.1070102E+001,-2.6061055E+000,-7.7017844E+000,-1.8386344E-001,-2.5016180E-004, 0.0000000E+000, 0.0000000E+000, 1.3638922E+000, 5.7809854E-001, 2.3321057E-004, 3.5816735E-001
 1.0000662E+001, 1.0761402E+001,-2.4377778E+000,-9.5856326E+000,-1.8651615E-001,-2.4552989E-004, 0.0000000E+000, 0.0000000E+000,-6.4210500E-001,-1.4487699E+000, 2.3321059E-004, 3.6697038E-001
 1.1000314E+001, 1.0766927E+001,-2.3553401E+000,-8.9588567E+000,-1.7151281E-001,-2.4012023E-004, 0.0000000E+000, 0.0000000E+000, 5.2748968E-002,-7.1902300E-001, 2.3321060E-004, 3.7576990E-001
 1.2000717E+001, 1.0693565E+001,-2.3237997E+000,-9.0747599E+000,-1.7658620E-001,-2.4355883E-004, 0.0000000E+000, 0.0000000E+000,-1.0255524E-001,-8.8182447E-001, 2.3321060E-004, 3.8457141E-001
 1.3000000E+001, 1.1069193E+001,-2.3616106E+000,-9.1213346E+000,-1.5997634E-001,-2.4411109E-004, 0.0000000E+000, 0.0000000E+000, 2.3395436E-001,-5.7397272E-001, 2.3321060E-004, 3.9337195E-001
 1.4000365E+001, 1.0528856E+001,-2.1654275E+000,-9.2845722E+000,-1.6607571E-001,-2.4248059E-004, 0.0000000E+000, 0.0000000E+000,-3.0667530E-001,-1.0874619E+000, 2.3321060E-004, 4.0217177E-001
 1.5000655E+001, 1.0699921E+001,-2.1274910E+000,-9.3383817E+000,-1.6156105E-001,-2.3958152E-004, 0.0000000E+000, 0.0000000E+000,-1.4439856E-001,-9.2775263E-001, 2.3321060E-004, 4.1097584E-001
 1.6000406E+001, 1.0725868E+001,-2.0663161E+000,-9.1584217E+000,-1.5684342E-001,-2.3343131E-004, 0.0000000E+000, 0.0000000E+000, 8.8493601E-002,-6.5594684E-001, 2.3321060E-004, 4.1977711E-001
 1.7000259E+001, 1.0729087E+001,-1.9944748E+000,-9.9556553E+000,-1.5927221E-001,-2.3567569E-004, 0.0000000E+000, 0.0000000E+000,-6.2333579E-001,-1.3805506E+000, 2.3321060E-004, 4.2857699E-001
 1.8000389E+001, 1.0607914E+001,-1.9387376E+000,-9.4515072E+000,-1.5306107E-001,-2.3071165E-004, 0.0000000E+000, 0.0000000E+000,-1.5312242E-001,-9.3562206E-001, 2.3321060E-004, 4.3737824E-001
 1.9000870E+001, 1.0774525E+001,-1.9269390E+000,-9.4415330E+000,-1.3521733E-001,-2.2446934E-004, 0.0000000E+000, 0.0000000E+000, 8.2395589E-002,-7.2938833E-001, 2.3321060E-004, 4.4618229E-001
