s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-2.7421159E-003,-9.6788880E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.7421159E-003, 0.0000000E+000, 0.0000000E+000
 1.0000707E+000, 1.0827096E-002, 2.6193996E-002, 7.8458754E-001,-9.8115269E-003,-2.9799582E-004, 0.0000000E+000, 0.0000000E+000, 3.1267578E-001, 8.1149911E-001, 9.6353671E-005, 3.2721525E-001
 2.0011773E+000, 7.0755458E+000,-1.3150247E+000,-1.3761052E-001,-5.6443117E-002,-5.3592121E-004, 0.0000000E+000, 0.0000000E+000, 6.6285462E+000, 5.5659315E+000, 1.9611547E-004, 3.2731501E-001
 3.0007043E+000, 1.0487516E+001,-1.8917675E+000,-6.4798852E+000,-1.4681469E-001,-5.6914522E-004, 0.0000000E+000, 0.0000000E+000, 2.8027033E+000, 1.9684791E+000, 2.1650843E-004, 3.2733541E-001
 4.0008664E+000, 1.0562364E+001,-1.8795298E+000,-8.9786648E+000,-1.5289392E-001,-5.7179113E-004, 0.0000000E+000, 0.0000000E+000, 4.0889888E-001,-4.4929596E-001, 2.1947506E-004, 3.2733837E-001
 5.0004549E+000, 1.0640318E+001,-1.8163202E+000,-9.3988524E+000,-1.4607200E-001,-5.8381920E-004, 0.0000000E+000, 0.0000000E+000, 1.2808443E-001,-7.2151075E-001, 2.1988087E-004, 3.2733890E-001
 6.0003490E+000, 1.0809317E+001,-1.9029937E+000,-9.4000343E+000,-1.5457060E-001,-5.9305199E-004, 0.0000000E+000, 0.0000000E+000, 2.1788380E-001,-6.4887444E-001, 2.1993587E-004, 3.3174892E-001
 7.0003719E+000, 1.0186216E+001,-1.7499477E+000,-8.6167292E+000,-1.4223126E-001,-5.6154588E-004, 0.0000000E+000, 0.0000000E+000, 5.3441356E-001,-3.2325343E-001, 2.1994332E-004, 3.4054919E-001
 8.0010805E+000, 1.0677561E+001,-1.8106172E+000,-9.1040546E+000,-1.4053431E-001,-5.6773248E-004, 0.0000000E+000, 0.0000000E+000, 4.9089549E-001,-3.7821234E-001, 2.1994433E-004, 3.4935424E-001
 9.0005960E+000, 1.0302811E+001,-1.6399529E+000,-9.3302170E+000,-1.4410762E-001,-5.5174471E-004, 0.0000000E+000, 0.0000000E+000, 4.1138030E-002,-8.1201865E-001, 2.1994446E-004, 3.5815642E-001
 1.0000567E+001, 1.0758021E+001,-1.6043642E+000,-1.0879509E+001,-1.4988586E-001,-5.6020330E-004, 0.0000000E+000, 0.0000000E+000,-1.0252596E+000,-1.8762979E+000, 2.1994448E-004, 3.6695604E-001
 1.1000415E+001, 1.0179291E+001,-1.4319389E+000,-9.6204708E+000,-1.3093771E-001,-5.4027460E-004, 0.0000000E+000, 0.0000000E+000,-1.5893072E-001,-1.0045964E+000, 2.1994448E-004, 3.7575609E-001
 1.2000456E+001, 1.0627505E+001,-1.4480943E+000,-9.5492826E+000,-1.2835678E-001,-5.3300201E-004, 0.0000000E+000, 0.0000000E+000, 3.4407870E-001,-4.9876195E-001, 2.1994448E-004, 3.8455765E-001
 1.3000970E+001, 1.0344682E+001,-1.3177763E+000,-1.0321867E+001,-1.2467763E-001,-5.3955528E-004, 0.0000000E+000, 0.0000000E+000,-5.7187920E-001,-1.4201786E+000, 2.1994448E-004, 3.9336127E-001
 1.4000964E+001, 1.0320914E+001,-1.2282924E+000,-9.4166998E+000,-1.1833870E-001,-5.1810186E-004, 0.0000000E+000, 0.0000000E+000, 3.9116055E-001,-4.4293471E-001, 2.1994448E-004, 4.0216441E-001
 1.5000990E+001, 1.0696586E+001,-1.2077056E+000,-9.6419301E+000,-1.2217391E-001,-5.2846336E-004, 0.0000000E+000, 0.0000000E+000, 5.7933243E-001,-2.7575205E-001, 2.1994448E-004, 4.1096635E-001
 1.6001009E+001, 1.0719115E+001,-1.0930167E+000,-1.0809169E+001,-1.2293978E-001,-5.2152499E-004, 0.0000000E+000, 0.0000000E+000,-4.5359259E-001,-1.3065320E+000, 2.1994448E-004, 4.1976813E-001
 1.7000896E+001, 1.0159326E+001,-9.7011188E-001,-1.1117278E+001,-1.2166441E-001,-5.2852295E-004, 0.0000000E+000, 0.0000000E+000,-1.1987538E+000,-2.0502574E+000, 2.1994448E-004, 4.2856932E-001
 1.8001167E+001, 1.0380723E+001,-9.1923780E-001,-9.3909219E+000,-1.0653941E-001,-4.9912976E-004, 0.0000000E+000, 0.0000000E+000, 8.4540753E-001,-3.6474942E-002, 2.1994448E-004, 4.3737047E-001
 1.9000507E+001, 1.0093847E+001,-7.8655072E-001,-9.6602205E+000,-1.0920614E-001,-4.9762292E-004, 0.0000000E+000, 0.0000000E+000, 4.2512456E-001,-4.6262816E-001, 2.1994448E-004, 4.4617088E-001
