s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
 6.5001996E+001, 2.2891536E-003,-1.9637186E-003, 1.8241585E+000,-7.0286641E-001, 1.2190645E-004, 4.2076625E-002, 1.3892300E-001, 9.7935015E-002, 4.0842986E-002, 3.3355673E-004, 1.4109470E-004, 4.1669263E+002, 4.2012259E+002, 4.1178867E+002, 4.0601808E+002, 4.0353349E+002, 3.9582459E+002, 3.8647788E+002, 3.7642262E+002, 3.5712672E+002, 3.3744021E+002, 1.0070019E+002, 1.4016198E+001, 5.1667299E+002, 5.4049922E+002, 6.1787092E+002, 5.4146160E+002, 4.6321317E+002, 3.7357150E+002, 3.5790063E+002, 2.1625644E+001, 3.4958957E+001, 2.1806263E+001, 1.4294491E+001
 7.0000901E+001, 2.2739672E-003,-1.9749674E-003, 1.8795752E+000,-7.0273976E-001, 1.2624089E-004, 3.3330020E-002, 1.3399554E-001, 1.0297548E-001, 4.3690019E-002, 4.6244132E-004, 2.0625551E-004, 4.3546009E+002, 4.3951646E+002, 4.3040993E+002, 4.2643720E+002, 4.2071008E+002, 4.1068798E+002, 4.0203022E+002, 3.9033440E+002, 3.7043225E+002, 3.5348559E+002, 1.0727870E+002, 1.4673395E+001, 5.4277341E+002, 5.5943151E+002, 6.1732516E+002, 5.5489426E+002, 4.9031588E+002, 3.8923707E+002, 3.7320322E+002, 2.2586462E+001, 3.4075111E+001, 2.2691235E+001, 1.6150391E+001
 7.5001757E+001, 2.2768381E-003,-1.9904718E-003, 1.9468623E+000,-6.7419954E-001, 1.3057534E-004, 2.3015140E-002, 1.4048670E-001, 1.0909693E-001, 3.9892656E-002, 4.4498421E-004, 1.6558698E-004, 4.6792474E+002, 4.7356174E+002, 4.5708484E+002, 4.5063596E+002, 4.4060116E+002, 4.3124167E+002, 4.1685014E+002, 4.0366211E+002, 3.8368551E+002, 3.6438804E+002, 1.0124124E+002, 1.5585282E+001, 5.8016246E+002, 5.9283182E+002, 6.8279871E+002, 5.3231801E+002, 5.2715685E+002, 4.0414440E+002, 3.8975953E+002, 2.3189880E+001, 3.5782733E+001, 2.5997353E+001, 1.8007006E+001
 8.0001843E+001, 2.2816686E-003,-2.0258509E-003, 1.9620158E+000,-6.8179564E-001, 1.3491068E-004, 1.7278952E-002, 1.3850462E-001, 1.1176987E-001, 4.0987953E-002, 1.1343889E-003, 2.3936396E-004, 4.8399126E+002, 4.8871265E+002, 4.7855310E+002, 4.6841667E+002, 4.5491033E+002, 4.4588699E+002, 4.2837704E+002, 4.1513257E+002, 3.9323744E+002, 3.7110377E+002, 1.0529842E+002, 1.7858198E+001, 5.9845398E+002, 6.0858378E+002, 6.9726783E+002, 5.9794505E+002, 5.4050083E+002, 4.2124427E+002, 4.0395250E+002, 2.3575754E+001, 3.6983704E+001, 2.5816413E+001, 1.9396331E+001
 8.5001001E+001, 2.2739838E-003,-2.0300224E-003, 2.0213394E+000,-6.5154431E-001, 1.3924481E-004, 1.1821890E-002, 1.4579777E-001, 1.1482913E-001, 3.6685235E-002, 1.3028001E-003, 2.2807123E-004, 5.0928166E+002, 5.1583386E+002, 4.9661766E+002, 4.8697370E+002, 4.7587749E+002, 4.6639796E+002, 4.4727366E+002, 4.3087731E+002, 4.0718543E+002, 3.8540543E+002, 1.0074516E+002, 1.9662631E+001, 6.3333055E+002, 6.4458931E+002, 7.3045847E+002, 5.6702916E+002, 5.6967885E+002, 4.4020686E+002, 4.0792976E+002, 2.4417880E+001, 3.8556466E+001, 2.9267902E+001, 2.1390070E+001
 9.0000156E+001, 2.2784962E-003,-2.0284765E-003, 2.0682273E+000,-6.4009362E-001, 1.4357883E-004, 6.3110266E-003, 1.3667346E-001, 1.1675266E-001, 4.1592302E-002, 2.5765026E-003, 6.9697886E-004, 5.2641462E+002, 5.3097132E+002, 5.1946632E+002, 5.0014085E+002, 4.8900494E+002, 4.7579513E+002, 4.5807291E+002, 4.4004377E+002, 4.1665955E+002, 3.9405204E+002, 1.0236769E+002, 2.0225635E+001, 6.2511316E+002, 6.6033979E+002, 7.3724555E+002, 5.7249357E+002, 5.7650138E+002, 4.5325449E+002, 4.2195561E+002, 2.5438953E+001, 3.9973690E+001, 2.9687809E+001, 2.2624947E+001
 9.5001172E+001, 2.2819118E-003,-2.0129469E-003, 2.0892935E+000,-6.5934723E-001, 1.4791364E-004, 5.2017241E-003, 1.3542442E-001, 1.1685040E-001, 4.2257771E-002, 3.1123572E-003, 7.6770932E-004, 5.4305892E+002, 5.4794510E+002, 5.4025350E+002, 5.1688486E+002, 5.0374943E+002, 4.8867775E+002, 4.6845549E+002, 4.4840561E+002, 4.2795017E+002, 4.0621551E+002, 1.0963355E+002, 2.1837723E+001, 6.3774807E+002, 6.6648995E+002, 7.4392908E+002, 6.4393021E+002, 5.9553720E+002, 4.6460317E+002, 4.3802317E+002, 2.6070016E+001, 4.0793173E+001, 3.0950084E+001, 2.4023406E+001
 1.0000028E+002, 2.2951586E-003,-2.0968438E-003, 2.0732628E+000,-6.7372864E-001, 1.5224830E-004, 1.9433110E-003, 1.4313960E-001, 1.1645747E-001, 3.7662531E-002, 5.3151519E-003, 7.9661697E-004, 5.3557170E+002, 5.4337359E+002, 5.3554167E+002, 5.1543481E+002, 5.0570971E+002, 4.9262539E+002, 4.7494440E+002, 4.5837503E+002, 4.3902838E+002, 4.1947784E+002, 1.1018859E+002, 2.3504211E+001, 6.2357940E+002, 6.5812771E+002, 7.2730531E+002, 7.5345957E+002, 5.9149527E+002, 4.7179311E+002, 4.4949133E+002, 2.6730971E+001, 4.4365033E+001, 3.0618412E+001, 2.4836832E+001
 1.0500058E+002, 2.2967104E-003,-2.0487454E-003, 2.1112989E+000,-6.5955914E-001, 1.5658285E-004, 1.2189425E-003, 1.3994887E-001, 1.1729621E-001, 3.8930560E-002, 4.9351592E-003, 1.3896722E-003, 5.3599568E+002, 5.4542036E+002, 5.3026391E+002, 5.1866556E+002, 5.1236419E+002, 5.0368569E+002, 4.8766331E+002, 4.6952077E+002, 4.4902613E+002, 4.2591050E+002, 1.0900870E+002, 2.5469292E+001, 6.2335878E+002, 6.7278107E+002, 7.3548033E+002, 7.3528323E+002, 5.9685723E+002, 4.7639271E+002, 4.5310023E+002, 2.7713516E+001, 4.4186938E+001, 3.2233705E+001, 2.6205699E+001
 1.1000145E+002, 2.3172541E-003,-2.1351445E-003, 2.0832659E+000,-6.9252500E-001, 1.6091792E-004, 2.8413062E-004, 1.4625963E-001, 1.1420086E-001, 3.5164633E-002, 8.3737843E-003, 1.4145364E-003, 5.3181308E+002, 5.4104881E+002, 5.2994862E+002, 5.2033757E+002, 5.1353577E+002, 5.0517201E+002, 4.9242459E+002, 4.7627313E+002, 4.5791377E+002, 4.3425275E+002, 1.1026262E+002, 2.7218814E+001, 6.1854894E+002, 6.7180401E+002, 7.3603914E+002, 7.4218713E+002, 5.9538452E+002, 4.7949306E+002, 4.5852933E+002, 2.8414691E+001, 4.6021341E+001, 3.2752033E+001, 2.6738727E+001
 1.1500113E+002, 2.3119989E-003,-2.0772440E-003, 2.1122512E+000,-6.7197138E-001, 1.6525304E-004, 5.0925606E-004, 1.4298926E-001, 1.1572998E-001, 3.6448479E-002, 6.8076260E-003, 2.0244757E-003, 5.3574581E+002, 5.4423646E+002, 5.2911389E+002, 5.1977020E+002, 5.1361495E+002, 5.0901461E+002, 4.9816003E+002, 4.8260633E+002, 4.6476542E+002, 4.4296946E+002, 1.2026422E+002, 2.9060250E+001, 6.0896709E+002, 6.8033599E+002, 7.2620463E+002, 7.5031886E+002, 5.9192673E+002, 4.8037542E+002, 4.6521995E+002, 2.9205305E+001, 4.6613081E+001, 3.3736673E+001, 2.7673485E+001
 1.2000156E+002, 2.2988912E-003,-1.9828539E-003, 2.1443449E+000,-6.5981443E-001, 1.6958762E-004, 1.1271066E-003, 1.3102515E-001, 1.1422608E-001, 4.2075836E-002, 7.8671734E-003, 3.3808525E-003, 5.3982218E+002, 5.4903649E+002, 5.3262536E+002, 5.2483677E+002, 5.1891248E+002, 5.1081438E+002, 4.9911094E+002, 4.8527120E+002, 4.6892391E+002, 4.4929346E+002, 1.3493936E+002, 3.1040616E+001, 6.0659634E+002, 6.7182692E+002, 7.1080698E+002, 7.0589156E+002, 5.8905185E+002, 4.8451680E+002, 4.7414030E+002, 2.9835620E+001, 4.3855631E+001, 3.3309355E+001, 2.8203102E+001
 1.2500117E+002, 2.1775013E-003,-2.0722767E-003, 2.0710869E+000,-7.5480174E-001, 1.7392261E-004, 9.7703745E-004, 1.5225635E-001, 1.1496301E-001, 3.0271710E-002, 7.2970668E-003, 2.6637574E-003, 5.5855585E+002, 5.6826590E+002, 5.5204119E+002, 5.4620413E+002, 5.3778738E+002, 5.2482605E+002, 5.0966423E+002, 4.8946359E+002, 4.6947547E+002, 4.5133155E+002, 1.6436846E+002, 3.4480885E+001, 6.0114708E+002, 6.3772295E+002, 6.7748451E+002, 6.6796640E+002, 5.9790265E+002, 4.9453134E+002, 4.7416314E+002, 3.0861419E+001, 4.4382877E+001, 3.3765608E+001, 2.9513025E+001
 1.3000010E+002, 2.2198490E-003,-1.9431046E-003, 2.0970225E+000,-7.2853985E-001, 1.7825662E-004, 6.4809568E-004, 1.3686174E-001, 1.1072030E-001, 3.8079108E-002, 1.1514919E-002, 3.8778527E-003, 5.4886743E+002, 5.6030259E+002, 5.4366839E+002, 5.3983777E+002, 5.3368540E+002, 5.1893775E+002, 5.0014603E+002, 4.8228885E+002, 4.6779792E+002, 4.5449285E+002, 1.9783308E+002, 3.9738962E+001, 5.9161136E+002, 6.2633693E+002, 6.6200343E+002, 6.4345351E+002, 5.8441302E+002, 4.9283355E+002, 4.8079660E+002, 3.1222175E+001, 4.2032472E+001, 3.3470286E+001, 2.9603620E+001
 1.3500235E+002, 2.2375149E-003,-2.0551697E-003, 1.9976644E+000,-8.1342758E-001, 1.8259195E-004, 5.2087440E-004, 1.3007504E-001, 1.0672381E-001, 4.1430469E-002, 1.5312582E-002, 4.5125861E-003, 5.2441995E+002, 5.3840992E+002, 5.2607697E+002, 5.2195082E+002, 5.1889370E+002, 5.0961108E+002, 4.9526753E+002, 4.8221474E+002, 4.7257441E+002, 4.5925706E+002, 2.0905740E+002, 4.6313324E+001, 5.9270984E+002, 6.0956806E+002, 6.5862409E+002, 6.1733135E+002, 5.7411986E+002, 4.9564551E+002, 4.8502459E+002, 3.2331261E+001, 4.4209009E+001, 3.5364943E+001, 3.0261380E+001
 1.4000011E+002, 2.2488935E-003,-1.9867843E-003, 2.0005140E+000,-8.0554470E-001, 1.8692685E-004, 5.8604127E-004, 1.2391438E-001, 1.0469718E-001, 4.3463682E-002, 1.7206621E-002, 6.0173581E-003, 5.1211999E+002, 5.2825345E+002, 5.1623143E+002, 5.1075980E+002, 5.0711038E+002, 5.0098403E+002, 4.9361351E+002, 4.8653187E+002, 4.7783190E+002, 4.6546177E+002, 2.3058118E+002, 5.0222183E+001, 5.9362641E+002, 6.2380549E+002, 6.6579731E+002, 6.2821104E+002, 5.8331813E+002, 4.9854790E+002, 4.9006816E+002, 3.2734877E+001, 4.5836250E+001, 3.5616778E+001, 3.1211876E+001
 1.4500037E+002, 2.2613410E-003,-2.0733919E-003, 2.0251713E+000,-7.9318831E-001, 1.9126042E-004, 3.8416427E-004, 1.4706642E-001, 1.0296791E-001, 3.2009218E-002, 1.8880972E-002, 3.9237535E-003, 4.9846978E+002, 5.1540008E+002, 5.0721372E+002, 5.0511281E+002, 5.0199715E+002, 4.9759118E+002, 4.9349955E+002, 4.8811765E+002, 4.8105652E+002, 4.7030408E+002, 2.3278247E+002, 4.9227305E+001, 5.9123171E+002, 6.1004738E+002, 6.4540133E+002, 6.1357481E+002, 5.7277184E+002, 5.0251770E+002, 4.9455610E+002, 3.4308674E+001, 4.3040133E+001, 3.5112685E+001, 3.1264221E+001
 1.5000016E+002, 2.2930764E-003,-1.9559862E-003, 2.1593706E+000,-6.9103311E-001, 1.9559522E-004, 1.3592185E-004, 1.4072732E-001, 1.0189862E-001, 3.4881528E-002, 1.9981715E-002, 4.7443604E-003, 5.0337484E+002, 5.1917011E+002, 5.1239385E+002, 5.0907254E+002, 5.0665099E+002, 5.0290248E+002, 4.9906811E+002, 4.9276819E+002, 4.8434482E+002, 4.7199893E+002, 2.0979774E+002, 4.8878152E+001, 5.8217749E+002, 6.0006880E+002, 6.2482575E+002, 5.6787849E+002, 5.6959377E+002, 5.1209258E+002, 4.9949315E+002, 3.6012815E+001, 3.7318284E+001, 3.4707639E+001, 3.2016058E+001
 1.5500153E+002, 2.1904440E-003,-2.0129698E-003, 2.0928226E+000,-7.8265740E-001, 1.9829335E-004, 4.9462175E-005, 1.2206723E-001, 1.0087071E-001, 4.3297487E-002, 2.0912319E-002, 7.1999293E-003, 5.0619136E+002, 5.2218384E+002, 5.1733556E+002, 5.1497328E+002, 5.1284419E+002, 5.0945582E+002, 5.0498835E+002, 4.9838424E+002, 4.8904454E+002, 4.7822162E+002, 2.1296473E+002, 5.8977337E+001, 5.9112586E+002, 5.8369181E+002, 5.9122135E+002, 5.3909616E+002, 5.6853566E+002, 5.1680655E+002, 5.0588494E+002, 3.4625489E+001, 3.6312959E+001, 3.4544568E+001, 3.2427703E+001
 1.6000142E+002, 2.2588597E-003,-2.0412436E-003, 2.1857573E+000,-7.0274033E-001, 1.9935670E-004, 2.5583515E-005, 1.3039739E-001, 1.0034303E-001, 4.0139829E-002, 2.1364787E-002, 5.5470496E-003, 5.0849418E+002, 5.2532474E+002, 5.2201193E+002, 5.2059470E+002, 5.1814650E+002, 5.1882979E+002, 5.1431264E+002, 5.0780692E+002, 4.9739651E+002, 4.8298685E+002, 2.1064069E+002, 6.0271634E+001, 5.8059888E+002, 5.6891311E+002, 5.5551030E+002, 5.2811372E+002, 5.6804062E+002, 5.2336387E+002, 5.1357954E+002, 3.7490942E+001, 3.3405397E+001, 3.2746310E+001, 3.3459928E+001
 1.6500021E+002, 2.2474800E-003,-1.9883119E-003, 2.1736475E+000,-7.0941469E-001, 2.0041980E-004, 2.1473726E-005, 1.3092290E-001, 1.0026651E-001, 3.9715060E-002, 2.1418860E-002, 5.6658570E-003, 5.1231437E+002, 5.2930075E+002, 5.2495245E+002, 5.2409496E+002, 5.2218522E+002, 5.2115566E+002, 5.1681729E+002, 5.1049955E+002, 5.0100162E+002, 4.9071611E+002, 1.9885014E+002, 5.5544345E+001, 5.8642381E+002, 5.7611687E+002, 5.5596102E+002, 5.2268947E+002, 5.7064847E+002, 5.2782886E+002, 5.1861752E+002, 3.7615916E+001, 3.5316264E+001, 3.4842327E+001, 3.4154691E+001
 1.7000015E+002, 2.2600852E-003,-1.9688661E-003, 2.1899734E+000,-6.9908532E-001, 2.0148285E-004, 1.7784228E-005, 1.1875854E-001, 9.9880254E-002, 4.5415751E-002, 2.1771253E-002, 7.0971699E-003, 5.1491266E+002, 5.3263262E+002, 5.2743550E+002, 5.2724343E+002, 5.2612377E+002, 5.2419095E+002, 5.2069514E+002, 5.1436104E+002, 5.0604819E+002, 4.9674983E+002, 2.0719026E+002, 5.9608017E+001, 5.8952759E+002, 5.6682083E+002, 5.4410083E+002, 5.2378063E+002, 5.7900849E+002, 5.3394985E+002, 5.2297755E+002, 3.8709322E+001, 3.4791599E+001, 3.4656466E+001, 3.5036835E+001
 1.7500211E+002, 2.2392159E-003,-2.0299524E-003, 2.1983195E+000,-7.0285780E-001, 2.0254634E-004, 1.8330148E-005, 1.3970325E-001, 9.9774365E-002, 3.4797003E-002, 2.1858980E-002, 5.4090209E-003, 5.1865318E+002, 5.3611012E+002, 5.3152058E+002, 5.3121343E+002, 5.2999376E+002, 5.2755083E+002, 5.2432331E+002, 5.1847472E+002, 5.1107760E+002, 5.0240808E+002, 2.1729460E+002, 6.0223663E+001, 5.9473436E+002, 5.7302771E+002, 5.5433061E+002, 5.3220824E+002, 5.7925230E+002, 5.4219883E+002, 5.2865315E+002, 3.9632905E+001, 3.6685198E+001, 3.6509163E+001, 3.5711505E+001
 1.8000129E+002, 2.2507140E-003,-2.0199999E-003, 2.2135735E+000,-6.9332988E-001, 2.0360966E-004, 4.4977905E-006, 1.2248708E-001, 9.9138333E-002, 4.5271957E-002, 2.2446660E-002, 5.1684455E-003, 5.2782874E+002, 5.4422046E+002, 5.3924165E+002, 5.3668565E+002, 5.3544675E+002, 5.3402700E+002, 5.3199566E+002, 5.2701798E+002, 5.1776416E+002, 5.0897959E+002, 2.3352203E+002, 6.5444565E+001, 5.9727833E+002, 5.6919369E+002, 5.4333547E+002, 5.3761706E+002, 5.7917186E+002, 5.4647589E+002, 5.3499507E+002, 4.1854759E+001, 3.6439315E+001, 3.5785203E+001, 3.6344312E+001
 1.8500115E+002, 2.2457882E-003,-1.9974269E-003, 2.2410830E+000,-6.8915956E-001, 2.0467282E-004, 4.0207606E-006, 1.3693590E-001, 9.8349052E-002, 3.6779378E-002, 2.3170674E-002, 5.1012954E-003, 5.3010226E+002, 5.4739629E+002, 5.4243294E+002, 5.3987046E+002, 5.3857014E+002, 5.3726649E+002, 5.3506555E+002, 5.3049945E+002, 5.2227278E+002, 5.1511970E+002, 2.2282282E+002, 6.6360887E+001, 5.9403970E+002, 5.7214647E+002, 5.4636466E+002, 5.3708339E+002, 5.8639507E+002, 5.5082116E+002, 5.4086068E+002, 4.2042793E+001, 3.7798064E+001, 3.7200945E+001, 3.7022274E+001
