s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
Time,M1,M2,P1,P2,B,G1,G2,G3,G4,G5,G6,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,HF1,HF2,HF3,HF4
 0.0000000E+000,-1.3170708E-006, 2.2938351E-006,-4.3562948E-005,-3.5265883E-005, 0.0000000E+000, 2.0755882E-001, 2.0755882E-001, 3.8641183E-004, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.9581686E-005,-3.0250047E-005,-2.3417258E-005,-1.8775389E-005
 5.0020142E+000, 4.4542747E-003, 3.2872532E-003, 2.9184961E+000, 1.3638659E+000, 5.9980674E-005, 1.7065819E-001, 1.8816409E-001, 2.2214004E-002, 1.1532905E-002, 1.7785643E-006, 3.0998247E-004, 3.0560682E-013, 8.2517909E+001, 5.8723555E+001, 5.0649472E+001, 4.6709045E+001, 4.1774597E+001, 3.2265902E+001, 2.5141662E+001, 2.3897742E+001, 2.2711692E+001, 1.9390622E+001,-1.4008419E-013, 5.7121064E+001, 4.5466400E+001, 3.1767100E+001, 2.1132911E+001, 8.7493065E+001, 8.8623660E+001, 1.7698175E+002, 3.8932030E+001, 3.2100545E+000, 4.1989037E+000, 5.0469922E+000
 1.0002228E+001, 2.9476777E-003,-1.2005355E-003, 2.3606333E+000,-2.5843258E-001, 7.6378917E-005, 8.5681042E-002, 1.4318502E-001, 7.1288593E-002, 3.6933746E-002, 1.1508318E-003, 1.4497589E-003,-6.9492791E-013, 4.1400695E+002, 3.6593194E+002, 3.4824227E+002, 3.2145364E+002, 2.8444645E+002, 2.4379945E+002, 1.9720212E+002, 1.6946379E+002, 1.5488622E+002, 1.3617358E+002,-4.8445225E-013, 2.8969341E+002, 2.6300861E+002, 2.1190065E+002, 1.3476582E+002, 3.7143799E+002, 2.8349577E+002, 4.0322954E+002, 2.8144031E+001, 6.4394715E+000, 9.7901330E+000, 1.4482644E+001
 1.5000118E+001, 2.7781311E-003,-2.1547740E-003, 2.0824399E+000,-5.5448560E-001, 9.2771708E-005, 2.6728055E-002, 1.1586556E-001, 1.0455839E-001, 5.4596521E-002, 2.6705188E-003, 3.2003854E-005,-4.5600123E-013, 5.4768018E+002, 5.0835813E+002, 4.9751919E+002, 4.7526843E+002, 4.4564088E+002, 3.9677687E+002, 3.4620187E+002, 3.0788106E+002, 2.7680886E+002, 2.2449116E+002,-6.9483966E-013, 5.4480416E+002, 4.8514429E+002, 3.7860672E+002, 1.9610460E+002, 5.8625152E+002, 5.0570911E+002, 5.3476315E+002, 2.8145312E+001, 1.0594043E+001, 1.8781643E+001, 2.0220382E+001
 2.0002717E+001, 2.8523955E-003,-2.7354723E-003, 1.8289657E+000,-7.4153216E-001, 1.0916830E-004, 5.4157586E-004, 7.0855570E-002, 1.1023509E-001, 7.6117062E-002, 1.2019809E-002, 4.9037010E-003, 1.1205826E-012, 5.1619651E+002, 4.9884383E+002, 4.8691873E+002, 4.7160080E+002, 4.5651792E+002, 4.3122912E+002, 4.0314741E+002, 3.7540803E+002, 3.4412234E+002, 2.8601585E+002, 4.4116674E-013, 5.9196302E+002, 5.8729609E+002, 4.3378390E+002, 1.9980889E+002, 5.8317896E+002, 4.9019812E+002, 4.9468888E+002, 3.4309973E+001, 1.5798870E+001, 2.3962460E+001, 2.0685095E+001
 2.5002862E+001, 2.8969750E-003,-2.8840846E-003, 1.6773982E+000,-7.8711946E-001, 1.2556856E-004, 2.9915426E-003, 3.7630837E-002, 1.0073067E-001, 8.7186748E-002, 1.9450249E-002, 1.2980521E-002,-3.1849178E-013, 4.4634449E+002, 4.3915501E+002, 4.3183642E+002, 4.2348686E+002, 4.1486106E+002, 4.0481930E+002, 3.9326996E+002, 3.7674169E+002, 3.5420592E+002, 3.0605263E+002, 4.5161553E-013, 5.1410564E+002, 5.5118822E+002, 5.3870104E+002, 3.8880501E+002, 4.9784808E+002, 4.3390904E+002, 4.2811946E+002, 3.6269159E+001, 2.3797421E+001, 2.3731909E+001, 1.6771417E+001
 3.0002645E+001, 3.0010351E-003,-2.5339414E-003, 1.7437420E+000,-6.9504962E-001, 1.4196456E-004, 8.1865193E-003, 3.3250143E-002, 9.3302297E-002, 8.4870023E-002, 2.3224800E-002, 1.7361241E-002,-9.2074138E-013, 4.0465314E+002, 4.0177598E+002, 3.9715632E+002, 3.9251800E+002, 3.8649411E+002, 3.8038190E+002, 3.7306561E+002, 3.6322758E+002, 3.4813214E+002, 3.1527519E+002, 4.3782015E-013, 4.4242574E+002, 4.6488638E+002, 4.8283817E+002, 4.3283751E+002, 4.3983315E+002, 4.0339338E+002, 3.8979011E+002, 3.2018092E+001, 1.7603414E+001, 1.7781571E+001, 1.5409521E+001
 3.5000720E+001, 3.0068128E-003,-2.4300373E-003, 1.7229272E+000,-7.0141642E-001, 1.5835639E-004, 6.5875090E-003, 6.6311339E-002, 9.1172139E-002, 7.1572250E-002, 2.5933955E-002, 1.1522162E-002,-7.0452478E-015, 3.9222637E+002, 3.8772449E+002, 3.8473834E+002, 3.8138868E+002, 3.7746394E+002, 3.7365902E+002, 3.6812151E+002, 3.6302203E+002, 3.6504629E+002, 3.6782338E+002,-4.1731517E-014, 4.1334301E+002, 4.1985866E+002, 4.3330602E+002, 3.8562947E+002, 4.2495480E+002, 4.0508194E+002, 4.1243905E+002, 3.4834178E+001, 1.5965519E+001, 1.7854037E+001, 1.6298643E+001
 4.0002503E+001, 3.0203851E-003,-2.4925481E-003, 1.8579557E+000,-6.9306191E-001, 1.7475124E-004, 3.4325582E-003, 6.6686221E-002, 8.8422371E-002, 6.4317176E-002, 2.9919334E-002, 1.6819454E-002, 1.9499645E-013, 3.9629046E+002, 3.9088948E+002, 3.8877532E+002, 3.8807538E+002, 3.8644335E+002, 3.8512581E+002, 3.8378945E+002, 3.8555935E+002, 4.2211574E+002, 4.4452389E+002, 3.7391215E-013, 4.0566944E+002, 4.0731775E+002, 4.1094949E+002, 3.6242848E+002, 4.2138263E+002, 4.2290556E+002, 4.6236633E+002, 1.9932649E+001, 1.3417291E+001, 1.5994905E+001, 1.7185619E+001
 4.5000951E+001, 3.1875914E-003,-2.6095909E-003, 2.0836269E+000,-6.0506018E-001, 1.9114552E-004, 1.2666082E-003, 4.1362476E-002, 8.2906436E-002, 6.1270574E-002, 3.5797404E-002, 2.9608927E-002,-8.7336022E-013, 4.3178882E+002, 4.2656047E+002, 4.3527286E+002, 4.4728023E+002, 4.5874634E+002, 4.7185165E+002, 5.0337040E+002, 5.8774013E+002, 6.7990642E+002, 5.9453725E+002,-3.7801585E-014, 4.0517565E+002, 4.0266146E+002, 3.9371752E+002, 3.4652077E+002, 4.3664246E+002, 4.0503879E+002, 4.2109942E+002, 1.2496351E+001, 1.2768763E+001, 1.5409547E+001, 1.7729224E+001
 5.0001761E+001, 3.2484958E-003,-2.5732892E-003, 2.2195600E+000,-5.8423461E-001, 2.0753995E-004, 7.3189542E-004, 9.7214422E-003, 7.8264764E-002, 6.8846089E-002, 3.9972991E-002, 3.7093869E-002,-1.7481126E-012, 4.3838458E+002, 4.3629013E+002, 4.5102180E+002, 4.6723068E+002, 4.7994025E+002, 5.0146010E+002, 5.4762989E+002, 6.6059501E+002, 8.1797168E+002, 7.3323321E+002,-3.5039754E-013, 4.0029646E+002, 4.0441306E+002, 3.9257634E+002, 3.4729248E+002, 4.3460156E+002, 3.8896536E+002, 3.9006649E+002, 1.2030215E+001, 1.3195492E+001, 1.5506181E+001, 1.7072892E+001
 5.5002680E+001, 3.2388381E-003,-2.5259593E-003, 2.2309501E+000,-5.5991461E-001, 2.1932882E-004, 5.5738205E-004, 3.7260818E-003, 7.5277289E-002, 7.0202178E-002, 4.2716895E-002, 3.8782263E-002,-7.1223844E-013, 4.3283010E+002, 4.3135050E+002, 4.4721092E+002, 4.5530604E+002, 4.6249533E+002, 4.7872305E+002, 5.1058744E+002, 5.8657237E+002, 7.5069439E+002, 7.8407048E+002,-5.2368940E-013, 3.9538892E+002, 4.0371638E+002, 3.9450808E+002, 3.5215475E+002, 4.2893899E+002, 3.8724366E+002, 3.8620194E+002, 1.2398191E+001, 1.3670225E+001, 1.5876603E+001, 1.7483826E+001
 6.0001447E+001, 3.2257821E-003,-2.4872107E-003, 2.2798137E+000,-5.4384721E-001, 2.2651999E-004, 5.4526552E-004, 2.2185077E-003, 7.2313153E-002, 6.7781974E-002, 4.5119475E-002, 4.2320605E-002,-2.2301731E-012, 4.2424822E+002, 4.2125950E+002, 4.3044787E+002, 4.5056943E+002, 4.5870954E+002, 4.6900486E+002, 4.8822283E+002, 5.4044493E+002, 7.1682509E+002, 7.7832748E+002,-4.8170681E-013, 4.0457734E+002, 4.0681591E+002, 3.9733365E+002, 3.5788073E+002, 4.2454130E+002, 3.9040318E+002, 3.8917177E+002, 1.2604729E+001, 1.3954436E+001, 1.6205197E+001, 1.7593169E+001
 6.5000259E+001, 3.2491227E-003,-2.4947823E-003, 2.2791752E+000,-5.3618601E-001, 2.3370922E-004, 4.5593144E-004, 9.4311058E-004, 7.0393662E-002, 6.7124076E-002, 4.6905152E-002, 4.3310064E-002,-1.8889327E-012, 4.2965994E+002, 4.2673154E+002, 4.3449537E+002, 4.4766493E+002, 4.5543792E+002, 4.6430918E+002, 4.8068481E+002, 5.2156098E+002, 6.9587272E+002, 7.8788194E+002, 1.5625338E-012, 4.0661821E+002, 4.0976466E+002, 4.0029287E+002, 3.6178872E+002, 4.3026396E+002, 3.9486144E+002, 3.9353780E+002, 1.2976029E+001, 1.4275816E+001, 1.6676342E+001, 1.8165985E+001
 7.0002759E+001, 3.2327469E-003,-2.4707236E-003, 2.3274564E+000,-5.3334892E-001, 2.4090082E-004, 4.3556806E-004, 2.4066998E-003, 6.8700672E-002, 6.4335192E-002, 4.8216689E-002, 4.4401390E-002,-1.8119099E-012, 4.4023013E+002, 4.4185261E+002, 4.5174808E+002, 4.6484888E+002, 4.7446868E+002, 4.8984650E+002, 5.2044320E+002, 5.9317443E+002, 7.7186513E+002, 7.4839755E+002, 6.7939075E-013, 4.0975516E+002, 4.1362972E+002, 4.0458552E+002, 3.6813948E+002, 4.3321684E+002, 4.0041527E+002, 3.9842035E+002, 1.3299411E+001, 1.4847963E+001, 1.7102969E+001, 1.8672446E+001
 7.5000835E+001, 3.2429888E-003,-2.4751908E-003, 2.3002746E+000,-5.1410146E-001, 2.4809260E-004, 4.1605266E-004, 1.2492401E-003, 6.6306058E-002, 6.3707658E-002, 5.0186110E-002, 4.6194114E-002,-1.6318182E-012, 4.4680148E+002, 4.5027234E+002, 4.6148457E+002, 4.6995994E+002, 4.7793636E+002, 4.9331878E+002, 5.2364283E+002, 5.9147560E+002, 7.8106276E+002, 6.8992263E+002,-5.4652364E-013, 4.1443855E+002, 4.1928089E+002, 4.0969868E+002, 3.7060820E+002, 4.3710227E+002, 4.0496671E+002, 4.0304075E+002, 1.3667187E+001, 1.5318505E+001, 1.7656868E+001, 1.9188800E+001
