s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
 5.5003243E+001, 2.2368231E-003,-2.0263307E-003, 1.5919352E+000,-7.5686346E-001, 1.1323736E-004, 6.2415474E-002, 1.5426248E-001, 8.5951657E-002, 3.1829168E-002, 2.8682535E-004, 8.2752962E-005, 3.6434351E+002, 3.6765294E+002, 3.5423399E+002, 3.4673596E+002, 3.4304159E+002, 3.3912711E+002, 3.3103386E+002, 3.1716895E+002, 3.0500885E+002, 2.9042445E+002, 9.4981295E+001, 9.3214551E+000, 4.5343362E+002, 4.8722857E+002, 5.8570718E+002, 3.5625064E+002, 4.1004153E+002, 3.1620535E+002, 3.0454522E+002, 2.0009673E+001, 2.5958693E+001, 1.6500979E+001, 9.8224537E+000
 6.0000626E+001, 2.2843071E-003,-2.0145130E-003, 1.6897143E+000,-7.0380939E-001, 1.1757186E-004, 5.1831568E-002, 1.5358066E-001, 9.2074064E-002, 3.2198027E-002, 4.2024613E-004, 1.1587064E-004, 3.7053270E+002, 3.7458502E+002, 3.6455237E+002, 3.6456936E+002, 3.6335443E+002, 3.5693246E+002, 3.4880630E+002, 3.3519121E+002, 3.2088975E+002, 3.0489837E+002, 9.0617153E+001, 9.1307428E+000, 4.7888691E+002, 5.0766626E+002, 5.9480113E+002, 3.7424592E+002, 4.2321985E+002, 3.3248668E+002, 3.1722789E+002, 2.0629234E+001, 2.7595780E+001, 1.8796905E+001, 1.1050220E+001
 6.5003803E+001, 2.2228275E-003,-1.9507398E-003, 1.6855142E+000,-7.2591205E-001, 1.2190691E-004, 4.5518398E-002, 1.4156704E-001, 9.5796344E-002, 3.9212480E-002, 4.3180400E-004, 2.0480950E-004, 3.9013632E+002, 3.9362721E+002, 3.8343753E+002, 3.7975180E+002, 3.7614376E+002, 3.6747551E+002, 3.5878517E+002, 3.4679453E+002, 3.3297291E+002, 3.1503030E+002, 9.7325689E+001, 1.2643523E+001, 5.1564059E+002, 5.2461242E+002, 6.1956627E+002, 4.3425813E+002, 4.4249255E+002, 3.4528555E+002, 3.3213554E+002, 2.0746854E+001, 2.7978030E+001, 1.8825701E+001, 1.1882217E+001
 7.0002852E+001, 2.2263077E-003,-1.9567081E-003, 1.7263594E+000,-7.5013149E-001, 1.2624250E-004, 3.3748590E-002, 1.3291174E-001, 1.0256220E-001, 4.4144488E-002, 6.2121552E-004, 3.8540357E-004, 4.0910276E+002, 4.1358739E+002, 4.0032527E+002, 3.9184505E+002, 3.8802414E+002, 3.7905632E+002, 3.7010354E+002, 3.5677424E+002, 3.4092626E+002, 3.2163057E+002, 1.0916247E+002, 1.4087107E+001, 5.2459374E+002, 5.3692515E+002, 6.0024565E+002, 4.8401638E+002, 4.6065057E+002, 3.6132434E+002, 3.3936342E+002, 2.0278925E+001, 3.2509858E+001, 2.0062957E+001, 1.2943217E+001
 7.5000179E+001, 2.3114429E-003,-2.0272573E-003, 1.8356013E+000,-6.8096803E-001, 1.3057561E-004, 2.6166046E-002, 1.4409512E-001, 1.0677780E-001, 3.7535139E-002, 8.8131529E-004, 3.7909117E-004, 4.2377038E+002, 4.2872989E+002, 4.1348367E+002, 4.0463917E+002, 4.0228897E+002, 3.9535981E+002, 3.8425436E+002, 3.6970124E+002, 3.4815568E+002, 3.2575469E+002, 1.0211827E+002, 1.7494822E+001, 5.3413492E+002, 5.4792506E+002, 6.1797466E+002, 5.3097715E+002, 4.7821509E+002, 3.7307072E+002, 3.5509331E+002, 2.1701090E+001, 3.2397220E+001, 2.2390984E+001, 1.4479812E+001
 8.0002437E+001, 2.2958119E-003,-2.0722602E-003, 1.8529152E+000,-7.1185061E-001, 1.3491026E-004, 2.0602148E-002, 1.3595323E-001, 1.0984409E-001, 4.2120429E-002, 1.1003627E-003, 6.0129597E-004, 4.4028912E+002, 4.4539645E+002, 4.2821098E+002, 4.2254059E+002, 4.1791692E+002, 4.0815528E+002, 3.9629287E+002, 3.8156483E+002, 3.6144781E+002, 3.3747129E+002, 9.1730704E+001, 1.4041940E+001, 5.5612720E+002, 5.9063434E+002, 6.7255787E+002, 4.6571417E+002, 4.9949990E+002, 3.8599286E+002, 3.6825145E+002, 2.2170393E+001, 3.4691121E+001, 2.3584699E+001, 1.5728273E+001
 8.5001743E+001, 2.3244654E-003,-2.0569691E-003, 1.9193201E+000,-6.6597224E-001, 1.3924531E-004, 1.5124634E-002, 1.5017678E-001, 1.1224071E-001, 3.3753213E-002, 1.9111395E-003, 5.5548459E-004, 4.5267746E+002, 4.5830446E+002, 4.4267441E+002, 4.3591574E+002, 4.2875785E+002, 4.1642803E+002, 4.0365193E+002, 3.8948208E+002, 3.6993790E+002, 3.4494291E+002, 8.5349521E+001, 1.3743530E+001, 5.5981678E+002, 5.8346523E+002, 6.7018533E+002, 4.9654256E+002, 5.0886792E+002, 4.0055680E+002, 3.7973716E+002, 2.2296203E+001, 3.5321039E+001, 2.4814742E+001, 1.6994268E+001
 9.0001989E+001, 2.2962878E-003,-2.1048780E-003, 1.9181010E+000,-6.9398029E-001, 1.4358014E-004, 9.3755534E-003, 1.4315153E-001, 1.1472033E-001, 3.7933523E-002, 2.7935408E-003, 5.3339182E-004, 4.7258651E+002, 4.7973442E+002, 4.6008839E+002, 4.5170403E+002, 4.4235995E+002, 4.3107084E+002, 4.1552268E+002, 3.9901689E+002, 3.8064918E+002, 3.5617513E+002, 8.2281152E+001, 1.4397141E+001, 5.9182177E+002, 6.1605612E+002, 6.9799216E+002, 5.3394189E+002, 5.3837263E+002, 4.1134927E+002, 3.8954742E+002, 2.2725354E+001, 3.8717391E+001, 2.5849726E+001, 1.8312680E+001
 9.5002243E+001, 2.3171354E-003,-2.0368343E-003, 1.9658152E+000,-6.7164386E-001, 1.4791485E-004, 7.5800885E-003, 1.3946935E-001, 1.1493321E-001, 3.9520430E-002, 3.6096567E-003, 1.0973816E-003, 4.7544325E+002, 4.8208476E+002, 4.6551769E+002, 4.5862192E+002, 4.5043783E+002, 4.3874446E+002, 4.2428945E+002, 4.0636245E+002, 3.8714314E+002, 3.6531789E+002, 8.3652056E+001, 1.5341046E+001, 5.8016023E+002, 6.1671780E+002, 6.9564912E+002, 5.9433051E+002, 5.4398045E+002, 4.2126825E+002, 3.9960330E+002, 2.3190772E+001, 3.8788441E+001, 2.6565058E+001, 1.8933673E+001
 1.0000242E+002, 2.3307115E-003,-2.0861268E-003, 2.0011311E+000,-6.4810018E-001, 1.5224970E-004, 3.0108271E-003, 1.5506639E-001, 1.1545498E-001, 3.0818461E-002, 5.6948662E-003, 5.9539637E-004, 4.8556551E+002, 4.9203025E+002, 4.7829007E+002, 4.6709696E+002, 4.5640136E+002, 4.4527716E+002, 4.3222117E+002, 4.1490272E+002, 3.9350699E+002, 3.6953635E+002, 8.2961824E+001, 1.6441341E+001, 5.8307452E+002, 6.4608053E+002, 7.4143481E+002, 5.8838938E+002, 5.4856466E+002, 4.2443590E+002, 4.0907952E+002, 2.3614046E+001, 4.0167850E+001, 2.8715791E+001, 2.0266489E+001
 1.0500138E+002, 2.3353288E-003,-2.0832235E-003, 2.0134279E+000,-6.5113542E-001, 1.5658418E-004, 2.1570656E-003, 1.5568826E-001, 1.1521454E-001, 3.0110437E-002, 6.4040434E-003, 9.1947396E-004, 4.8787803E+002, 4.9553588E+002, 4.8265585E+002, 4.7427588E+002, 4.6721719E+002, 4.5332991E+002, 4.4167684E+002, 4.2434578E+002, 3.9962876E+002, 3.7624430E+002, 7.9599422E+001, 1.7618718E+001, 5.7458995E+002, 6.4881958E+002, 7.4915378E+002, 6.3938574E+002, 5.4848256E+002, 4.3183006E+002, 4.1460043E+002, 2.4168141E+001, 4.1853367E+001, 2.8516419E+001, 2.0807013E+001
 1.1000210E+002, 2.3401777E-003,-2.1250595E-003, 2.0049705E+000,-6.7282582E-001, 1.6091872E-004, 1.1241671E-003, 1.5242075E-001, 1.1482388E-001, 3.1787066E-002, 7.3421292E-003, 1.1646114E-003, 4.9217370E+002, 5.0212368E+002, 4.8511290E+002, 4.7919980E+002, 4.7385906E+002, 4.6430303E+002, 4.5143201E+002, 4.3540954E+002, 4.1177166E+002, 3.8827152E+002, 8.4882153E+001, 1.8892459E+001, 5.8620284E+002, 6.3410456E+002, 7.2246105E+002, 7.0814520E+002, 5.5534508E+002, 4.4039235E+002, 4.2083288E+002, 2.4414478E+001, 4.1443512E+001, 2.8109700E+001, 2.1586369E+001
 1.1500029E+002, 2.3264429E-003,-2.0987162E-003, 2.0058449E+000,-6.7241388E-001, 1.6525305E-004, 8.0169896E-004, 1.5098209E-001, 1.1392896E-001, 3.2360471E-002, 8.3664306E-003, 1.4287740E-003, 4.8913490E+002, 4.9910688E+002, 4.8285817E+002, 4.7669682E+002, 4.7160985E+002, 4.6177485E+002, 4.5203235E+002, 4.3876239E+002, 4.1988534E+002, 3.9729155E+002, 8.7875694E+001, 2.0068521E+001, 5.8526449E+002, 6.3429070E+002, 7.1795333E+002, 7.2707644E+002, 5.5637070E+002, 4.4259961E+002, 4.2550642E+002, 2.5069674E+001, 4.2160737E+001, 2.9158510E+001, 2.2563702E+001
 1.2000007E+002, 2.3274540E-003,-2.1303090E-003, 2.0133237E+000,-6.7073334E-001, 1.6958681E-004, 8.5503981E-004, 1.4607575E-001, 1.1363989E-001, 3.4825087E-002, 8.6044139E-003, 1.8408059E-003, 4.8645511E+002, 4.9596252E+002, 4.8598281E+002, 4.8016274E+002, 4.7457283E+002, 4.6624499E+002, 4.5654045E+002, 4.4364744E+002, 4.2364148E+002, 4.0169840E+002, 9.2931097E+001, 2.1284067E+001, 5.8396592E+002, 6.3114225E+002, 7.1180850E+002, 6.9542982E+002, 5.5306444E+002, 4.4048601E+002, 4.2874864E+002, 2.5711691E+001, 4.1807672E+001, 2.9034448E+001, 2.2315528E+001
 1.2500153E+002, 2.3359764E-003,-2.0398804E-003, 2.0470746E+000,-6.2680637E-001, 1.7392211E-004, 5.8341214E-004, 1.4086923E-001, 1.1225062E-001, 3.6717168E-002, 1.0073897E-002, 2.9626254E-003, 4.8817549E+002, 4.9711874E+002, 4.8786050E+002, 4.8619791E+002, 4.8015001E+002, 4.7031108E+002, 4.5635350E+002, 4.4191215E+002, 4.2538478E+002, 4.0330799E+002, 1.0240918E+002, 2.2374132E+001, 5.6534018E+002, 6.1142311E+002, 6.9907024E+002, 6.8144871E+002, 5.4385670E+002, 4.4149577E+002, 4.2978909E+002, 2.6309797E+001, 4.1534013E+001, 3.0003257E+001, 2.3301898E+001
 1.3000073E+002, 2.2478237E-003,-2.0245905E-003, 1.9748787E+000,-6.8601800E-001, 1.7825708E-004, 6.0638162E-004, 1.2929094E-001, 1.0985074E-001, 4.2373640E-002, 1.2363540E-002, 4.0809544E-003, 4.9442066E+002, 5.0154896E+002, 4.9695222E+002, 4.9254559E+002, 4.8571753E+002, 4.7730561E+002, 4.6399730E+002, 4.4647288E+002, 4.2133476E+002, 4.0462951E+002, 1.2947384E+002, 2.3956026E+001, 5.6590545E+002, 6.1476019E+002, 6.6895077E+002, 6.2147409E+002, 5.4915218E+002, 4.4828450E+002, 4.3177067E+002, 2.6205929E+001, 3.6003270E+001, 2.8812783E+001, 2.3700932E+001
 1.3500006E+002, 2.2246981E-003,-1.9881173E-003, 1.9631704E+000,-6.8298895E-001, 1.8259093E-004, 7.9028547E-004, 1.4325665E-001, 1.0662583E-001, 3.4560699E-002, 1.5328023E-002, 3.6467497E-003, 4.9887564E+002, 5.0750989E+002, 5.0024435E+002, 4.9233752E+002, 4.8824276E+002, 4.8279806E+002, 4.6906324E+002, 4.4702591E+002, 4.2355260E+002, 4.0798707E+002, 1.5459152E+002, 2.7439240E+001, 5.5649529E+002, 5.8736630E+002, 6.5100577E+002, 5.6344980E+002, 5.4573371E+002, 4.4897505E+002, 4.3577471E+002, 2.6824859E+001, 3.5622042E+001, 2.8616927E+001, 2.4100125E+001
 1.4000054E+002, 2.2488557E-003,-2.0729165E-003, 1.9276362E+000,-7.2228405E-001, 1.8692587E-004, 1.2879961E-003, 1.3640771E-001, 1.0472095E-001, 3.7793041E-002, 1.6856351E-002, 4.4337245E-003, 4.9321589E+002, 5.0470946E+002, 4.8810149E+002, 4.8114775E+002, 4.7694444E+002, 4.7196151E+002, 4.5893495E+002, 4.4148028E+002, 4.2417777E+002, 4.0872861E+002, 1.7195810E+002, 3.0522215E+001, 5.5965137E+002, 5.8846513E+002, 6.2681430E+002, 5.6741485E+002, 5.4853869E+002, 4.4809458E+002, 4.3870518E+002, 2.7369708E+001, 3.7929996E+001, 2.9294886E+001, 2.4882314E+001
 1.4500209E+002, 2.2429996E-003,-2.0449985E-003, 1.9139384E+000,-7.4203024E-001, 1.9126144E-004, 1.5712844E-003, 1.2027029E-001, 1.0278625E-001, 4.4873988E-002, 1.8499699E-002, 6.7277313E-003, 4.8644556E+002, 4.9775133E+002, 4.8497417E+002, 4.7766588E+002, 4.7220377E+002, 4.6673474E+002, 4.5676901E+002, 4.4407888E+002, 4.3010031E+002, 4.1524600E+002, 1.9156038E+002, 3.2627628E+001, 5.5107619E+002, 5.7928755E+002, 6.1874096E+002, 5.7030390E+002, 5.3845760E+002, 4.5149638E+002, 4.4363802E+002, 2.8098057E+001, 3.7179100E+001, 2.9837123E+001, 2.5038914E+001
 1.5000109E+002, 2.2778265E-003,-2.0208083E-003, 1.9233369E+000,-7.4773001E-001, 1.9559649E-004, 1.1457912E-003, 1.1893877E-001, 1.0074274E-001, 4.6220449E-002, 2.0625060E-002, 6.2148597E-003, 4.7707283E+002, 4.8971659E+002, 4.7851610E+002, 4.7112514E+002, 4.6623360E+002, 4.6190153E+002, 4.5554824E+002, 4.4717552E+002, 4.3667033E+002, 4.2271118E+002, 1.9914121E+002, 3.6850123E+001, 5.5102530E+002, 5.8768991E+002, 6.3693320E+002, 5.7939839E+002, 5.3636046E+002, 4.5485017E+002, 4.5092778E+002, 2.8684739E+001, 3.9819299E+001, 3.0215043E+001, 2.5631530E+001
 1.5500305E+002, 2.2160435E-003,-1.9848578E-003, 1.9068003E+000,-7.8627172E-001, 1.9829359E-004, 1.2448040E-003, 1.1367934E-001, 9.9531420E-002, 4.7292139E-002, 2.1699934E-002, 8.1355379E-003, 4.6868846E+002, 4.8206072E+002, 4.7261148E+002, 4.6625077E+002, 4.6287716E+002, 4.5992474E+002, 4.5540950E+002, 4.4933063E+002, 4.4144414E+002, 4.2920421E+002, 2.2614681E+002, 5.0496252E+001, 5.5085534E+002, 5.9601701E+002, 6.4803328E+002, 5.8194266E+002, 5.3707947E+002, 4.5842046E+002, 4.5941961E+002, 2.9248815E+001, 4.0440122E+001, 3.2023575E+001, 2.5958750E+001
 1.6000174E+002, 2.2288635E-003,-1.9584311E-003, 1.9529838E+000,-7.3063992E-001, 1.9935696E-004, 1.0344956E-003, 1.2888351E-001, 9.8650093E-002, 3.9393389E-002, 2.2607778E-002, 7.0911689E-003, 4.6579119E+002, 4.7955592E+002, 4.7046735E+002, 4.6403287E+002, 4.6037761E+002, 4.5739005E+002, 4.5375237E+002, 4.4878542E+002, 4.4219734E+002, 4.2991825E+002, 2.3272837E+002, 6.5427779E+001, 5.6635051E+002, 5.9417254E+002, 6.2863577E+002, 5.8355181E+002, 5.4380775E+002, 4.6187551E+002, 4.5681870E+002, 2.8946829E+001, 3.8639748E+001, 3.0687227E+001, 2.6211976E+001
 1.6500016E+002, 2.2261842E-003,-1.9912315E-003, 1.9619707E+000,-7.3131755E-001, 2.0041988E-004, 7.5679493E-004, 1.2101764E-001, 9.7211651E-002, 4.3080083E-002, 2.3988652E-002, 7.9949551E-003, 4.5903794E+002, 4.7328036E+002, 4.6646646E+002, 4.6266164E+002, 4.5981913E+002, 4.5681013E+002, 4.5324360E+002, 4.4854763E+002, 4.4219070E+002, 4.3209304E+002, 2.3579504E+002, 6.7502297E+001, 5.5866406E+002, 5.7789371E+002, 6.0356417E+002, 5.4988956E+002, 5.3330590E+002, 4.6912643E+002, 4.5867749E+002, 3.0308288E+001, 3.4389459E+001, 3.0100073E+001, 2.6541462E+001
 1.7000222E+002, 2.1537023E-003,-1.9714805E-003, 1.9742669E+000,-7.2698250E-001, 2.0148312E-004, 4.4874365E-004, 1.0681657E-001, 9.7220176E-002, 4.9451881E-002, 2.4092088E-002, 9.8844467E-003, 4.6157216E+002, 4.7627653E+002, 4.6659874E+002, 4.6576578E+002, 4.6347141E+002, 4.6060846E+002, 4.5738266E+002, 4.5291143E+002, 4.4606812E+002, 4.3594602E+002, 2.4176935E+002, 8.2123372E+001, 5.3977893E+002, 5.5023248E+002, 5.6286737E+002, 5.1550095E+002, 5.3360470E+002, 4.7417750E+002, 4.6295778E+002, 2.9016190E+001, 3.1315657E+001, 2.8775147E+001, 2.6883264E+001
 1.7500035E+002, 2.2773659E-003,-1.9803091E-003, 2.1501353E+000,-5.6546646E-001, 2.0254641E-004, 2.8934987E-004, 1.0129540E-001, 9.6927745E-002, 5.3352891E-002, 2.4465674E-002, 9.2921711E-003, 4.6974294E+002, 4.8390279E+002, 4.7788179E+002, 4.7556309E+002, 4.7233852E+002, 4.6859536E+002, 4.6422925E+002, 4.5815946E+002, 4.4822049E+002, 4.3828628E+002, 2.0904823E+002, 7.1578985E+001, 5.3779884E+002, 5.1237665E+002, 5.0354426E+002, 4.8064790E+002, 5.3185530E+002, 4.7683053E+002, 4.6757277E+002, 3.0830347E+001, 2.6779049E+001, 2.6469293E+001, 2.7710142E+001
 1.8000131E+002, 2.2469688E-003,-2.0032328E-003, 2.1059985E+000,-6.2131453E-001, 2.0360950E-004, 1.8131345E-004, 1.0401223E-001, 9.6955285E-002, 5.2044613E-002, 2.4428476E-002, 9.0022810E-003, 4.7572722E+002, 4.9017584E+002, 4.8335353E+002, 4.7990835E+002, 4.7707087E+002, 4.7364408E+002, 4.6965026E+002, 4.6365113E+002, 4.5438221E+002, 4.4360490E+002, 1.9993174E+002, 5.8200043E+001, 5.4320225E+002, 5.1720816E+002, 4.9340241E+002, 4.7531932E+002, 5.3891742E+002, 4.8258504E+002, 4.7426851E+002, 3.1666921E+001, 2.8725262E+001, 2.7385083E+001, 2.8221567E+001
 1.8500172E+002, 2.2911643E-003,-1.9777035E-003, 2.1717533E+000,-5.6914814E-001, 2.0467291E-004, 9.3307978E-005, 1.0146785E-001, 9.7312695E-002, 5.3586491E-002, 2.4182556E-002, 8.9890860E-003, 4.7744442E+002, 4.9259153E+002, 4.8675913E+002, 4.8518001E+002, 4.8259488E+002, 4.7894211E+002, 4.7474839E+002, 4.6880570E+002, 4.5919862E+002, 4.4856157E+002, 1.9110872E+002, 6.3554927E+001, 5.4641644E+002, 5.1521650E+002, 4.8645242E+002, 4.7559331E+002, 5.4079542E+002, 4.8839530E+002, 4.7856034E+002, 3.2617871E+001, 2.8102837E+001, 2.8074440E+001, 2.8973885E+001
