s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
Time,M1,M2,P1,P2,B,G1,G2,G3,G4,G5,G6,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,HF1,HF2,HF3,HF4
 1.4500051E+002, 8.8694127E-003,-8.7744051E-003, 1.2379914E+000,-6.0862166E-001, 1.4176437E-004, 1.5087706E-001, 2.0565288E-001, 3.3917753E-002, 1.5139143E-003, 8.4626061E-008, 2.3054001E-012, 3.2972166E+002, 3.4501347E+002, 3.3624105E+002, 3.3266223E+002, 3.2793150E+002, 3.2099370E+002, 3.1369076E+002, 2.9105022E+002, 2.0591641E+002, 1.5070576E+002, 6.0953242E+001, 1.2155203E+001, 4.5407073E+002, 4.8358068E+002, 3.8804938E+002, 2.0211319E+002, 4.0300368E+002, 3.2198243E+002, 2.7029495E+002, 3.0778958E+001, 2.5807869E+001, 1.9847831E+001, 1.2060656E+001
 1.5000167E+002, 8.8900738E-003,-8.7995141E-003, 1.2235277E+000,-6.0241753E-001, 1.4176437E-004, 1.4969274E-001, 2.0575655E-001, 3.4618405E-002, 1.4525893E-003, 4.7026899E-008, 2.1416081E-012, 3.3552621E+002, 3.4790923E+002, 3.3821313E+002, 3.3576922E+002, 3.3051492E+002, 3.2284302E+002, 3.1382074E+002, 2.8949164E+002, 1.9938705E+002, 1.4777506E+002, 6.5081104E+001, 1.2261391E+001, 4.5845236E+002, 4.8844998E+002, 4.2098501E+002, 2.0859981E+002, 4.0864905E+002, 3.2357864E+002, 2.6517399E+002, 3.0077621E+001, 2.6718736E+001, 2.0460125E+001, 1.2162440E+001
 1.5500130E+002, 8.9132642E-003,-8.6997563E-003, 1.2495851E+000,-5.9559596E-001, 1.4176437E-004, 1.5147564E-001, 2.0591791E-001, 3.3563678E-002, 1.3571316E-003, 5.8694870E-008, 1.8751842E-012, 3.4082064E+002, 3.5348943E+002, 3.4131100E+002, 3.3510822E+002, 3.2891671E+002, 3.1889928E+002, 3.1133488E+002, 2.8559233E+002, 1.9616965E+002, 1.5094356E+002, 6.6288576E+001, 1.2435938E+001, 4.6550323E+002, 4.9717381E+002, 4.2328747E+002, 2.1476462E+002, 4.1837043E+002, 3.2159323E+002, 2.6382178E+002, 3.0861020E+001, 2.6208083E+001, 1.9459676E+001, 1.2233775E+001
 1.6000025E+002, 8.8827867E-003,-8.8436104E-003, 1.2242415E+000,-6.1216645E-001, 1.4176437E-004, 1.4779989E-001, 2.0598111E-001, 3.5738186E-002, 1.3197428E-003, 2.7099709E-008, 1.5667156E-012, 3.4438636E+002, 3.5746281E+002, 3.4155110E+002, 3.3628853E+002, 3.3011440E+002, 3.2143027E+002, 3.1233580E+002, 2.8238509E+002, 1.9217195E+002, 1.5275199E+002, 6.3808232E+001, 1.2774719E+001, 4.7061210E+002, 5.2232044E+002, 4.1514019E+002, 2.1314372E+002, 4.1902501E+002, 3.2536940E+002, 2.6430110E+002, 2.9394559E+001, 2.7603702E+001, 2.0196726E+001, 1.2631577E+001
 1.6500025E+002, 8.9157609E-003,-8.6695098E-003, 1.2520587E+000,-5.8750697E-001, 1.4176437E-004, 1.5354851E-001, 2.0602599E-001, 3.2337454E-002, 1.2931977E-003, 3.0397110E-008, 1.8007076E-012, 3.4131529E+002, 3.5357306E+002, 3.3957156E+002, 3.3750187E+002, 3.3345039E+002, 3.2440653E+002, 3.1100853E+002, 2.7513609E+002, 1.9073903E+002, 1.5505453E+002, 6.3847193E+001, 1.3022259E+001, 4.6410451E+002, 4.8914525E+002, 4.0111209E+002, 2.1702099E+002, 4.1890867E+002, 3.2581493E+002, 2.6573930E+002, 3.1618518E+001, 2.5859335E+001, 1.8571274E+001, 1.2522236E+001
 1.7000203E+002, 8.8785813E-003,-8.6566158E-003, 1.2778466E+000,-5.9036914E-001, 1.4176437E-004, 1.5236491E-001, 2.0589615E-001, 3.3037648E-002, 1.3700076E-003, 2.4489708E-008, 2.0638883E-012, 3.4229675E+002, 3.5411044E+002, 3.4425814E+002, 3.4361113E+002, 3.3954138E+002, 3.3050471E+002, 3.1380769E+002, 2.8224970E+002, 2.0049815E+002, 1.5722457E+002, 6.4148351E+001, 1.3582941E+001, 4.5982807E+002, 4.9618910E+002, 3.8998777E+002, 2.1680290E+002, 4.2279581E+002, 3.2801339E+002, 2.7640329E+002, 3.1850003E+001, 2.7486815E+001, 2.1142035E+001, 1.2832651E+001
 1.7500130E+002, 8.9793407E-003,-8.8189849E-003, 1.2661699E+000,-6.1302498E-001, 1.4176437E-004, 1.5214908E-001, 2.0558558E-001, 3.3165315E-002, 1.5537280E-003, 3.3731620E-008, 2.0747580E-012, 3.4443141E+002, 3.5772777E+002, 3.4211497E+002, 3.4187275E+002, 3.3975207E+002, 3.3156381E+002, 3.1866859E+002, 2.8477707E+002, 2.0619792E+002, 1.5927425E+002, 6.8331182E+001, 1.3909327E+001, 4.5728352E+002, 5.0479096E+002, 4.5804285E+002, 2.2264902E+002, 4.1268990E+002, 3.3073835E+002, 2.7787334E+002, 3.0902591E+001, 3.0852079E+001, 2.1521730E+001, 1.2781456E+001
 1.8000196E+002, 8.8899094E-003,-8.7083986E-003, 1.2658221E+000,-5.9482842E-001, 1.4176437E-004, 1.5400709E-001, 2.0592931E-001, 3.2066188E-002, 1.3503855E-003, 1.0207756E-008, 2.0016072E-012, 3.4485855E+002, 3.5775682E+002, 3.4465218E+002, 3.4276235E+002, 3.3822277E+002, 3.3100607E+002, 3.2065293E+002, 2.9297444E+002, 2.0560970E+002, 1.5984054E+002, 7.0038665E+001, 1.4151525E+001, 4.7691833E+002, 5.2050223E+002, 4.8831862E+002, 2.2334701E+002, 4.1556552E+002, 3.2976813E+002, 2.7522654E+002, 3.1417884E+001, 2.6472060E+001, 2.2200058E+001, 1.2874003E+001
 1.8500174E+002, 8.9792343E-003,-8.8575240E-003, 1.2813143E+000,-6.1433630E-001, 1.4176437E-004, 1.5094341E-001, 2.0579470E-001, 3.3878558E-002, 1.4300195E-003, 3.0681505E-008, 2.0069024E-012, 3.4408494E+002, 3.5736886E+002, 3.4526705E+002, 3.4307190E+002, 3.3765274E+002, 3.3114596E+002, 3.2239100E+002, 3.0085651E+002, 2.1048102E+002, 1.6170690E+002, 7.1563247E+001, 1.4937627E+001, 4.6693959E+002, 4.9760697E+002, 4.1727935E+002, 2.2146521E+002, 4.2310666E+002, 3.3494403E+002, 2.8561766E+002, 3.2203869E+001, 2.6839088E+001, 1.9393654E+001, 1.3364974E+001
 1.9000269E+002, 8.8933967E-003,-8.7086246E-003, 1.2851949E+000,-5.9375726E-001, 1.4176437E-004, 1.5332388E-001, 2.0575619E-001, 3.2470365E-002, 1.4527988E-003, 5.1632328E-009, 1.9965380E-012, 3.5101752E+002, 3.6261170E+002, 3.5056714E+002, 3.4700537E+002, 3.4349736E+002, 3.3693432E+002, 3.2553056E+002, 2.9482421E+002, 2.0968495E+002, 1.6306382E+002, 7.1549345E+001, 1.4771381E+001, 4.6577669E+002, 4.9530862E+002, 4.3028339E+002, 2.2712110E+002, 4.1941828E+002, 3.3778249E+002, 2.9161941E+002, 3.1382945E+001, 2.8314297E+001, 2.1714999E+001, 1.3316742E+001
 1.9500233E+002, 8.9371076E-003,-8.8300678E-003, 1.2733569E+000,-6.1493103E-001, 1.4176437E-004, 1.5091563E-001, 2.0589216E-001, 3.3894635E-002, 1.3723650E-003, 3.7662305E-007, 2.4991589E-012, 3.5222137E+002, 3.6711520E+002, 3.4944071E+002, 3.4778537E+002, 3.4557574E+002, 3.3944642E+002, 3.3048980E+002, 2.9526773E+002, 2.0931059E+002, 1.6528346E+002, 7.2339407E+001, 1.5668594E+001, 4.7677889E+002, 4.9760596E+002, 3.9847900E+002, 2.2631458E+002, 4.2694011E+002, 3.4577126E+002, 2.8874251E+002, 3.2582304E+001, 2.8230125E+001, 2.0366977E+001, 1.3657263E+001
 2.0000232E+002, 8.9026218E-003,-8.7233028E-003, 1.2870722E+000,-6.0354394E-001, 1.4176437E-004, 1.4966152E-001, 2.0590173E-001, 3.4636896E-002, 1.3667054E-003, 2.6579511E-008, 1.8906538E-012, 3.5340851E+002, 3.6980397E+002, 3.5067157E+002, 3.4992615E+002, 3.4672216E+002, 3.3976754E+002, 3.3029388E+002, 3.0039460E+002, 2.0622096E+002, 1.6632311E+002, 7.3785899E+001, 1.5519342E+001, 4.7074585E+002, 5.0928377E+002, 4.4994466E+002, 2.3179248E+002, 4.3383909E+002, 3.4217456E+002, 2.8567826E+002, 3.1173643E+001, 2.8944596E+001, 2.3056006E+001, 1.3808983E+001
 2.0500216E+002, 8.8716312E-003,-8.7790208E-003, 1.2870492E+000,-5.9907565E-001, 1.4176437E-004, 1.5049168E-001, 2.0582432E-001, 3.4145393E-002, 1.4124950E-003, 4.1374667E-007, 2.1111586E-012, 3.5464421E+002, 3.6945376E+002, 3.5163978E+002, 3.4988022E+002, 3.4693764E+002, 3.4065436E+002, 3.3395508E+002, 3.0938816E+002, 2.0980906E+002, 1.6495391E+002, 7.4599294E+001, 1.5134084E+001, 4.8446314E+002, 5.2797632E+002, 4.3001359E+002, 2.2592533E+002, 4.3758939E+002, 3.4121694E+002, 2.8759751E+002, 3.1206868E+001, 2.7668743E+001, 2.3134945E+001, 1.3807574E+001
 2.1000133E+002, 8.9049993E-003,-8.6887684E-003, 1.3025097E+000,-5.9424691E-001, 1.4176437E-004, 1.5314586E-001, 2.0606712E-001, 3.2575671E-002, 1.2688657E-003, 8.6381441E-009, 1.9959989E-012, 3.5533358E+002, 3.6814371E+002, 3.5533959E+002, 3.5351122E+002, 3.4991270E+002, 3.4399205E+002, 3.3696322E+002, 3.1315256E+002, 2.1280479E+002, 1.6664771E+002, 7.2568023E+001, 1.5578706E+001, 4.8133766E+002, 5.0889280E+002, 4.2103118E+002, 2.2674998E+002, 4.2591115E+002, 3.4367684E+002, 2.9015719E+002, 3.2319821E+001, 2.7683880E+001, 2.0260223E+001, 1.3784978E+001
 2.1500150E+002, 8.8662192E-003,-8.6928995E-003, 1.3189300E+000,-5.9003449E-001, 1.4176437E-004, 1.5186363E-001, 2.0598141E-001, 3.3334173E-002, 1.3195696E-003, 3.8073191E-008, 2.2051066E-012, 3.5786084E+002, 3.7059699E+002, 3.5962182E+002, 3.5537377E+002, 3.5115882E+002, 3.4715267E+002, 3.3523705E+002, 3.0371448E+002, 2.1453596E+002, 1.6811020E+002, 7.2015727E+001, 1.5602839E+001, 4.8456203E+002, 4.8486350E+002, 3.9392143E+002, 2.2300148E+002, 4.2806526E+002, 3.4831746E+002, 2.8981217E+002, 3.2689717E+001, 2.6094762E+001, 2.1246837E+001, 1.4214341E+001
 2.2000019E+002, 8.8211155E-003,-8.7306760E-003, 1.3027268E+000,-6.0486357E-001, 1.4176437E-004, 1.5153761E-001, 2.0588374E-001, 3.3527056E-002, 1.3773468E-003, 2.3861061E-008, 2.4266549E-012, 3.5869182E+002, 3.7208522E+002, 3.6231693E+002, 3.5944770E+002, 3.5344862E+002, 3.4655216E+002, 3.3551849E+002, 3.0383177E+002, 2.1662700E+002, 1.7214987E+002, 7.5016137E+001, 1.6056488E+001, 5.0155281E+002, 5.1181540E+002, 4.1182956E+002, 2.2691990E+002, 4.3091523E+002, 3.5089297E+002, 2.9470065E+002, 3.1829507E+001, 2.7690197E+001, 2.1961367E+001, 1.4262476E+001
 2.2500150E+002, 8.8204142E-003,-8.5839822E-003, 1.3236540E+000,-5.7677810E-001, 1.4176437E-004, 1.5068206E-001, 2.0621267E-001, 3.4033186E-002, 1.1827578E-003, 1.3911978E-008, 1.8204486E-012, 3.5794105E+002, 3.7474061E+002, 3.6346612E+002, 3.6081342E+002, 3.5410135E+002, 3.4862549E+002, 3.3639767E+002, 3.0250998E+002, 2.1035495E+002, 1.7076994E+002, 7.4521718E+001, 1.6323629E+001, 5.0948763E+002, 5.7012507E+002, 4.6753667E+002, 2.2618139E+002, 4.4349754E+002, 3.5164897E+002, 2.8854911E+002, 3.2549415E+001, 2.8228607E+001, 2.4343232E+001, 1.4416176E+001
 2.3000073E+002, 8.9805157E-003,-8.8582618E-003, 1.3026144E+000,-6.1240887E-001, 1.4176437E-004, 1.5388110E-001, 2.0598300E-001, 3.2140461E-002, 1.3186254E-003, 2.6130792E-007, 1.8266383E-012, 3.4762342E+002, 3.7280789E+002, 3.6190217E+002, 3.5852283E+002, 3.5524657E+002, 3.5074653E+002, 3.3950122E+002, 3.0483574E+002, 2.1551774E+002, 1.7145036E+002, 7.3685480E+001, 1.6643094E+001, 5.0088030E+002, 5.2558948E+002, 4.3372544E+002, 2.3178067E+002, 4.3280264E+002, 3.5183984E+002, 2.9860717E+002, 3.2174064E+001, 3.0655340E+001, 2.2604911E+001, 1.4270555E+001
 2.3500181E+002, 8.8459301E-003,-8.7076192E-003, 1.3123831E+000,-5.9699176E-001, 1.4176437E-004, 1.5080175E-001, 2.0587644E-001, 3.3962312E-002, 1.3816640E-003, 8.2239948E-008, 2.0242513E-012, 3.5478316E+002, 3.7131548E+002, 3.6349674E+002, 3.6154448E+002, 3.5920270E+002, 3.5539239E+002, 3.3994015E+002, 3.0467389E+002, 2.1619733E+002, 1.7561571E+002, 7.5015593E+001, 1.6883351E+001, 4.9760713E+002, 5.1168122E+002, 4.1779423E+002, 2.3407658E+002, 4.3721650E+002, 3.5052280E+002, 2.9345887E+002, 3.2542579E+001, 2.6773890E+001, 2.1440073E+001, 1.4784726E+001
 2.4000172E+002, 8.8072809E-003,-8.7183245E-003, 1.3006275E+000,-5.9149778E-001, 1.4176437E-004, 1.4879066E-001, 2.0615633E-001, 3.5151479E-002, 1.2160870E-003, 6.0052192E-007, 2.0503018E-012, 3.5993434E+002, 3.7680081E+002, 3.6296993E+002, 3.6121845E+002, 3.5801275E+002, 3.5253786E+002, 3.3755756E+002, 3.0238269E+002, 2.1432721E+002, 1.7318517E+002, 7.5753866E+001, 1.6852933E+001, 5.0216468E+002, 5.1737288E+002, 4.1333333E+002, 2.2945202E+002, 4.4360510E+002, 3.5108739E+002, 2.8794042E+002, 3.1697871E+001, 2.7168740E+001, 2.3411298E+001, 1.4997701E+001
 2.4500221E+002, 8.8815088E-003,-8.6967766E-003, 1.3046935E+000,-5.9532493E-001, 1.4176437E-004, 1.5186624E-001, 2.0623292E-001, 3.3332339E-002, 1.1707833E-003, 3.2056942E-007, 1.8853273E-012, 3.6543715E+002, 3.8168479E+002, 3.6652416E+002, 3.6397360E+002, 3.5935156E+002, 3.5335680E+002, 3.4215081E+002, 2.9888252E+002, 2.1062349E+002, 1.7305122E+002, 7.8842619E+001, 1.6961540E+001, 5.1515776E+002, 5.3612054E+002, 4.6687090E+002, 2.3228755E+002, 4.4666730E+002, 3.5073313E+002, 2.8083812E+002, 3.1872391E+001, 2.9162158E+001, 2.3024209E+001, 1.4792806E+001
 2.5000226E+002, 8.8512205E-003,-8.7139462E-003, 1.3112889E+000,-5.8998570E-001, 1.4176437E-004, 1.5026363E-001, 2.0626546E-001, 3.4280701E-002, 1.1515299E-003, 2.8621721E-008, 1.9735128E-012, 3.6285311E+002, 3.7821283E+002, 3.6585332E+002, 3.6224590E+002, 3.5813521E+002, 3.5329556E+002, 3.4464786E+002, 3.0585057E+002, 2.1012467E+002, 1.7168658E+002, 7.8675344E+001, 1.7174405E+001, 5.0340457E+002, 5.4180921E+002, 4.6015074E+002, 2.3957385E+002, 4.4449362E+002, 3.5695997E+002, 2.8432753E+002, 3.1996678E+001, 3.0984466E+001, 2.2286030E+001, 1.5087111E+001
 2.5500145E+002, 8.8378625E-003,-8.7459180E-003, 1.2980683E+000,-5.9822688E-001, 1.3880707E-004, 1.5162355E-001, 2.0624933E-001, 3.3476202E-002, 1.1610718E-003, 3.6243458E-008, 1.6850554E-012, 3.5943295E+002, 3.7729173E+002, 3.6759509E+002, 3.6536271E+002, 3.6140680E+002, 3.5463182E+002, 3.4629704E+002, 3.0034193E+002, 2.0998541E+002, 1.7202651E+002, 7.6909109E+001, 1.7659472E+001, 5.0530151E+002, 5.5214804E+002, 4.5106736E+002, 2.3753302E+002, 4.4408926E+002, 3.5663266E+002, 2.8800884E+002, 3.2501894E+001, 2.8055375E+001, 2.3092463E+001, 1.4827130E+001
 2.6000229E+002, 8.8625754E-003,-8.6603248E-003, 1.3033042E+000,-5.8125416E-001, 1.3290031E-004, 1.5330210E-001, 2.0605170E-001, 3.2483236E-002, 1.2779851E-003, 1.9911725E-008, 2.0618242E-012, 3.5919051E+002, 3.7520268E+002, 3.6369539E+002, 3.6279539E+002, 3.5877699E+002, 3.5271247E+002, 3.4226714E+002, 2.9304520E+002, 2.1426029E+002, 1.7469414E+002, 7.6023703E+001, 1.7520852E+001, 5.0783913E+002, 5.4632583E+002, 4.4221498E+002, 2.3323498E+002, 4.3880670E+002, 3.5208244E+002, 2.9229328E+002, 3.2687634E+001, 2.7977912E+001, 2.1933933E+001, 1.4443194E+001
 2.6500011E+002, 8.8216938E-003,-8.7817900E-003, 1.2880046E+000,-5.9765603E-001, 1.2699419E-004, 1.5504407E-001, 2.0607677E-001, 3.1452744E-002, 1.2631539E-003, 6.4001805E-009, 1.7244576E-012, 3.5494698E+002, 3.7122409E+002, 3.5855969E+002, 3.5860702E+002, 3.5417585E+002, 3.4987012E+002, 3.3610087E+002, 2.8672271E+002, 2.1761403E+002, 1.7700425E+002, 7.5549807E+001, 1.7630093E+001, 4.8678987E+002, 5.0737234E+002, 4.5385255E+002, 2.3679104E+002, 4.2964368E+002, 3.4609125E+002, 2.9340336E+002, 3.2071034E+001, 2.8260606E+001, 2.0950168E+001, 1.4209952E+001
 2.7000142E+002, 8.8782867E-003,-8.8813611E-003, 1.2518681E+000,-6.1815959E-001, 1.2108785E-004, 1.5923086E-001, 2.0616460E-001, 2.8975953E-002, 1.2111958E-003, 4.2452171E-009, 1.8965483E-012, 3.5525881E+002, 3.6975953E+002, 3.5629697E+002, 3.5327647E+002, 3.4897094E+002, 3.4401928E+002, 3.3037056E+002, 2.8331014E+002, 2.1511874E+002, 1.7553862E+002, 7.5010676E+001, 1.7384016E+001, 4.5662611E+002, 4.5222712E+002, 4.1437988E+002, 2.3467116E+002, 4.1519608E+002, 3.4169554E+002, 2.8679311E+002, 3.1315665E+001, 2.6705796E+001, 1.8398385E+001, 1.3491702E+001
 2.7500080E+002, 8.8012056E-003,-8.8119965E-003, 1.2232870E+000,-6.0637024E-001, 1.1518074E-004, 1.5880973E-001, 2.0597928E-001, 2.9225083E-002, 1.3208271E-003, 1.5068200E-009, 2.1541709E-012, 3.4819047E+002, 3.6325831E+002, 3.4989198E+002, 3.4651989E+002, 3.4240198E+002, 3.3586186E+002, 3.2627693E+002, 2.7257768E+002, 2.0781533E+002, 1.7170744E+002, 7.4428141E+001, 1.6680384E+001, 4.4963156E+002, 4.8601180E+002, 4.4669565E+002, 2.3401105E+002, 4.0885764E+002, 3.3416037E+002, 2.7480695E+002, 3.0684633E+001, 2.6555626E+001, 2.0341312E+001, 1.3034889E+001
 2.8000244E+002, 8.7755617E-003,-8.6768112E-003, 1.2271915E+000,-5.8663529E-001, 1.0927292E-004, 1.6144915E-001, 2.0634351E-001, 2.7663675E-002, 1.1053569E-003, 8.0457971E-010, 1.5987551E-012, 3.3804042E+002, 3.5361926E+002, 3.4045547E+002, 3.3949201E+002, 3.3650806E+002, 3.3163394E+002, 3.1341578E+002, 2.6585575E+002, 2.0328078E+002, 1.6826596E+002, 7.3863580E+001, 1.6618016E+001, 4.3313683E+002, 4.7084133E+002, 4.6789058E+002, 2.2701510E+002, 3.9950182E+002, 3.2851124E+002, 2.6728603E+002, 3.0511838E+001, 2.5603363E+001, 1.8385314E+001, 1.2525706E+001
 2.8500012E+002, 8.7727425E-003,-8.8250220E-003, 1.2043304E+000,-6.0823254E-001, 1.0252228E-004, 1.6403996E-001, 2.0620263E-001, 2.6131020E-002, 1.1887005E-003, 3.6630272E-010, 1.8131978E-012, 3.2720232E+002, 3.4089480E+002, 3.3102109E+002, 3.2964549E+002, 3.2690962E+002, 3.2220820E+002, 3.0496492E+002, 2.5727581E+002, 1.9813225E+002, 1.6588222E+002, 7.1814989E+001, 1.5809889E+001, 4.2317542E+002, 4.6734975E+002, 4.3936769E+002, 2.1994622E+002, 3.8533499E+002, 3.2089906E+002, 2.6237861E+002, 2.8502727E+001, 2.4973990E+001, 1.7593465E+001, 1.1863375E+001
 2.9000297E+002, 8.6669297E-003,-8.7378795E-003, 1.1483748E+000,-5.8892092E-001, 9.4926890E-005, 1.6804963E-001, 2.0636176E-001, 2.3759006E-002, 1.0945632E-003, 2.7205083E-010, 1.4001025E-012, 3.2043177E+002, 3.3184161E+002, 3.2387468E+002, 3.2205044E+002, 3.1993489E+002, 3.1432996E+002, 2.9677740E+002, 2.4217264E+002, 1.9192919E+002, 1.6217788E+002, 7.2650442E+001, 1.5334458E+001, 4.0097109E+002, 4.3581475E+002, 3.9941647E+002, 2.1671102E+002, 3.6924018E+002, 3.1429972E+002, 2.5026261E+002, 2.8383436E+001, 2.3292734E+001, 1.4790609E+001, 1.1180155E+001
 2.9500034E+002, 8.6780993E-003,-8.7708480E-003, 1.1242486E+000,-5.9116084E-001, 8.7332092E-005, 1.6978242E-001, 2.0662562E-001, 2.2733935E-002, 9.3847249E-004, 4.0229868E-010, 1.2895093E-012, 3.0576492E+002, 3.1800155E+002, 3.1348118E+002, 3.1313217E+002, 3.0942647E+002, 3.0507279E+002, 2.8748102E+002, 2.3153863E+002, 1.8765933E+002, 1.6001267E+002, 6.9355854E+001, 1.5688694E+001, 3.7112804E+002, 3.9496422E+002, 3.8824446E+002, 2.1270341E+002, 3.5093331E+002, 3.0158645E+002, 2.4216010E+002, 2.7985398E+001, 2.2426401E+001, 1.4612442E+001, 1.0476728E+001
 3.0000163E+002, 8.5968457E-003,-8.6380071E-003, 1.0834777E+000,-5.7435590E-001, 7.9738818E-005, 1.7385749E-001, 2.0640405E-001, 2.0323227E-002, 1.0695434E-003, 5.8760033E-010, 1.6962551E-012, 2.9508373E+002, 3.0422708E+002, 3.0263436E+002, 3.0197618E+002, 2.9962291E+002, 2.9715473E+002, 2.8425402E+002, 2.2114441E+002, 1.8154214E+002, 1.5532472E+002, 6.5223965E+001, 1.4371086E+001, 3.6561943E+002, 3.7209267E+002, 3.8799533E+002, 2.0528655E+002, 3.3384396E+002, 2.8610766E+002, 2.3413097E+002, 2.5660625E+001, 2.0394601E+001, 1.2485659E+001, 9.7630563E+000
 3.0500147E+002, 8.4701229E-003,-8.5877227E-003, 1.0478882E+000,-5.7405636E-001, 7.2143155E-005, 1.7605419E-001, 2.0636169E-001, 1.9023718E-002, 1.0946011E-003, 5.1727202E-011, 1.1503570E-012, 2.8300046E+002, 2.9079870E+002, 2.9050381E+002, 2.9041834E+002, 2.8827411E+002, 2.8646777E+002, 2.6924449E+002, 2.1233124E+002, 1.7414054E+002, 1.4829770E+002, 6.4892723E+001, 1.3937865E+001, 3.4385946E+002, 3.3890296E+002, 3.2724231E+002, 1.9526746E+002, 3.2126031E+002, 2.7596532E+002, 2.2588777E+002, 2.3942426E+001, 1.7043651E+001, 1.1294917E+001, 9.2350284E+000
 3.1000140E+002, 8.3733566E-003,-8.5318213E-003, 1.0026128E+000,-5.6066451E-001, 6.4548908E-005, 1.7930039E-001, 2.0649417E-001, 1.7103355E-002, 1.0162297E-003, 2.2335045E-011, 8.7912222E-013, 2.7318365E+002, 2.7982800E+002, 2.7947584E+002, 2.7831429E+002, 2.7486160E+002, 2.7170262E+002, 2.5145302E+002, 2.0138758E+002, 1.6299445E+002, 1.4079295E+002, 6.1198476E+001, 1.3438607E+001, 3.2514777E+002, 3.2266932E+002, 3.2694970E+002, 1.8763439E+002, 3.0627337E+002, 2.6327294E+002, 2.1399448E+002, 2.3699271E+001, 1.6216003E+001, 1.0472555E+001, 8.5050531E+000
 3.1500176E+002, 8.3359571E-003,-8.4637628E-003, 9.4536484E-001,-5.5494142E-001, 5.6953992E-005, 1.8218782E-001, 2.0660086E-001, 1.5395227E-002, 9.5311447E-004, 1.7450495E-011, 7.4557800E-013, 2.5822986E+002, 2.6444188E+002, 2.6535547E+002, 2.6600707E+002, 2.6221891E+002, 2.5690019E+002, 2.3425908E+002, 1.8912748E+002, 1.5462788E+002, 1.3412218E+002, 6.1015417E+001, 1.2608295E+001, 3.0759485E+002, 3.1060000E+002, 3.1337119E+002, 1.7976371E+002, 2.8636633E+002, 2.5221013E+002, 2.0168410E+002, 1.8797651E+001, 1.4166519E+001, 9.1575936E+000, 7.7927425E+000
 3.2000036E+002, 8.1968003E-003,-8.4094823E-003, 9.0957260E-001,-5.4288690E-001, 4.9360634E-005, 1.8416665E-001, 2.0676494E-001, 1.4224601E-002, 8.5604924E-004, 1.6051927E-011, 7.2253509E-013, 2.4172511E+002, 2.4997689E+002, 2.5157119E+002, 2.5269876E+002, 2.4925431E+002, 2.4299661E+002, 2.1551806E+002, 1.7848780E+002, 1.4577737E+002, 1.2651880E+002, 5.7513650E+001, 1.1561555E+001, 2.8805751E+002, 2.8315867E+002, 2.9870138E+002, 1.7007595E+002, 2.6781121E+002, 2.4288595E+002, 1.9257431E+002, 1.5977868E+001, 1.3440668E+001, 8.1925085E+000, 7.2047514E+000
 3.2500213E+002, 8.0845323E-003,-8.2390803E-003, 8.6516146E-001,-5.1926051E-001, 4.1765406E-005, 1.8798117E-001, 2.0695951E-001, 1.1968035E-002, 7.4095077E-004, 1.2486004E-011, 6.8006632E-013, 2.2972449E+002, 2.3587997E+002, 2.3787113E+002, 2.3858948E+002, 2.3555096E+002, 2.2670026E+002, 1.9819436E+002, 1.6696706E+002, 1.3731770E+002, 1.1908614E+002, 5.3310170E+001, 1.1071872E+001, 2.6442770E+002, 2.5540423E+002, 2.7890204E+002, 1.6478690E+002, 2.4922006E+002, 2.2880370E+002, 1.7983125E+002, 1.4167819E+001, 1.1488677E+001, 7.3388287E+000, 6.5327115E+000
 3.3000212E+002, 7.9334410E-003,-8.1488662E-003, 8.1331686E-001,-5.0910920E-001, 3.4169633E-005, 1.9002689E-001, 2.0698356E-001, 1.0757838E-002, 7.2671960E-004, 1.2784735E-011, 7.0424073E-013, 2.1421427E+002, 2.1963535E+002, 2.2017275E+002, 2.2064464E+002, 2.1930282E+002, 2.0793097E+002, 1.8297820E+002, 1.5777786E+002, 1.3065246E+002, 1.1303636E+002, 4.9019862E+001, 1.0394741E+001, 2.4027354E+002, 2.3327327E+002, 2.6249078E+002, 1.5236628E+002, 2.3010554E+002, 2.1307885E+002, 1.6630272E+002, 1.1167239E+001, 9.7905219E+000, 6.4418382E+000, 5.9202522E+000
 3.3500406E+002, 7.7530513E-003,-7.9848924E-003, 7.6939407E-001,-4.8904631E-001, 2.6573022E-005, 1.9253078E-001, 2.0683423E-001, 9.2766043E-003, 8.1506228E-004, 1.2498218E-011, 2.4875425E-013, 1.9797336E+002, 2.0262152E+002, 2.0375054E+002, 2.0553923E+002, 2.0216267E+002, 1.9242096E+002, 1.7190861E+002, 1.4894677E+002, 1.2538196E+002, 1.0777417E+002, 4.5386377E+001, 9.6312700E+000, 2.1413434E+002, 2.0215866E+002, 2.2042408E+002, 1.4541007E+002, 2.0928098E+002, 1.9891392E+002, 1.5739328E+002, 9.2472266E+000, 8.7554341E+000, 5.7121187E+000, 5.3223349E+000
