s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.0000000E+000, 0.0000000E+000,-1.4632696E-008, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.4632696E-008, 0.0000000E+000, 0.0000000E+000
 5.0016384E+000, 6.8056129E+000,-2.6205305E+000,-1.2377366E+000,-8.2633805E-001,-3.6305155E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0984349E+000, 2.1206447E+000, 1.6316556E-004, 1.6316556E-004
 1.0000801E+001, 9.0350778E+000,-4.2312355E+000,-2.4837052E+000,-1.7541190E+000,-4.1188595E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6917797E-001, 5.6560620E-001, 2.0776802E-004, 2.0776802E-004
 1.5001990E+001, 1.0900099E+001,-5.7729999E+000,-3.0611676E+000,-1.7768098E+000,-4.4323524E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8891701E-001, 2.8867831E-001, 2.5237121E-004, 2.5237121E-004
 2.0000753E+001, 1.2679873E+001,-7.4183869E+000,-3.3978715E+000,-1.6278417E+000,-4.7261609E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3768785E-001, 2.3530000E-001, 2.9697082E-004, 2.9697082E-004
 2.5001762E+001, 1.3619697E+001,-8.7166800E+000,-3.4968169E+000,-1.2912612E+000,-5.2632756E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1689969E-001, 1.1441270E-001, 3.4157115E-004, 3.4157115E-004
 3.0000114E+001, 1.3611020E+001,-8.9581535E+000,-3.5473553E+000,-9.4568674E-001,-5.2164057E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6419383E-001, 1.5930285E-001, 3.8616810E-004, 3.8616810E-004
 3.5002068E+001, 1.3603877E+001,-9.1163150E+000,-3.5529223E+000,-8.2177982E-001,-5.3706869E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2145915E-001, 1.1232276E-001, 4.3077149E-004, 4.3077149E-004
 4.0000469E+001, 1.3809788E+001,-9.2689495E+000,-3.7479088E+000,-6.6529462E-001,-5.2250284E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3457264E-001, 1.2711207E-001, 4.7537292E-004, 4.7537292E-004
 4.5000843E+001, 1.3668716E+001,-9.2877536E+000,-3.6965013E+000,-5.6409683E-001,-5.2104930E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2877483E-001, 1.1984338E-001, 5.1996847E-004, 5.1996847E-004
 5.0000473E+001, 1.3528281E+001,-9.2189112E+000,-3.7612514E+000,-4.7934270E-001,-5.5472620E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.5748351E-002, 6.8220674E-002, 5.6456959E-004, 5.6456959E-004
 5.5001896E+001, 1.3111738E+001,-8.9092751E+000,-3.7885847E+000,-3.2575763E-001,-4.7559581E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.6565914E-002, 8.7645354E-002, 5.9664451E-004, 5.9664451E-004
 6.0001179E+001, 1.2989902E+001,-8.9002556E+000,-3.9192995E+000,-1.4238118E-001,-3.9624920E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8005418E-002, 2.7569664E-002, 6.1620733E-004, 6.1620733E-004
 6.5000565E+001, 1.2642193E+001,-8.4962091E+000,-4.1390748E+000,-3.7286978E-004,-3.4103507E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4929305E-002, 6.1947049E-003, 6.3576664E-004, 6.3576664E-004
 7.0001625E+001, 1.2676524E+001,-8.4045151E+000,-4.2775790E+000, 6.9143331E-002,-3.2832027E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1219733E-002, 6.3245258E-002, 6.5532943E-004, 6.5532943E-004
 7.5000237E+001, 1.2496546E+001,-8.2515369E+000,-4.3418802E+000, 9.3136221E-002,-3.0549727E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5697865E-003,-4.0406406E-003, 6.7489011E-004, 6.7489011E-004
 8.0001717E+001, 1.2595496E+001,-8.2240647E+000,-4.4715317E+000, 1.6366582E-001,-2.9517121E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1047653E-002, 6.3270057E-002, 6.9445222E-004, 6.9445222E-004
 8.5001472E+001, 1.2618469E+001,-8.2048541E+000,-4.5513926E+000, 1.6800942E-001,-2.5520436E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8161099E-002, 2.9976495E-002, 7.1401646E-004, 7.1401646E-004
 9.0000313E+001, 1.2487622E+001,-8.0962847E+000,-4.5708466E+000, 1.9887188E-001,-2.7583251E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7503480E-002, 1.9086270E-002, 7.3357567E-004, 7.3357567E-004
 9.5000130E+001, 1.2375171E+001,-7.9897609E+000,-4.6045649E+000, 2.5936130E-001,-2.6358500E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9113186E-002, 3.9942818E-002, 7.5313469E-004, 7.5313469E-004
 1.0000040E+002, 1.2454491E+001,-7.9745408E+000,-4.7246212E+000, 2.9303656E-001,-2.3652454E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.5269870E-002, 4.8129332E-002, 7.7269646E-004, 7.7269646E-004
 1.0500108E+002, 1.2497519E+001,-7.9319132E+000,-4.7954237E+000, 3.0770558E-001,-2.2700701E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.7572816E-002, 7.7660184E-002, 7.8247232E-004, 7.8247232E-004
 1.1000242E+002, 1.2229878E+001,-7.7702276E+000,-4.7663304E+000, 3.2203780E-001,-2.1355079E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4400988E-002, 1.5144612E-002, 7.8247232E-004, 7.8247232E-004
 1.1500156E+002, 1.2065448E+001,-7.5853324E+000,-4.8068178E+000, 3.3452511E-001,-2.4116819E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6007919E-002, 7.5822517E-003, 7.8247232E-004, 7.8247232E-004
 1.2000004E+002, 1.2364290E+001,-7.8340156E+000,-4.8686609E+000, 3.4549787E-001,-2.4486501E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5898481E-002, 6.8662074E-003, 7.8247232E-004, 7.8247232E-004
 1.2500084E+002, 1.2230401E+001,-7.7444479E+000,-4.8916860E+000, 3.4788244E-001,-2.2940793E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-4.8779550E-002,-5.8079433E-002, 7.8247232E-004, 7.8247232E-004
 1.3000194E+002, 1.2190591E+001,-7.7194710E+000,-4.8442938E+000, 3.7497834E-001,-2.3602967E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2859225E-002, 1.5688087E-003, 7.8247232E-004, 7.8247232E-004
 1.3500056E+002, 1.2331480E+001,-7.8074899E+000,-4.9179013E+000, 4.1002077E-001,-2.1911133E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5159850E-002, 1.5890337E-002, 7.8247232E-004, 7.8247232E-004
 1.4000157E+002, 1.2269143E+001,-7.7523729E+000,-4.8791214E+000, 4.2338580E-001,-2.3547869E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.0362451E-002, 6.0798879E-002, 7.8247232E-004, 7.8247232E-004
 1.4500046E+002, 1.2028385E+001,-7.5961629E+000,-4.8724034E+000, 4.2183421E-001,-2.4171797E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-8.7452350E-003,-1.8588884E-002, 7.8247232E-004, 7.8247232E-004
 1.5000156E+002, 1.2142429E+001,-7.6757877E+000,-4.8810108E+000, 4.2327019E-001,-2.2921084E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0261695E-002, 8.6718636E-003, 7.8247232E-004, 7.8247232E-004
 1.5500124E+002, 1.2331129E+001,-7.7289868E+000,-5.0415186E+000, 4.1869907E-001,-2.1251533E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.1047575E-002,-2.0889608E-002, 7.7300846E-004, 7.7300846E-004
 1.6000116E+002, 1.2262855E+001,-7.6811650E+000,-5.0013042E+000, 4.4479903E-001,-2.3982314E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5244812E-002, 2.4945470E-002, 7.5409904E-004, 7.5409904E-004
