s,kg/s,kg/s,Pa,Pa,kg/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2
Time,M1,M2,P1,P2,B,G1,G2,G3,G4,G5,G6,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,TC15,TC16,TC17,TC18,TC19,HF1,HF2,HF3,HF4
 0.0000000E+000,-1.3170708E-006, 2.2938351E-006,-4.3562948E-005,-3.5265883E-005, 0.0000000E+000, 2.0755882E-001, 2.0755882E-001, 3.8641183E-004, 3.8641183E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-6.3724205E-007,-6.6690079E-007,-5.0217603E-007,-3.7273738E-007
 5.0027340E+000, 2.7623760E-003,-1.5622133E-003, 2.6520385E-002,-3.4271987E-002, 2.1298099E-005, 2.0248736E-001, 2.0755882E-001, 3.3865543E-003, 3.8641197E-004, 3.7748324E-010, 2.7151250E-017, 4.7015331E+000, 5.2391212E+000, 9.3457617E-001, 7.7886813E-001, 6.2875750E-001, 4.8834209E-001, 3.3042577E-001, 3.6743548E-001, 4.3566005E-001, 5.5680983E-001, 5.6179034E-001, 2.4753251E-001, 5.5563333E+000, 1.6224539E+000, 3.8598821E-001, 5.9066503E-001, 2.8673287E+001, 5.2412310E+001, 1.2474341E+002, 3.6295065E+001, 4.1334227E-001, 3.1457485E-001, 7.8447378E-001
 1.0001528E+001, 7.1955159E-003,-4.7996420E-003, 3.5907991E-001,-1.7796433E-001, 6.3822860E-005, 1.9127742E-001, 2.0754420E-001, 1.0018058E-002, 3.9506149E-004, 9.0823714E-010, 2.1097909E-014, 4.0135959E+001, 4.4943048E+001, 2.0271842E+001, 2.0117758E+001, 1.9627055E+001, 1.6427164E+001, 1.2642228E+001, 8.6374181E+000, 6.0889563E+000, 4.5304534E+000, 3.0346372E+000, 1.2514455E+000, 6.7567461E+001, 3.7239468E+001, 5.2107585E+000, 6.6168678E+000, 9.4811431E+001, 9.6505369E+001, 1.8685214E+002, 4.7204553E+001, 2.7675134E+000, 2.3399488E+000, 1.8698587E+000
 1.5002568E+001, 8.2490788E-003,-7.1815130E-003, 6.7894850E-001,-4.0019666E-001, 8.7424580E-005, 1.7675717E-001, 2.0695872E-001, 1.8607854E-002, 7.4141502E-004, 3.4463431E-010, 1.3753787E-012, 1.0675410E+002, 1.1104910E+002, 8.4598621E+001, 7.8658783E+001, 7.7104456E+001, 7.3135172E+001, 6.5618054E+001, 5.5292781E+001, 3.5540074E+001, 1.5320252E+001, 6.5912037E+000, 2.0688942E+000, 1.8319755E+002, 1.5460967E+002, 4.5850803E+001, 2.6832298E+001, 1.6071671E+002, 1.1737532E+002, 1.3830595E+002, 3.0944361E+001, 7.9620076E+000, 5.3571303E+000, 2.9404283E+000
 2.0000150E+001, 8.2968778E-003,-7.8461997E-003, 7.6237901E-001,-4.7406848E-001, 9.2149311E-005, 1.6984730E-001, 2.0604410E-001, 2.2695552E-002, 1.2824805E-003, 6.2971332E-010, 2.1395694E-012, 1.6059068E+002, 1.6360437E+002, 1.4525242E+002, 1.3829214E+002, 1.3422636E+002, 1.2937870E+002, 1.1901521E+002, 1.0385906E+002, 6.6248685E+001, 3.0526320E+001, 1.2682203E+001, 2.5438411E+000, 2.5261822E+002, 2.6442808E+002, 1.3697776E+002, 5.8746978E+001, 2.1463556E+002, 1.4261820E+002, 1.2558645E+002, 2.7306716E+001, 1.0738290E+001, 7.0012719E+000, 3.5890240E+000
 2.5002007E+001, 8.3777500E-003,-8.1048539E-003, 8.0563130E-001,-5.1050028E-001, 9.6874458E-005, 1.6817721E-001, 2.0603814E-001, 2.3683534E-002, 1.2860093E-003, 7.5470247E-010, 1.4085210E-012, 1.8998306E+002, 1.9644304E+002, 1.7803481E+002, 1.7130167E+002, 1.6678085E+002, 1.6283460E+002, 1.5020901E+002, 1.3044109E+002, 7.7820723E+001, 4.4441396E+001, 1.8591244E+001, 3.2666651E+000, 2.8714751E+002, 2.9586651E+002, 1.7303128E+002, 7.7266617E+001, 2.4293132E+002, 1.6578491E+002, 1.2480464E+002, 2.7134948E+001, 1.2452143E+001, 7.5360129E+000, 4.0257782E+000
 3.0000494E+001, 8.6552503E-003,-8.2254196E-003, 8.8070014E-001,-5.2631915E-001, 1.0160022E-004, 1.6821489E-001, 2.0576181E-001, 2.3661238E-002, 1.4494764E-003, 2.3448776E-009, 1.5670666E-012, 2.0327883E+002, 2.0926939E+002, 1.9690351E+002, 1.9261599E+002, 1.8660937E+002, 1.8065909E+002, 1.7022776E+002, 1.4480551E+002, 9.8612747E+001, 5.8243055E+001, 2.2806466E+001, 3.6608106E+000, 2.8954773E+002, 3.1524593E+002, 2.2742707E+002, 9.8483385E+001, 2.5071607E+002, 1.8110793E+002, 1.3562257E+002, 2.7669551E+001, 1.3850657E+001, 7.7912080E+000, 4.3969952E+000
 3.5000643E+001, 8.6397586E-003,-8.4917592E-003, 8.8273760E-001,-5.6382507E-001, 1.0632511E-004, 1.6481974E-001, 2.0573467E-001, 2.5669723E-002, 1.4655318E-003, 1.1617311E-009, 1.5965589E-012, 2.2149957E+002, 2.3037208E+002, 2.1045263E+002, 2.0781249E+002, 2.0119534E+002, 1.9384070E+002, 1.8408222E+002, 1.6298210E+002, 1.1628440E+002, 6.9243730E+001, 2.5034535E+001, 3.7984214E+000, 3.0509598E+002, 3.2484991E+002, 2.5105588E+002, 1.1187968E+002, 2.6637185E+002, 1.9392564E+002, 1.5053762E+002, 2.5147729E+001, 1.5732892E+001, 9.8143487E+000, 5.0152688E+000
 4.0000909E+001, 8.7180448E-003,-8.3770361E-003, 9.4470454E-001,-5.4506033E-001, 1.1105059E-004, 1.6383243E-001, 2.0558710E-001, 2.6253785E-002, 1.5528294E-003, 2.5735798E-009, 1.6923974E-012, 2.3170087E+002, 2.4196155E+002, 2.2114279E+002, 2.1841831E+002, 2.1157620E+002, 2.0468595E+002, 1.9455326E+002, 1.7677415E+002, 1.2089332E+002, 7.6773776E+001, 2.9467353E+001, 4.2738001E+000, 3.2554321E+002, 3.4733527E+002, 2.6732118E+002, 1.2135506E+002, 2.8401220E+002, 2.0553270E+002, 1.6153310E+002, 2.7471758E+001, 1.6324196E+001, 1.0071545E+001, 5.5154620E+000
