s,kg/m2/s
Time,MLR
 0.000E+000, 0.000E+000
 2.000E+000, 0.000E+000
 4.010E+000, 2.573E-019
 6.010E+000, 8.093E-018
 8.010E+000, 1.071E-016
 1.001E+001, 8.831E-016
 1.201E+001, 5.271E-015
 1.401E+001, 2.482E-014
 1.601E+001, 9.747E-014
 1.800E+001, 3.305E-013
 2.000E+001, 9.999E-013
 2.200E+001, 2.757E-012
 2.400E+001, 7.022E-012
 2.600E+001, 1.673E-011
 2.800E+001, 3.766E-011
 3.000E+001, 8.074E-011
 3.200E+001, 1.659E-010
 3.400E+001, 3.285E-010
 3.600E+001, 6.294E-010
 3.800E+001, 1.171E-009
 4.000E+001, 2.124E-009
 4.200E+001, 3.761E-009
 4.401E+001, 6.528E-009
 4.601E+001, 1.111E-008
 4.801E+001, 1.853E-008
 5.001E+001, 3.041E-008
 5.201E+001, 4.913E-008
 5.401E+001, 7.822E-008
 5.601E+001, 1.228E-007
 5.801E+001, 1.904E-007
 6.001E+001, 2.914E-007
 6.201E+001, 4.409E-007
 6.401E+001, 6.598E-007
 6.601E+001, 9.768E-007
 6.801E+001, 1.431E-006
 7.001E+001, 2.077E-006
 7.201E+001, 2.986E-006
 7.400E+001, 4.250E-006
 7.600E+001, 5.997E-006
 7.800E+001, 8.397E-006
 8.000E+001, 1.166E-005
 8.200E+001, 1.607E-005
 8.400E+001, 2.198E-005
 8.600E+001, 2.983E-005
 8.800E+001, 4.019E-005
 9.000E+001, 5.377E-005
 9.200E+001, 7.145E-005
 9.400E+001, 9.428E-005
 9.600E+001, 1.236E-004
 9.800E+001, 1.609E-004
 1.000E+002, 2.082E-004
 1.020E+002, 2.675E-004
 1.040E+002, 3.416E-004
 1.060E+002, 4.333E-004
 1.080E+002, 5.460E-004
 1.100E+002, 6.834E-004
 1.120E+002, 8.496E-004
 1.140E+002, 1.282E-003
 1.160E+002, 2.374E-003
 1.180E+002, 3.721E-003
 1.200E+002, 5.306E-003
 1.220E+002, 7.092E-003
 1.240E+002, 9.018E-003
 1.260E+002, 1.101E-002
 1.280E+002, 1.299E-002
 1.300E+002, 1.489E-002
 1.320E+002, 1.668E-002
 1.340E+002, 1.831E-002
 1.360E+002, 1.977E-002
 1.380E+002, 2.105E-002
 1.400E+002, 2.213E-002
 1.420E+002, 2.300E-002
 1.440E+002, 2.364E-002
 1.460E+002, 2.399E-002
 1.480E+002, 2.404E-002
 1.500E+002, 2.380E-002
 1.520E+002, 2.342E-002
 1.540E+002, 2.310E-002
 1.560E+002, 2.291E-002
 1.580E+002, 2.282E-002
 1.600E+002, 2.278E-002
 1.620E+002, 2.277E-002
 1.640E+002, 2.277E-002
 1.660E+002, 2.277E-002
 1.680E+002, 2.278E-002
 1.700E+002, 2.279E-002
 1.720E+002, 2.278E-002
 1.740E+002, 2.279E-002
 1.760E+002, 2.278E-002
 1.780E+002, 2.272E-002
 1.800E+002, 2.266E-002
 1.820E+002, 2.258E-002
 1.840E+002, 2.248E-002
 1.860E+002, 2.237E-002
 1.880E+002, 2.223E-002
 1.900E+002, 2.208E-002
 1.920E+002, 2.192E-002
 1.940E+002, 2.174E-002
 1.960E+002, 2.155E-002
 1.980E+002, 2.134E-002
 2.000E+002, 2.113E-002
 2.020E+002, 2.091E-002
 2.040E+002, 2.068E-002
 2.060E+002, 2.044E-002
 2.080E+002, 2.020E-002
 2.100E+002, 1.996E-002
 2.120E+002, 1.971E-002
 2.140E+002, 1.946E-002
 2.160E+002, 1.921E-002
 2.180E+002, 1.896E-002
 2.200E+002, 1.871E-002
 2.220E+002, 1.847E-002
 2.240E+002, 1.822E-002
 2.260E+002, 1.798E-002
 2.280E+002, 1.776E-002
 2.300E+002, 1.752E-002
 2.320E+002, 1.728E-002
 2.340E+002, 1.704E-002
 2.360E+002, 1.682E-002
 2.380E+002, 1.659E-002
 2.400E+002, 1.637E-002
 2.420E+002, 1.616E-002
 2.440E+002, 1.594E-002
 2.460E+002, 1.574E-002
 2.480E+002, 1.553E-002
 2.500E+002, 1.533E-002
 2.520E+002, 1.513E-002
 2.540E+002, 1.494E-002
 2.560E+002, 1.475E-002
 2.580E+002, 1.457E-002
 2.600E+002, 1.438E-002
 2.620E+002, 1.420E-002
 2.640E+002, 1.403E-002
 2.660E+002, 1.386E-002
 2.680E+002, 1.369E-002
 2.700E+002, 1.352E-002
 2.720E+002, 1.336E-002
 2.740E+002, 1.319E-002
 2.760E+002, 1.304E-002
 2.780E+002, 1.288E-002
 2.800E+002, 1.273E-002
 2.820E+002, 1.258E-002
 2.840E+002, 1.243E-002
 2.860E+002, 1.228E-002
 2.880E+002, 1.214E-002
 2.900E+002, 1.200E-002
 2.920E+002, 1.186E-002
 2.940E+002, 1.172E-002
 2.960E+002, 1.158E-002
 2.980E+002, 1.145E-002
 3.000E+002, 1.132E-002
 3.020E+002, 1.119E-002
 3.040E+002, 1.106E-002
 3.060E+002, 1.094E-002
 3.080E+002, 1.081E-002
 3.100E+002, 1.069E-002
 3.120E+002, 1.056E-002
 3.140E+002, 1.044E-002
 3.160E+002, 1.032E-002
 3.180E+002, 1.020E-002
 3.200E+002, 1.008E-002
 3.220E+002, 9.960E-003
 3.240E+002, 9.843E-003
 3.260E+002, 9.727E-003
 3.280E+002, 9.613E-003
 3.300E+002, 9.498E-003
 3.320E+002, 9.385E-003
 3.340E+002, 9.272E-003
 3.360E+002, 9.161E-003
 3.380E+002, 9.049E-003
 3.400E+002, 8.938E-003
 3.420E+002, 8.828E-003
 3.440E+002, 8.718E-003
 3.460E+002, 8.608E-003
 3.480E+002, 8.499E-003
 3.500E+002, 8.389E-003
 3.520E+002, 8.280E-003
 3.540E+002, 8.171E-003
 3.560E+002, 8.062E-003
 3.580E+002, 7.953E-003
 3.600E+002, 7.844E-003
 3.620E+002, 7.735E-003
 3.640E+002, 7.626E-003
 3.660E+002, 7.516E-003
