s,C,kg/m2/s,m
Time,"temp","MLR","thick"
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 1.9000000E-002
 5.0100000E+000, 5.9615082E+001, 5.8498422E-030, 1.9000000E-002
 1.0010000E+001, 1.1418021E+002, 3.0827893E-024, 1.9000000E-002
 1.5010000E+001, 1.5376379E+002, 1.6057826E-020, 1.9000000E-002
 2.0000000E+001, 1.8613866E+002, 8.1528498E-018, 1.9000000E-002
 2.5000000E+001, 2.1388155E+002, 1.0269820E-015, 1.9000000E-002
 3.0000000E+001, 2.3827920E+002, 5.0561909E-014, 1.9000000E-002
 3.5000000E+001, 2.6005094E+002, 1.2689414E-012, 1.9000000E-002
 4.0000000E+001, 2.7969035E+002, 1.9228135E-011, 1.9000000E-002
 4.5010000E+001, 2.9756330E+002, 1.9774797E-010, 1.9000000E-002
 5.0010000E+001, 3.1391076E+002, 1.4890012E-009, 1.9000000E-002
 5.5010000E+001, 3.2891981E+002, 8.7128332E-009, 1.9000000E-002
 6.0010000E+001, 3.4276899E+002, 4.1479187E-008, 1.9000000E-002
 6.5010000E+001, 3.5559033E+002, 1.6625242E-007, 1.8999999E-002
 7.0010000E+001, 3.6749394E+002, 5.7628636E-007, 1.8999997E-002
 7.5000000E+001, 3.7856213E+002, 1.7627790E-006, 1.8999991E-002
 8.0000000E+001, 3.8888507E+002, 4.8493715E-006, 1.8999973E-002
 8.5000000E+001, 3.9853759E+002, 1.2169214E-005, 1.8999927E-002
 9.0000000E+001, 4.0756068E+002, 2.8140362E-005, 1.8999815E-002
 9.5000000E+001, 4.1599075E+002, 6.0472828E-005, 1.8999568E-002
 1.0000000E+002, 4.2384538E+002, 1.2149058E-004, 1.8999056E-002
 1.0500000E+002, 4.3111939E+002, 2.2896661E-004, 1.8998064E-002
 1.1000000E+002, 4.3778257E+002, 4.0521897E-004, 1.8996259E-002
 1.1500000E+002, 4.4378341E+002, 6.7281674E-004, 1.8993172E-002
 1.2000000E+002, 4.4906304E+002, 1.0463296E-003, 1.8988225E-002
 1.2500000E+002, 4.5357956E+002, 1.5231369E-003, 1.8980799E-002
 1.3000000E+002, 4.5733309E+002, 2.0799574E-003, 1.8970352E-002
 1.3500000E+002, 4.6037690E+002, 2.6796381E-003, 1.8956524E-002
 1.4000000E+002, 4.6280688E+002, 3.2842582E-003, 1.8939178E-002
 1.4500000E+002, 4.6473731E+002, 3.8655117E-003, 1.8918374E-002
 1.5000000E+002, 4.6627809E+002, 4.4077118E-003, 1.8894300E-002
 1.5500000E+002, 4.6752289E+002, 4.9056443E-003, 1.8867202E-002
 1.6001000E+002, 4.6854567E+002, 5.3607364E-003, 1.8837304E-002
 1.6501000E+002, 4.6939984E+002, 5.7764024E-003, 1.8804877E-002
 1.7001000E+002, 4.7012499E+002, 6.1572087E-003, 1.8770168E-002
 1.7501000E+002, 4.7075113E+002, 6.5084022E-003, 1.8733334E-002
 1.8001000E+002, 4.7130060E+002, 6.8346680E-003, 1.8694533E-002
 1.8501000E+002, 4.7178849E+002, 7.1395099E-003, 1.8653900E-002
 1.9001000E+002, 4.7222832E+002, 7.4268510E-003, 1.8611546E-002
 1.9501000E+002, 4.7262722E+002, 7.6985567E-003, 1.8567568E-002
 2.0001000E+002, 4.7299459E+002, 7.9579932E-003, 1.8522048E-002
 2.0501000E+002, 4.7333445E+002, 8.2064791E-003, 1.8475052E-002
 2.1001000E+002, 4.7365134E+002, 8.4457481E-003, 1.8426639E-002
 2.1501000E+002, 4.7395001E+002, 8.6778178E-003, 1.8376857E-002
 2.2001000E+002, 4.7423308E+002, 8.9039514E-003, 1.8325743E-002
 2.2501000E+002, 4.7450054E+002, 9.1238990E-003, 1.8273332E-002
 2.3001000E+002, 4.7475725E+002, 9.3401024E-003, 1.8219655E-002
 2.3501000E+002, 4.7500409E+002, 9.5530519E-003, 1.8164730E-002
 2.4001000E+002, 4.7524170E+002, 9.7630867E-003, 1.8108576E-002
 2.4501000E+002, 4.7547050E+002, 9.9705424E-003, 1.8051209E-002
 2.5001000E+002, 4.7569309E+002, 1.0176588E-002, 1.7992640E-002
 2.5501000E+002, 4.7591045E+002, 1.0382188E-002, 1.7932875E-002
 2.6001000E+002, 4.7612221E+002, 1.0586998E-002, 1.7871916E-002
 2.6501000E+002, 4.7632833E+002, 1.0790975E-002, 1.7809769E-002
 2.7001000E+002, 4.7652955E+002, 1.0994764E-002, 1.7746438E-002
 2.7501000E+002, 4.7672825E+002, 1.1199712E-002, 1.7681918E-002
 2.8001000E+002, 4.7692333E+002, 1.1405293E-002, 1.7616205E-002
 2.8501000E+002, 4.7711558E+002, 1.1612132E-002, 1.7549294E-002
 2.9001000E+002, 4.7730479E+002, 1.1820160E-002, 1.7481175E-002
 2.9501000E+002, 4.7748944E+002, 1.2028248E-002, 1.7411848E-002
 3.0001000E+002, 4.7767347E+002, 1.2239221E-002, 1.7341303E-002
 3.0501000E+002, 4.7785539E+002, 1.2452142E-002, 1.7269526E-002
 3.1001000E+002, 4.7803476E+002, 1.2666692E-002, 1.7196505E-002
 3.1501000E+002, 4.7821241E+002, 1.2883655E-002, 1.7122231E-002
 3.2001000E+002, 4.7838750E+002, 1.3102676E-002, 1.7046689E-002
 3.2501000E+002, 4.7856036E+002, 1.3323549E-002, 1.6969869E-002
 3.3001000E+002, 4.7873260E+002, 1.3547928E-002, 1.6891754E-002
 3.3501000E+002, 4.7890351E+002, 1.3775339E-002, 1.6812326E-002
 3.4001000E+002, 4.7907298E+002, 1.4005826E-002, 1.6731567E-002
 3.4501000E+002, 4.7924042E+002, 1.4238812E-002, 1.6649461E-002
 3.5001000E+002, 4.7940596E+002, 1.4475091E-002, 1.6565990E-002
 3.5501000E+002, 4.7957064E+002, 1.4714896E-002, 1.6481136E-002
 3.6001000E+002, 4.7973437E+002, 1.4958593E-002, 1.6394876E-002
 3.6501000E+002, 4.7989705E+002, 1.5206234E-002, 1.6307188E-002
 3.7001000E+002, 4.8005891E+002, 1.5458319E-002, 1.6218048E-002
 3.7501000E+002, 4.8021960E+002, 1.5714543E-002, 1.6127429E-002
 3.8001000E+002, 4.8037765E+002, 1.5973983E-002, 1.6035312E-002
 3.8501000E+002, 4.8053532E+002, 1.6238633E-002, 1.5941672E-002
 3.9001000E+002, 4.8069282E+002, 1.6508850E-002, 1.5846477E-002
 3.9501000E+002, 4.8084923E+002, 1.6784192E-002, 1.5749695E-002
 4.0001000E+002, 4.8100424E+002, 1.7064360E-002, 1.5651300E-002
 4.0501000E+002, 4.8115906E+002, 1.7351228E-002, 1.5551256E-002
 4.1001000E+002, 4.8131254E+002, 1.7643682E-002, 1.5449527E-002
 4.1501000E+002, 4.8146332E+002, 1.7940958E-002, 1.5346085E-002
 4.2001000E+002, 4.8161489E+002, 1.8246292E-002, 1.5240891E-002
 4.2501000E+002, 4.8176570E+002, 1.8558790E-002, 1.5133902E-002
 4.3001000E+002, 4.8191594E+002, 1.8879251E-002, 1.5025072E-002
 4.3501000E+002, 4.8206408E+002, 1.9206085E-002, 1.4914360E-002
 4.4001000E+002, 4.8221206E+002, 1.9542017E-002, 1.4801723E-002
 4.4501000E+002, 4.8235848E+002, 1.9886176E-002, 1.4687107E-002
 4.5001000E+002, 4.8250332E+002, 2.0238385E-002, 1.4570469E-002
