s,kW,C,kg/m2/s,m,kW/m2
Time,HRR,temp,MLR,thick,flux
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.040E-002,-4.653E-011
 2.010E+000, 0.000E+000, 6.942E+001, 0.000E+000, 2.040E-002, 9.207E+001
 4.008E+000, 0.000E+000, 1.419E+002, 9.146E-019, 2.040E-002, 9.229E+001
 6.010E+000, 0.000E+000, 1.959E+002, 4.079E-015, 2.040E-002, 9.246E+001
 8.008E+000, 2.152E-009, 2.402E+002, 1.415E-012, 2.040E-002, 9.260E+001
 1.000E+001, 1.738E-006, 2.780E+002, 1.145E-010, 2.040E-002, 9.272E+001
 1.201E+001, 5.642E-005, 3.110E+002, 3.618E-009, 2.040E-002, 9.282E+001
 1.401E+001, 9.091E-004, 3.403E+002, 5.896E-008, 2.040E-002, 9.291E+001
 1.600E+001, 8.901E-003, 3.664E+002, 5.849E-007, 2.040E-002, 9.300E+001
 1.801E+001, 6.056E-002, 3.898E+002, 4.031E-006, 2.040E-002, 9.309E+001
 2.000E+001, 3.101E-001, 4.112E+002, 2.095E-005, 2.040E-002, 9.327E+001
 2.200E+001, 1.278E+000, 4.308E+002, 8.813E-005, 2.040E-002, 9.383E+001
 2.400E+001, 4.527E+000, 4.500E+002, 3.297E-004, 2.040E-002, 9.560E+001
 2.600E+001, 1.496E+001, 4.720E+002, 1.342E-003, 2.040E-002, 1.024E+002
 2.800E+001, 5.995E+001, 5.099E+002, 1.185E-002, 2.040E-002, 1.298E+002
 3.000E+001, 2.518E+002, 5.330E+002, 3.174E-002, 2.040E-002, 1.302E+002
 3.200E+001, 5.741E+002, 5.391E+002, 3.482E-002, 2.040E-002, 1.281E+002
 3.400E+001, 7.620E+002, 5.471E+002, 3.472E-002, 2.040E-002, 1.287E+002
 3.600E+001, 7.811E+002, 5.577E+002, 3.139E-002, 2.040E-002, 1.274E+002
 3.800E+001, 7.099E+002, 5.787E+002, 2.688E-002, 2.040E-002, 1.315E+002
 4.000E+001, 6.336E+002, 5.949E+002, 2.599E-002, 2.040E-002, 1.295E+002
 4.200E+001, 6.343E+002, 5.986E+002, 2.830E-002, 2.040E-002, 1.289E+002
 4.400E+001, 6.105E+002, 6.018E+002, 2.825E-002, 2.040E-002, 1.280E+002
 4.600E+001, 5.897E+002, 6.112E+002, 2.786E-002, 2.040E-002, 1.309E+002
 4.800E+001, 5.299E+002, 6.231E+002, 2.409E-002, 2.040E-002, 1.304E+002
 5.000E+001, 5.544E+002, 6.370E+002, 2.253E-002, 2.040E-002, 1.308E+002
 5.200E+001, 5.710E+002, 6.421E+002, 2.548E-002, 2.040E-002, 1.296E+002
 5.400E+001, 5.534E+002, 6.460E+002, 2.664E-002, 2.040E-002, 1.310E+002
 5.600E+001, 5.199E+002, 6.470E+002, 2.585E-002, 2.040E-002, 1.280E+002
 5.800E+001, 4.734E+002, 6.519E+002, 2.372E-002, 2.040E-002, 1.286E+002
 6.000E+001, 4.853E+002, 6.626E+002, 2.182E-002, 2.040E-002, 1.302E+002
 6.200E+001, 5.165E+002, 6.732E+002, 2.154E-002, 2.040E-002, 1.304E+002
 6.400E+001, 5.386E+002, 6.777E+002, 2.359E-002, 2.040E-002, 1.303E+002
 6.600E+001, 5.243E+002, 6.826E+002, 2.504E-002, 2.040E-002, 1.319E+002
 6.800E+001, 4.844E+002, 6.845E+002, 2.488E-002, 2.040E-002, 1.310E+002
 7.000E+001, 4.527E+002, 6.903E+002, 2.418E-002, 2.040E-002, 1.323E+002
 7.200E+001, 4.536E+002, 6.973E+002, 2.243E-002, 2.040E-002, 1.324E+002
 7.400E+001, 4.818E+002, 7.013E+002, 2.076E-002, 2.040E-002, 1.309E+002
 7.600E+001, 4.992E+002, 7.069E+002, 2.211E-002, 2.040E-002, 1.315E+002
 7.800E+001, 5.030E+002, 7.101E+002, 2.378E-002, 2.040E-002, 1.307E+002
 8.000E+001, 4.868E+002, 7.110E+002, 2.372E-002, 2.040E-002, 1.301E+002
 8.200E+001, 4.626E+002, 7.136E+002, 2.319E-002, 2.040E-002, 1.305E+002
 8.400E+001, 4.543E+002, 7.190E+002, 2.221E-002, 2.040E-002, 1.319E+002
 8.600E+001, 4.680E+002, 7.238E+002, 2.134E-002, 2.040E-002, 1.311E+002
 8.800E+001, 4.815E+002, 7.263E+002, 2.117E-002, 2.040E-002, 1.297E+002
 9.000E+001, 4.931E+002, 7.297E+002, 2.237E-002, 2.040E-002, 1.292E+002
 9.200E+001, 4.885E+002, 7.359E+002, 2.333E-002, 2.040E-002, 1.332E+002
 9.400E+001, 4.805E+002, 7.348E+002, 2.366E-002, 2.040E-002, 1.296E+002
 9.600E+001, 4.747E+002, 7.387E+002, 2.304E-002, 2.040E-002, 1.312E+002
 9.800E+001, 4.774E+002, 7.454E+002, 2.271E-002, 2.040E-002, 1.333E+002
 1.000E+002, 4.875E+002, 7.472E+002, 2.215E-002, 2.040E-002, 1.312E+002
 1.020E+002, 4.992E+002, 7.529E+002, 2.280E-002, 2.040E-002, 1.335E+002
 1.040E+002, 4.974E+002, 7.558E+002, 2.399E-002, 2.040E-002, 1.321E+002
 1.060E+002, 4.948E+002, 7.544E+002, 2.417E-002, 2.040E-002, 1.307E+002
 1.080E+002, 4.954E+002, 7.560E+002, 2.400E-002, 2.040E-002, 1.305E+002
 1.100E+002, 5.072E+002, 7.588E+002, 2.365E-002, 2.040E-002, 1.311E+002
 1.120E+002, 5.092E+002, 7.667E+002, 2.351E-002, 2.040E-002, 1.340E+002
 1.140E+002, 5.152E+002, 7.694E+002, 2.376E-002, 2.040E-002, 1.332E+002
 1.160E+002, 5.204E+002, 7.690E+002, 2.442E-002, 2.040E-002, 1.312E+002
 1.180E+002, 5.200E+002, 7.707E+002, 2.502E-002, 2.040E-002, 1.308E+002
 1.200E+002, 5.231E+002, 7.751E+002, 2.531E-002, 2.040E-002, 1.332E+002
 1.220E+002, 5.361E+002, 7.738E+002, 2.527E-002, 2.040E-002, 1.306E+002
 1.240E+002, 5.337E+002, 7.755E+002, 2.474E-002, 2.040E-002, 1.301E+002
 1.260E+002, 5.445E+002, 7.793E+002, 2.476E-002, 2.040E-002, 1.313E+002
 1.280E+002, 5.428E+002, 7.812E+002, 2.534E-002, 2.040E-002, 1.305E+002
 1.300E+002, 5.497E+002, 7.838E+002, 2.603E-002, 2.040E-002, 1.312E+002
 1.320E+002, 5.617E+002, 7.846E+002, 2.650E-002, 2.040E-002, 1.308E+002
 1.340E+002, 5.573E+002, 7.907E+002, 2.669E-002, 2.040E-002, 1.333E+002
 1.360E+002, 5.702E+002, 7.891E+002, 2.679E-002, 2.040E-002, 1.300E+002
 1.380E+002, 5.854E+002, 7.926E+002, 2.652E-002, 2.040E-002, 1.333E+002
 1.400E+002, 5.785E+002, 7.941E+002, 2.699E-002, 2.040E-002, 1.305E+002
 1.420E+002, 5.797E+002, 7.950E+002, 2.744E-002, 2.040E-002, 1.305E+002
 1.440E+002, 5.904E+002, 7.969E+002, 2.777E-002, 2.040E-002, 1.313E+002
 1.460E+002, 5.937E+002, 7.990E+002, 2.800E-002, 2.040E-002, 1.307E+002
 1.480E+002, 5.954E+002, 7.987E+002, 2.781E-002, 2.040E-002, 1.297E+002
 1.500E+002, 5.963E+002, 8.005E+002, 2.760E-002, 2.040E-002, 1.303E+002
 1.520E+002, 5.998E+002, 8.029E+002, 2.769E-002, 2.040E-002, 1.310E+002
 1.540E+002, 5.999E+002, 8.045E+002, 2.799E-002, 2.040E-002, 1.302E+002
 1.560E+002, 5.979E+002, 8.073E+002, 2.817E-002, 2.040E-002, 1.318E+002
 1.580E+002, 6.013E+002, 8.122E+002, 2.823E-002, 2.040E-002, 1.341E+002
 1.600E+002, 6.099E+002, 8.114E+002, 2.824E-002, 2.040E-002, 1.310E+002
 1.620E+002, 5.981E+002, 8.105E+002, 2.786E-002, 2.040E-002, 1.300E+002
 1.640E+002, 5.962E+002, 8.133E+002, 2.757E-002, 2.040E-002, 1.320E+002
 1.660E+002, 5.920E+002, 8.159E+002, 2.758E-002, 2.040E-002, 1.323E+002
 1.680E+002, 5.869E+002, 8.168E+002, 2.763E-002, 2.040E-002, 1.309E+002
 1.700E+002, 5.939E+002, 8.174E+002, 2.741E-002, 2.040E-002, 1.318E+002
 1.720E+002, 5.824E+002, 8.206E+002, 2.708E-002, 2.040E-002, 1.334E+002
 1.740E+002, 5.772E+002, 8.220E+002, 2.685E-002, 2.040E-002, 1.326E+002
 1.760E+002, 5.746E+002, 8.223E+002, 2.667E-002, 2.040E-002, 1.317E+002
 1.780E+002, 5.705E+002, 8.261E+002, 2.652E-002, 2.040E-002, 1.341E+002
 1.800E+002, 5.616E+002, 8.269E+002, 2.650E-002, 2.040E-002, 1.329E+002
 1.820E+002, 5.646E+002, 8.270E+002, 2.632E-002, 2.040E-002, 1.322E+002
 1.840E+002, 5.542E+002, 8.262E+002, 2.599E-002, 2.040E-002, 1.312E+002
 1.860E+002, 5.567E+002, 8.285E+002, 2.559E-002, 2.040E-002, 1.325E+002
 1.880E+002, 5.420E+002, 8.299E+002, 2.533E-002, 2.040E-002, 1.324E+002
 1.900E+002, 5.450E+002, 8.276E+002, 2.516E-002, 2.040E-002, 1.303E+002
 1.920E+002, 5.314E+002, 8.309E+002, 2.491E-002, 2.040E-002, 1.322E+002
 1.940E+002, 5.268E+002, 8.298E+002, 2.470E-002, 2.040E-002, 1.304E+002
 1.960E+002, 5.301E+002, 8.299E+002, 2.437E-002, 2.040E-002, 1.304E+002
 1.980E+002, 5.191E+002, 8.365E+002, 2.403E-002, 2.040E-002, 1.359E+002
 2.000E+002, 5.094E+002, 8.368E+002, 2.391E-002, 2.040E-002, 1.323E+002
 2.020E+002, 5.111E+002, 8.344E+002, 2.381E-002, 2.040E-002, 1.314E+002
 2.040E+002, 4.986E+002, 8.396E+002, 2.354E-002, 2.040E-002, 1.338E+002
 2.060E+002, 4.931E+002, 8.386E+002, 2.336E-002, 2.040E-002, 1.324E+002
 2.080E+002, 4.880E+002, 8.417E+002, 2.308E-002, 2.040E-002, 1.352E+002
 2.100E+002, 4.732E+002, 8.451E+002, 2.277E-002, 2.040E-002, 1.351E+002
 2.120E+002, 4.644E+002, 8.431E+002, 2.254E-002, 2.040E-002, 1.331E+002
 2.140E+002, 4.473E+002, 8.442E+002, 2.221E-002, 2.040E-002, 1.338E+002
 2.160E+002, 4.174E+002, 8.479E+002, 2.181E-002, 2.040E-002, 1.368E+002
 2.180E+002, 3.630E+002, 8.501E+002, 2.136E-002, 2.040E-002, 1.356E+002
 2.200E+002, 2.961E+002, 8.465E+002, 2.083E-002, 2.040E-002, 1.329E+002
 2.220E+002, 2.482E+002, 8.484E+002, 2.001E-002, 2.040E-002, 1.343E+002
 2.240E+002, 2.168E+002, 8.494E+002, 1.892E-002, 2.040E-002, 1.351E+002
 2.260E+002, 1.895E+002, 8.500E+002, 1.732E-002, 2.040E-002, 1.345E+002
 2.280E+002, 1.752E+002, 8.533E+002, 1.447E-002, 2.040E-002, 1.364E+002
 2.300E+002, 1.637E+002, 8.526E+002, 8.230E-003, 2.040E-002, 1.329E+002
 2.320E+002, 1.480E+002, 8.352E+002, 5.674E-004, 2.040E-002, 1.196E+002
 2.340E+002, 1.417E+002, 8.241E+002, 1.170E-009, 2.040E-002, 1.150E+002
 2.360E+002, 1.389E+002, 8.285E+002, 0.000E+000, 2.040E-002, 1.181E+002
 2.380E+002, 1.362E+002, 8.307E+002, 0.000E+000, 2.040E-002, 1.182E+002
 2.400E+002, 1.334E+002, 8.317E+002, 0.000E+000, 2.040E-002, 1.152E+002
 2.420E+002, 1.300E+002, 8.295E+002, 0.000E+000, 2.040E-002, 1.135E+002
 2.440E+002, 1.268E+002, 8.344E+002, 0.000E+000, 2.040E-002, 1.164E+002
 2.460E+002, 1.222E+002, 8.393E+002, 0.000E+000, 2.040E-002, 1.168E+002
 2.480E+002, 1.175E+002, 8.364E+002, 0.000E+000, 2.040E-002, 1.139E+002
 2.500E+002, 1.118E+002, 8.363E+002, 0.000E+000, 2.040E-002, 1.136E+002
 2.520E+002, 1.043E+002, 8.372E+002, 0.000E+000, 2.040E-002, 1.130E+002
 2.540E+002, 9.384E+001, 8.362E+002, 0.000E+000, 2.040E-002, 1.120E+002
 2.560E+002, 7.797E+001, 8.326E+002, 0.000E+000, 2.040E-002, 1.089E+002
 2.580E+002, 5.369E+001, 8.219E+002, 0.000E+000, 2.040E-002, 1.010E+002
 2.600E+002, 3.166E+001, 8.083E+002, 0.000E+000, 2.040E-002, 9.499E+001
 2.620E+002, 2.146E+001, 8.009E+002, 0.000E+000, 2.040E-002, 9.407E+001
 2.640E+002, 1.426E+001, 7.994E+002, 0.000E+000, 2.040E-002, 9.426E+001
 2.660E+002, 1.269E+001, 7.986E+002, 0.000E+000, 2.040E-002, 9.439E+001
 2.680E+002, 1.223E+001, 7.981E+002, 0.000E+000, 2.040E-002, 9.466E+001
 2.700E+002, 1.170E+001, 7.968E+002, 0.000E+000, 2.040E-002, 9.444E+001
 2.720E+002, 1.110E+001, 7.966E+002, 0.000E+000, 2.040E-002, 9.451E+001
 2.740E+002, 1.030E+001, 7.958E+002, 0.000E+000, 2.040E-002, 9.443E+001
 2.760E+002, 9.280E+000, 7.959E+002, 0.000E+000, 2.040E-002, 9.483E+001
 2.780E+002, 7.739E+000, 7.959E+002, 0.000E+000, 2.040E-002, 9.485E+001
 2.800E+002, 5.347E+000, 7.952E+002, 0.000E+000, 2.040E-002, 9.460E+001
 2.820E+002, 2.048E+000, 7.946E+002, 0.000E+000, 2.040E-002, 9.453E+001
 2.840E+002, 1.658E-001, 7.953E+002, 0.000E+000, 2.040E-002, 9.515E+001
 2.860E+002, 6.066E-004, 7.951E+002, 0.000E+000, 2.040E-002, 9.496E+001
 2.880E+002, 2.080E-008, 7.948E+002, 0.000E+000, 2.040E-002, 9.496E+001
 2.900E+002, 0.000E+000, 7.949E+002, 0.000E+000, 2.040E-002, 9.506E+001
