s,kW,C,kg/m2/s,m,kW/m2
Time,HRR,temp,MLR,thick,flux
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.390E-002,-4.653E-011
 2.010E+000, 0.000E+000, 6.004E+001, 0.000E+000, 2.390E-002, 7.505E+001
 4.013E+000, 0.000E+000, 1.191E+002, 0.000E+000, 2.390E-002, 7.523E+001
 6.003E+000, 0.000E+000, 1.632E+002, 1.234E-017, 2.390E-002, 7.536E+001
 8.006E+000, 0.000E+000, 1.997E+002, 3.721E-015, 2.390E-002, 7.548E+001
 1.001E+001, 0.000E+000, 2.312E+002, 2.939E-013, 2.390E-002, 7.557E+001
 1.201E+001, 9.674E-008, 2.588E+002, 9.563E-012, 2.390E-002, 7.566E+001
 1.401E+001, 2.514E-006, 2.835E+002, 1.665E-010, 2.390E-002, 7.573E+001
 1.600E+001, 2.779E-005, 3.058E+002, 1.815E-009, 2.390E-002, 7.580E+001
 1.800E+001, 2.095E-004, 3.260E+002, 1.383E-008, 2.390E-002, 7.586E+001
 2.000E+001, 1.195E-003, 3.445E+002, 7.981E-008, 2.390E-002, 7.592E+001
 2.200E+001, 5.421E-003, 3.615E+002, 3.672E-007, 2.390E-002, 7.598E+001
 2.401E+001, 2.053E-002, 3.772E+002, 1.410E-006, 2.390E-002, 7.604E+001
 2.600E+001, 6.664E-002, 3.918E+002, 4.637E-006, 2.390E-002, 7.611E+001
 2.800E+001, 1.908E-001, 4.052E+002, 1.344E-005, 2.390E-002, 7.621E+001
 3.000E+001, 4.924E-001, 4.179E+002, 3.516E-005, 2.390E-002, 7.640E+001
 3.201E+001, 1.167E+000, 4.299E+002, 8.487E-005, 2.390E-002, 7.678E+001
 3.400E+001, 2.584E+000, 4.417E+002, 1.943E-004, 2.390E-002, 7.755E+001
 3.600E+001, 5.461E+000, 4.538E+002, 4.389E-004, 2.390E-002, 7.918E+001
 3.800E+001, 1.137E+001, 4.678E+002, 1.063E-003, 2.390E-002, 8.300E+001
 4.000E+001, 2.479E+001, 4.883E+002, 3.519E-003, 2.390E-002, 9.544E+001
 4.200E+001, 6.844E+001, 5.213E+002, 1.845E-002, 2.390E-002, 1.184E+002
 4.400E+001, 1.775E+002, 5.328E+002, 2.972E-002, 2.390E-002, 1.163E+002
 4.600E+001, 3.476E+002, 5.363E+002, 2.989E-002, 2.390E-002, 1.133E+002
 4.800E+001, 5.150E+002, 5.421E+002, 2.960E-002, 2.390E-002, 1.140E+002
 5.000E+001, 6.016E+002, 5.499E+002, 2.849E-002, 2.390E-002, 1.144E+002
 5.200E+001, 6.077E+002, 5.601E+002, 2.552E-002, 2.390E-002, 1.136E+002
 5.400E+001, 5.800E+002, 5.749E+002, 2.252E-002, 2.390E-002, 1.152E+002
 5.600E+001, 5.384E+002, 5.810E+002, 2.126E-002, 2.390E-002, 1.116E+002
 5.800E+001, 5.390E+002, 5.856E+002, 2.305E-002, 2.390E-002, 1.124E+002
 6.000E+001, 5.299E+002, 5.903E+002, 2.403E-002, 2.390E-002, 1.139E+002
 6.200E+001, 5.144E+002, 5.940E+002, 2.331E-002, 2.390E-002, 1.132E+002
 6.400E+001, 4.827E+002, 6.016E+002, 2.230E-002, 2.390E-002, 1.150E+002
 6.600E+001, 4.287E+002, 6.090E+002, 1.999E-002, 2.390E-002, 1.131E+002
 6.800E+001, 4.155E+002, 6.153E+002, 1.865E-002, 2.390E-002, 1.119E+002
 7.000E+001, 4.315E+002, 6.221E+002, 2.018E-002, 2.390E-002, 1.138E+002
 7.200E+001, 4.480E+002, 6.226E+002, 2.070E-002, 2.390E-002, 1.118E+002
 7.400E+001, 4.532E+002, 6.300E+002, 2.198E-002, 2.390E-002, 1.159E+002
 7.600E+001, 4.306E+002, 6.313E+002, 2.123E-002, 2.390E-002, 1.140E+002
 7.800E+001, 4.109E+002, 6.364E+002, 2.049E-002, 2.390E-002, 1.142E+002
 8.000E+001, 3.861E+002, 6.406E+002, 1.874E-002, 2.390E-002, 1.134E+002
 8.200E+001, 3.850E+002, 6.479E+002, 1.793E-002, 2.390E-002, 1.149E+002
 8.400E+001, 3.928E+002, 6.558E+002, 1.894E-002, 2.390E-002, 1.165E+002
 8.600E+001, 3.967E+002, 6.551E+002, 1.934E-002, 2.390E-002, 1.137E+002
 8.800E+001, 3.889E+002, 6.566E+002, 1.952E-002, 2.390E-002, 1.134E+002
 9.000E+001, 3.851E+002, 6.577E+002, 1.900E-002, 2.390E-002, 1.130E+002
 9.200E+001, 3.693E+002, 6.600E+002, 1.858E-002, 2.390E-002, 1.128E+002
 9.400E+001, 3.671E+002, 6.666E+002, 1.828E-002, 2.390E-002, 1.157E+002
 9.600E+001, 3.659E+002, 6.722E+002, 1.777E-002, 2.390E-002, 1.159E+002
 9.800E+001, 3.683E+002, 6.750E+002, 1.701E-002, 2.390E-002, 1.147E+002
 1.000E+002, 3.665E+002, 6.771E+002, 1.692E-002, 2.390E-002, 1.139E+002
 1.020E+002, 3.647E+002, 6.811E+002, 1.750E-002, 2.390E-002, 1.151E+002
 1.040E+002, 3.557E+002, 6.872E+002, 1.851E-002, 2.390E-002, 1.174E+002
 1.060E+002, 3.446E+002, 6.856E+002, 1.830E-002, 2.390E-002, 1.150E+002
 1.080E+002, 3.373E+002, 6.859E+002, 1.759E-002, 2.390E-002, 1.145E+002
 1.100E+002, 3.324E+002, 6.880E+002, 1.703E-002, 2.390E-002, 1.143E+002
 1.120E+002, 3.320E+002, 6.921E+002, 1.660E-002, 2.390E-002, 1.152E+002
 1.140E+002, 3.359E+002, 6.972E+002, 1.619E-002, 2.390E-002, 1.170E+002
 1.160E+002, 3.366E+002, 6.999E+002, 1.613E-002, 2.390E-002, 1.157E+002
 1.180E+002, 3.311E+002, 7.020E+002, 1.618E-002, 2.390E-002, 1.156E+002
 1.200E+002, 3.313E+002, 7.011E+002, 1.621E-002, 2.390E-002, 1.146E+002
 1.220E+002, 3.255E+002, 7.042E+002, 1.642E-002, 2.390E-002, 1.152E+002
 1.240E+002, 3.215E+002, 7.108E+002, 1.683E-002, 2.390E-002, 1.193E+002
 1.260E+002, 3.101E+002, 7.109E+002, 1.696E-002, 2.390E-002, 1.161E+002
 1.280E+002, 3.099E+002, 7.142E+002, 1.657E-002, 2.390E-002, 1.182E+002
 1.300E+002, 3.084E+002, 7.180E+002, 1.622E-002, 2.390E-002, 1.192E+002
 1.320E+002, 3.092E+002, 7.185E+002, 1.585E-002, 2.390E-002, 1.171E+002
 1.340E+002, 3.067E+002, 7.197E+002, 1.536E-002, 2.390E-002, 1.170E+002
 1.360E+002, 3.097E+002, 7.204E+002, 1.530E-002, 2.390E-002, 1.163E+002
 1.380E+002, 3.091E+002, 7.220E+002, 1.539E-002, 2.390E-002, 1.168E+002
 1.400E+002, 3.062E+002, 7.246E+002, 1.564E-002, 2.390E-002, 1.174E+002
 1.420E+002, 3.019E+002, 7.245E+002, 1.578E-002, 2.390E-002, 1.155E+002
 1.440E+002, 3.017E+002, 7.241E+002, 1.538E-002, 2.390E-002, 1.162E+002
 1.460E+002, 2.962E+002, 7.283E+002, 1.541E-002, 2.390E-002, 1.169E+002
 1.480E+002, 2.965E+002, 7.281E+002, 1.509E-002, 2.390E-002, 1.161E+002
 1.500E+002, 2.911E+002, 7.289E+002, 1.463E-002, 2.390E-002, 1.160E+002
 1.520E+002, 2.915E+002, 7.323E+002, 1.441E-002, 2.390E-002, 1.173E+002
 1.540E+002, 2.893E+002, 7.351E+002, 1.447E-002, 2.390E-002, 1.171E+002
 1.560E+002, 2.903E+002, 7.364E+002, 1.456E-002, 2.390E-002, 1.171E+002
 1.580E+002, 2.874E+002, 7.420E+002, 1.478E-002, 2.390E-002, 1.201E+002
 1.600E+002, 2.851E+002, 7.424E+002, 1.514E-002, 2.390E-002, 1.192E+002
 1.620E+002, 2.821E+002, 7.478E+002, 1.544E-002, 2.390E-002, 1.214E+002
 1.640E+002, 2.839E+002, 7.502E+002, 1.574E-002, 2.390E-002, 1.206E+002
 1.660E+002, 2.833E+002, 7.452E+002, 1.546E-002, 2.390E-002, 1.169E+002
 1.680E+002, 2.813E+002, 7.425E+002, 1.469E-002, 2.390E-002, 1.159E+002
 1.700E+002, 2.820E+002, 7.421E+002, 1.414E-002, 2.390E-002, 1.155E+002
 1.720E+002, 2.792E+002, 7.426E+002, 1.381E-002, 2.390E-002, 1.152E+002
 1.740E+002, 2.804E+002, 7.473E+002, 1.370E-002, 2.390E-002, 1.184E+002
 1.760E+002, 2.772E+002, 7.530E+002, 1.406E-002, 2.390E-002, 1.193E+002
 1.780E+002, 2.759E+002, 7.498E+002, 1.430E-002, 2.390E-002, 1.164E+002
 1.800E+002, 2.762E+002, 7.514E+002, 1.422E-002, 2.390E-002, 1.178E+002
 1.820E+002, 2.757E+002, 7.561E+002, 1.441E-002, 2.390E-002, 1.202E+002
 1.840E+002, 2.721E+002, 7.613E+002, 1.480E-002, 2.390E-002, 1.207E+002
 1.860E+002, 2.782E+002, 7.613E+002, 1.491E-002, 2.390E-002, 1.210E+002
 1.880E+002, 2.726E+002, 7.619E+002, 1.480E-002, 2.390E-002, 1.204E+002
 1.900E+002, 2.742E+002, 7.644E+002, 1.470E-002, 2.390E-002, 1.208E+002
 1.920E+002, 2.721E+002, 7.612E+002, 1.450E-002, 2.390E-002, 1.179E+002
 1.940E+002, 2.725E+002, 7.610E+002, 1.416E-002, 2.390E-002, 1.177E+002
 1.960E+002, 2.784E+002, 7.632E+002, 1.399E-002, 2.390E-002, 1.204E+002
 1.980E+002, 2.739E+002, 7.626E+002, 1.411E-002, 2.390E-002, 1.166E+002
 2.000E+002, 2.764E+002, 7.600E+002, 1.403E-002, 2.390E-002, 1.160E+002
 2.020E+002, 2.747E+002, 7.620E+002, 1.393E-002, 2.390E-002, 1.174E+002
 2.040E+002, 2.730E+002, 7.646E+002, 1.404E-002, 2.390E-002, 1.177E+002
 2.060E+002, 2.764E+002, 7.642E+002, 1.408E-002, 2.390E-002, 1.181E+002
 2.080E+002, 2.746E+002, 7.680E+002, 1.413E-002, 2.390E-002, 1.188E+002
 2.100E+002, 2.751E+002, 7.662E+002, 1.418E-002, 2.390E-002, 1.167E+002
 2.120E+002, 2.765E+002, 7.666E+002, 1.398E-002, 2.390E-002, 1.173E+002
 2.140E+002, 2.761E+002, 7.665E+002, 1.387E-002, 2.390E-002, 1.164E+002
 2.160E+002, 2.792E+002, 7.663E+002, 1.376E-002, 2.390E-002, 1.161E+002
