s,C,kg/m2/s,m
Time,temp,MLR,thick
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 3.1534300E-002
 5.1000000E+000, 6.3171418E+001, 0.0000000E+000, 3.1534300E-002
 1.0100000E+001, 1.2561306E+002, 0.0000000E+000, 3.1534300E-002
 1.5100000E+001, 1.6378208E+002, 6.3196491E-020, 3.1534300E-002
 2.0000000E+001, 1.9363741E+002, 6.2040619E-017, 3.1534300E-002
 2.5000000E+001, 2.2476960E+002, 1.2537491E-014, 3.1534300E-002
 3.0000000E+001, 2.5287350E+002, 9.1896593E-013, 3.1534300E-002
 3.5000000E+001, 2.7785836E+002, 3.0190949E-011, 3.1534300E-002
 4.0000000E+001, 3.0030218E+002, 5.5205192E-010, 3.1534300E-002
 4.5000000E+001, 3.2055657E+002, 6.5338794E-009, 3.1534300E-002
 5.0000000E+001, 3.3883434E+002, 5.3845552E-008, 3.1534300E-002
 5.5000000E+001, 3.5547949E+002, 3.3157932E-007, 3.1534299E-002
 6.0000000E+001, 3.7071344E+002, 1.6293906E-006, 3.1534294E-002
 6.5000000E+001, 3.8463398E+002, 6.5881948E-006, 3.1534274E-002
 7.0000000E+001, 3.9743675E+002, 2.2697045E-005, 3.1534201E-002
 7.5000000E+001, 4.0917546E+002, 6.8068842E-005, 3.1533969E-002
 8.0100000E+001, 4.1995275E+002, 1.8134618E-004, 3.1533313E-002
 8.5100000E+001, 4.2955098E+002, 4.2375707E-004, 3.1531700E-002
 9.0100000E+001, 4.3765737E+002, 8.5779698E-004, 3.1528255E-002
 9.5100000E+001, 4.4417095E+002, 1.5044583E-003, 3.1521819E-002
 1.0010000E+002, 4.4907454E+002, 2.2989810E-003, 3.1511369E-002
 1.0510000E+002, 4.5261370E+002, 3.1323733E-003, 3.1496397E-002
 1.1010000E+002, 4.5515928E+002, 3.9247702E-003, 3.1476936E-002
 1.1510000E+002, 4.5703823E+002, 4.6454017E-003, 3.1453318E-002
 1.2010000E+002, 4.5847984E+002, 5.2937660E-003, 3.1425946E-002
 1.2510000E+002, 4.5899208E+002, 5.7577736E-003, 3.1395416E-002
 1.3010000E+002, 4.5980264E+002, 6.3255617E-003, 3.1362323E-002
 1.3510000E+002, 4.6075131E+002, 6.8705902E-003, 3.1325999E-002
 1.4010000E+002, 4.6153444E+002, 7.3590570E-003, 3.1286865E-002
 1.4510000E+002, 4.6167238E+002, 7.6980265E-003, 3.1245303E-002
 1.5010000E+002, 4.6195621E+002, 8.1444622E-003, 3.1201979E-002
 1.5510000E+002, 4.6269234E+002, 8.6787800E-003, 3.1155701E-002
 1.6010000E+002, 4.6332807E+002, 9.1763509E-003, 3.1106612E-002
 1.6510000E+002, 4.6295700E+002, 9.4408309E-003, 3.1055494E-002
 1.7010000E+002, 4.6362937E+002, 1.0027784E-002, 3.1001959E-002
 1.7510000E+002, 4.6421680E+002, 1.0546570E-002, 3.0945387E-002
 1.8010000E+002, 4.6417051E+002, 1.0880553E-002, 3.0886420E-002
 1.8510000E+002, 4.6459111E+002, 1.1440289E-002, 3.0825178E-002
 1.9010000E+002, 4.6511071E+002, 1.1958953E-002, 3.0760836E-002
 1.9510000E+002, 4.6491789E+002, 1.2270617E-002, 3.0694154E-002
 2.0010000E+002, 4.6523090E+002, 1.2790459E-002, 3.0625399E-002
 2.0510000E+002, 4.6569514E+002, 1.3297112E-002, 3.0553676E-002
 2.1010000E+002, 4.6552573E+002, 1.3616817E-002, 3.0479730E-002
 2.1510000E+002, 4.6594145E+002, 1.4182358E-002, 3.0403332E-002
 2.2010000E+002, 4.6622201E+002, 1.4633861E-002, 3.0324037E-002
 2.2506876E+002, 4.6595997E+002, 1.4967279E-002, 3.0243107E-002
 2.3006903E+002, 4.6638266E+002, 1.5493266E-002, 3.0159684E-002
 2.3507242E+002, 4.6636144E+002, 1.5858028E-002, 3.0073457E-002
 2.4007580E+002, 4.6636843E+002, 1.6293790E-002, 2.9985218E-002
 2.4500221E+002, 4.6674519E+002, 1.6778251E-002, 2.9894950E-002
 2.5000560E+002, 4.6657721E+002, 1.7098978E-002, 2.9802533E-002
 2.5500898E+002, 4.6689867E+002, 1.7614877E-002, 2.9707067E-002
 2.6001237E+002, 4.6697672E+002, 1.7983592E-002, 2.9609054E-002
 2.6501576E+002, 4.6685282E+002, 1.8331825E-002, 2.9509341E-002
 2.7001914E+002, 4.6718911E+002, 1.8751855E-002, 2.9407336E-002
 2.7502253E+002, 4.6689654E+002, 1.8990795E-002, 2.9303524E-002
 2.8002437E+002, 4.6712184E+002, 1.9363747E-002, 2.9198126E-002
 2.8500122E+002, 4.6716781E+002, 1.9618393E-002, 2.9091188E-002
 2.9004719E+002, 4.6702901E+002, 1.9847684E-002, 2.8982632E-002
 2.9502404E+002, 4.6734331E+002, 2.0124553E-002, 2.8872512E-002
 3.0000089E+002, 4.6700244E+002, 2.0216106E-002, 2.8762176E-002
 3.0504687E+002, 4.6724427E+002, 2.0449400E-002, 2.8650200E-002
 3.1002372E+002, 4.6722714E+002, 2.0552279E-002, 2.8537171E-002
 3.1500057E+002, 4.6712890E+002, 2.0669914E-002, 2.8424568E-002
 3.2004654E+002, 4.6743562E+002, 2.0825797E-002, 2.8310262E-002
 3.2502339E+002, 4.6703274E+002, 2.0818533E-002, 2.8195618E-002
 3.3000025E+002, 4.6733399E+002, 2.0979268E-002, 2.8081291E-002
 3.3504622E+002, 4.6741249E+002, 2.1033502E-002, 2.7965548E-002
 3.4002307E+002, 4.6754275E+002, 2.1128381E-002, 2.7849490E-002
 3.4506905E+002, 4.6775325E+002, 2.1168948E-002, 2.7732967E-002
 3.5004590E+002, 4.6750393E+002, 2.1148415E-002, 2.7616527E-002
 3.5502275E+002, 4.6781970E+002, 2.1245417E-002, 2.7500559E-002
 3.6006872E+002, 4.6766280E+002, 2.1219763E-002, 2.7383591E-002
 3.6504557E+002, 4.6784648E+002, 2.1289616E-002, 2.7266580E-002
 3.7002242E+002, 4.6793887E+002, 2.1278989E-002, 2.7150092E-002
 3.7506840E+002, 4.6793444E+002, 2.1287055E-002, 2.7032970E-002
 3.8004525E+002, 4.6827302E+002, 2.1291135E-002, 2.6915675E-002
 3.8502210E+002, 4.6814138E+002, 2.1223102E-002, 2.6799469E-002
 3.9006807E+002, 4.6862145E+002, 2.1206509E-002, 2.6682589E-002
 3.9504493E+002, 4.6865190E+002, 2.1090696E-002, 2.6566113E-002
 4.0002178E+002, 4.6921104E+002, 2.1013733E-002, 2.6450971E-002
 4.0506775E+002, 4.6958427E+002, 2.0832248E-002, 2.6335701E-002
 4.1004460E+002, 4.7041337E+002, 2.0667020E-002, 2.6221459E-002
 4.1502145E+002, 4.7163162E+002, 2.0458634E-002, 2.6108981E-002
 4.2006743E+002, 4.7318469E+002, 2.0145441E-002, 2.5997077E-002
 4.2504428E+002, 4.7534262E+002, 1.9763705E-002, 2.5887272E-002
 4.3002113E+002, 4.7847160E+002, 1.9373141E-002, 2.5780206E-002
 4.3506710E+002, 4.8370565E+002, 1.8679255E-002, 2.5675238E-002
 4.4004395E+002, 4.9143299E+002, 1.7921610E-002, 2.5574476E-002
 4.4502081E+002, 5.0797689E+002, 1.5857222E-002, 2.5480619E-002
 4.5001036E+002, 6.1665664E+002, 9.1076310E-004, 2.3916216E-002
 4.5501036E+002, 6.3926072E+002, 0.0000000E+000, 2.3778341E-002
 4.6001036E+002, 6.4493718E+002, 0.0000000E+000, 2.3778341E-002
 4.6501036E+002, 6.4819910E+002, 0.0000000E+000, 2.3778341E-002
 4.7001036E+002, 6.5055297E+002, 0.0000000E+000, 2.3778341E-002
 4.7501036E+002, 6.5246526E+002, 0.0000000E+000, 2.3778341E-002
 4.8001036E+002, 6.5411093E+002, 0.0000000E+000, 2.3778341E-002
 4.8501036E+002, 6.5556720E+002, 0.0000000E+000, 2.3778341E-002
 4.9001036E+002, 6.5687209E+002, 0.0000000E+000, 2.3778341E-002
 4.9501036E+002, 6.5804555E+002, 0.0000000E+000, 2.3778341E-002
 5.0001036E+002, 6.5909965E+002, 0.0000000E+000, 2.3778341E-002
 5.0501036E+002, 6.6004251E+002, 0.0000000E+000, 2.3778341E-002
 5.1001036E+002, 6.6088204E+002, 0.0000000E+000, 2.3778341E-002
 5.1501036E+002, 6.6162526E+002, 0.0000000E+000, 2.3778341E-002
 5.2001036E+002, 6.6228031E+002, 0.0000000E+000, 2.3778341E-002
 5.2501036E+002, 6.6285511E+002, 0.0000000E+000, 2.3778341E-002
 5.3001036E+002, 6.6335746E+002, 0.0000000E+000, 2.3778341E-002
 5.3501036E+002, 6.6379522E+002, 0.0000000E+000, 2.3778341E-002
 5.4001036E+002, 6.6417533E+002, 0.0000000E+000, 2.3778341E-002
 5.4501036E+002, 6.6450456E+002, 0.0000000E+000, 2.3778341E-002
 5.5001036E+002, 6.6478923E+002, 0.0000000E+000, 2.3778341E-002
 5.5501036E+002, 6.6503496E+002, 0.0000000E+000, 2.3778341E-002
 5.6001036E+002, 6.6524676E+002, 0.0000000E+000, 2.3778341E-002
 5.6501036E+002, 6.6542903E+002, 0.0000000E+000, 2.3778341E-002
 5.7001036E+002, 6.6558573E+002, 0.0000000E+000, 2.3778341E-002
 5.7501036E+002, 6.6572018E+002, 0.0000000E+000, 2.3778341E-002
 5.8001036E+002, 6.6583565E+002, 0.0000000E+000, 2.3778341E-002
 5.8501036E+002, 6.6593453E+002, 0.0000000E+000, 2.3778341E-002
 5.9001036E+002, 6.6601918E+002, 0.0000000E+000, 2.3778341E-002
 5.9501036E+002, 6.6609181E+002, 0.0000000E+000, 2.3778341E-002
 6.0001036E+002, 6.6615405E+002, 0.0000000E+000, 2.3778341E-002
 6.0501036E+002, 6.6620713E+002, 0.0000000E+000, 2.3778341E-002
 6.1001036E+002, 6.6625250E+002, 0.0000000E+000, 2.3778341E-002
 6.1501036E+002, 6.6629154E+002, 0.0000000E+000, 2.3778341E-002
 6.2001036E+002, 6.6632466E+002, 0.0000000E+000, 2.3778341E-002
 6.2501036E+002, 6.6635298E+002, 0.0000000E+000, 2.3778341E-002
 6.3001036E+002, 6.6637734E+002, 0.0000000E+000, 2.3778341E-002
 6.3501036E+002, 6.6639824E+002, 0.0000000E+000, 2.3778341E-002
 6.4001036E+002, 6.6641594E+002, 0.0000000E+000, 2.3778341E-002
 6.4501036E+002, 6.6643102E+002, 0.0000000E+000, 2.3778341E-002
 6.5001036E+002, 6.6644389E+002, 0.0000000E+000, 2.3778341E-002
 6.5501036E+002, 6.6645501E+002, 0.0000000E+000, 2.3778341E-002
 6.6001036E+002, 6.6646446E+002, 0.0000000E+000, 2.3778341E-002
 6.6501036E+002, 6.6647263E+002, 0.0000000E+000, 2.3778341E-002
 6.7001036E+002, 6.6647945E+002, 0.0000000E+000, 2.3778341E-002
 6.7501036E+002, 6.6648534E+002, 0.0000000E+000, 2.3778341E-002
 6.8001036E+002, 6.6649029E+002, 0.0000000E+000, 2.3778341E-002
 6.8501036E+002, 6.6649460E+002, 0.0000000E+000, 2.3778341E-002
 6.9001036E+002, 6.6649835E+002, 0.0000000E+000, 2.3778341E-002
 6.9501036E+002, 6.6650158E+002, 0.0000000E+000, 2.3778341E-002
 7.0000000E+002, 6.6650416E+002, 0.0000000E+000, 2.3778341E-002
