s,kg/m2/s
Time,MLR
 0.000E+000, 0.000E+000
 2.000E+000, 2.616E-018
 4.010E+000, 4.066E-015
 6.010E+000, 4.660E-013
 8.010E+000, 1.523E-011
 1.001E+001, 2.346E-010
 1.201E+001, 2.187E-009
 1.401E+001, 1.424E-008
 1.601E+001, 7.085E-008
 1.800E+001, 2.854E-007
 2.000E+001, 9.777E-007
 2.200E+001, 2.941E-006
 2.400E+001, 7.934E-006
 2.600E+001, 1.955E-005
 2.800E+001, 4.463E-005
 3.000E+001, 9.543E-005
 3.200E+001, 1.927E-004
 3.400E+001, 3.699E-004
 3.600E+001, 6.777E-004
 3.800E+001, 1.280E-003
 4.000E+001, 2.444E-003
 4.200E+001, 4.199E-003
 4.401E+001, 6.679E-003
 4.601E+001, 9.885E-003
 4.801E+001, 1.364E-002
 5.001E+001, 1.760E-002
 5.201E+001, 2.136E-002
 5.401E+001, 2.452E-002
 5.601E+001, 2.665E-002
 5.801E+001, 2.715E-002
 6.001E+001, 2.562E-002
 6.201E+001, 2.392E-002
 6.401E+001, 2.311E-002
 6.601E+001, 2.267E-002
 6.801E+001, 2.242E-002
 7.001E+001, 2.229E-002
 7.201E+001, 2.225E-002
 7.400E+001, 2.228E-002
 7.600E+001, 2.238E-002
 7.800E+001, 2.252E-002
 8.000E+001, 2.271E-002
 8.200E+001, 2.294E-002
 8.400E+001, 2.320E-002
 8.600E+001, 2.350E-002
 8.800E+001, 2.382E-002
 9.000E+001, 2.416E-002
 9.200E+001, 2.452E-002
 9.400E+001, 2.494E-002
 9.600E+001, 2.532E-002
 9.800E+001, 2.570E-002
 1.000E+002, 2.607E-002
 1.020E+002, 2.642E-002
 1.040E+002, 2.675E-002
 1.060E+002, 2.704E-002
 1.080E+002, 2.729E-002
 1.100E+002, 2.750E-002
 1.120E+002, 2.766E-002
 1.140E+002, 2.776E-002
 1.160E+002, 2.782E-002
 1.180E+002, 2.782E-002
 1.200E+002, 2.776E-002
 1.220E+002, 2.766E-002
 1.240E+002, 2.751E-002
 1.260E+002, 2.731E-002
 1.280E+002, 2.708E-002
 1.300E+002, 2.682E-002
 1.320E+002, 2.653E-002
 1.340E+002, 2.624E-002
 1.360E+002, 2.592E-002
 1.380E+002, 2.555E-002
 1.400E+002, 2.519E-002
 1.420E+002, 2.482E-002
 1.440E+002, 2.445E-002
 1.460E+002, 2.408E-002
 1.480E+002, 2.371E-002
 1.500E+002, 2.334E-002
 1.520E+002, 2.298E-002
 1.540E+002, 2.261E-002
 1.560E+002, 2.225E-002
 1.580E+002, 2.190E-002
 1.600E+002, 2.155E-002
 1.620E+002, 2.121E-002
 1.640E+002, 2.087E-002
 1.660E+002, 2.054E-002
 1.680E+002, 2.021E-002
 1.700E+002, 1.990E-002
 1.720E+002, 1.958E-002
 1.740E+002, 1.928E-002
 1.760E+002, 1.897E-002
 1.780E+002, 1.868E-002
 1.800E+002, 1.839E-002
 1.820E+002, 1.810E-002
 1.840E+002, 1.783E-002
 1.860E+002, 1.756E-002
 1.880E+002, 1.728E-002
 1.900E+002, 1.701E-002
 1.920E+002, 1.674E-002
 1.940E+002, 1.647E-002
 1.960E+002, 1.621E-002
 1.980E+002, 1.595E-002
 2.000E+002, 1.569E-002
 2.020E+002, 1.544E-002
 2.040E+002, 1.518E-002
 2.060E+002, 1.493E-002
 2.080E+002, 1.468E-002
 2.100E+002, 1.442E-002
 2.120E+002, 1.417E-002
 2.140E+002, 1.392E-002
 2.160E+002, 1.366E-002
 2.180E+002, 1.340E-002
 2.200E+002, 1.314E-002
 2.220E+002, 1.288E-002
 2.240E+002, 1.261E-002
 2.260E+002, 1.233E-002
 2.280E+002, 1.205E-002
 2.300E+002, 1.176E-002
 2.320E+002, 1.146E-002
 2.340E+002, 1.115E-002
 2.360E+002, 1.083E-002
 2.380E+002, 1.049E-002
 2.400E+002, 1.013E-002
 2.420E+002, 9.751E-003
 2.440E+002, 9.341E-003
 2.460E+002, 8.898E-003
 2.480E+002, 8.412E-003
 2.500E+002, 7.875E-003
 2.520E+002, 7.273E-003
 2.540E+002, 6.592E-003
 2.560E+002, 5.813E-003
 2.580E+002, 4.918E-003
 2.600E+002, 3.902E-003
 2.620E+002, 2.792E-003
 2.640E+002, 1.693E-003
 2.660E+002, 7.966E-004
 2.680E+002, 2.642E-004
 2.700E+002, 5.722E-005
 2.720E+002, 7.721E-006
 2.740E+002, 6.255E-007
 2.760E+002, 2.909E-008
 2.780E+002, 7.373E-010
 2.800E+002, 9.628E-012
 2.820E+002, 6.124E-014
 2.840E+002, 1.798E-016
 2.860E+002, 2.207E-019
 2.880E+002, 0.000E+000
 2.900E+002, 0.000E+000
 2.920E+002, 0.000E+000
 2.940E+002, 0.000E+000
 2.960E+002, 0.000E+000
 2.980E+002, 0.000E+000
 3.000E+002, 0.000E+000
 3.020E+002, 0.000E+000
 3.040E+002, 0.000E+000
 3.060E+002, 0.000E+000
 3.080E+002, 0.000E+000
 3.100E+002, 0.000E+000
 3.120E+002, 0.000E+000
 3.140E+002, 0.000E+000
 3.160E+002, 0.000E+000
 3.180E+002, 0.000E+000
 3.200E+002, 0.000E+000
 3.220E+002, 0.000E+000
 3.240E+002, 0.000E+000
 3.260E+002, 0.000E+000
 3.280E+002, 0.000E+000
 3.300E+002, 0.000E+000
 3.320E+002, 0.000E+000
 3.340E+002, 0.000E+000
 3.360E+002, 0.000E+000
 3.380E+002, 0.000E+000
 3.400E+002, 0.000E+000
 3.420E+002, 0.000E+000
 3.440E+002, 0.000E+000
 3.460E+002, 0.000E+000
 3.480E+002, 0.000E+000
 3.500E+002, 0.000E+000
 3.520E+002, 0.000E+000
 3.540E+002, 0.000E+000
 3.560E+002, 0.000E+000
 3.580E+002, 0.000E+000
 3.600E+002, 0.000E+000
 3.620E+002, 0.000E+000
 3.640E+002, 0.000E+000
 3.660E+002, 0.000E+000
