s,kW,C,kg/m2/s,m,kW/m2
Time,HRR,temp,MLR,thick,flux
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.390E-002,-4.653E-011
 2.010E+000, 0.000E+000, 6.697E+001, 0.000E+000, 2.390E-002, 7.506E+001
 4.002E+000, 0.000E+000, 1.353E+002, 2.315E-013, 2.390E-002, 7.527E+001
 6.009E+000, 7.099E-006, 1.857E+002, 5.134E-009, 2.390E-002, 7.543E+001
 8.005E+000, 8.135E-003, 2.270E+002, 5.907E-006, 2.390E-002, 7.556E+001
 1.000E+001, 1.606E+000, 2.623E+002, 1.210E-003, 2.390E-002, 7.621E+001
 1.200E+001, 6.252E+001, 2.983E+002, 6.626E-002, 2.390E-002, 1.026E+002
 1.400E+001, 1.604E+002, 3.467E+002, 9.459E-002, 2.390E-002, 1.115E+002
 1.600E+001, 1.336E+002, 4.057E+002, 6.589E-002, 2.390E-002, 1.131E+002
 1.800E+001, 1.439E+002, 4.618E+002, 9.507E-002, 2.390E-002, 1.136E+002
 2.000E+001, 9.133E+001, 5.004E+002, 3.170E-002, 2.390E-002, 1.171E+002
 2.200E+001, 1.649E+002, 5.207E+002, 7.779E-002, 2.390E-002, 1.141E+002
 2.400E+001, 1.309E+002, 5.324E+002, 2.307E-002, 2.390E-002, 1.160E+002
 2.600E+001, 1.671E+002, 5.419E+002, 4.471E-002, 2.390E-002, 1.145E+002
 2.800E+001, 2.194E+002, 5.486E+002, 5.810E-002, 2.390E-002, 1.137E+002
 3.000E+001, 1.942E+002, 5.585E+002, 3.033E-002, 2.390E-002, 1.147E+002
 3.200E+001, 2.306E+002, 5.692E+002, 2.604E-002, 2.390E-002, 1.127E+002
 3.400E+001, 2.778E+002, 5.803E+002, 4.553E-002, 2.390E-002, 1.112E+002
 3.600E+001, 2.769E+002, 5.933E+002, 4.990E-002, 2.390E-002, 1.149E+002
 3.800E+001, 2.563E+002, 5.989E+002, 2.210E-002, 2.390E-002, 1.134E+002
 4.000E+001, 2.821E+002, 6.043E+002, 2.970E-002, 2.390E-002, 1.131E+002
 4.200E+001, 2.893E+002, 6.148E+002, 4.431E-002, 2.390E-002, 1.154E+002
 4.400E+001, 2.653E+002, 6.204E+002, 4.504E-002, 2.390E-002, 1.137E+002
 4.600E+001, 2.399E+002, 6.342E+002, 2.171E-002, 2.390E-002, 1.171E+002
 4.800E+001, 2.398E+002, 6.439E+002, 2.876E-002, 2.390E-002, 1.180E+002
 5.000E+001, 2.584E+002, 6.464E+002, 4.189E-002, 2.390E-002, 1.158E+002
 5.200E+001, 2.444E+002, 6.483E+002, 4.313E-002, 2.390E-002, 1.152E+002
 5.400E+001, 2.329E+002, 6.553E+002, 2.484E-002, 2.390E-002, 1.170E+002
 5.600E+001, 2.226E+002, 6.603E+002, 2.319E-002, 2.390E-002, 1.151E+002
 5.800E+001, 2.214E+002, 6.637E+002, 3.518E-002, 2.390E-002, 1.146E+002
 6.000E+001, 2.227E+002, 6.720E+002, 4.013E-002, 2.390E-002, 1.160E+002
 6.200E+001, 2.145E+002, 6.740E+002, 3.368E-002, 2.390E-002, 1.150E+002
 6.400E+001, 2.141E+002, 6.774E+002, 1.798E-002, 2.390E-002, 1.150E+002
 6.600E+001, 2.180E+002, 6.837E+002, 2.779E-002, 2.390E-002, 1.177E+002
 6.800E+001, 2.058E+002, 6.950E+002, 3.581E-002, 2.390E-002, 1.206E+002
 7.000E+001, 1.955E+002, 6.980E+002, 3.754E-002, 2.390E-002, 1.192E+002
 7.200E+001, 1.893E+002, 7.018E+002, 2.775E-002, 2.390E-002, 1.186E+002
 7.400E+001, 1.962E+002, 7.009E+002, 1.862E-002, 2.390E-002, 1.172E+002
 7.600E+001, 2.057E+002, 7.096E+002, 2.851E-002, 2.390E-002, 1.210E+002
 7.800E+001, 2.027E+002, 7.111E+002, 3.443E-002, 2.390E-002, 1.176E+002
 8.000E+001, 1.858E+002, 7.112E+002, 3.456E-002, 2.390E-002, 1.174E+002
 8.200E+001, 1.747E+002, 7.124E+002, 2.566E-002, 2.390E-002, 1.175E+002
 8.400E+001, 1.768E+002, 7.178E+002, 1.788E-002, 2.390E-002, 1.182E+002
 8.600E+001, 1.881E+002, 7.148E+002, 2.569E-002, 2.390E-002, 1.153E+002
 8.800E+001, 1.909E+002, 7.182E+002, 3.068E-002, 2.390E-002, 1.161E+002
 9.000E+001, 1.855E+002, 7.248E+002, 3.192E-002, 2.390E-002, 1.182E+002
 9.200E+001, 1.725E+002, 7.266E+002, 2.769E-002, 2.390E-002, 1.182E+002
 9.400E+001, 1.649E+002, 7.290E+002, 1.781E-002, 2.390E-002, 1.174E+002
 9.600E+001, 1.703E+002, 7.288E+002, 2.159E-002, 2.390E-002, 1.167E+002
 9.800E+001, 1.750E+002, 7.293E+002, 2.721E-002, 2.390E-002, 1.159E+002
 1.000E+002, 1.782E+002, 7.322E+002, 2.966E-002, 2.390E-002, 1.169E+002
 1.020E+002, 1.735E+002, 7.405E+002, 2.892E-002, 2.390E-002, 1.215E+002
 1.040E+002, 1.624E+002, 7.474E+002, 2.315E-002, 2.390E-002, 1.217E+002
 1.060E+002, 1.579E+002, 7.473E+002, 1.738E-002, 2.390E-002, 1.199E+002
 1.080E+002, 1.615E+002, 7.519E+002, 2.286E-002, 2.390E-002, 1.230E+002
 1.100E+002, 1.650E+002, 7.556E+002, 2.738E-002, 2.390E-002, 1.217E+002
 1.120E+002, 1.674E+002, 7.522E+002, 2.906E-002, 2.390E-002, 1.195E+002
 1.140E+002, 1.638E+002, 7.510E+002, 2.745E-002, 2.390E-002, 1.185E+002
 1.160E+002, 1.586E+002, 7.511E+002, 2.107E-002, 2.390E-002, 1.188E+002
 1.180E+002, 1.540E+002, 7.564E+002, 1.715E-002, 2.390E-002, 1.202E+002
 1.200E+002, 1.514E+002, 7.547E+002, 2.201E-002, 2.390E-002, 1.185E+002
 1.220E+002, 1.530E+002, 7.569E+002, 2.557E-002, 2.390E-002, 1.190E+002
 1.240E+002, 1.543E+002, 7.574E+002, 2.694E-002, 2.390E-002, 1.188E+002
 1.260E+002, 1.528E+002, 7.580E+002, 2.585E-002, 2.390E-002, 1.178E+002
 1.280E+002, 1.522E+002, 7.610E+002, 2.123E-002, 2.390E-002, 1.201E+002
 1.300E+002, 1.502E+002, 7.671E+002, 1.682E-002, 2.390E-002, 1.216E+002
 1.320E+002, 1.489E+002, 7.671E+002, 2.038E-002, 2.390E-002, 1.203E+002
 1.340E+002, 1.467E+002, 7.695E+002, 2.400E-002, 2.390E-002, 1.213E+002
 1.360E+002, 1.459E+002, 7.713E+002, 2.574E-002, 2.390E-002, 1.212E+002
 1.380E+002, 1.461E+002, 7.713E+002, 2.554E-002, 2.390E-002, 1.207E+002
 1.400E+002, 1.452E+002, 7.746E+002, 2.271E-002, 2.390E-002, 1.213E+002
 1.420E+002, 1.453E+002, 7.718E+002, 1.779E-002, 2.390E-002, 1.195E+002
 1.440E+002, 1.454E+002, 7.722E+002, 1.837E-002, 2.390E-002, 1.194E+002
 1.460E+002, 1.445E+002, 7.727E+002, 2.212E-002, 2.390E-002, 1.191E+002
 1.480E+002, 1.421E+002, 7.744E+002, 2.427E-002, 2.390E-002, 1.206E+002
 1.500E+002, 1.392E+002, 7.770E+002, 2.485E-002, 2.390E-002, 1.202E+002
 1.520E+002, 1.384E+002, 7.783E+002, 2.355E-002, 2.390E-002, 1.207E+002
 1.540E+002, 1.381E+002, 7.787E+002, 1.994E-002, 2.390E-002, 1.198E+002
 1.560E+002, 1.390E+002, 7.781E+002, 1.717E-002, 2.390E-002, 1.195E+002
 1.580E+002, 1.395E+002, 7.788E+002, 1.987E-002, 2.390E-002, 1.195E+002
 1.600E+002, 1.404E+002, 7.815E+002, 2.269E-002, 2.390E-002, 1.207E+002
 1.620E+002, 1.387E+002, 7.840E+002, 2.406E-002, 2.390E-002, 1.211E+002
 1.640E+002, 1.363E+002, 7.879E+002, 2.398E-002, 2.390E-002, 1.226E+002
 1.660E+002, 1.351E+002, 7.899E+002, 2.213E-002, 2.390E-002, 1.230E+002
 1.680E+002, 1.344E+002, 7.860E+002, 1.871E-002, 2.390E-002, 1.193E+002
 1.700E+002, 1.352E+002, 7.859E+002, 1.822E-002, 2.390E-002, 1.200E+002
 1.720E+002, 1.360E+002, 7.861E+002, 2.120E-002, 2.390E-002, 1.195E+002
 1.740E+002, 1.362E+002, 7.857E+002, 2.323E-002, 2.390E-002, 1.193E+002
 1.760E+002, 1.360E+002, 7.881E+002, 2.390E-002, 2.390E-002, 1.206E+002
 1.780E+002, 1.343E+002, 7.907E+002, 2.318E-002, 2.390E-002, 1.212E+002
 1.800E+002, 1.326E+002, 7.906E+002, 2.085E-002, 2.390E-002, 1.207E+002
 1.820E+002, 1.321E+002, 7.926E+002, 1.832E-002, 2.390E-002, 1.211E+002
 1.840E+002, 1.324E+002, 7.955E+002, 1.965E-002, 2.390E-002, 1.222E+002
 1.860E+002, 1.332E+002, 7.948E+002, 2.231E-002, 2.390E-002, 1.212E+002
 1.880E+002, 1.346E+002, 7.945E+002, 2.374E-002, 2.390E-002, 1.207E+002
 1.900E+002, 1.340E+002, 7.985E+002, 2.389E-002, 2.390E-002, 1.226E+002
 1.920E+002, 1.331E+002, 8.004E+002, 2.265E-002, 2.390E-002, 1.225E+002
 1.940E+002, 1.319E+002, 7.986E+002, 2.020E-002, 2.390E-002, 1.210E+002
 1.960E+002, 1.319E+002, 7.982E+002, 1.937E-002, 2.390E-002, 1.208E+002
 1.980E+002, 1.317E+002, 7.986E+002, 2.165E-002, 2.390E-002, 1.217E+002
 2.000E+002, 1.324E+002, 7.984E+002, 2.356E-002, 2.390E-002, 1.201E+002
 2.020E+002, 1.330E+002, 8.006E+002, 2.423E-002, 2.390E-002, 1.218E+002
 2.040E+002, 1.332E+002, 7.983E+002, 2.365E-002, 2.390E-002, 1.193E+002
 2.060E+002, 1.323E+002, 7.976E+002, 2.179E-002, 2.390E-002, 1.192E+002
 2.080E+002, 1.328E+002, 8.005E+002, 2.013E-002, 2.390E-002, 1.216E+002
 2.100E+002, 1.324E+002, 8.003E+002, 2.145E-002, 2.390E-002, 1.194E+002
 2.120E+002, 1.326E+002, 8.025E+002, 2.357E-002, 2.390E-002, 1.217E+002
 2.140E+002, 1.332E+002, 8.020E+002, 2.457E-002, 2.390E-002, 1.200E+002
 2.160E+002, 1.328E+002, 8.025E+002, 2.440E-002, 2.390E-002, 1.207E+002
