s,kW,C,kg/m2/s,m,kW/m2
Time,HRR,temp,MLR,thick,flux
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.040E-002,-4.653E-011
 2.010E+000, 0.000E+000, 4.689E+001, 0.000E+000, 2.040E-002, 5.003E+001
 4.019E+000, 0.000E+000, 8.659E+001, 0.000E+000, 2.040E-002, 5.014E+001
 6.002E+000, 0.000E+000, 1.163E+002, 0.000E+000, 2.040E-002, 5.023E+001
 8.011E+000, 0.000E+000, 1.410E+002, 0.000E+000, 2.040E-002, 5.030E+001
 1.000E+001, 0.000E+000, 1.625E+002, 3.705E-018, 2.040E-002, 5.036E+001
 1.200E+001, 0.000E+000, 1.816E+002, 1.062E-016, 2.040E-002, 5.042E+001
 1.400E+001, 0.000E+000, 1.988E+002, 1.700E-015, 2.040E-002, 5.047E+001
 1.601E+001, 0.000E+000, 2.146E+002, 1.846E-014, 2.040E-002, 5.052E+001
 1.801E+001, 0.000E+000, 2.291E+002, 1.464E-013, 2.040E-002, 5.056E+001
 2.001E+001, 0.000E+000, 2.425E+002, 9.015E-013, 2.040E-002, 5.060E+001
 2.200E+001, 1.516E-008, 2.549E+002, 4.523E-012, 2.040E-002, 5.064E+001
 2.401E+001, 2.177E-007, 2.666E+002, 1.923E-011, 2.040E-002, 5.067E+001
 2.600E+001, 9.665E-007, 2.776E+002, 7.093E-011, 2.040E-002, 5.071E+001
 2.801E+001, 3.275E-006, 2.879E+002, 2.324E-010, 2.040E-002, 5.075E+001
 3.001E+001, 9.691E-006, 2.977E+002, 6.869E-010, 2.040E-002, 5.078E+001
 3.201E+001, 2.592E-005, 3.069E+002, 1.849E-009, 2.040E-002, 5.080E+001
 3.400E+001, 6.368E-005, 3.155E+002, 4.586E-009, 2.040E-002, 5.083E+001
 3.600E+001, 1.458E-004, 3.238E+002, 1.061E-008, 2.040E-002, 5.086E+001
 3.800E+001, 3.143E-004, 3.316E+002, 2.312E-008, 2.040E-002, 5.088E+001
 4.001E+001, 6.422E-004, 3.391E+002, 4.770E-008, 2.040E-002, 5.090E+001
 4.200E+001, 1.247E-003, 3.462E+002, 9.353E-008, 2.040E-002, 5.092E+001
 4.401E+001, 2.323E-003, 3.530E+002, 1.756E-007, 2.040E-002, 5.094E+001
 4.601E+001, 4.157E-003, 3.595E+002, 3.170E-007, 2.040E-002, 5.096E+001
 4.800E+001, 7.178E-003, 3.656E+002, 5.496E-007, 2.040E-002, 5.097E+001
 5.001E+001, 1.201E-002, 3.716E+002, 9.261E-007, 2.040E-002, 5.100E+001
 5.200E+001, 1.951E-002, 3.774E+002, 1.517E-006, 2.040E-002, 5.102E+001
 5.400E+001, 3.091E-002, 3.828E+002, 2.413E-006, 2.040E-002, 5.104E+001
 5.601E+001, 4.779E-002, 3.881E+002, 3.750E-006, 2.040E-002, 5.105E+001
 5.800E+001, 7.231E-002, 3.931E+002, 5.676E-006, 2.040E-002, 5.106E+001
 6.000E+001, 1.072E-001, 3.979E+002, 8.384E-006, 2.040E-002, 5.108E+001
 6.201E+001, 1.562E-001, 4.027E+002, 1.229E-005, 2.040E-002, 5.113E+001
 6.401E+001, 2.237E-001, 4.073E+002, 1.773E-005, 2.040E-002, 5.116E+001
 6.600E+001, 3.148E-001, 4.118E+002, 2.514E-005, 2.040E-002, 5.121E+001
 6.800E+001, 4.379E-001, 4.162E+002, 3.522E-005, 2.040E-002, 5.127E+001
 7.000E+001, 6.044E-001, 4.201E+002, 4.800E-005, 2.040E-002, 5.127E+001
 7.200E+001, 8.205E-001, 4.242E+002, 6.511E-005, 2.040E-002, 5.135E+001
 7.400E+001, 1.106E+000, 4.283E+002, 8.804E-005, 2.040E-002, 5.148E+001
 7.601E+001, 1.477E+000, 4.323E+002, 1.186E-004, 2.040E-002, 5.154E+001
 7.801E+001, 1.962E+000, 4.366E+002, 1.590E-004, 2.040E-002, 5.203E+001
 8.001E+001, 2.591E+000, 4.410E+002, 2.161E-004, 2.040E-002, 5.218E+001
 8.200E+001, 3.409E+000, 4.455E+002, 2.916E-004, 2.040E-002, 5.279E+001
 8.401E+001, 4.471E+000, 4.500E+002, 3.953E-004, 2.040E-002, 5.331E+001
 8.600E+001, 5.870E+000, 4.550E+002, 5.461E-004, 2.040E-002, 5.404E+001
 8.801E+001, 7.708E+000, 4.605E+002, 7.671E-004, 2.040E-002, 5.538E+001
 9.000E+001, 1.013E+001, 4.665E+002, 1.107E-003, 2.040E-002, 5.655E+001
 9.200E+001, 1.347E+001, 4.736E+002, 1.663E-003, 2.040E-002, 5.930E+001
 9.400E+001, 1.831E+001, 4.824E+002, 2.722E-003, 2.040E-002, 6.315E+001
 9.600E+001, 2.654E+001, 4.962E+002, 5.549E-003, 2.040E-002, 7.348E+001
 9.800E+001, 4.478E+001, 5.177E+002, 1.532E-002, 2.040E-002, 9.064E+001
 1.000E+002, 7.051E+001, 5.278E+002, 2.353E-002, 2.040E-002, 9.280E+001
 1.020E+002, 1.069E+002, 5.324E+002, 2.583E-002, 2.040E-002, 9.420E+001
 1.040E+002, 1.487E+002, 5.359E+002, 2.614E-002, 2.040E-002, 9.335E+001
 1.060E+002, 1.940E+002, 5.386E+002, 2.475E-002, 2.040E-002, 9.147E+001
 1.080E+002, 2.474E+002, 5.417E+002, 2.297E-002, 2.040E-002, 8.988E+001
 1.100E+002, 2.955E+002, 5.465E+002, 2.184E-002, 2.040E-002, 8.972E+001
 1.120E+002, 3.392E+002, 5.522E+002, 2.088E-002, 2.040E-002, 8.921E+001
 1.140E+002, 3.778E+002, 5.568E+002, 1.938E-002, 2.040E-002, 8.822E+001
 1.160E+002, 4.026E+002, 5.644E+002, 2.004E-002, 2.040E-002, 9.069E+001
 1.180E+002, 4.142E+002, 5.672E+002, 1.973E-002, 2.040E-002, 8.954E+001
 1.200E+002, 4.222E+002, 5.698E+002, 1.977E-002, 2.040E-002, 8.893E+001
 1.220E+002, 4.257E+002, 5.729E+002, 1.975E-002, 2.040E-002, 8.892E+001
 1.240E+002, 4.165E+002, 5.767E+002, 1.946E-002, 2.040E-002, 8.931E+001
 1.260E+002, 4.119E+002, 5.790E+002, 1.870E-002, 2.040E-002, 8.772E+001
 1.280E+002, 4.025E+002, 5.846E+002, 1.839E-002, 2.040E-002, 8.970E+001
 1.300E+002, 3.983E+002, 5.860E+002, 1.782E-002, 2.040E-002, 8.674E+001
 1.320E+002, 3.922E+002, 5.913E+002, 1.806E-002, 2.040E-002, 8.885E+001
 1.340E+002, 4.000E+002, 5.959E+002, 1.882E-002, 2.040E-002, 9.014E+001
 1.360E+002, 3.861E+002, 5.952E+002, 1.846E-002, 2.040E-002, 8.689E+001
 1.380E+002, 3.901E+002, 5.985E+002, 1.847E-002, 2.040E-002, 8.836E+001
 1.400E+002, 3.852E+002, 6.022E+002, 1.863E-002, 2.040E-002, 8.908E+001
 1.420E+002, 3.761E+002, 6.040E+002, 1.826E-002, 2.040E-002, 8.804E+001
 1.440E+002, 3.756E+002, 6.082E+002, 1.804E-002, 2.040E-002, 8.940E+001
 1.460E+002, 3.767E+002, 6.141E+002, 1.863E-002, 2.040E-002, 9.039E+001
 1.480E+002, 3.785E+002, 6.133E+002, 1.812E-002, 2.040E-002, 8.785E+001
 1.500E+002, 3.740E+002, 6.188E+002, 1.844E-002, 2.040E-002, 9.065E+001
 1.520E+002, 3.768E+002, 6.219E+002, 1.918E-002, 2.040E-002, 9.011E+001
 1.540E+002, 3.731E+002, 6.207E+002, 1.857E-002, 2.040E-002, 8.830E+001
 1.560E+002, 3.728E+002, 6.251E+002, 1.869E-002, 2.040E-002, 9.019E+001
 1.580E+002, 3.683E+002, 6.260E+002, 1.871E-002, 2.040E-002, 8.792E+001
 1.600E+002, 3.699E+002, 6.261E+002, 1.790E-002, 2.040E-002, 8.819E+001
 1.620E+002, 3.750E+002, 6.399E+002, 1.907E-002, 2.040E-002, 9.514E+001
 1.640E+002, 3.767E+002, 6.461E+002, 2.032E-002, 2.040E-002, 9.585E+001
 1.660E+002, 3.745E+002, 6.473E+002, 2.066E-002, 2.040E-002, 9.400E+001
 1.680E+002, 3.787E+002, 6.485E+002, 2.047E-002, 2.040E-002, 9.373E+001
 1.700E+002, 3.796E+002, 6.459E+002, 2.010E-002, 2.040E-002, 9.073E+001
 1.720E+002, 3.756E+002, 6.446E+002, 1.937E-002, 2.040E-002, 8.968E+001
 1.740E+002, 3.797E+002, 6.472E+002, 1.908E-002, 2.040E-002, 9.028E+001
 1.760E+002, 3.761E+002, 6.461E+002, 1.878E-002, 2.040E-002, 8.814E+001
 1.780E+002, 3.824E+002, 6.476E+002, 1.846E-002, 2.040E-002, 8.878E+001
 1.800E+002, 3.833E+002, 6.501E+002, 1.857E-002, 2.040E-002, 8.913E+001
 1.820E+002, 3.881E+002, 6.592E+002, 1.941E-002, 2.040E-002, 9.289E+001
 1.840E+002, 3.898E+002, 6.585E+002, 1.980E-002, 2.040E-002, 9.080E+001
 1.860E+002, 3.895E+002, 6.577E+002, 1.968E-002, 2.040E-002, 8.917E+001
 1.880E+002, 3.903E+002, 6.607E+002, 1.957E-002, 2.040E-002, 9.097E+001
 1.900E+002, 3.910E+002, 6.595E+002, 1.955E-002, 2.040E-002, 8.850E+001
 1.920E+002, 3.970E+002, 6.607E+002, 1.935E-002, 2.040E-002, 8.857E+001
 1.940E+002, 4.019E+002, 6.623E+002, 1.924E-002, 2.040E-002, 8.929E+001
 1.960E+002, 4.019E+002, 6.634E+002, 1.936E-002, 2.040E-002, 8.807E+001
 1.980E+002, 3.996E+002, 6.656E+002, 1.941E-002, 2.040E-002, 8.905E+001
 2.000E+002, 3.986E+002, 6.677E+002, 1.955E-002, 2.040E-002, 8.941E+001
 2.020E+002, 4.036E+002, 6.679E+002, 1.975E-002, 2.040E-002, 8.800E+001
 2.040E+002, 4.045E+002, 6.707E+002, 1.973E-002, 2.040E-002, 9.004E+001
 2.060E+002, 4.077E+002, 6.778E+002, 2.022E-002, 2.040E-002, 9.293E+001
 2.080E+002, 4.078E+002, 6.768E+002, 2.064E-002, 2.040E-002, 8.956E+001
 2.100E+002, 4.128E+002, 6.745E+002, 2.031E-002, 2.040E-002, 8.802E+001
 2.120E+002, 4.086E+002, 6.758E+002, 1.996E-002, 2.040E-002, 8.908E+001
 2.140E+002, 4.119E+002, 6.799E+002, 2.012E-002, 2.040E-002, 9.083E+001
 2.160E+002, 4.125E+002, 6.821E+002, 2.046E-002, 2.040E-002, 8.979E+001
 2.180E+002, 4.146E+002, 6.789E+002, 2.032E-002, 2.040E-002, 8.799E+001
 2.200E+002, 4.166E+002, 6.804E+002, 2.014E-002, 2.040E-002, 8.874E+001
 2.220E+002, 4.147E+002, 6.834E+002, 2.019E-002, 2.040E-002, 9.025E+001
 2.240E+002, 4.168E+002, 6.840E+002, 2.038E-002, 2.040E-002, 8.791E+001
 2.260E+002, 4.203E+002, 6.843E+002, 2.018E-002, 2.040E-002, 8.908E+001
 2.280E+002, 4.160E+002, 6.870E+002, 2.017E-002, 2.040E-002, 8.967E+001
 2.300E+002, 4.164E+002, 6.881E+002, 2.023E-002, 2.040E-002, 8.902E+001
 2.320E+002, 4.182E+002, 6.882E+002, 2.012E-002, 2.040E-002, 8.914E+001
 2.340E+002, 4.160E+002, 6.901E+002, 2.015E-002, 2.040E-002, 8.862E+001
 2.360E+002, 4.156E+002, 6.911E+002, 2.007E-002, 2.040E-002, 8.940E+001
 2.380E+002, 4.156E+002, 6.915E+002, 2.005E-002, 2.040E-002, 8.883E+001
 2.400E+002, 4.174E+002, 6.919E+002, 1.992E-002, 2.040E-002, 8.863E+001
 2.420E+002, 4.149E+002, 6.946E+002, 1.983E-002, 2.040E-002, 8.972E+001
 2.440E+002, 4.144E+002, 6.968E+002, 1.986E-002, 2.040E-002, 9.002E+001
 2.460E+002, 4.097E+002, 6.957E+002, 1.982E-002, 2.040E-002, 8.798E+001
 2.480E+002, 4.145E+002, 6.969E+002, 1.959E-002, 2.040E-002, 8.951E+001
 2.500E+002, 4.059E+002, 6.968E+002, 1.947E-002, 2.040E-002, 8.825E+001
 2.520E+002, 4.065E+002, 6.985E+002, 1.932E-002, 2.040E-002, 8.957E+001
 2.540E+002, 4.053E+002, 7.000E+002, 1.927E-002, 2.040E-002, 8.923E+001
 2.560E+002, 4.013E+002, 6.976E+002, 1.916E-002, 2.040E-002, 8.711E+001
 2.580E+002, 4.031E+002, 7.026E+002, 1.894E-002, 2.040E-002, 9.106E+001
 2.600E+002, 4.004E+002, 7.085E+002, 1.906E-002, 2.040E-002, 9.265E+001
 2.620E+002, 3.967E+002, 7.066E+002, 1.922E-002, 2.040E-002, 8.939E+001
 2.640E+002, 3.955E+002, 7.059E+002, 1.905E-002, 2.040E-002, 9.010E+001
 2.660E+002, 3.942E+002, 7.058E+002, 1.884E-002, 2.040E-002, 8.882E+001
 2.680E+002, 3.946E+002, 7.079E+002, 1.863E-002, 2.040E-002, 9.032E+001
 2.700E+002, 3.871E+002, 7.082E+002, 1.855E-002, 2.040E-002, 8.985E+001
 2.720E+002, 3.884E+002, 7.079E+002, 1.841E-002, 2.040E-002, 8.910E+001
 2.740E+002, 3.853E+002, 7.102E+002, 1.828E-002, 2.040E-002, 9.016E+001
 2.760E+002, 3.784E+002, 7.102E+002, 1.819E-002, 2.040E-002, 8.984E+001
 2.780E+002, 3.797E+002, 7.115E+002, 1.806E-002, 2.040E-002, 9.003E+001
 2.800E+002, 3.746E+002, 7.140E+002, 1.797E-002, 2.040E-002, 9.101E+001
 2.820E+002, 3.731E+002, 7.122E+002, 1.791E-002, 2.040E-002, 8.860E+001
 2.840E+002, 3.761E+002, 7.129E+002, 1.772E-002, 2.040E-002, 9.019E+001
 2.860E+002, 3.685E+002, 7.131E+002, 1.757E-002, 2.040E-002, 8.953E+001
 2.880E+002, 3.663E+002, 7.166E+002, 1.745E-002, 2.040E-002, 9.105E+001
 2.900E+002, 3.651E+002, 7.150E+002, 1.742E-002, 2.040E-002, 8.898E+001
