s,kW
Time,HRR
 0.000E+000, 0.000E+000
 2.020E+000, 0.000E+000
 4.017E+000, 0.000E+000
 6.013E+000, 0.000E+000
 8.014E+000, 0.000E+000
 1.001E+001, 0.000E+000
 1.200E+001, 0.000E+000
 1.401E+001, 0.000E+000
 1.601E+001, 0.000E+000
 1.800E+001, 0.000E+000
 2.000E+001, 0.000E+000
 2.200E+001, 0.000E+000
 2.400E+001, 0.000E+000
 2.601E+001, 0.000E+000
 2.800E+001, 0.000E+000
 3.001E+001, 0.000E+000
 3.201E+001, 0.000E+000
 3.400E+001, 0.000E+000
 3.600E+001, 0.000E+000
 3.800E+001, 0.000E+000
 4.000E+001, 0.000E+000
 4.201E+001, 0.000E+000
 4.400E+001, 0.000E+000
 4.601E+001, 1.136E-008
 4.800E+001, 1.404E-007
 5.000E+001, 6.000E-007
 5.201E+001, 1.848E-006
 5.400E+001, 4.964E-006
 5.600E+001, 1.247E-005
 5.800E+001, 2.985E-005
 6.000E+001, 6.846E-005
 6.200E+001, 1.514E-004
 6.400E+001, 3.247E-004
 6.601E+001, 6.735E-004
 6.801E+001, 1.357E-003
 7.000E+001, 2.657E-003
 7.201E+001, 5.094E-003
 7.401E+001, 9.585E-003
 7.601E+001, 1.756E-002
 7.800E+001, 3.160E-002
 8.000E+001, 5.571E-002
 8.201E+001, 9.643E-002
 8.400E+001, 1.635E-001
 8.600E+001, 2.735E-001
 8.800E+001, 4.522E-001
 9.000E+001, 7.389E-001
 9.200E+001, 1.199E+000
 9.400E+001, 1.951E+000
 9.601E+001, 3.191E+000
 9.800E+001, 5.274E+000
 1.000E+002, 8.985E+000
 1.020E+002, 1.632E+001
 1.040E+002, 3.812E+001
 1.060E+002, 9.396E+001
 1.080E+002, 1.803E+002
 1.100E+002, 2.750E+002
 1.120E+002, 3.875E+002
 1.140E+002, 4.305E+002
 1.160E+002, 4.064E+002
 1.180E+002, 4.209E+002
 1.200E+002, 3.892E+002
 1.220E+002, 3.532E+002
 1.240E+002, 3.666E+002
 1.260E+002, 3.560E+002
 1.280E+002, 3.406E+002
 1.300E+002, 3.514E+002
 1.320E+002, 3.507E+002
 1.340E+002, 3.349E+002
 1.360E+002, 3.514E+002
 1.380E+002, 3.727E+002
 1.400E+002, 3.682E+002
 1.420E+002, 3.700E+002
 1.440E+002, 3.900E+002
 1.460E+002, 3.952E+002
 1.480E+002, 4.040E+002
 1.500E+002, 4.207E+002
 1.520E+002, 4.224E+002
 1.540E+002, 4.304E+002
 1.560E+002, 4.369E+002
 1.580E+002, 4.467E+002
 1.600E+002, 4.521E+002
 1.620E+002, 4.625E+002
 1.640E+002, 4.589E+002
 1.660E+002, 4.612E+002
 1.680E+002, 4.725E+002
 1.700E+002, 4.672E+002
 1.720E+002, 4.696E+002
 1.740E+002, 4.607E+002
 1.760E+002, 4.201E+002
 1.780E+002, 3.627E+002
 1.800E+002, 3.446E+002
 1.820E+002, 3.373E+002
 1.840E+002, 3.139E+002
 1.860E+002, 2.921E+002
 1.880E+002, 2.838E+002
 1.900E+002, 2.749E+002
 1.920E+002, 2.534E+002
 1.940E+002, 2.481E+002
 1.960E+002, 2.416E+002
 1.980E+002, 2.350E+002
 2.000E+002, 2.252E+002
 2.020E+002, 2.123E+002
 2.040E+002, 2.009E+002
 2.060E+002, 1.934E+002
 2.080E+002, 1.855E+002
 2.100E+002, 1.780E+002
 2.120E+002, 1.715E+002
 2.140E+002, 1.642E+002
 2.160E+002, 1.577E+002
 2.180E+002, 1.523E+002
 2.200E+002, 1.468E+002
 2.220E+002, 1.414E+002
 2.240E+002, 1.355E+002
 2.260E+002, 1.308E+002
 2.280E+002, 1.257E+002
 2.300E+002, 1.202E+002
 2.320E+002, 1.138E+002
 2.340E+002, 1.063E+002
 2.360E+002, 9.673E+001
 2.380E+002, 8.539E+001
 2.400E+002, 7.478E+001
 2.420E+002, 6.697E+001
 2.440E+002, 6.072E+001
 2.460E+002, 5.607E+001
 2.480E+002, 5.163E+001
 2.500E+002, 4.878E+001
 2.520E+002, 4.739E+001
 2.540E+002, 4.626E+001
 2.560E+002, 4.509E+001
 2.580E+002, 4.391E+001
 2.600E+002, 4.276E+001
 2.620E+002, 4.169E+001
 2.640E+002, 4.026E+001
 2.660E+002, 3.871E+001
 2.680E+002, 3.693E+001
 2.700E+002, 3.502E+001
 2.720E+002, 3.380E+001
 2.740E+002, 3.293E+001
 2.760E+002, 3.219E+001
 2.780E+002, 3.151E+001
 2.800E+002, 3.086E+001
 2.820E+002, 3.014E+001
 2.840E+002, 2.953E+001
 2.860E+002, 2.893E+001
 2.880E+002, 2.833E+001
 2.900E+002, 2.774E+001
 2.920E+002, 2.720E+001
 2.940E+002, 2.668E+001
 2.960E+002, 2.612E+001
 2.980E+002, 2.562E+001
 3.000E+002, 2.512E+001
 3.020E+002, 2.467E+001
 3.040E+002, 2.422E+001
 3.060E+002, 2.379E+001
 3.080E+002, 2.333E+001
 3.100E+002, 2.288E+001
 3.120E+002, 2.251E+001
 3.140E+002, 2.211E+001
 3.160E+002, 2.172E+001
 3.180E+002, 2.136E+001
 3.200E+002, 2.101E+001
 3.220E+002, 2.067E+001
 3.240E+002, 2.035E+001
 3.260E+002, 2.003E+001
 3.280E+002, 1.973E+001
 3.300E+002, 1.943E+001
 3.320E+002, 1.912E+001
 3.340E+002, 1.884E+001
 3.360E+002, 1.862E+001
 3.380E+002, 1.839E+001
 3.400E+002, 1.814E+001
 3.420E+002, 1.786E+001
 3.440E+002, 1.761E+001
 3.460E+002, 1.737E+001
 3.480E+002, 1.715E+001
 3.500E+002, 1.692E+001
 3.520E+002, 1.672E+001
 3.540E+002, 1.653E+001
 3.560E+002, 1.632E+001
 3.580E+002, 1.613E+001
 3.600E+002, 1.595E+001
 3.620E+002, 1.578E+001
 3.640E+002, 1.562E+001
 3.660E+002, 1.544E+001
 3.680E+002, 1.528E+001
 3.700E+002, 1.511E+001
 3.720E+002, 1.495E+001
 3.740E+002, 1.480E+001
 3.760E+002, 1.465E+001
 3.780E+002, 1.453E+001
 3.800E+002, 1.439E+001
 3.820E+002, 1.426E+001
 3.840E+002, 1.413E+001
 3.860E+002, 1.399E+001
 3.880E+002, 1.387E+001
 3.900E+002, 1.376E+001
 3.920E+002, 1.362E+001
 3.940E+002, 1.350E+001
 3.960E+002, 1.341E+001
 3.980E+002, 1.331E+001
 4.000E+002, 1.321E+001
 4.020E+002, 1.312E+001
 4.040E+002, 1.300E+001
 4.060E+002, 1.287E+001
 4.080E+002, 1.278E+001
 4.100E+002, 1.268E+001
 4.120E+002, 1.260E+001
 4.140E+002, 1.251E+001
 4.160E+002, 1.242E+001
 4.180E+002, 1.234E+001
 4.200E+002, 1.226E+001
 4.220E+002, 1.218E+001
 4.240E+002, 1.211E+001
 4.260E+002, 1.203E+001
 4.280E+002, 1.195E+001
 4.300E+002, 1.189E+001
 4.320E+002, 1.183E+001
 4.340E+002, 1.176E+001
 4.360E+002, 1.169E+001
 4.380E+002, 1.162E+001
 4.400E+002, 1.158E+001
 4.420E+002, 1.150E+001
 4.440E+002, 1.144E+001
 4.460E+002, 1.137E+001
 4.480E+002, 1.133E+001
 4.500E+002, 1.128E+001
 4.520E+002, 1.122E+001
 4.540E+002, 1.115E+001
 4.560E+002, 1.110E+001
 4.580E+002, 1.105E+001
 4.600E+002, 1.103E+001
 4.620E+002, 1.098E+001
 4.640E+002, 1.092E+001
 4.660E+002, 1.087E+001
 4.680E+002, 1.081E+001
 4.700E+002, 1.079E+001
 4.720E+002, 1.074E+001
 4.740E+002, 1.070E+001
 4.760E+002, 1.066E+001
 4.780E+002, 1.062E+001
 4.800E+002, 1.058E+001
 4.820E+002, 1.054E+001
 4.840E+002, 1.051E+001
 4.860E+002, 1.047E+001
 4.880E+002, 1.044E+001
 4.900E+002, 1.041E+001
 4.920E+002, 1.037E+001
 4.940E+002, 1.034E+001
 4.960E+002, 1.031E+001
 4.980E+002, 1.027E+001
 5.000E+002, 1.023E+001
 5.020E+002, 1.020E+001
 5.040E+002, 1.017E+001
 5.060E+002, 1.014E+001
 5.080E+002, 1.011E+001
 5.100E+002, 1.009E+001
 5.120E+002, 1.005E+001
 5.140E+002, 1.003E+001
 5.160E+002, 1.001E+001
 5.180E+002, 9.986E+000
 5.200E+002, 9.952E+000
 5.220E+002, 9.935E+000
 5.240E+002, 9.912E+000
 5.260E+002, 9.889E+000
 5.280E+002, 9.856E+000
 5.300E+002, 9.833E+000
 5.320E+002, 9.807E+000
 5.340E+002, 9.785E+000
 5.360E+002, 9.760E+000
 5.380E+002, 9.746E+000
 5.400E+002, 9.733E+000
 5.420E+002, 9.703E+000
 5.440E+002, 9.670E+000
 5.460E+002, 9.657E+000
 5.480E+002, 9.645E+000
 5.500E+002, 9.627E+000
 5.520E+002, 9.610E+000
 5.540E+002, 9.595E+000
 5.560E+002, 9.582E+000
 5.580E+002, 9.564E+000
 5.600E+002, 9.539E+000
 5.620E+002, 9.531E+000
 5.640E+002, 9.512E+000
 5.660E+002, 9.507E+000
 5.680E+002, 9.477E+000
 5.700E+002, 9.458E+000
 5.720E+002, 9.438E+000
 5.740E+002, 9.430E+000
 5.760E+002, 9.412E+000
 5.780E+002, 9.406E+000
 5.800E+002, 9.394E+000
 5.820E+002, 9.378E+000
 5.840E+002, 9.369E+000
 5.860E+002, 9.345E+000
 5.880E+002, 9.322E+000
 5.900E+002, 9.313E+000
 5.920E+002, 9.293E+000
 5.940E+002, 9.285E+000
 5.960E+002, 9.270E+000
 5.980E+002, 9.253E+000
 6.000E+002, 9.241E+000
