s,C,kg/m2/s,m
 4.3501000E+002, 6.7716687E+002, 0.0000000E+000, 1.4036515E-002
 4.4001000E+002, 6.7729433E+002, 0.0000000E+000, 1.4036515E-002
 4.4501000E+002, 6.7740217E+002, 0.0000000E+000, 1.4036515E-002
 4.5001000E+002, 6.7749339E+002, 0.0000000E+000, 1.4036515E-002
 4.5501000E+002, 6.7757059E+002, 0.0000000E+000, 1.4036515E-002
 4.6001000E+002, 6.7763584E+002, 0.0000000E+000, 1.4036515E-002
 4.6501000E+002, 6.7769098E+002, 0.0000000E+000, 1.4036515E-002
 4.7001000E+002, 6.7773759E+002, 0.0000000E+000, 1.4036515E-002
 4.7501000E+002, 6.7777705E+002, 0.0000000E+000, 1.4036515E-002
 4.8001000E+002, 6.7781022E+002, 0.0000000E+000, 1.4036515E-002
 4.8501000E+002, 6.7783833E+002, 0.0000000E+000, 1.4036515E-002
 4.9001000E+002, 6.7786211E+002, 0.0000000E+000, 1.4036515E-002
 4.9501000E+002, 6.7788211E+002, 0.0000000E+000, 1.4036515E-002
 5.0001000E+002, 6.7789900E+002, 0.0000000E+000, 1.4036515E-002
 5.0501000E+002, 6.7791322E+002, 0.0000000E+000, 1.4036515E-002
 5.1001000E+002, 6.7792527E+002, 0.0000000E+000, 1.4036515E-002
 5.1501000E+002, 6.7793547E+002, 0.0000000E+000, 1.4036515E-002
 5.2001000E+002, 6.7794407E+002, 0.0000000E+000, 1.4036515E-002
 5.2501000E+002, 6.7795129E+002, 0.0000000E+000, 1.4036515E-002
 5.3001000E+002, 6.7795739E+002, 0.0000000E+000, 1.4036515E-002
 5.3501000E+002, 6.7796254E+002, 0.0000000E+000, 1.4036515E-002
 5.4001000E+002, 6.7796687E+002, 0.0000000E+000, 1.4036515E-002
 5.4501000E+002, 6.7797056E+002, 0.0000000E+000, 1.4036515E-002
 5.5001000E+002, 6.7797373E+002, 0.0000000E+000, 1.4036515E-002
 5.5501000E+002, 6.7797628E+002, 0.0000000E+000, 1.4036515E-002
 5.6001000E+002, 6.7797843E+002, 0.0000000E+000, 1.4036515E-002
 5.6501000E+002, 6.7798030E+002, 0.0000000E+000, 1.4036515E-002
 5.7001000E+002, 6.7798192E+002, 0.0000000E+000, 1.4036515E-002
 5.7501000E+002, 6.7798319E+002, 0.0000000E+000, 1.4036515E-002
 5.8001000E+002, 6.7798430E+002, 0.0000000E+000, 1.4036515E-002
 5.8501000E+002, 6.7798531E+002, 0.0000000E+000, 1.4036515E-002
 5.9001000E+002, 6.7798613E+002, 0.0000000E+000, 1.4036515E-002
 5.9501000E+002, 6.7798671E+002, 0.0000000E+000, 1.4036515E-002
 6.0001000E+002, 6.7798727E+002, 0.0000000E+000, 1.4036515E-002
 6.0501000E+002, 6.7798771E+002, 0.0000000E+000, 1.4036515E-002
 6.1001000E+002, 6.7798812E+002, 0.0000000E+000, 1.4036515E-002
 6.1501000E+002, 6.7798851E+002, 0.0000000E+000, 1.4036515E-002
 6.2001000E+002, 6.7798888E+002, 0.0000000E+000, 1.4036515E-002
 6.2501000E+002, 6.7798916E+002, 0.0000000E+000, 1.4036515E-002
 6.3001000E+002, 6.7798932E+002, 0.0000000E+000, 1.4036515E-002
 6.3501000E+002, 6.7798947E+002, 0.0000000E+000, 1.4036515E-002
 6.4001000E+002, 6.7798958E+002, 0.0000000E+000, 1.4036515E-002
 6.4501000E+002, 6.7798965E+002, 0.0000000E+000, 1.4036515E-002
 6.5001000E+002, 6.7798971E+002, 0.0000000E+000, 1.4036515E-002
 6.5501000E+002, 6.7798982E+002, 0.0000000E+000, 1.4036515E-002
 6.6001000E+002, 6.7798995E+002, 0.0000000E+000, 1.4036515E-002
 6.6501000E+002, 6.7799007E+002, 0.0000000E+000, 1.4036515E-002
 6.7001000E+002, 6.7799012E+002, 0.0000000E+000, 1.4036515E-002
 6.7501000E+002, 6.7799016E+002, 0.0000000E+000, 1.4036515E-002
 6.8001000E+002, 6.7799019E+002, 0.0000000E+000, 1.4036515E-002
 6.8501000E+002, 6.7799019E+002, 0.0000000E+000, 1.4036515E-002
 6.9001000E+002, 6.7799019E+002, 0.0000000E+000, 1.4036515E-002
 6.9501000E+002, 6.7799030E+002, 0.0000000E+000, 1.4036515E-002
 7.0001000E+002, 6.7799036E+002, 0.0000000E+000, 1.4036515E-002
 7.0501000E+002, 6.7799033E+002, 0.0000000E+000, 1.4036515E-002
 7.1001000E+002, 6.7799035E+002, 0.0000000E+000, 1.4036515E-002
 7.1501000E+002, 6.7799031E+002, 0.0000000E+000, 1.4036515E-002
 7.2001000E+002, 6.7799032E+002, 0.0000000E+000, 1.4036515E-002
 7.2501000E+002, 6.7799022E+002, 0.0000000E+000, 1.4036515E-002
 7.3001000E+002, 6.7799026E+002, 0.0000000E+000, 1.4036515E-002
 7.3501000E+002, 6.7799027E+002, 0.0000000E+000, 1.4036515E-002
 7.4001000E+002, 6.7799033E+002, 0.0000000E+000, 1.4036515E-002
 7.4501000E+002, 6.7799033E+002, 0.0000000E+000, 1.4036515E-002
 7.5001000E+002, 6.7799025E+002, 0.0000000E+000, 1.4036515E-002
 7.5501000E+002, 6.7799029E+002, 0.0000000E+000, 1.4036515E-002
 7.6001000E+002, 6.7799026E+002, 0.0000000E+000, 1.4036515E-002
 7.6501000E+002, 6.7799027E+002, 0.0000000E+000, 1.4036515E-002
 7.7001000E+002, 6.7799035E+002, 0.0000000E+000, 1.4036515E-002
 7.7501000E+002, 6.7799038E+002, 0.0000000E+000, 1.4036515E-002
 7.8001000E+002, 6.7799031E+002, 0.0000000E+000, 1.4036515E-002
 7.8501000E+002, 6.7799034E+002, 0.0000000E+000, 1.4036515E-002
 7.9001000E+002, 6.7799041E+002, 0.0000000E+000, 1.4036515E-002
 7.9501000E+002, 6.7799037E+002, 0.0000000E+000, 1.4036515E-002
 8.0000000E+002, 6.7799039E+002, 0.0000000E+000, 1.4036515E-002
