s,kW,C,kg/s,m,kW/m2
 1.500E+002, 8.811E+002, 5.604E+002, 4.596E-002, 1.895E-002, 7.183E+001
 1.520E+002, 9.288E+002, 5.771E+002, 4.805E-002, 1.895E-002, 7.428E+001
 1.540E+002, 9.287E+002, 5.995E+002, 4.837E-002, 1.895E-002, 7.613E+001
 1.560E+002, 8.489E+002, 6.046E+002, 4.350E-002, 1.894E-002, 7.378E+001
 1.580E+002, 7.876E+002, 6.038E+002, 3.991E-002, 1.894E-002, 7.291E+001
 1.600E+002, 7.519E+002, 6.062E+002, 3.899E-002, 1.894E-002, 7.236E+001
 1.620E+002, 7.596E+002, 6.182E+002, 3.954E-002, 1.893E-002, 7.558E+001
 1.640E+002, 8.010E+002, 6.335E+002, 4.086E-002, 1.893E-002, 7.872E+001
 1.660E+002, 7.771E+002, 6.252E+002, 3.989E-002, 1.892E-002, 7.266E+001
 1.680E+002, 7.267E+002, 6.275E+002, 3.697E-002, 1.892E-002, 7.230E+001
 1.700E+002, 6.662E+002, 6.393E+002, 3.430E-002, 1.892E-002, 7.415E+001
 1.720E+002, 6.621E+002, 6.460E+002, 3.381E-002, 1.891E-002, 7.572E+001
 1.740E+002, 6.758E+002, 6.453E+002, 3.478E-002, 1.891E-002, 7.334E+001
 1.760E+002, 6.905E+002, 6.455E+002, 3.586E-002, 1.891E-002, 7.308E+001
 1.780E+002, 7.124E+002, 6.459E+002, 3.639E-002, 1.890E-002, 7.331E+001
 1.800E+002, 7.050E+002, 6.507E+002, 3.629E-002, 1.890E-002, 7.281E+001
 1.820E+002, 6.896E+002, 6.546E+002, 3.548E-002, 1.890E-002, 7.418E+001
 1.840E+002, 6.640E+002, 6.563E+002, 3.398E-002, 1.889E-002, 7.262E+001
 1.860E+002, 6.413E+002, 6.601E+002, 3.298E-002, 1.889E-002, 7.330E+001
 1.880E+002, 6.449E+002, 6.615E+002, 3.279E-002, 1.889E-002, 7.324E+001
 1.900E+002, 6.369E+002, 6.658E+002, 3.305E-002, 1.888E-002, 7.351E+001
 1.920E+002, 6.449E+002, 6.688E+002, 3.317E-002, 1.888E-002, 7.457E+001
 1.940E+002, 6.439E+002, 6.693E+002, 3.306E-002, 1.888E-002, 7.320E+001
 1.960E+002, 6.347E+002, 6.702E+002, 3.233E-002, 1.887E-002, 7.327E+001
 1.980E+002, 6.174E+002, 6.758E+002, 3.144E-002, 1.887E-002, 7.560E+001
 2.000E+002, 5.943E+002, 6.867E+002, 3.073E-002, 1.887E-002, 7.757E+001
 2.020E+002, 5.912E+002, 6.832E+002, 3.012E-002, 1.887E-002, 7.564E+001
 2.040E+002, 5.753E+002, 6.878E+002, 2.973E-002, 1.886E-002, 7.601E+001
 2.060E+002, 5.769E+002, 6.804E+002, 2.945E-002, 1.886E-002, 7.267E+001
 2.080E+002, 5.618E+002, 6.885E+002, 2.894E-002, 1.886E-002, 7.688E+001
 2.100E+002, 5.585E+002, 6.904E+002, 2.843E-002, 1.885E-002, 7.614E+001
 2.120E+002, 5.414E+002, 6.900E+002, 2.774E-002, 1.885E-002, 7.471E+001
 2.140E+002, 5.282E+002, 6.900E+002, 2.698E-002, 1.885E-002, 7.445E+001
 2.160E+002, 5.117E+002, 6.920E+002, 2.631E-002, 1.885E-002, 7.524E+001
 2.180E+002, 5.070E+002, 6.879E+002, 2.584E-002, 1.884E-002, 7.288E+001
 2.200E+002, 4.956E+002, 6.959E+002, 2.543E-002, 1.884E-002, 7.663E+001
 2.220E+002, 4.891E+002, 7.014E+002, 2.513E-002, 1.884E-002, 7.707E+001
 2.240E+002, 4.825E+002, 7.014E+002, 2.472E-002, 1.884E-002, 7.607E+001
 2.260E+002, 4.692E+002, 7.028E+002, 2.416E-002, 1.883E-002, 7.652E+001
 2.280E+002, 4.633E+002, 6.993E+002, 2.353E-002, 1.883E-002, 7.506E+001
 2.300E+002, 4.473E+002, 7.039E+002, 2.288E-002, 1.883E-002, 7.642E+001
 2.320E+002, 4.363E+002, 7.076E+002, 2.231E-002, 1.883E-002, 7.756E+001
 2.340E+002, 4.262E+002, 7.099E+002, 2.189E-002, 1.882E-002, 7.702E+001
 2.360E+002, 4.192E+002, 7.038E+002, 2.150E-002, 1.882E-002, 7.478E+001
 2.380E+002, 4.136E+002, 7.060E+002, 2.110E-002, 1.882E-002, 7.545E+001
 2.400E+002, 4.040E+002, 7.044E+002, 2.068E-002, 1.882E-002, 7.534E+001
 2.420E+002, 3.951E+002, 7.087E+002, 2.019E-002, 1.882E-002, 7.613E+001
 2.440E+002, 3.840E+002, 7.100E+002, 1.969E-002, 1.881E-002, 7.628E+001
 2.460E+002, 3.734E+002, 7.107E+002, 1.920E-002, 1.881E-002, 7.625E+001
 2.480E+002, 3.688E+002, 7.241E+002, 1.871E-002, 1.881E-002, 8.164E+001
 2.500E+002, 3.535E+002, 7.198E+002, 1.824E-002, 1.881E-002, 7.642E+001
 2.520E+002, 3.492E+002, 7.144E+002, 1.775E-002, 1.881E-002, 7.619E+001
 2.540E+002, 3.355E+002, 7.193E+002, 1.722E-002, 1.880E-002, 7.801E+001
 2.560E+002, 3.252E+002, 7.206E+002, 1.665E-002, 1.880E-002, 7.745E+001
 2.580E+002, 3.135E+002, 7.218E+002, 1.606E-002, 1.880E-002, 7.785E+001
 2.600E+002, 3.032E+002, 7.233E+002, 1.546E-002, 1.880E-002, 7.812E+001
 2.620E+002, 2.893E+002, 7.210E+002, 1.478E-002, 1.880E-002, 7.655E+001
 2.640E+002, 2.729E+002, 7.241E+002, 1.397E-002, 1.879E-002, 7.769E+001
 2.660E+002, 2.550E+002, 7.243E+002, 1.302E-002, 1.879E-002, 7.699E+001
 2.680E+002, 2.328E+002, 7.208E+002, 1.189E-002, 1.879E-002, 7.567E+001
 2.700E+002, 2.063E+002, 7.228E+002, 1.053E-002, 1.879E-002, 7.663E+001
 2.720E+002, 1.796E+002, 7.255E+002, 9.117E-003, 1.879E-002, 7.679E+001
 2.740E+002, 1.563E+002, 7.309E+002, 7.994E-003, 1.879E-002, 7.859E+001
 2.760E+002, 1.376E+002, 7.300E+002, 7.037E-003, 1.879E-002, 7.721E+001
 2.780E+002, 1.200E+002, 7.222E+002, 6.142E-003, 1.879E-002, 7.238E+001
 2.800E+002, 1.063E+002, 7.140E+002, 5.440E-003, 1.879E-002, 7.101E+001
 2.820E+002, 9.585E+001, 6.985E+002, 4.914E-003, 1.878E-002, 6.453E+001
 2.840E+002, 8.742E+001, 6.651E+002, 4.478E-003, 1.878E-002, 5.442E+001
 2.860E+002, 8.078E+001, 6.481E+002, 4.139E-003, 1.878E-002, 5.190E+001
 2.880E+002, 7.582E+001, 6.322E+002, 3.884E-003, 1.878E-002, 4.749E+001
 2.900E+002, 7.168E+001, 6.141E+002, 3.680E-003, 1.878E-002, 4.502E+001
 2.920E+002, 6.881E+001, 6.136E+002, 3.520E-003, 1.878E-002, 4.602E+001
 2.940E+002, 6.602E+001, 6.130E+002, 3.389E-003, 1.878E-002, 4.621E+001
 2.960E+002, 6.387E+001, 6.150E+002, 3.274E-003, 1.878E-002, 4.807E+001
 2.980E+002, 6.175E+001, 6.137E+002, 3.164E-003, 1.878E-002, 4.685E+001
 3.000E+002, 5.969E+001, 6.111E+002, 3.060E-003, 1.878E-002, 4.574E+001
