s,kW,C,kg/s,m,kW/m2
Time,HRR,temp,MLR,thick,flux
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.900E-002,-4.813E-011
 2.010E+000, 0.000E+000, 3.626E+001, 0.000E+000, 1.900E-002, 3.502E+001
 4.019E+000, 0.000E+000, 5.876E+001, 0.000E+000, 1.900E-002, 3.508E+001
 6.019E+000, 0.000E+000, 7.498E+001, 1.724E-018, 1.900E-002, 3.512E+001
 8.009E+000, 0.000E+000, 8.827E+001, 2.698E-017, 1.900E-002, 3.515E+001
 1.000E+001, 0.000E+000, 9.976E+001, 2.264E-016, 1.900E-002, 3.518E+001
 1.201E+001, 0.000E+000, 1.101E+002, 1.377E-015, 1.900E-002, 3.521E+001
 1.401E+001, 0.000E+000, 1.194E+002, 6.546E-015, 1.900E-002, 3.524E+001
 1.600E+001, 0.000E+000, 1.280E+002, 2.578E-014, 1.900E-002, 3.526E+001
 1.802E+001, 0.000E+000, 1.361E+002, 8.844E-014, 1.900E-002, 3.529E+001
 2.001E+001, 0.000E+000, 1.436E+002, 2.699E-013, 1.900E-002, 3.531E+001
 2.201E+001, 0.000E+000, 1.507E+002, 7.445E-013, 1.900E-002, 3.533E+001
 2.400E+001, 4.518E-010, 1.574E+002, 1.896E-012, 1.900E-002, 3.535E+001
 2.601E+001, 2.697E-008, 1.639E+002, 4.527E-012, 1.900E-002, 3.536E+001
 2.801E+001, 1.276E-007, 1.701E+002, 1.021E-011, 1.900E-002, 3.538E+001
 3.000E+001, 3.496E-007, 1.760E+002, 2.184E-011, 1.900E-002, 3.540E+001
 3.201E+001, 7.861E-007, 1.818E+002, 4.492E-011, 1.900E-002, 3.541E+001
 3.401E+001, 1.629E-006, 1.874E+002, 8.905E-011, 1.900E-002, 3.543E+001
 3.601E+001, 3.187E-006, 1.929E+002, 1.706E-010, 1.900E-002, 3.545E+001
 3.800E+001, 5.996E-006, 1.983E+002, 3.170E-010, 1.900E-002, 3.546E+001
 4.001E+001, 1.094E-005, 2.035E+002, 5.744E-010, 1.900E-002, 3.548E+001
 4.201E+001, 1.945E-005, 2.086E+002, 1.017E-009, 1.900E-002, 3.550E+001
 4.401E+001, 3.373E-005, 2.137E+002, 1.759E-009, 1.900E-002, 3.551E+001
 4.600E+001, 5.730E-005, 2.186E+002, 2.984E-009, 1.900E-002, 3.552E+001
 4.801E+001, 9.564E-005, 2.235E+002, 4.974E-009, 1.900E-002, 3.554E+001
 5.000E+001, 1.568E-004, 2.283E+002, 8.149E-009, 1.900E-002, 3.556E+001
 5.200E+001, 2.531E-004, 2.331E+002, 1.314E-008, 1.900E-002, 3.557E+001
 5.401E+001, 4.029E-004, 2.377E+002, 2.091E-008, 1.900E-002, 3.558E+001
 5.601E+001, 6.324E-004, 2.423E+002, 3.280E-008, 1.900E-002, 3.560E+001
 5.800E+001, 9.776E-004, 2.469E+002, 5.070E-008, 1.900E-002, 3.561E+001
 6.001E+001, 1.495E-003, 2.514E+002, 7.746E-008, 1.900E-002, 3.562E+001
 6.201E+001, 2.261E-003, 2.558E+002, 1.171E-007, 1.900E-002, 3.563E+001
 6.401E+001, 3.376E-003, 2.602E+002, 1.749E-007, 1.900E-002, 3.565E+001
 6.600E+001, 4.990E-003, 2.645E+002, 2.584E-007, 1.900E-002, 3.566E+001
 6.800E+001, 7.302E-003, 2.688E+002, 3.780E-007, 1.900E-002, 3.567E+001
 7.001E+001, 1.059E-002, 2.731E+002, 5.482E-007, 1.900E-002, 3.567E+001
 7.201E+001, 1.522E-002, 2.772E+002, 7.875E-007, 1.900E-002, 3.568E+001
 7.401E+001, 2.166E-002, 2.814E+002, 1.120E-006, 1.900E-002, 3.570E+001
 7.601E+001, 3.057E-002, 2.854E+002, 1.581E-006, 1.900E-002, 3.570E+001
 7.801E+001, 4.273E-002, 2.895E+002, 2.210E-006, 1.900E-002, 3.573E+001
 8.000E+001, 5.925E-002, 2.935E+002, 3.062E-006, 1.900E-002, 3.575E+001
 8.201E+001, 8.152E-002, 2.975E+002, 4.213E-006, 1.900E-002, 3.576E+001
 8.401E+001, 1.115E-001, 3.013E+002, 5.760E-006, 1.900E-002, 3.577E+001
 8.601E+001, 1.512E-001, 3.052E+002, 7.816E-006, 1.900E-002, 3.576E+001
 8.801E+001, 2.040E-001, 3.090E+002, 1.054E-005, 1.900E-002, 3.581E+001
 9.001E+001, 2.732E-001, 3.128E+002, 1.411E-005, 1.900E-002, 3.584E+001
 9.201E+001, 3.638E-001, 3.166E+002, 1.879E-005, 1.900E-002, 3.587E+001
 9.401E+001, 4.818E-001, 3.202E+002, 2.486E-005, 1.900E-002, 3.585E+001
 9.601E+001, 6.335E-001, 3.240E+002, 3.272E-005, 1.900E-002, 3.593E+001
 9.801E+001, 8.303E-001, 3.276E+002, 4.284E-005, 1.900E-002, 3.602E+001
 1.000E+002, 1.081E+000, 3.315E+002, 5.578E-005, 1.900E-002, 3.618E+001
 1.020E+002, 1.402E+000, 3.355E+002, 7.236E-005, 1.900E-002, 3.636E+001
 1.040E+002, 1.810E+000, 3.392E+002, 9.336E-005, 1.900E-002, 3.642E+001
 1.060E+002, 2.329E+000, 3.430E+002, 1.202E-004, 1.900E-002, 3.660E+001
 1.080E+002, 2.986E+000, 3.468E+002, 1.540E-004, 1.900E-002, 3.678E+001
 1.100E+002, 3.817E+000, 3.506E+002, 1.968E-004, 1.900E-002, 3.706E+001
 1.120E+002, 4.879E+000, 3.549E+002, 2.516E-004, 1.900E-002, 3.771E+001
 1.140E+002, 6.233E+000, 3.592E+002, 3.215E-004, 1.900E-002, 3.842E+001
 1.160E+002, 7.954E+000, 3.635E+002, 4.101E-004, 1.900E-002, 3.888E+001
 1.180E+002, 1.017E+001, 3.686E+002, 5.240E-004, 1.900E-002, 4.044E+001
 1.200E+002, 1.303E+001, 3.743E+002, 6.716E-004, 1.900E-002, 4.225E+001
 1.220E+002, 1.681E+001, 3.809E+002, 8.663E-004, 1.900E-002, 4.482E+001
 1.240E+002, 2.201E+001, 3.887E+002, 1.134E-003, 1.900E-002, 4.806E+001
 1.260E+002, 2.972E+001, 4.005E+002, 1.532E-003, 1.900E-002, 5.680E+001
 1.280E+002, 4.403E+001, 4.190E+002, 2.276E-003, 1.900E-002, 7.180E+001
 1.300E+002, 7.168E+001, 4.390E+002, 3.724E-003, 1.900E-002, 7.921E+001
 1.320E+002, 1.165E+002, 4.502E+002, 6.085E-003, 1.899E-002, 7.911E+001
 1.340E+002, 1.865E+002, 4.591E+002, 9.769E-003, 1.899E-002, 7.858E+001
 1.360E+002, 2.770E+002, 4.670E+002, 1.448E-002, 1.898E-002, 7.617E+001
 1.380E+002, 3.849E+002, 4.766E+002, 2.033E-002, 1.898E-002, 7.360E+001
 1.400E+002, 5.105E+002, 4.931E+002, 2.671E-002, 1.897E-002, 7.373E+001
 1.420E+002, 6.329E+002, 5.226E+002, 3.315E-002, 1.897E-002, 7.439E+001
 1.440E+002, 7.347E+002, 5.441E+002, 3.834E-002, 1.896E-002, 7.558E+001
 1.460E+002, 7.933E+002, 5.487E+002, 4.131E-002, 1.896E-002, 7.355E+001
 1.480E+002, 8.596E+002, 5.528E+002, 4.484E-002, 1.896E-002, 7.262E+001
