s,kW
Time,HRR
 0.000E+000, 0.000E+000
 2.020E+000, 0.000E+000
 4.001E+000, 0.000E+000
 6.009E+000, 0.000E+000
 8.006E+000, 0.000E+000
 1.000E+001, 0.000E+000
 1.201E+001, 0.000E+000
 1.401E+001, 0.000E+000
 1.600E+001, 0.000E+000
 1.800E+001, 0.000E+000
 2.000E+001, 0.000E+000
 2.201E+001, 0.000E+000
 2.401E+001, 0.000E+000
 2.601E+001, 0.000E+000
 2.800E+001, 2.983E-010
 3.001E+001, 1.104E-007
 3.200E+001, 1.048E-006
 3.400E+001, 5.419E-006
 3.600E+001, 2.322E-005
 3.800E+001, 8.800E-005
 4.000E+001, 3.025E-004
 4.201E+001, 9.584E-004
 4.400E+001, 2.810E-003
 4.600E+001, 7.712E-003
 4.800E+001, 1.999E-002
 5.000E+001, 4.917E-002
 5.200E+001, 1.155E-001
 5.401E+001, 2.611E-001
 5.600E+001, 5.711E-001
 5.800E+001, 1.221E+000
 6.000E+001, 2.612E+000
 6.200E+001, 5.782E+000
 6.400E+001, 1.423E+001
 6.600E+001, 5.273E+001
 6.800E+001, 1.966E+002
 7.000E+001, 4.001E+002
 7.200E+001, 5.176E+002
 7.400E+001, 5.202E+002
 7.600E+001, 4.074E+002
 7.800E+001, 3.618E+002
 8.000E+001, 3.873E+002
 8.200E+001, 3.600E+002
 8.400E+001, 3.640E+002
 8.600E+001, 3.383E+002
 8.800E+001, 3.252E+002
 9.000E+001, 3.754E+002
 9.200E+001, 3.971E+002
 9.400E+001, 3.674E+002
 9.600E+001, 3.757E+002
 9.800E+001, 4.107E+002
 1.000E+002, 4.206E+002
 1.020E+002, 4.354E+002
 1.040E+002, 4.412E+002
 1.060E+002, 4.497E+002
 1.080E+002, 4.927E+002
 1.100E+002, 5.081E+002
 1.120E+002, 4.980E+002
 1.140E+002, 5.469E+002
 1.160E+002, 5.705E+002
 1.180E+002, 5.770E+002
 1.200E+002, 5.901E+002
 1.220E+002, 6.146E+002
 1.240E+002, 6.216E+002
 1.260E+002, 6.272E+002
 1.280E+002, 6.404E+002
 1.300E+002, 6.198E+002
 1.320E+002, 5.226E+002
 1.340E+002, 4.784E+002
 1.360E+002, 4.334E+002
 1.380E+002, 4.143E+002
 1.400E+002, 4.150E+002
 1.420E+002, 4.143E+002
 1.440E+002, 3.995E+002
 1.460E+002, 3.909E+002
 1.480E+002, 3.799E+002
 1.500E+002, 3.694E+002
 1.520E+002, 3.523E+002
 1.540E+002, 3.364E+002
 1.560E+002, 2.987E+002
 1.580E+002, 2.285E+002
 1.600E+002, 1.980E+002
 1.620E+002, 1.747E+002
 1.640E+002, 1.656E+002
 1.660E+002, 1.568E+002
 1.680E+002, 1.487E+002
 1.700E+002, 1.405E+002
 1.720E+002, 1.263E+002
 1.740E+002, 1.187E+002
 1.760E+002, 1.126E+002
 1.780E+002, 1.067E+002
 1.800E+002, 1.009E+002
 1.820E+002, 9.562E+001
 1.840E+002, 9.090E+001
 1.860E+002, 8.693E+001
 1.880E+002, 8.289E+001
 1.900E+002, 7.902E+001
 1.920E+002, 7.538E+001
 1.940E+002, 7.214E+001
 1.960E+002, 6.932E+001
 1.980E+002, 6.648E+001
 2.000E+002, 6.386E+001
 2.020E+002, 6.149E+001
 2.040E+002, 5.947E+001
 2.060E+002, 5.740E+001
 2.080E+002, 5.539E+001
 2.100E+002, 5.371E+001
 2.120E+002, 5.209E+001
 2.140E+002, 5.070E+001
 2.160E+002, 4.922E+001
 2.180E+002, 4.793E+001
 2.200E+002, 4.662E+001
 2.220E+002, 4.566E+001
 2.240E+002, 4.467E+001
 2.260E+002, 4.373E+001
 2.280E+002, 4.285E+001
 2.300E+002, 4.199E+001
 2.320E+002, 4.125E+001
 2.340E+002, 4.056E+001
 2.360E+002, 3.988E+001
 2.380E+002, 3.937E+001
 2.400E+002, 3.873E+001
 2.420E+002, 3.823E+001
 2.440E+002, 3.776E+001
 2.460E+002, 3.721E+001
 2.480E+002, 3.671E+001
 2.500E+002, 3.628E+001
 2.520E+002, 3.593E+001
 2.540E+002, 3.558E+001
 2.560E+002, 3.530E+001
 2.580E+002, 3.497E+001
 2.600E+002, 3.455E+001
 2.620E+002, 3.426E+001
 2.640E+002, 3.387E+001
 2.660E+002, 3.360E+001
 2.680E+002, 3.326E+001
 2.700E+002, 3.294E+001
 2.720E+002, 3.270E+001
 2.740E+002, 3.245E+001
 2.760E+002, 3.221E+001
 2.780E+002, 3.201E+001
 2.800E+002, 3.178E+001
 2.820E+002, 3.152E+001
 2.840E+002, 3.129E+001
 2.860E+002, 3.111E+001
 2.880E+002, 3.090E+001
 2.900E+002, 3.078E+001
 2.920E+002, 3.070E+001
 2.940E+002, 3.046E+001
 2.960E+002, 3.032E+001
 2.980E+002, 3.016E+001
 3.000E+002, 3.006E+001
 3.020E+002, 2.989E+001
 3.040E+002, 2.971E+001
 3.060E+002, 2.962E+001
 3.080E+002, 2.950E+001
 3.100E+002, 2.928E+001
 3.120E+002, 2.915E+001
 3.140E+002, 2.901E+001
 3.160E+002, 2.896E+001
 3.180E+002, 2.887E+001
 3.200E+002, 2.875E+001
 3.220E+002, 2.863E+001
 3.240E+002, 2.857E+001
 3.260E+002, 2.838E+001
 3.280E+002, 2.828E+001
 3.300E+002, 2.816E+001
 3.320E+002, 2.804E+001
 3.340E+002, 2.795E+001
 3.360E+002, 2.786E+001
 3.380E+002, 2.781E+001
 3.400E+002, 2.770E+001
 3.420E+002, 2.760E+001
 3.440E+002, 2.755E+001
 3.460E+002, 2.749E+001
 3.480E+002, 2.740E+001
 3.500E+002, 2.732E+001
 3.520E+002, 2.725E+001
 3.540E+002, 2.714E+001
 3.560E+002, 2.706E+001
 3.580E+002, 2.695E+001
 3.600E+002, 2.693E+001
 3.620E+002, 2.689E+001
 3.640E+002, 2.684E+001
 3.660E+002, 2.676E+001
 3.680E+002, 2.667E+001
 3.700E+002, 2.659E+001
 3.720E+002, 2.651E+001
 3.740E+002, 2.650E+001
 3.760E+002, 2.648E+001
 3.780E+002, 2.642E+001
 3.800E+002, 2.637E+001
 3.820E+002, 2.631E+001
 3.840E+002, 2.622E+001
 3.860E+002, 2.617E+001
 3.880E+002, 2.611E+001
 3.900E+002, 2.603E+001
 3.920E+002, 2.594E+001
 3.940E+002, 2.588E+001
 3.960E+002, 2.588E+001
 3.980E+002, 2.583E+001
 4.000E+002, 2.579E+001
 4.020E+002, 2.572E+001
 4.040E+002, 2.568E+001
 4.060E+002, 2.562E+001
 4.080E+002, 2.554E+001
 4.100E+002, 2.549E+001
 4.120E+002, 2.543E+001
 4.140E+002, 2.537E+001
 4.160E+002, 2.528E+001
 4.180E+002, 2.526E+001
 4.200E+002, 2.525E+001
 4.220E+002, 2.520E+001
 4.240E+002, 2.517E+001
 4.260E+002, 2.512E+001
 4.280E+002, 2.503E+001
 4.300E+002, 2.497E+001
 4.320E+002, 2.493E+001
 4.340E+002, 2.490E+001
 4.360E+002, 2.491E+001
 4.380E+002, 2.487E+001
 4.400E+002, 2.479E+001
 4.420E+002, 2.474E+001
 4.440E+002, 2.479E+001
 4.460E+002, 2.478E+001
 4.480E+002, 2.468E+001
 4.500E+002, 2.461E+001
 4.520E+002, 2.458E+001
 4.540E+002, 2.452E+001
 4.560E+002, 2.449E+001
 4.580E+002, 2.448E+001
 4.600E+002, 2.443E+001
 4.620E+002, 2.441E+001
 4.640E+002, 2.437E+001
 4.660E+002, 2.431E+001
 4.680E+002, 2.424E+001
 4.700E+002, 2.419E+001
 4.720E+002, 2.417E+001
 4.740E+002, 2.419E+001
 4.760E+002, 2.413E+001
 4.780E+002, 2.407E+001
 4.800E+002, 2.401E+001
 4.820E+002, 2.396E+001
 4.840E+002, 2.395E+001
 4.860E+002, 2.396E+001
 4.880E+002, 2.395E+001
 4.900E+002, 2.389E+001
 4.920E+002, 2.383E+001
 4.940E+002, 2.382E+001
 4.960E+002, 2.381E+001
 4.980E+002, 2.374E+001
 5.000E+002, 2.367E+001
 5.020E+002, 2.364E+001
 5.040E+002, 2.363E+001
 5.060E+002, 2.368E+001
 5.080E+002, 2.364E+001
 5.100E+002, 2.358E+001
 5.120E+002, 2.352E+001
 5.140E+002, 2.346E+001
 5.160E+002, 2.340E+001
 5.180E+002, 2.344E+001
 5.200E+002, 2.339E+001
 5.220E+002, 2.336E+001
 5.240E+002, 2.329E+001
 5.260E+002, 2.331E+001
 5.280E+002, 2.330E+001
 5.300E+002, 2.320E+001
 5.320E+002, 2.321E+001
 5.340E+002, 2.317E+001
 5.360E+002, 2.312E+001
 5.380E+002, 2.308E+001
 5.400E+002, 2.305E+001
 5.420E+002, 2.305E+001
 5.440E+002, 2.300E+001
 5.460E+002, 2.295E+001
 5.480E+002, 2.288E+001
 5.500E+002, 2.286E+001
 5.520E+002, 2.285E+001
 5.540E+002, 2.282E+001
 5.560E+002, 2.280E+001
 5.580E+002, 2.280E+001
 5.600E+002, 2.277E+001
 5.620E+002, 2.275E+001
 5.640E+002, 2.264E+001
 5.660E+002, 2.264E+001
 5.680E+002, 2.263E+001
 5.700E+002, 2.261E+001
 5.720E+002, 2.262E+001
 5.740E+002, 2.254E+001
 5.760E+002, 2.255E+001
 5.780E+002, 2.252E+001
 5.800E+002, 2.247E+001
 5.820E+002, 2.244E+001
 5.840E+002, 2.239E+001
 5.860E+002, 2.236E+001
 5.880E+002, 2.234E+001
 5.900E+002, 2.234E+001
 5.920E+002, 2.233E+001
 5.940E+002, 2.226E+001
 5.960E+002, 2.226E+001
 5.980E+002, 2.221E+001
 6.000E+002, 2.216E+001
