s,C,kg/m2/s,m
 3.4001000E+002, 4.4399203E+002, 1.3916774E-002, 3.0480243E-002
 3.4501000E+002, 4.4426532E+002, 1.4041413E-002, 3.0429544E-002
 3.5001000E+002, 4.4352712E+002, 1.4104246E-002, 3.0378667E-002
 3.5501000E+002, 4.4402739E+002, 1.4335156E-002, 3.0327084E-002
 3.6001000E+002, 4.4442890E+002, 1.4476320E-002, 3.0274878E-002
 3.6501000E+002, 4.4365665E+002, 1.4461879E-002, 3.0222444E-002
 3.7001000E+002, 4.4384516E+002, 1.4674197E-002, 3.0169683E-002
 3.7501000E+002, 4.4426465E+002, 1.4814220E-002, 3.0116246E-002
 3.8001000E+002, 4.4458294E+002, 1.4907263E-002, 3.0062375E-002
 3.8501000E+002, 4.4380411E+002, 1.4914235E-002, 3.0008445E-002
 3.9001000E+002, 4.4429116E+002, 1.5102204E-002, 2.9953997E-002
 3.9501000E+002, 4.4467479E+002, 1.5194391E-002, 2.9899104E-002
 4.0001000E+002, 4.4440111E+002, 1.5178803E-002, 2.9843984E-002
 4.0501000E+002, 4.4393732E+002, 1.5269640E-002, 2.9788948E-002
 4.1001000E+002, 4.4436317E+002, 1.5387674E-002, 2.9733378E-002
 4.1501000E+002, 4.4473997E+002, 1.5455923E-002, 2.9677497E-002
 4.2001000E+002, 4.4393626E+002, 1.5382424E-002, 2.9621604E-002
 4.2501000E+002, 4.4399878E+002, 1.5524534E-002, 2.9565654E-002
 4.3001000E+002, 4.4423494E+002, 1.5568531E-002, 2.9509259E-002
 4.3501000E+002, 4.4397320E+002, 1.5606586E-002, 2.9452867E-002
 4.4001000E+002, 4.4440499E+002, 1.5695659E-002, 2.9396122E-002
 4.4501000E+002, 4.4416668E+002, 1.5669207E-002, 2.9339306E-002
 4.5001000E+002, 4.4444953E+002, 1.5762368E-002, 2.9282361E-002
 4.5501000E+002, 4.4482749E+002, 1.5798809E-002, 2.9225178E-002
 4.6001000E+002, 4.4489093E+002, 1.5773514E-002, 2.9167910E-002
 4.6501000E+002, 4.4405909E+002, 1.5749238E-002, 2.9110926E-002
 4.7001000E+002, 4.4449559E+002, 1.5846091E-002, 2.9053643E-002
 4.7501000E+002, 4.4487052E+002, 1.5879355E-002, 2.8996164E-002
 4.8001000E+002, 4.4432444E+002, 1.5794054E-002, 2.8938719E-002
 4.8501000E+002, 4.4411400E+002, 1.5874018E-002, 2.8881437E-002
 4.9001000E+002, 4.4452132E+002, 1.5931576E-002, 2.8823798E-002
 4.9501000E+002, 4.4489552E+002, 1.5957291E-002, 2.8766024E-002
 5.0001000E+002, 4.4425178E+002, 1.5889642E-002, 2.8708376E-002
 5.0501000E+002, 4.4440400E+002, 1.5944078E-002, 2.8650601E-002
 5.1001000E+002, 4.4397339E+002, 1.5937861E-002, 2.8592947E-002
 5.1501000E+002, 4.4441489E+002, 1.6016155E-002, 2.8535018E-002
 5.2001000E+002, 4.4427739E+002, 1.5982944E-002, 2.8477035E-002
 5.2501000E+002, 4.4447941E+002, 1.6049255E-002, 2.8419020E-002
 5.3001000E+002, 4.4486557E+002, 1.6067290E-002, 2.8360832E-002
 5.3501000E+002, 4.4429090E+002, 1.5966757E-002, 2.8302756E-002
 5.4001000E+002, 4.4425050E+002, 1.6046441E-002, 2.8244822E-002
 5.4501000E+002, 4.4465534E+002, 1.6085107E-002, 2.8186598E-002
 5.5001000E+002, 4.4502302E+002, 1.6097174E-002, 2.8128289E-002
 5.5501000E+002, 4.4438952E+002, 1.6036520E-002, 2.8070142E-002
 5.6001000E+002, 4.4485310E+002, 1.6114722E-002, 2.8011837E-002
 5.6501000E+002, 4.4522892E+002, 1.6121974E-002, 2.7953432E-002
 5.7001000E+002, 4.4432596E+002, 1.6008387E-002, 2.7895253E-002
 5.7501000E+002, 4.4459947E+002, 1.6105501E-002, 2.7837062E-002
 5.8001000E+002, 4.4499990E+002, 1.6132826E-002, 2.7778649E-002
 5.8501000E+002, 4.4507206E+002, 1.6099294E-002, 2.7720206E-002
 5.9001000E+002, 4.4488187E+002, 1.6125036E-002, 2.7661896E-002
 5.9501000E+002, 4.4528629E+002, 1.6147831E-002, 2.7603409E-002
 6.0001000E+002, 4.4564998E+002, 1.6142313E-002, 2.7544912E-002
 6.0501000E+002, 4.4475498E+002, 1.6035425E-002, 2.7486638E-002
 6.1001000E+002, 4.4499501E+002, 1.6126558E-002, 2.7428371E-002
 6.1501000E+002, 4.4540017E+002, 1.6149987E-002, 2.7369885E-002
 6.2001000E+002, 4.4517430E+002, 1.6078379E-002, 2.7311426E-002
 6.2501000E+002, 4.4464666E+002, 1.6103365E-002, 2.7253234E-002
 6.3001000E+002, 4.4510207E+002, 1.6157774E-002, 2.7194761E-002
 6.3501000E+002, 4.4551147E+002, 1.6156918E-002, 2.7136211E-002
 6.4001000E+002, 4.4525360E+002, 1.6115687E-002, 2.7077772E-002
 6.4501000E+002, 4.4562379E+002, 1.6145151E-002, 2.7019305E-002
 6.5001000E+002, 4.4603432E+002, 1.6133331E-002, 2.6960826E-002
 6.5501000E+002, 4.4563470E+002, 1.6048071E-002, 2.6902482E-002
 6.6001000E+002, 4.4542913E+002, 1.6097486E-002, 2.6844313E-002
 6.6501000E+002, 4.4590161E+002, 1.6113979E-002, 2.6785939E-002
 6.7001000E+002, 4.4600717E+002, 1.6082428E-002, 2.6727611E-002
 6.7501000E+002, 4.4633385E+002, 1.6083529E-002, 2.6669338E-002
 6.8001000E+002, 4.4565129E+002, 1.5997158E-002, 2.6611251E-002
 6.8501000E+002, 4.4608156E+002, 1.6052510E-002, 2.6553165E-002
 6.9001000E+002, 4.4661470E+002, 1.6027852E-002, 2.6495039E-002
 6.9501000E+002, 4.4686457E+002, 1.5988091E-002, 2.6437041E-002
 7.0001000E+002, 4.4729719E+002, 1.5965869E-002, 2.6379150E-002
 7.0501000E+002, 4.4787762E+002, 1.5923237E-002, 2.6321380E-002
 7.1001000E+002, 4.4757354E+002, 1.5833811E-002, 2.6263838E-002
 7.1501000E+002, 4.4786366E+002, 1.5829852E-002, 2.6206490E-002
 7.2001000E+002, 4.4864391E+002, 1.5776632E-002, 2.6149223E-002
 7.2501000E+002, 4.4930459E+002, 1.5709193E-002, 2.6092183E-002
 7.3001000E+002, 4.5017613E+002, 1.5633075E-002, 2.6035397E-002
 7.3501000E+002, 4.5041239E+002, 1.5491159E-002, 2.5978992E-002
 7.4001000E+002, 4.5131430E+002, 1.5409159E-002, 2.5923031E-002
 7.4501000E+002, 4.5275382E+002, 1.5292446E-002, 2.5867403E-002
 7.5001000E+002, 4.5439348E+002, 1.5148613E-002, 2.5812248E-002
 7.5501000E+002, 4.5616862E+002, 1.4875135E-002, 2.5757759E-002
 7.6001000E+002, 4.5860183E+002, 1.4643848E-002, 2.5704376E-002
 7.6501000E+002, 4.6181710E+002, 1.4415789E-002, 2.5651706E-002
 7.7001000E+002, 4.6584912E+002, 1.4099541E-002, 2.5600019E-002
 7.7501000E+002, 4.7128076E+002, 1.3653744E-002, 2.5549692E-002
 7.8001000E+002, 4.7961162E+002, 1.2942881E-002, 2.5501390E-002
 7.8501000E+002, 4.9840159E+002, 1.1142419E-002, 2.5457001E-002
 7.9001000E+002, 6.0251310E+002, 7.2399850E-004, 2.3944533E-002
 7.9501000E+002, 6.3732476E+002, 0.0000000E+000, 2.3778758E-002
 8.0001000E+002, 6.4390200E+002, 0.0000000E+000, 2.3778758E-002
 8.0501000E+002, 6.4746885E+002, 0.0000000E+000, 2.3778758E-002
 8.1001000E+002, 6.4996370E+002, 0.0000000E+000, 2.3778758E-002
 8.1501000E+002, 6.5195762E+002, 0.0000000E+000, 2.3778758E-002
 8.2001000E+002, 6.5366017E+002, 0.0000000E+000, 2.3778758E-002
 8.2501000E+002, 6.5516127E+002, 0.0000000E+000, 2.3778758E-002
 8.3001000E+002, 6.5650488E+002, 0.0000000E+000, 2.3778758E-002
 8.3501000E+002, 6.5771372E+002, 0.0000000E+000, 2.3778758E-002
 8.4001000E+002, 6.5880071E+002, 0.0000000E+000, 2.3778758E-002
 8.4501000E+002, 6.5977444E+002, 0.0000000E+000, 2.3778758E-002
 8.5001000E+002, 6.6064264E+002, 0.0000000E+000, 2.3778758E-002
 8.5501000E+002, 6.6141293E+002, 0.0000000E+000, 2.3778758E-002
 8.6001000E+002, 6.6209293E+002, 0.0000000E+000, 2.3778758E-002
 8.6501000E+002, 6.6269017E+002, 0.0000000E+000, 2.3778758E-002
 8.7001000E+002, 6.6321290E+002, 0.0000000E+000, 2.3778758E-002
 8.7501000E+002, 6.6366882E+002, 0.0000000E+000, 2.3778758E-002
 8.8001000E+002, 6.6406515E+002, 0.0000000E+000, 2.3778758E-002
 8.8501000E+002, 6.6440898E+002, 0.0000000E+000, 2.3778758E-002
 8.9001000E+002, 6.6470650E+002, 0.0000000E+000, 2.3778758E-002
 8.9501000E+002, 6.6496345E+002, 0.0000000E+000, 2.3778758E-002
 9.0001000E+002, 6.6518489E+002, 0.0000000E+000, 2.3778758E-002
 9.0501000E+002, 6.6537559E+002, 0.0000000E+000, 2.3778758E-002
 9.1001000E+002, 6.6553951E+002, 0.0000000E+000, 2.3778758E-002
 9.1501000E+002, 6.6568034E+002, 0.0000000E+000, 2.3778758E-002
 9.2001000E+002, 6.6580120E+002, 0.0000000E+000, 2.3778758E-002
 9.2501000E+002, 6.6590493E+002, 0.0000000E+000, 2.3778758E-002
 9.3001000E+002, 6.6599381E+002, 0.0000000E+000, 2.3778758E-002
 9.3501000E+002, 6.6607011E+002, 0.0000000E+000, 2.3778758E-002
 9.4001000E+002, 6.6613536E+002, 0.0000000E+000, 2.3778758E-002
 9.4501000E+002, 6.6619106E+002, 0.0000000E+000, 2.3778758E-002
 9.5001000E+002, 6.6623898E+002, 0.0000000E+000, 2.3778758E-002
 9.5501000E+002, 6.6627966E+002, 0.0000000E+000, 2.3778758E-002
 9.6001000E+002, 6.6631461E+002, 0.0000000E+000, 2.3778758E-002
 9.6501000E+002, 6.6634455E+002, 0.0000000E+000, 2.3778758E-002
 9.7001000E+002, 6.6637008E+002, 0.0000000E+000, 2.3778758E-002
 9.7501000E+002, 6.6639182E+002, 0.0000000E+000, 2.3778758E-002
 9.8001000E+002, 6.6641047E+002, 0.0000000E+000, 2.3778758E-002
 9.8501000E+002, 6.6642636E+002, 0.0000000E+000, 2.3778758E-002
 9.9001000E+002, 6.6643992E+002, 0.0000000E+000, 2.3778758E-002
 9.9501000E+002, 6.6645156E+002, 0.0000000E+000, 2.3778758E-002
 1.0000000E+003, 6.6646150E+002, 0.0000000E+000, 2.3778758E-002
