s,C,kg/m2/s,m
 3.3001000E+002, 4.6352076E+002, 1.6111657E-002, 3.0409224E-002
 3.3501000E+002, 4.6400077E+002, 1.6356157E-002, 3.0338527E-002
 3.4001000E+002, 4.6345131E+002, 1.6544595E-002, 3.0267187E-002
 3.4501000E+002, 4.6422866E+002, 1.6902910E-002, 3.0194381E-002
 3.5001000E+002, 4.6392235E+002, 1.7004913E-002, 3.0120525E-002
 3.5501000E+002, 4.6368930E+002, 1.7271874E-002, 3.0046125E-002
 3.6001000E+002, 4.6378337E+002, 1.7522556E-002, 2.9970557E-002
 3.6501000E+002, 4.6450594E+002, 1.7801991E-002, 2.9893697E-002
 3.7001000E+002, 4.6409741E+002, 1.7854235E-002, 2.9816063E-002
 3.7501000E+002, 4.6406614E+002, 1.8122777E-002, 2.9737999E-002
 3.8001000E+002, 4.6474136E+002, 1.8344484E-002, 2.9658682E-002
 3.8501000E+002, 4.6406510E+002, 1.8381134E-002, 2.9578934E-002
 3.9001000E+002, 4.6476335E+002, 1.8660638E-002, 2.9498314E-002
 3.9501000E+002, 4.6387354E+002, 1.8642768E-002, 2.9417326E-002
 4.0001000E+002, 4.6462728E+002, 1.8912437E-002, 2.9335570E-002
 4.0501000E+002, 4.6464045E+002, 1.8947227E-002, 2.9253154E-002
 4.1001000E+002, 4.6465290E+002, 1.9116134E-002, 2.9170533E-002
 4.1501000E+002, 4.6529527E+002, 1.9242928E-002, 2.9087104E-002
 4.2001000E+002, 4.6424257E+002, 1.9160989E-002, 2.9003701E-002
 4.2501000E+002, 4.6488039E+002, 1.9373199E-002, 2.8919858E-002
 4.3001000E+002, 4.6468428E+002, 1.9340303E-002, 2.8835550E-002
 4.3501000E+002, 4.6438682E+002, 1.9459542E-002, 2.8751378E-002
 4.4001000E+002, 4.6488554E+002, 1.9542327E-002, 2.8666481E-002
 4.4501000E+002, 4.6458683E+002, 1.9582362E-002, 2.8581557E-002
 4.5001000E+002, 4.6450949E+002, 1.9585455E-002, 2.8496240E-002
 4.5501000E+002, 4.6455181E+002, 1.9705225E-002, 2.8410955E-002
 4.6001000E+002, 4.6521492E+002, 1.9787155E-002, 2.8325068E-002
 4.6501000E+002, 4.6466509E+002, 1.9735641E-002, 2.8239245E-002
 4.7001000E+002, 4.6537987E+002, 1.9868516E-002, 2.8153049E-002
 4.7501000E+002, 4.6499391E+002, 1.9773382E-002, 2.8066776E-002
 4.8001000E+002, 4.6492562E+002, 1.9877759E-002, 2.7980705E-002
 4.8501000E+002, 4.6549941E+002, 1.9928018E-002, 2.7894102E-002
 4.9001000E+002, 4.6515520E+002, 1.9920414E-002, 2.7807581E-002
 4.9501000E+002, 4.6585731E+002, 2.0004347E-002, 2.7720712E-002
 5.0001000E+002, 4.6527245E+002, 1.9897149E-002, 2.7633934E-002
 5.0501000E+002, 4.6543209E+002, 2.0001656E-002, 2.7547234E-002
 5.1001000E+002, 4.6550725E+002, 2.0032408E-002, 2.7460249E-002
 5.1501000E+002, 4.6506454E+002, 1.9976498E-002, 2.7373251E-002
 5.2001000E+002, 4.6560309E+002, 2.0098479E-002, 2.7286118E-002
 5.2501000E+002, 4.6589975E+002, 2.0078795E-002, 2.7198719E-002
 5.3001000E+002, 4.6615471E+002, 2.0120782E-002, 2.7111377E-002
 5.3501000E+002, 4.6661088E+002, 2.0080671E-002, 2.7023903E-002
 5.4001000E+002, 4.6585400E+002, 2.0035240E-002, 2.6936842E-002
 5.4501000E+002, 4.6665227E+002, 2.0113415E-002, 2.6849479E-002
 5.5001000E+002, 4.6679039E+002, 2.0084125E-002, 2.6762128E-002
 5.5501000E+002, 4.6760035E+002, 2.0077258E-002, 2.6674775E-002
 5.6001000E+002, 4.6698336E+002, 1.9966236E-002, 2.6587776E-002
 5.6501000E+002, 4.6773087E+002, 2.0025081E-002, 2.6500793E-002
 5.7001000E+002, 4.6730476E+002, 1.9905171E-002, 2.6413988E-002
 5.7501000E+002, 4.6790075E+002, 1.9934497E-002, 2.6327367E-002
 5.8001000E+002, 4.6890440E+002, 1.9857784E-002, 2.6240850E-002
 5.8501000E+002, 4.7009603E+002, 1.9734463E-002, 2.6154766E-002
 5.9001000E+002, 4.7135199E+002, 1.9594662E-002, 2.6069261E-002
 5.9501000E+002, 4.7210441E+002, 1.9365523E-002, 2.5984534E-002
 6.0001000E+002, 4.7377111E+002, 1.9176912E-002, 2.5900749E-002
 6.0501000E+002, 4.7630577E+002, 1.8890181E-002, 2.5817963E-002
 6.1001000E+002, 4.7893067E+002, 1.8343123E-002, 2.5736978E-002
 6.1501000E+002, 4.8361588E+002, 1.7878205E-002, 2.5658192E-002
 6.2001000E+002, 4.9026718E+002, 1.7131347E-002, 2.5581959E-002
 6.2501000E+002, 5.0125265E+002, 1.5795241E-002, 2.5510041E-002
 6.3001000E+002, 5.4150954E+002, 9.4667195E-003, 2.5081937E-002
 6.3501000E+002, 6.2821811E+002, 0.0000000E+000, 2.3778776E-002
 6.4001000E+002, 6.4122817E+002, 0.0000000E+000, 2.3778776E-002
 6.4501000E+002, 6.4601581E+002, 0.0000000E+000, 2.3778776E-002
 6.5001000E+002, 6.4896954E+002, 0.0000000E+000, 2.3778776E-002
 6.5501000E+002, 6.5118000E+002, 0.0000000E+000, 2.3778776E-002
 6.6001000E+002, 6.5300707E+002, 0.0000000E+000, 2.3778776E-002
 6.6501000E+002, 6.5459191E+002, 0.0000000E+000, 2.3778776E-002
 6.7001000E+002, 6.5599887E+002, 0.0000000E+000, 2.3778776E-002
 6.7501000E+002, 6.5726054E+002, 0.0000000E+000, 2.3778776E-002
 6.8001000E+002, 6.5839448E+002, 0.0000000E+000, 2.3778776E-002
 6.8501000E+002, 6.5941152E+002, 0.0000000E+000, 2.3778776E-002
 6.9001000E+002, 6.6031986E+002, 0.0000000E+000, 2.3778776E-002
 6.9501000E+002, 6.6112710E+002, 0.0000000E+000, 2.3778776E-002
 7.0001000E+002, 6.6184089E+002, 0.0000000E+000, 2.3778776E-002
 7.0501000E+002, 6.6246908E+002, 0.0000000E+000, 2.3778776E-002
 7.1001000E+002, 6.6301961E+002, 0.0000000E+000, 2.3778776E-002
 7.1501000E+002, 6.6350035E+002, 0.0000000E+000, 2.3778776E-002
 7.2001000E+002, 6.6391878E+002, 0.0000000E+000, 2.3778776E-002
 7.2501000E+002, 6.6428201E+002, 0.0000000E+000, 2.3778776E-002
 7.3001000E+002, 6.6459654E+002, 0.0000000E+000, 2.3778776E-002
 7.3501000E+002, 6.6486836E+002, 0.0000000E+000, 2.3778776E-002
 7.4001000E+002, 6.6510288E+002, 0.0000000E+000, 2.3778776E-002
 7.4501000E+002, 6.6530491E+002, 0.0000000E+000, 2.3778776E-002
 7.5000000E+002, 6.6547856E+002, 0.0000000E+000, 2.3778776E-002
