s,C,kg/m2/s,m
Time,temp,MLR,thick
 0.0000000E+000, 2.0000000E+001, 0.0000000E+000, 3.2234300E-002
 5.0100000E+000, 6.9967872E+001, 0.0000000E+000, 3.2234300E-002
 1.0010000E+001, 1.2929794E+002, 0.0000000E+000, 3.2234300E-002
 1.5010000E+001, 1.6897877E+002, 0.0000000E+000, 3.2234300E-002
 2.0000000E+001, 2.0047668E+002, 0.0000000E+000, 3.2234300E-002
 2.5000000E+001, 2.2700006E+002, 0.0000000E+000, 3.2234300E-002
 3.0000000E+001, 2.5003742E+002, 2.1984185E-013, 3.2234300E-002
 3.5000000E+001, 2.6593653E+002, 3.2461503E-010, 3.2234300E-002
 4.0000000E+001, 2.8333811E+002, 5.1458600E-009, 3.2234300E-002
 4.5010000E+001, 2.9818978E+002, 2.2307596E-008, 3.2234300E-002
 5.0010000E+001, 3.1442014E+002, 1.1559646E-007, 3.2234300E-002
 5.5010000E+001, 3.2782101E+002, 3.8219684E-007, 3.2234299E-002
 6.0010000E+001, 3.4022804E+002, 1.2082799E-006, 3.2234296E-002
 6.5010000E+001, 3.5296011E+002, 3.5511989E-006, 3.2234286E-002
 7.0010000E+001, 3.6295575E+002, 8.1805386E-006, 3.2234262E-002
 7.5000000E+001, 3.7379322E+002, 1.9776805E-005, 3.2234204E-002
 8.0000000E+001, 3.8344664E+002, 4.1707066E-005, 3.2234075E-002
 8.5000000E+001, 3.9197572E+002, 8.0669787E-005, 3.2233818E-002
 9.0000000E+001, 4.0078588E+002, 1.5580833E-004, 3.2233319E-002
 9.5000000E+001, 4.0839131E+002, 2.7011102E-004, 3.2232407E-002
 1.0000000E+002, 4.1537428E+002, 4.4724471E-004, 3.2230879E-002
 1.0500000E+002, 4.2207871E+002, 7.1597202E-004, 3.2228379E-002
 1.1000000E+002, 4.2764419E+002, 1.0499621E-003, 3.2224561E-002
 1.1500000E+002, 4.3260851E+002, 1.4764264E-003, 3.2219108E-002
 1.2000000E+002, 4.3699030E+002, 1.9812389E-003, 3.2211600E-002
 1.2500000E+002, 4.4046065E+002, 2.4931043E-003, 3.2201876E-002
 1.3000000E+002, 4.4349339E+002, 3.0458371E-003, 3.2189848E-002
 1.3500000E+002, 4.4591546E+002, 3.5776966E-003, 3.2175396E-002
 1.4000000E+002, 4.4675307E+002, 3.9961806E-003, 3.2159004E-002
 1.4500000E+002, 4.4894073E+002, 4.5732357E-003, 3.2140338E-002
 1.5000000E+002, 4.5067915E+002, 5.0756325E-003, 3.2119332E-002
 1.5500000E+002, 4.5185650E+002, 5.4865056E-003, 3.2096290E-002
 1.6001000E+002, 4.5213020E+002, 5.8556223E-003, 3.2071733E-002
 1.6501000E+002, 4.5358831E+002, 6.3453073E-003, 3.2045120E-002
 1.7001000E+002, 4.5477099E+002, 6.7605461E-003, 3.2016621E-002
 1.7501000E+002, 4.5468982E+002, 7.0058613E-003, 3.1986654E-002
 1.8001000E+002, 4.5566169E+002, 7.4629277E-003, 3.1955244E-002
 1.8501000E+002, 4.5671003E+002, 7.8571701E-003, 3.1921916E-002
 1.9001000E+002, 4.5649247E+002, 8.0287881E-003, 3.1887218E-002
 1.9501000E+002, 4.5682562E+002, 8.4102820E-003, 3.1851675E-002
 2.0001000E+002, 4.5783650E+002, 8.8074284E-003, 3.1814206E-002
 2.0501000E+002, 4.5775490E+002, 8.9919799E-003, 3.1775381E-002
 2.1001000E+002, 4.5803742E+002, 9.3620519E-003, 3.1735649E-002
 2.1501000E+002, 4.5899064E+002, 9.7426889E-003, 3.1694066E-002
 2.2001000E+002, 4.5951619E+002, 9.9920270E-003, 3.1651043E-002
 2.2501000E+002, 4.5913027E+002, 1.0191842E-002, 3.1607355E-002
 2.3001000E+002, 4.6006664E+002, 1.0576479E-002, 3.1562126E-002
 2.3501000E+002, 4.5944905E+002, 1.0636574E-002, 3.1515971E-002
 2.4001000E+002, 4.6010581E+002, 1.1023995E-002, 3.1468933E-002
 2.4501000E+002, 4.6089221E+002, 1.1326461E-002, 3.1420322E-002
 2.5001000E+002, 4.6018393E+002, 1.1413821E-002, 3.1370977E-002
 2.5501000E+002, 4.6107597E+002, 1.1851846E-002, 3.1320329E-002
 2.6001000E+002, 4.6183411E+002, 1.2168225E-002, 3.1268095E-002
 2.6501000E+002, 4.6100938E+002, 1.2275073E-002, 3.1215098E-002
 2.7001000E+002, 4.6197027E+002, 1.2738383E-002, 3.1160595E-002
 2.7501000E+002, 4.6266193E+002, 1.3050067E-002, 3.1104496E-002
 2.8001000E+002, 4.6146374E+002, 1.3126209E-002, 3.1047751E-002
 2.8501000E+002, 4.6240558E+002, 1.3599014E-002, 3.0989528E-002
 2.9001000E+002, 4.6293517E+002, 1.3877775E-002, 3.0929688E-002
 2.9501000E+002, 4.6232666E+002, 1.4076513E-002, 3.0869110E-002
 3.0001000E+002, 4.6211962E+002, 1.4315968E-002, 3.0807366E-002
 3.0501000E+002, 4.6294446E+002, 1.4757277E-002, 3.0744092E-002
 3.1001000E+002, 4.6286803E+002, 1.4939431E-002, 3.0679427E-002
 3.1501000E+002, 4.6317838E+002, 1.5314630E-002, 3.0613771E-002
 3.2001000E+002, 4.6389551E+002, 1.5628710E-002, 3.0546469E-002
 3.2501000E+002, 4.6296259E+002, 1.5699662E-002, 3.0478382E-002
