s,kW,C,kg/m2/s,m,kW/m2
Time,HRR,temp,MLR,thick,flux
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 2.100E-002,-4.653E-011
 2.010E+000, 0.000E+000, 7.739E+001, 5.383E-018, 2.100E-002, 9.209E+001
 4.008E+000, 2.725E-007, 1.609E+002, 2.175E-010, 2.100E-002, 9.235E+001
 6.002E+000, 9.277E-003, 2.222E+002, 6.815E-006, 2.100E-002, 9.254E+001
 8.000E+000, 1.099E+001, 2.729E+002, 9.387E-003, 2.100E-002, 9.811E+001
 1.000E+001, 1.779E+002, 3.185E+002, 1.089E-001, 2.100E-002, 1.284E+002
 1.200E+001, 1.734E+002, 3.968E+002, 1.007E-001, 2.100E-002, 1.282E+002
 1.400E+001, 1.588E+002, 4.666E+002, 8.516E-002, 2.100E-002, 1.294E+002
 1.600E+001, 1.555E+002, 5.129E+002, 4.163E-002, 2.100E-002, 1.330E+002
 1.800E+001, 2.318E+002, 5.346E+002, 8.082E-002, 2.100E-002, 1.303E+002
 2.000E+001, 2.552E+002, 5.451E+002, 3.874E-002, 2.100E-002, 1.304E+002
 2.200E+001, 3.410E+002, 5.579E+002, 3.842E-002, 2.100E-002, 1.294E+002
 2.400E+001, 3.387E+002, 5.755E+002, 6.461E-002, 2.100E-002, 1.320E+002
 2.600E+001, 3.667E+002, 5.933E+002, 3.906E-002, 2.100E-002, 1.301E+002
 2.800E+001, 3.673E+002, 6.092E+002, 2.930E-002, 2.100E-002, 1.296E+002
 3.000E+001, 3.487E+002, 6.200E+002, 5.650E-002, 2.100E-002, 1.314E+002
 3.200E+001, 3.352E+002, 6.275E+002, 5.276E-002, 2.100E-002, 1.310E+002
 3.400E+001, 3.170E+002, 6.384E+002, 1.967E-002, 2.100E-002, 1.311E+002
 3.600E+001, 3.184E+002, 6.552E+002, 4.372E-002, 2.100E-002, 1.325E+002
 3.800E+001, 3.097E+002, 6.640E+002, 5.575E-002, 2.100E-002, 1.321E+002
 4.000E+001, 2.782E+002, 6.693E+002, 3.058E-002, 2.100E-002, 1.322E+002
 4.200E+001, 2.930E+002, 6.760E+002, 2.854E-002, 2.100E-002, 1.330E+002
 4.400E+001, 2.964E+002, 6.830E+002, 4.596E-002, 2.100E-002, 1.313E+002
 4.600E+001, 2.842E+002, 6.900E+002, 4.841E-002, 2.100E-002, 1.315E+002
 4.800E+001, 2.520E+002, 6.981E+002, 2.311E-002, 2.100E-002, 1.316E+002
 5.000E+001, 2.583E+002, 7.032E+002, 3.007E-002, 2.100E-002, 1.318E+002
 5.200E+001, 2.719E+002, 7.094E+002, 4.371E-002, 2.100E-002, 1.327E+002
 5.400E+001, 2.667E+002, 7.144E+002, 4.501E-002, 2.100E-002, 1.330E+002
 5.600E+001, 2.474E+002, 7.165E+002, 2.366E-002, 2.100E-002, 1.311E+002
 5.800E+001, 2.438E+002, 7.234E+002, 2.623E-002, 2.100E-002, 1.326E+002
 6.000E+001, 2.504E+002, 7.295E+002, 3.914E-002, 2.100E-002, 1.323E+002
 6.200E+001, 2.509E+002, 7.329E+002, 4.286E-002, 2.100E-002, 1.323E+002
 6.400E+001, 2.389E+002, 7.370E+002, 2.991E-002, 2.100E-002, 1.332E+002
 6.600E+001, 2.275E+002, 7.431E+002, 2.176E-002, 2.100E-002, 1.350E+002
 6.800E+001, 2.257E+002, 7.462E+002, 3.442E-002, 2.100E-002, 1.337E+002
 7.000E+001, 2.316E+002, 7.505E+002, 4.024E-002, 2.100E-002, 1.336E+002
 7.200E+001, 2.296E+002, 7.519E+002, 3.658E-002, 2.100E-002, 1.329E+002
 7.400E+001, 2.330E+002, 7.529E+002, 2.048E-002, 2.100E-002, 1.315E+002
 7.600E+001, 2.235E+002, 7.567E+002, 2.883E-002, 2.100E-002, 1.327E+002
 7.800E+001, 2.162E+002, 7.633E+002, 3.713E-002, 2.100E-002, 1.350E+002
 8.000E+001, 2.131E+002, 7.658E+002, 3.868E-002, 2.100E-002, 1.339E+002
 8.200E+001, 2.178E+002, 7.669E+002, 2.848E-002, 2.100E-002, 1.335E+002
 8.400E+001, 2.243E+002, 7.708E+002, 2.321E-002, 2.100E-002, 1.345E+002
 8.600E+001, 2.184E+002, 7.717E+002, 3.354E-002, 2.100E-002, 1.331E+002
 8.800E+001, 2.114E+002, 7.740E+002, 3.813E-002, 2.100E-002, 1.324E+002
 9.000E+001, 2.118E+002, 7.754E+002, 3.524E-002, 2.100E-002, 1.329E+002
 9.200E+001, 2.197E+002, 7.773E+002, 2.378E-002, 2.100E-002, 1.326E+002
 9.400E+001, 2.220E+002, 7.798E+002, 3.062E-002, 2.100E-002, 1.333E+002
 9.600E+001, 2.134E+002, 7.853E+002, 3.722E-002, 2.100E-002, 1.348E+002
 9.800E+001, 2.064E+002, 7.867E+002, 3.782E-002, 2.100E-002, 1.345E+002
 1.000E+002, 2.132E+002, 7.921E+002, 2.922E-002, 2.100E-002, 1.366E+002
 1.020E+002, 2.217E+002, 7.934E+002, 2.961E-002, 2.100E-002, 1.345E+002
 1.040E+002, 2.221E+002, 7.925E+002, 3.771E-002, 2.100E-002, 1.334E+002
 1.060E+002, 2.132E+002, 7.951E+002, 3.967E-002, 2.100E-002, 1.345E+002
 1.080E+002, 2.140E+002, 7.949E+002, 3.345E-002, 2.100E-002, 1.334E+002
 1.100E+002, 2.215E+002, 7.977E+002, 3.172E-002, 2.100E-002, 1.343E+002
 1.120E+002, 2.226E+002, 7.973E+002, 3.945E-002, 2.100E-002, 1.321E+002
 1.140E+002, 2.202E+002, 8.006E+002, 4.126E-002, 2.100E-002, 1.349E+002
 1.160E+002, 2.232E+002, 8.030E+002, 3.583E-002, 2.100E-002, 1.338E+002
 1.180E+002, 2.290E+002, 8.055E+002, 3.671E-002, 2.100E-002, 1.353E+002
 1.200E+002, 2.279E+002, 8.086E+002, 4.345E-002, 2.100E-002, 1.349E+002
 1.220E+002, 2.310E+002, 8.129E+002, 4.385E-002, 2.100E-002, 1.384E+002
 1.240E+002, 2.353E+002, 8.124E+002, 3.916E-002, 2.100E-002, 1.337E+002
 1.260E+002, 2.347E+002, 8.094E+002, 4.418E-002, 2.100E-002, 1.330E+002
 1.280E+002, 2.344E+002, 8.135E+002, 4.744E-002, 2.100E-002, 1.357E+002
 1.300E+002, 2.392E+002, 8.146E+002, 4.420E-002, 2.100E-002, 1.341E+002
