s,kW,C,kg/s,m,kW/m2
 1.580E+002, 0.000E+000, 6.862E+002, 0.000E+000, 1.500E-002, 7.358E+001
 1.600E+002, 0.000E+000, 6.896E+002, 0.000E+000, 1.500E-002, 7.389E+001
 1.620E+002, 0.000E+000, 6.828E+002, 0.000E+000, 1.500E-002, 7.320E+001
 1.640E+002, 0.000E+000, 6.872E+002, 0.000E+000, 1.500E-002, 7.359E+001
 1.660E+002, 0.000E+000, 6.883E+002, 0.000E+000, 1.500E-002, 7.370E+001
 1.680E+002, 0.000E+000, 6.866E+002, 0.000E+000, 1.500E-002, 7.351E+001
 1.700E+002, 0.000E+000, 6.870E+002, 0.000E+000, 1.500E-002, 7.358E+001
 1.720E+002, 0.000E+000, 6.907E+002, 0.000E+000, 1.500E-002, 7.396E+001
 1.740E+002, 0.000E+000, 6.856E+002, 0.000E+000, 1.500E-002, 7.337E+001
 1.760E+002, 0.000E+000, 6.919E+002, 0.000E+000, 1.500E-002, 7.427E+001
 1.780E+002, 0.000E+000, 6.873E+002, 0.000E+000, 1.500E-002, 7.370E+001
 1.800E+002, 0.000E+000, 6.882E+002, 0.000E+000, 1.500E-002, 7.370E+001
 1.820E+002, 0.000E+000, 6.857E+002, 0.000E+000, 1.500E-002, 7.334E+001
 1.840E+002, 0.000E+000, 6.900E+002, 0.000E+000, 1.500E-002, 7.390E+001
 1.860E+002, 0.000E+000, 6.921E+002, 0.000E+000, 1.500E-002, 7.419E+001
 1.880E+002, 0.000E+000, 6.923E+002, 0.000E+000, 1.500E-002, 7.424E+001
 1.900E+002, 0.000E+000, 6.903E+002, 0.000E+000, 1.500E-002, 7.389E+001
 1.920E+002, 0.000E+000, 6.826E+002, 0.000E+000, 1.500E-002, 7.315E+001
 1.940E+002, 0.000E+000, 6.881E+002, 0.000E+000, 1.500E-002, 7.371E+001
 1.960E+002, 0.000E+000, 6.874E+002, 0.000E+000, 1.500E-002, 7.373E+001
 1.980E+002, 0.000E+000, 6.828E+002, 0.000E+000, 1.500E-002, 7.327E+001
 2.000E+002, 0.000E+000, 6.896E+002, 0.000E+000, 1.500E-002, 7.390E+001
 2.020E+002, 0.000E+000, 6.879E+002, 0.000E+000, 1.500E-002, 7.369E+001
 2.040E+002, 0.000E+000, 6.897E+002, 0.000E+000, 1.500E-002, 7.381E+001
 2.060E+002, 0.000E+000, 6.888E+002, 0.000E+000, 1.500E-002, 7.382E+001
 2.080E+002, 0.000E+000, 6.904E+002, 0.000E+000, 1.500E-002, 7.394E+001
 2.100E+002, 0.000E+000, 6.944E+002, 0.000E+000, 1.500E-002, 7.454E+001
 2.120E+002, 0.000E+000, 6.934E+002, 0.000E+000, 1.500E-002, 7.435E+001
 2.140E+002, 0.000E+000, 6.901E+002, 0.000E+000, 1.500E-002, 7.387E+001
 2.160E+002, 0.000E+000, 6.865E+002, 0.000E+000, 1.500E-002, 7.346E+001
 2.180E+002, 0.000E+000, 6.909E+002, 0.000E+000, 1.500E-002, 7.410E+001
 2.200E+002, 0.000E+000, 6.907E+002, 0.000E+000, 1.500E-002, 7.395E+001
 2.220E+002, 0.000E+000, 6.872E+002, 0.000E+000, 1.500E-002, 7.352E+001
 2.240E+002, 0.000E+000, 6.891E+002, 0.000E+000, 1.500E-002, 7.381E+001
 2.260E+002, 0.000E+000, 6.904E+002, 0.000E+000, 1.500E-002, 7.405E+001
 2.280E+002, 0.000E+000, 6.889E+002, 0.000E+000, 1.500E-002, 7.378E+001
 2.300E+002, 0.000E+000, 6.875E+002, 0.000E+000, 1.500E-002, 7.358E+001
 2.320E+002, 0.000E+000, 6.912E+002, 0.000E+000, 1.500E-002, 7.414E+001
 2.340E+002, 0.000E+000, 6.934E+002, 0.000E+000, 1.500E-002, 7.440E+001
 2.360E+002, 0.000E+000, 6.893E+002, 0.000E+000, 1.500E-002, 7.386E+001
 2.380E+002, 0.000E+000, 6.882E+002, 0.000E+000, 1.500E-002, 7.369E+001
 2.400E+002, 0.000E+000, 6.888E+002, 0.000E+000, 1.500E-002, 7.377E+001
 2.420E+002, 0.000E+000, 6.846E+002, 0.000E+000, 1.500E-002, 7.341E+001
 2.440E+002, 0.000E+000, 6.899E+002, 0.000E+000, 1.500E-002, 7.392E+001
 2.460E+002, 0.000E+000, 6.929E+002, 0.000E+000, 1.500E-002, 7.428E+001
 2.480E+002, 0.000E+000, 6.908E+002, 0.000E+000, 1.500E-002, 7.404E+001
 2.500E+002, 0.000E+000, 6.926E+002, 0.000E+000, 1.500E-002, 7.424E+001
 2.520E+002, 0.000E+000, 6.923E+002, 0.000E+000, 1.500E-002, 7.419E+001
 2.540E+002, 0.000E+000, 6.907E+002, 0.000E+000, 1.500E-002, 7.399E+001
 2.560E+002, 0.000E+000, 6.894E+002, 0.000E+000, 1.500E-002, 7.375E+001
 2.580E+002, 0.000E+000, 6.904E+002, 0.000E+000, 1.500E-002, 7.391E+001
 2.600E+002, 0.000E+000, 6.871E+002, 0.000E+000, 1.500E-002, 7.355E+001
 2.620E+002, 0.000E+000, 6.846E+002, 0.000E+000, 1.500E-002, 7.336E+001
 2.640E+002, 0.000E+000, 6.858E+002, 0.000E+000, 1.500E-002, 7.355E+001
 2.660E+002, 0.000E+000, 6.881E+002, 0.000E+000, 1.500E-002, 7.370E+001
 2.680E+002, 0.000E+000, 6.935E+002, 0.000E+000, 1.500E-002, 7.445E+001
 2.700E+002, 0.000E+000, 6.877E+002, 0.000E+000, 1.500E-002, 7.360E+001
 2.720E+002, 0.000E+000, 6.839E+002, 0.000E+000, 1.500E-002, 7.322E+001
 2.740E+002, 0.000E+000, 6.857E+002, 0.000E+000, 1.500E-002, 7.344E+001
 2.760E+002, 0.000E+000, 6.884E+002, 0.000E+000, 1.500E-002, 7.377E+001
 2.780E+002, 0.000E+000, 6.899E+002, 0.000E+000, 1.500E-002, 7.385E+001
 2.800E+002, 0.000E+000, 6.877E+002, 0.000E+000, 1.500E-002, 7.361E+001
 2.820E+002, 0.000E+000, 6.896E+002, 0.000E+000, 1.500E-002, 7.385E+001
 2.840E+002, 0.000E+000, 6.887E+002, 0.000E+000, 1.500E-002, 7.376E+001
 2.860E+002, 0.000E+000, 6.889E+002, 0.000E+000, 1.500E-002, 7.385E+001
 2.880E+002, 0.000E+000, 6.940E+002, 0.000E+000, 1.500E-002, 7.452E+001
 2.900E+002, 0.000E+000, 6.913E+002, 0.000E+000, 1.500E-002, 7.408E+001
 2.920E+002, 0.000E+000, 6.848E+002, 0.000E+000, 1.500E-002, 7.339E+001
 2.940E+002, 0.000E+000, 6.927E+002, 0.000E+000, 1.500E-002, 7.431E+001
 2.960E+002, 0.000E+000, 6.906E+002, 0.000E+000, 1.500E-002, 7.403E+001
 2.980E+002, 0.000E+000, 6.917E+002, 0.000E+000, 1.500E-002, 7.416E+001
 3.000E+002, 0.000E+000, 6.857E+002, 0.000E+000, 1.500E-002, 7.339E+001
