s,kg/m2/s
Time,MLR
 0.000E+000, 0.000E+000
 2.000E+000, 0.000E+000
 4.010E+000, 2.667E-019
 6.010E+000, 9.675E-018
 8.010E+000, 1.412E-016
 1.001E+001, 1.262E-015
 1.201E+001, 8.050E-015
 1.401E+001, 4.007E-014
 1.601E+001, 1.648E-013
 1.800E+001, 5.807E-013
 2.000E+001, 1.812E-012
 2.200E+001, 5.116E-012
 2.400E+001, 1.325E-011
 2.600E+001, 3.191E-011
 2.800E+001, 7.215E-011
 3.000E+001, 1.544E-010
 3.200E+001, 3.151E-010
 3.400E+001, 6.165E-010
 3.600E+001, 1.162E-009
 3.800E+001, 2.119E-009
 4.000E+001, 3.752E-009
 4.200E+001, 6.469E-009
 4.401E+001, 1.090E-008
 4.601E+001, 1.797E-008
 4.801E+001, 2.901E-008
 5.001E+001, 4.598E-008
 5.201E+001, 7.168E-008
 5.401E+001, 1.100E-007
 5.601E+001, 1.665E-007
 5.801E+001, 2.486E-007
 6.001E+001, 3.667E-007
 6.201E+001, 5.346E-007
 6.401E+001, 7.709E-007
 6.601E+001, 1.100E-006
 6.801E+001, 1.555E-006
 7.001E+001, 2.178E-006
 7.201E+001, 3.024E-006
 7.400E+001, 4.160E-006
 7.600E+001, 5.679E-006
 7.800E+001, 7.698E-006
 8.000E+001, 1.036E-005
 8.200E+001, 1.384E-005
 8.400E+001, 1.837E-005
 8.600E+001, 2.423E-005
 8.800E+001, 3.174E-005
 9.000E+001, 4.133E-005
 9.200E+001, 5.350E-005
 9.400E+001, 6.884E-005
 9.600E+001, 8.807E-005
 9.800E+001, 1.120E-004
 1.000E+002, 1.417E-004
 1.020E+002, 1.783E-004
 1.040E+002, 2.231E-004
 1.060E+002, 2.777E-004
 1.080E+002, 3.436E-004
 1.100E+002, 4.229E-004
 1.120E+002, 5.176E-004
 1.140E+002, 6.300E-004
 1.160E+002, 7.623E-004
 1.180E+002, 9.171E-004
 1.200E+002, 1.097E-003
 1.220E+002, 1.350E-003
 1.240E+002, 2.487E-003
 1.260E+002, 4.198E-003
 1.280E+002, 6.102E-003
 1.300E+002, 8.103E-003
 1.320E+002, 1.009E-002
 1.340E+002, 1.200E-002
 1.360E+002, 1.379E-002
 1.380E+002, 1.543E-002
 1.400E+002, 1.694E-002
 1.420E+002, 1.832E-002
 1.440E+002, 1.959E-002
 1.460E+002, 2.077E-002
 1.480E+002, 2.187E-002
 1.500E+002, 2.292E-002
 1.520E+002, 2.392E-002
 1.540E+002, 2.489E-002
 1.560E+002, 2.582E-002
 1.580E+002, 2.674E-002
 1.600E+002, 2.765E-002
 1.620E+002, 2.854E-002
 1.640E+002, 2.944E-002
 1.660E+002, 3.032E-002
 1.680E+002, 3.121E-002
 1.700E+002, 3.210E-002
 1.720E+002, 3.300E-002
 1.740E+002, 3.390E-002
 1.760E+002, 3.480E-002
 1.780E+002, 3.570E-002
 1.800E+002, 3.661E-002
 1.820E+002, 3.751E-002
 1.840E+002, 3.842E-002
 1.860E+002, 3.933E-002
 1.880E+002, 4.023E-002
 1.900E+002, 4.112E-002
 1.920E+002, 4.200E-002
 1.940E+002, 4.286E-002
 1.960E+002, 4.371E-002
 1.980E+002, 4.452E-002
 2.000E+002, 4.531E-002
 2.020E+002, 4.608E-002
 2.040E+002, 4.680E-002
 2.060E+002, 4.750E-002
 2.080E+002, 4.816E-002
 2.100E+002, 4.878E-002
 2.120E+002, 4.937E-002
 2.140E+002, 4.993E-002
 2.160E+002, 5.046E-002
 2.180E+002, 5.096E-002
 2.200E+002, 5.145E-002
 2.220E+002, 5.191E-002
 2.240E+002, 5.237E-002
 2.260E+002, 5.282E-002
 2.280E+002, 5.326E-002
 2.300E+002, 5.370E-002
 2.320E+002, 5.414E-002
 2.340E+002, 5.458E-002
 2.360E+002, 5.502E-002
 2.380E+002, 5.546E-002
 2.400E+002, 5.588E-002
 2.420E+002, 5.626E-002
 2.440E+002, 5.658E-002
 2.460E+002, 5.679E-002
 2.480E+002, 5.679E-002
 2.500E+002, 5.644E-002
 2.520E+002, 5.545E-002
 2.540E+002, 5.330E-002
 2.560E+002, 4.899E-002
 2.580E+002, 4.083E-002
 2.600E+002, 1.955E-002
 2.620E+002, 0.000E+000
 2.640E+002, 0.000E+000
 2.660E+002, 0.000E+000
 2.680E+002, 0.000E+000
 2.700E+002, 0.000E+000
 2.720E+002, 0.000E+000
 2.740E+002, 0.000E+000
 2.760E+002, 0.000E+000
 2.780E+002, 0.000E+000
 2.800E+002, 0.000E+000
 2.820E+002, 0.000E+000
 2.840E+002, 0.000E+000
 2.860E+002, 0.000E+000
 2.880E+002, 0.000E+000
 2.900E+002, 0.000E+000
 2.920E+002, 0.000E+000
 2.940E+002, 0.000E+000
 2.960E+002, 0.000E+000
 2.980E+002, 0.000E+000
 3.000E+002, 0.000E+000
 3.020E+002, 0.000E+000
 3.040E+002, 0.000E+000
 3.060E+002, 0.000E+000
 3.080E+002, 0.000E+000
 3.100E+002, 0.000E+000
 3.120E+002, 0.000E+000
 3.140E+002, 0.000E+000
 3.160E+002, 0.000E+000
 3.180E+002, 0.000E+000
 3.200E+002, 0.000E+000
 3.220E+002, 0.000E+000
 3.240E+002, 0.000E+000
 3.260E+002, 0.000E+000
 3.280E+002, 0.000E+000
 3.300E+002, 0.000E+000
 3.320E+002, 0.000E+000
 3.340E+002, 0.000E+000
 3.360E+002, 0.000E+000
 3.380E+002, 0.000E+000
 3.400E+002, 0.000E+000
 3.420E+002, 0.000E+000
 3.440E+002, 0.000E+000
 3.460E+002, 0.000E+000
 3.480E+002, 0.000E+000
 3.500E+002, 0.000E+000
 3.520E+002, 0.000E+000
 3.540E+002, 0.000E+000
 3.560E+002, 0.000E+000
 3.580E+002, 0.000E+000
 3.600E+002, 0.000E+000
 3.620E+002, 0.000E+000
 3.640E+002, 0.000E+000
 3.660E+002, 0.000E+000
