s,kW,C,kg/s,m,kW/m2
 1.580E+002, 8.370E+002, 4.411E+002, 4.415E-002, 1.824E-002, 6.964E+001
 1.600E+002, 8.961E+002, 4.417E+002, 4.752E-002, 1.817E-002, 7.084E+001
 1.620E+002, 9.736E+002, 4.411E+002, 5.079E-002, 1.809E-002, 6.918E+001
 1.640E+002, 1.033E+003, 4.417E+002, 5.458E-002, 1.801E-002, 7.061E+001
 1.660E+002, 1.080E+003, 4.423E+002, 5.651E-002, 1.793E-002, 7.009E+001
 1.680E+002, 1.135E+003, 4.433E+002, 5.998E-002, 1.784E-002, 7.071E+001
 1.700E+002, 1.173E+003, 4.432E+002, 6.241E-002, 1.775E-002, 7.139E+001
 1.720E+002, 1.231E+003, 4.441E+002, 6.467E-002, 1.766E-002, 7.202E+001
 1.740E+002, 1.262E+003, 4.449E+002, 6.632E-002, 1.756E-002, 7.116E+001
 1.760E+002, 1.280E+003, 4.460E+002, 6.852E-002, 1.746E-002, 7.655E+001
 1.780E+002, 1.305E+003, 4.464E+002, 7.012E-002, 1.735E-002, 7.368E+001
 1.800E+002, 1.329E+003, 4.477E+002, 7.267E-002, 1.724E-002, 7.446E+001
 1.820E+002, 1.388E+003, 4.477E+002, 7.475E-002, 1.712E-002, 7.340E+001
 1.840E+002, 1.416E+003, 4.469E+002, 7.710E-002, 1.701E-002, 7.284E+001
 1.860E+002, 1.496E+003, 4.472E+002, 8.025E-002, 1.689E-002, 7.215E+001
 1.880E+002, 1.552E+003, 4.487E+002, 8.333E-002, 1.676E-002, 7.548E+001
 1.900E+002, 1.546E+003, 4.487E+002, 8.564E-002, 1.663E-002, 7.315E+001
 1.920E+002, 1.592E+003, 4.492E+002, 8.810E-002, 1.650E-002, 7.299E+001
 1.940E+002, 1.637E+003, 4.488E+002, 9.110E-002, 1.637E-002, 7.349E+001
 1.960E+002, 1.656E+003, 4.491E+002, 9.437E-002, 1.623E-002, 7.283E+001
 1.980E+002, 1.674E+003, 4.502E+002, 9.662E-002, 1.609E-002, 7.413E+001
 2.000E+002, 1.722E+003, 4.512E+002, 9.987E-002, 1.594E-002, 7.291E+001
 2.020E+002, 1.750E+003, 4.522E+002, 1.026E-001, 1.580E-002, 7.392E+001
 2.040E+002, 1.852E+003, 4.549E+002, 1.060E-001, 1.565E-002, 7.451E+001
 2.060E+002, 1.836E+003, 4.578E+002, 1.083E-001, 1.549E-002, 7.464E+001
 2.080E+002, 1.845E+003, 4.639E+002, 1.078E-001, 1.534E-002, 7.408E+001
 2.100E+002, 1.807E+003, 4.737E+002, 1.009E-001, 1.519E-002, 7.453E+001
 2.120E+002, 1.336E+003, 4.977E+002, 6.547E-002, 1.506E-002, 7.507E+001
 2.140E+002, 7.527E+002, 6.711E+002, 3.758E-002, 1.405E-002, 8.002E+001
 2.160E+002, 6.395E+002, 7.133E+002, 3.252E-002, 1.393E-002, 8.026E+001
 2.180E+002, 6.089E+002, 7.278E+002, 3.121E-002, 1.393E-002, 8.185E+001
 2.200E+002, 5.766E+002, 7.309E+002, 2.947E-002, 1.393E-002, 8.085E+001
 2.220E+002, 4.959E+002, 7.333E+002, 2.480E-002, 1.393E-002, 7.940E+001
 2.240E+002, 2.843E+002, 6.801E+002, 1.420E-002, 1.393E-002, 6.362E+001
 2.260E+002, 1.696E+002, 5.934E+002, 8.691E-003, 1.393E-002, 4.554E+001
 2.280E+002, 1.525E+002, 5.578E+002, 7.750E-003, 1.393E-002, 4.184E+001
 2.300E+002, 6.403E+001, 5.360E+002, 3.241E-003, 1.393E-002, 3.814E+001
 2.320E+002, 5.514E+001, 5.218E+002, 2.836E-003, 1.393E-002, 3.729E+001
 2.340E+002, 5.824E+001, 5.112E+002, 2.990E-003, 1.393E-002, 3.709E+001
 2.360E+002, 5.856E+001, 5.090E+002, 3.005E-003, 1.393E-002, 3.712E+001
 2.380E+002, 5.743E+001, 5.115E+002, 2.940E-003, 1.393E-002, 3.728E+001
 2.400E+002, 5.827E+001, 5.108E+002, 2.997E-003, 1.393E-002, 3.730E+001
 2.420E+002, 5.807E+001, 5.106E+002, 2.977E-003, 1.393E-002, 3.722E+001
 2.440E+002, 5.092E+001, 5.065E+002, 2.592E-003, 1.393E-002, 3.697E+001
 2.460E+002, 3.068E+001, 5.063E+002, 1.550E-003, 1.393E-002, 3.673E+001
 2.480E+002, 4.983E+000, 5.055E+002, 2.422E-004, 1.393E-002, 3.626E+001
 2.500E+002, 4.817E-005, 5.113E+002, 0.000E+000, 1.393E-002, 3.650E+001
 2.520E+002, 0.000E+000, 5.104E+002, 0.000E+000, 1.393E-002, 3.642E+001
 2.540E+002, 0.000E+000, 5.108E+002, 0.000E+000, 1.393E-002, 3.645E+001
 2.560E+002, 0.000E+000, 5.107E+002, 0.000E+000, 1.393E-002, 3.645E+001
 2.580E+002, 0.000E+000, 5.111E+002, 0.000E+000, 1.393E-002, 3.649E+001
 2.600E+002, 0.000E+000, 5.109E+002, 0.000E+000, 1.393E-002, 3.646E+001
 2.620E+002, 0.000E+000, 5.096E+002, 0.000E+000, 1.393E-002, 3.636E+001
 2.640E+002, 0.000E+000, 5.097E+002, 0.000E+000, 1.393E-002, 3.640E+001
 2.660E+002, 0.000E+000, 5.093E+002, 0.000E+000, 1.393E-002, 3.634E+001
 2.680E+002, 0.000E+000, 5.105E+002, 0.000E+000, 1.393E-002, 3.646E+001
 2.700E+002, 0.000E+000, 5.099E+002, 0.000E+000, 1.393E-002, 3.640E+001
 2.720E+002, 0.000E+000, 5.077E+002, 0.000E+000, 1.393E-002, 3.632E+001
 2.740E+002, 0.000E+000, 5.096E+002, 0.000E+000, 1.393E-002, 3.642E+001
 2.760E+002, 0.000E+000, 5.099E+002, 0.000E+000, 1.393E-002, 3.641E+001
 2.780E+002, 0.000E+000, 5.089E+002, 0.000E+000, 1.393E-002, 3.634E+001
 2.800E+002, 0.000E+000, 5.083E+002, 0.000E+000, 1.393E-002, 3.634E+001
 2.820E+002, 0.000E+000, 5.101E+002, 0.000E+000, 1.393E-002, 3.643E+001
 2.840E+002, 0.000E+000, 5.076E+002, 0.000E+000, 1.393E-002, 3.628E+001
 2.860E+002, 0.000E+000, 5.096E+002, 0.000E+000, 1.393E-002, 3.642E+001
 2.880E+002, 0.000E+000, 5.082E+002, 0.000E+000, 1.393E-002, 3.632E+001
 2.900E+002, 0.000E+000, 5.094E+002, 0.000E+000, 1.393E-002, 3.638E+001
 2.920E+002, 0.000E+000, 5.087E+002, 0.000E+000, 1.393E-002, 3.636E+001
 2.940E+002, 0.000E+000, 5.095E+002, 0.000E+000, 1.393E-002, 3.638E+001
 2.960E+002, 0.000E+000, 5.095E+002, 0.000E+000, 1.393E-002, 3.636E+001
 2.980E+002, 0.000E+000, 5.095E+002, 0.000E+000, 1.393E-002, 3.639E+001
 3.000E+002, 0.000E+000, 5.095E+002, 0.000E+000, 1.393E-002, 3.637E+001
