s,kW,C,kg/s,m,kW/m2
Time,HRR,temp,MLR,thick,flux
 0.000E+000, 0.000E+000, 2.000E+001, 0.000E+000, 1.900E-002,-4.759E-011
 2.010E+000, 0.000E+000, 3.595E+001, 0.000E+000, 1.900E-002, 3.502E+001
 4.019E+000, 0.000E+000, 5.865E+001, 0.000E+000, 1.900E-002, 3.508E+001
 6.013E+000, 0.000E+000, 7.532E+001, 1.918E-018, 1.900E-002, 3.512E+001
 8.012E+000, 0.000E+000, 8.910E+001, 3.380E-017, 1.900E-002, 3.515E+001
 1.000E+001, 0.000E+000, 1.011E+002, 3.045E-016, 1.900E-002, 3.519E+001
 1.201E+001, 0.000E+000, 1.118E+002, 1.963E-015, 1.900E-002, 3.522E+001
 1.401E+001, 0.000E+000, 1.216E+002, 9.825E-015, 1.900E-002, 3.524E+001
 1.601E+001, 0.000E+000, 1.306E+002, 4.043E-014, 1.900E-002, 3.527E+001
 1.800E+001, 0.000E+000, 1.389E+002, 1.429E-013, 1.900E-002, 3.529E+001
 2.001E+001, 0.000E+000, 1.467E+002, 4.482E-013, 1.900E-002, 3.532E+001
 2.200E+001, 0.000E+000, 1.541E+002, 1.264E-012, 1.900E-002, 3.534E+001
 2.401E+001, 1.007E-008, 1.610E+002, 3.271E-012, 1.900E-002, 3.536E+001
 2.601E+001, 8.450E-008, 1.677E+002, 7.893E-012, 1.900E-002, 3.537E+001
 2.800E+001, 2.725E-007, 1.740E+002, 1.779E-011, 1.900E-002, 3.539E+001
 3.001E+001, 6.542E-007, 1.800E+002, 3.798E-011, 1.900E-002, 3.541E+001
 3.200E+001, 1.402E-006, 1.858E+002, 7.726E-011, 1.900E-002, 3.543E+001
 3.401E+001, 2.807E-006, 1.915E+002, 1.508E-010, 1.900E-002, 3.545E+001
 3.600E+001, 5.360E-006, 1.969E+002, 2.838E-010, 1.900E-002, 3.546E+001
 3.800E+001, 9.824E-006, 2.021E+002, 5.166E-010, 1.900E-002, 3.548E+001
 4.001E+001, 1.747E-005, 2.072E+002, 9.136E-010, 1.900E-002, 3.549E+001
 4.201E+001, 3.015E-005, 2.122E+002, 1.572E-009, 1.900E-002, 3.551E+001
 4.401E+001, 5.069E-005, 2.171E+002, 2.639E-009, 1.900E-002, 3.552E+001
 4.601E+001, 8.342E-005, 2.218E+002, 4.338E-009, 1.900E-002, 3.553E+001
 4.800E+001, 1.343E-004, 2.264E+002, 6.978E-009, 1.900E-002, 3.555E+001
 5.001E+001, 2.127E-004, 2.309E+002, 1.104E-008, 1.900E-002, 3.556E+001
 5.201E+001, 3.314E-004, 2.353E+002, 1.719E-008, 1.900E-002, 3.557E+001
 5.401E+001, 5.080E-004, 2.397E+002, 2.633E-008, 1.900E-002, 3.558E+001
 5.601E+001, 7.674E-004, 2.439E+002, 3.977E-008, 1.900E-002, 3.560E+001
 5.800E+001, 1.144E-003, 2.481E+002, 5.924E-008, 1.900E-002, 3.561E+001
 6.001E+001, 1.684E-003, 2.522E+002, 8.722E-008, 1.900E-002, 3.562E+001
 6.200E+001, 2.451E-003, 2.563E+002, 1.269E-007, 1.900E-002, 3.563E+001
 6.400E+001, 3.529E-003, 2.602E+002, 1.826E-007, 1.900E-002, 3.564E+001
 6.600E+001, 5.033E-003, 2.642E+002, 2.603E-007, 1.900E-002, 3.565E+001
 6.801E+001, 7.111E-003, 2.681E+002, 3.678E-007, 1.900E-002, 3.567E+001
 7.001E+001, 9.960E-003, 2.719E+002, 5.150E-007, 1.900E-002, 3.567E+001
 7.201E+001, 1.381E-002, 2.757E+002, 7.143E-007, 1.900E-002, 3.568E+001
 7.400E+001, 1.900E-002, 2.794E+002, 9.818E-007, 1.900E-002, 3.568E+001
 7.600E+001, 2.595E-002, 2.831E+002, 1.341E-006, 1.900E-002, 3.571E+001
 7.800E+001, 3.517E-002, 2.866E+002, 1.817E-006, 1.900E-002, 3.570E+001
 8.001E+001, 4.729E-002, 2.903E+002, 2.444E-006, 1.900E-002, 3.574E+001
 8.201E+001, 6.321E-002, 2.938E+002, 3.263E-006, 1.900E-002, 3.572E+001
 8.400E+001, 8.373E-002, 2.972E+002, 4.324E-006, 1.900E-002, 3.571E+001
 8.601E+001, 1.104E-001, 3.006E+002, 5.703E-006, 1.900E-002, 3.574E+001
 8.800E+001, 1.448E-001, 3.041E+002, 7.475E-006, 1.900E-002, 3.577E+001
 9.001E+001, 1.893E-001, 3.077E+002, 9.773E-006, 1.900E-002, 3.585E+001
 9.201E+001, 2.458E-001, 3.111E+002, 1.268E-005, 1.900E-002, 3.586E+001
 9.401E+001, 3.170E-001, 3.143E+002, 1.636E-005, 1.900E-002, 3.582E+001
 9.601E+001, 4.070E-001, 3.176E+002, 2.100E-005, 1.900E-002, 3.588E+001
 9.800E+001, 5.206E-001, 3.209E+002, 2.685E-005, 1.900E-002, 3.593E+001
 1.000E+002, 6.624E-001, 3.243E+002, 3.415E-005, 1.900E-002, 3.598E+001
 1.020E+002, 8.386E-001, 3.277E+002, 4.325E-005, 1.900E-002, 3.611E+001
 1.040E+002, 1.059E+000, 3.310E+002, 5.462E-005, 1.900E-002, 3.615E+001
 1.060E+002, 1.333E+000, 3.343E+002, 6.876E-005, 1.900E-002, 3.625E+001
 1.080E+002, 1.672E+000, 3.378E+002, 8.621E-005, 1.900E-002, 3.647E+001
 1.100E+002, 2.096E+000, 3.411E+002, 1.080E-004, 1.900E-002, 3.661E+001
 1.120E+002, 2.618E+000, 3.446E+002, 1.349E-004, 1.900E-002, 3.685E+001
 1.140E+002, 3.254E+000, 3.480E+002, 1.677E-004, 1.900E-002, 3.702E+001
 1.160E+002, 4.041E+000, 3.516E+002, 2.083E-004, 1.900E-002, 3.735E+001
 1.180E+002, 5.012E+000, 3.552E+002, 2.583E-004, 1.900E-002, 3.776E+001
 1.200E+002, 6.221E+000, 3.590E+002, 3.207E-004, 1.900E-002, 3.838E+001
 1.220E+002, 7.722E+000, 3.631E+002, 3.978E-004, 1.900E-002, 3.912E+001
 1.240E+002, 9.577E+000, 3.672E+002, 4.936E-004, 1.899E-002, 3.990E+001
 1.260E+002, 1.194E+001, 3.722E+002, 6.147E-004, 1.899E-002, 4.126E+001
 1.280E+002, 1.494E+001, 3.771E+002, 7.697E-004, 1.899E-002, 4.313E+001
 1.300E+002, 1.882E+001, 3.840E+002, 9.692E-004, 1.899E-002, 4.628E+001
 1.320E+002, 2.410E+001, 3.921E+002, 1.241E-003, 1.898E-002, 5.013E+001
 1.340E+002, 3.210E+001, 4.044E+002, 1.653E-003, 1.898E-002, 6.098E+001
 1.360E+002, 4.778E+001, 4.235E+002, 2.473E-003, 1.896E-002, 7.727E+001
 1.380E+002, 7.352E+001, 4.360E+002, 3.813E-003, 1.893E-002, 7.829E+001
 1.400E+002, 1.107E+002, 4.413E+002, 5.752E-003, 1.888E-002, 7.874E+001
 1.420E+002, 1.616E+002, 4.434E+002, 8.414E-003, 1.881E-002, 7.765E+001
 1.440E+002, 2.228E+002, 4.436E+002, 1.158E-002, 1.874E-002, 7.703E+001
 1.460E+002, 2.986E+002, 4.429E+002, 1.564E-002, 1.867E-002, 7.552E+001
 1.480E+002, 3.871E+002, 4.422E+002, 2.034E-002, 1.860E-002, 7.329E+001
 1.500E+002, 4.881E+002, 4.418E+002, 2.550E-002, 1.853E-002, 7.321E+001
 1.520E+002, 5.850E+002, 4.411E+002, 3.079E-002, 1.846E-002, 7.083E+001
 1.540E+002, 6.791E+002, 4.405E+002, 3.530E-002, 1.839E-002, 7.046E+001
 1.560E+002, 7.710E+002, 4.411E+002, 4.002E-002, 1.832E-002, 7.135E+001
