s,C,kg/m2/s,m
 1.2000000E+002, 3.8372972E+002, 8.9259214E-003, 3.1886694E-002
 1.2500000E+002, 3.8442050E+002, 9.2904198E-003, 3.1854737E-002
 1.3000000E+002, 3.8504325E+002, 9.6232691E-003, 3.1821537E-002
 1.3500000E+002, 3.8557735E+002, 9.9264521E-003, 3.1787240E-002
 1.4000000E+002, 3.8610040E+002, 1.0233392E-002, 3.1751866E-002
 1.4500000E+002, 3.8656660E+002, 1.0511911E-002, 3.1715462E-002
 1.5000000E+002, 3.8699969E+002, 1.0783799E-002, 3.1678101E-002
 1.5500000E+002, 3.8741267E+002, 1.1045972E-002, 3.1639796E-002
 1.6001000E+002, 3.8779033E+002, 1.1293806E-002, 3.1600562E-002
 1.6501000E+002, 3.8815291E+002, 1.1536729E-002, 3.1560464E-002
 1.7001000E+002, 3.8848976E+002, 1.1766662E-002, 3.1519578E-002
 1.7501000E+002, 3.8881076E+002, 1.1990486E-002, 3.1477896E-002
 1.8001000E+002, 3.8911325E+002, 1.2204042E-002, 3.1435446E-002
 1.8501000E+002, 3.8939970E+002, 1.2409819E-002, 3.1392260E-002
 1.9001000E+002, 3.8967046E+002, 1.2606022E-002, 3.1348369E-002
 1.9501000E+002, 3.8992755E+002, 1.2794178E-002, 3.1303805E-002
 2.0001000E+002, 3.9017171E+002, 1.2973521E-002, 3.1258595E-002
 2.0501000E+002, 3.9040368E+002, 1.3144819E-002, 3.1212771E-002
 2.1001000E+002, 3.9062448E+002, 1.3308119E-002, 3.1166359E-002
 2.1501000E+002, 3.9083554E+002, 1.3464771E-002, 3.1119387E-002
 2.2001000E+002, 3.9103881E+002, 1.3616949E-002, 3.1071874E-002
 2.2501000E+002, 3.9123922E+002, 1.3772998E-002, 3.1023824E-002
 2.3001000E+002, 3.9145034E+002, 1.3951138E-002, 3.0975194E-002
 2.3501000E+002, 3.9168571E+002, 1.4165174E-002, 3.0925877E-002
 2.4001000E+002, 3.9194548E+002, 1.4414277E-002, 3.0875746E-002
 2.4501000E+002, 3.9222128E+002, 1.4690065E-002, 3.0824692E-002
 2.5001000E+002, 3.9250395E+002, 1.4983557E-002, 3.0772636E-002
 2.5501000E+002, 3.9278651E+002, 1.5287604E-002, 3.0719529E-002
 2.6001000E+002, 3.9306436E+002, 1.5597094E-002, 3.0665346E-002
 2.6501000E+002, 3.9333476E+002, 1.5908519E-002, 3.0610072E-002
 2.7001000E+002, 3.9359629E+002, 1.6219496E-002, 3.0553705E-002
 2.7501000E+002, 3.9384832E+002, 1.6528326E-002, 3.0496251E-002
 2.8001000E+002, 3.9409068E+002, 1.6833685E-002, 3.0437719E-002
 2.8501000E+002, 3.9432348E+002, 1.7134435E-002, 3.0378123E-002
 2.9001000E+002, 3.9454700E+002, 1.7429477E-002, 3.0317482E-002
 2.9501000E+002, 3.9476161E+002, 1.7717676E-002, 3.0255817E-002
 3.0001000E+002, 3.9496771E+002, 1.7997826E-002, 3.0193155E-002
 3.0501000E+002, 3.9516571E+002, 1.8268644E-002, 3.0129525E-002
 3.1001000E+002, 3.9535601E+002, 1.8528809E-002, 3.0064964E-002
 3.1501000E+002, 3.9553904E+002, 1.8777016E-002, 2.9999511E-002
 3.2001000E+002, 3.9571522E+002, 1.9012040E-002, 2.9933210E-002
 3.2501000E+002, 3.9588494E+002, 1.9232809E-002, 2.9866108E-002
 3.3001000E+002, 3.9604865E+002, 1.9438478E-002, 2.9798259E-002
 3.3501000E+002, 3.9620676E+002, 1.9628474E-002, 2.9729715E-002
 3.4001000E+002, 3.9635972E+002, 1.9802530E-002, 2.9660532E-002
 3.4501000E+002, 3.9650796E+002, 1.9960703E-002, 2.9590767E-002
 3.5001000E+002, 3.9665195E+002, 2.0103352E-002, 2.9520474E-002
 3.5501000E+002, 3.9679214E+002, 2.0231113E-002, 2.9449707E-002
 3.6001000E+002, 3.9692897E+002, 2.0344845E-002, 2.9378517E-002
 3.6501000E+002, 3.9706291E+002, 2.0445581E-002, 2.9306951E-002
 3.7001000E+002, 3.9719440E+002, 2.0534472E-002, 2.9235053E-002
 3.7501000E+002, 3.9732385E+002, 2.0612723E-002, 2.9162861E-002
 3.8001000E+002, 3.9745169E+002, 2.0681552E-002, 2.9090412E-002
 3.8501000E+002, 3.9757830E+002, 2.0742142E-002, 2.9017737E-002
 3.9001000E+002, 3.9770403E+002, 2.0795613E-002, 2.8944861E-002
 3.9501000E+002, 3.9782925E+002, 2.0843001E-002, 2.8871809E-002
 4.0001000E+002, 3.9795427E+002, 2.0885240E-002, 2.8798600E-002
 4.0501000E+002, 3.9807938E+002, 2.0923155E-002, 2.8725251E-002
 4.1001000E+002, 3.9820486E+002, 2.0957463E-002, 2.8651775E-002
 4.1501000E+002, 3.9833098E+002, 2.0988778E-002, 2.8578184E-002
 4.2001000E+002, 3.9845798E+002, 2.1017613E-002, 2.8504488E-002
 4.2501000E+002, 3.9858610E+002, 2.1044392E-002, 2.8430695E-002
 4.3001000E+002, 3.9871556E+002, 2.1069456E-002, 2.8356810E-002
 4.3501000E+002, 3.9884660E+002, 2.1093079E-002, 2.8282840E-002
 4.4001000E+002, 3.9897945E+002, 2.1115473E-002, 2.8208790E-002
 4.4501000E+002, 3.9911435E+002, 2.1136799E-002, 2.8134663E-002
 4.5001000E+002, 3.9925156E+002, 2.1157182E-002, 2.8060462E-002
 4.5501000E+002, 3.9939136E+002, 2.1176703E-002, 2.7986192E-002
 4.6001000E+002, 3.9953406E+002, 2.1195423E-002, 2.7911855E-002
 4.6501000E+002, 3.9967999E+002, 2.1213370E-002, 2.7837453E-002
 4.7001000E+002, 3.9982956E+002, 2.1230568E-002, 2.7762990E-002
 4.7501000E+002, 3.9998320E+002, 2.1247008E-002, 2.7688467E-002
 4.8001000E+002, 4.0014143E+002, 2.1262676E-002, 2.7613889E-002
 4.8501000E+002, 4.0030483E+002, 2.1277541E-002, 2.7539256E-002
 4.9001000E+002, 4.0047411E+002, 2.1291559E-002, 2.7464574E-002
 4.9501000E+002, 4.0065006E+002, 2.1304667E-002, 2.7389843E-002
 5.0001000E+002, 4.0083365E+002, 2.1316791E-002, 2.7315068E-002
 5.0501000E+002, 4.0102600E+002, 2.1327836E-002, 2.7240253E-002
 5.1001000E+002, 4.0122845E+002, 2.1337678E-002, 2.7165400E-002
 5.1501000E+002, 4.0144262E+002, 2.1346171E-002, 2.7090516E-002
 5.2001000E+002, 4.0167046E+002, 2.1353137E-002, 2.7015604E-002
 5.2501000E+002, 4.0191433E+002, 2.1358355E-002, 2.6940671E-002
 5.3001000E+002, 4.0217711E+002, 2.1361538E-002, 2.6865724E-002
 5.3501000E+002, 4.0246237E+002, 2.1362356E-002, 2.6790769E-002
 5.4001000E+002, 4.0277453E+002, 2.1360372E-002, 2.6715816E-002
 5.4501000E+002, 4.0311913E+002, 2.1355054E-002, 2.6640875E-002
 5.5001000E+002, 4.0350319E+002, 2.1345717E-002, 2.6565960E-002
 5.5501000E+002, 4.0393569E+002, 2.1331492E-002, 2.6491087E-002
 5.6001000E+002, 4.0442826E+002, 2.1311253E-002, 2.6416273E-002
 5.6501000E+002, 4.0498644E+002, 2.1282594E-002, 2.6341543E-002
 5.7001000E+002, 4.0553669E+002, 2.1242979E-002, 2.6266936E-002
 5.7501000E+002, 4.0618050E+002, 2.1197592E-002, 2.6192476E-002
 5.8001000E+002, 4.0697807E+002, 2.1136954E-002, 2.6118199E-002
 5.8501000E+002, 4.0796961E+002, 2.1053592E-002, 2.6044173E-002
 5.9001000E+002, 4.0921807E+002, 2.0938789E-002, 2.5970492E-002
 5.9501000E+002, 4.1078015E+002, 2.0776267E-002, 2.5897290E-002
 6.0001000E+002, 4.1259788E+002, 2.0528361E-002, 2.5824793E-002
 6.0501000E+002, 4.1500785E+002, 2.0057057E-002, 2.5753513E-002
 6.1001000E+002, 4.2047000E+002, 1.9707937E-002, 2.5683810E-002
 6.1501000E+002, 4.2811439E+002, 1.9202412E-002, 2.5615473E-002
 6.2001000E+002, 4.3913295E+002, 1.8364270E-002, 2.5549437E-002
 6.2501000E+002, 4.5890822E+002, 1.6650357E-002, 2.5487555E-002
 6.3001000E+002, 5.1112233E+002, 6.8113539E-003, 2.5440863E-002
 6.3501000E+002, 4.9969487E+002, 3.4957145E-017, 2.5434300E-002
 6.4001000E+002, 4.9188967E+002, 3.4385232E-019, 2.5434300E-002
 6.4501000E+002, 4.9051257E+002, 7.1890371E-021, 2.5434300E-002
 6.5001000E+002, 4.9087046E+002, 0.0000000E+000, 2.5434300E-002
 6.5501000E+002, 4.9190398E+002, 0.0000000E+000, 2.5434300E-002
 6.6001000E+002, 4.9324621E+002, 0.0000000E+000, 2.5434300E-002
 6.6501000E+002, 4.9473228E+002, 0.0000000E+000, 2.5434300E-002
 6.7001000E+002, 4.9627756E+002, 0.0000000E+000, 2.5434300E-002
 6.7501000E+002, 4.9783576E+002, 0.0000000E+000, 2.5434300E-002
 6.8001000E+002, 4.9938062E+002, 0.0000000E+000, 2.5434300E-002
 6.8501000E+002, 5.0089676E+002, 0.0000000E+000, 2.5434300E-002
 6.9001000E+002, 5.0237500E+002, 0.0000000E+000, 2.5434300E-002
 6.9501000E+002, 5.0380980E+002, 0.0000000E+000, 2.5434300E-002
 7.0001000E+002, 5.0519786E+002, 0.0000000E+000, 2.5434300E-002
 7.0501000E+002, 5.0653733E+002, 0.0000000E+000, 2.5434300E-002
 7.1001000E+002, 5.0782730E+002, 0.0000000E+000, 2.5434300E-002
 7.1501000E+002, 5.0906758E+002, 0.0000000E+000, 2.5434300E-002
 7.2001000E+002, 5.1025841E+002, 0.0000000E+000, 2.5434300E-002
 7.2501000E+002, 5.1140040E+002, 0.0000000E+000, 2.5434300E-002
 7.3001000E+002, 5.1249441E+002, 0.0000000E+000, 2.5434300E-002
 7.3501000E+002, 5.1354146E+002, 0.0000000E+000, 2.5434300E-002
 7.4001000E+002, 5.1454271E+002, 0.0000000E+000, 2.5434300E-002
 7.4501000E+002, 5.1549944E+002, 0.0000000E+000, 2.5434300E-002
 7.5001000E+002, 5.1641298E+002, 0.0000000E+000, 2.5434300E-002
 7.5501000E+002, 5.1728471E+002, 0.0000000E+000, 2.5434300E-002
 7.6001000E+002, 5.1811602E+002, 0.0000000E+000, 2.5434300E-002
 7.6501000E+002, 5.1890834E+002, 0.0000000E+000, 2.5434300E-002
 7.7001000E+002, 5.1966310E+002, 0.0000000E+000, 2.5434300E-002
 7.7501000E+002, 5.2038171E+002, 0.0000000E+000, 2.5434300E-002
 7.8001000E+002, 5.2106558E+002, 0.0000000E+000, 2.5434300E-002
 7.8501000E+002, 5.2171610E+002, 0.0000000E+000, 2.5434300E-002
 7.9001000E+002, 5.2233464E+002, 0.0000000E+000, 2.5434300E-002
 7.9501000E+002, 5.2292252E+002, 0.0000000E+000, 2.5434300E-002
 8.0001000E+002, 5.2348107E+002, 0.0000000E+000, 2.5434300E-002
 8.0501000E+002, 5.2401156E+002, 0.0000000E+000, 2.5434300E-002
 8.1001000E+002, 5.2451523E+002, 0.0000000E+000, 2.5434300E-002
 8.1501000E+002, 5.2499328E+002, 0.0000000E+000, 2.5434300E-002
 8.2001000E+002, 5.2544688E+002, 0.0000000E+000, 2.5434300E-002
 8.2501000E+002, 5.2587716E+002, 0.0000000E+000, 2.5434300E-002
 8.3001000E+002, 5.2628521E+002, 0.0000000E+000, 2.5434300E-002
 8.3501000E+002, 5.2667207E+002, 0.0000000E+000, 2.5434300E-002
 8.4001000E+002, 5.2703877E+002, 0.0000000E+000, 2.5434300E-002
 8.4501000E+002, 5.2738627E+002, 0.0000000E+000, 2.5434300E-002
 8.5001000E+002, 5.2771551E+002, 0.0000000E+000, 2.5434300E-002
 8.5501000E+002, 5.2802738E+002, 0.0000000E+000, 2.5434300E-002
 8.6001000E+002, 5.2832275E+002, 0.0000000E+000, 2.5434300E-002
 8.6501000E+002, 5.2860243E+002, 0.0000000E+000, 2.5434300E-002
 8.7001000E+002, 5.2886722E+002, 0.0000000E+000, 2.5434300E-002
 8.7501000E+002, 5.2911786E+002, 0.0000000E+000, 2.5434300E-002
 8.8001000E+002, 5.2935508E+002, 0.0000000E+000, 2.5434300E-002
 8.8501000E+002, 5.2957957E+002, 0.0000000E+000, 2.5434300E-002
 8.9001000E+002, 5.2979197E+002, 0.0000000E+000, 2.5434300E-002
 8.9501000E+002, 5.2999291E+002, 0.0000000E+000, 2.5434300E-002
 9.0001000E+002, 5.3018300E+002, 0.0000000E+000, 2.5434300E-002
 9.0501000E+002, 5.3036278E+002, 0.0000000E+000, 2.5434300E-002
 9.1001000E+002, 5.3053281E+002, 0.0000000E+000, 2.5434300E-002
 9.1501000E+002, 5.3069359E+002, 0.0000000E+000, 2.5434300E-002
 9.2001000E+002, 5.3084562E+002, 0.0000000E+000, 2.5434300E-002
 9.2501000E+002, 5.3098936E+002, 0.0000000E+000, 2.5434300E-002
 9.3001000E+002, 5.3112524E+002, 0.0000000E+000, 2.5434300E-002
 9.3501000E+002, 5.3125369E+002, 0.0000000E+000, 2.5434300E-002
 9.4001000E+002, 5.3137511E+002, 0.0000000E+000, 2.5434300E-002
 9.4501000E+002, 5.3148986E+002, 0.0000000E+000, 2.5434300E-002
 9.5001000E+002, 5.3159832E+002, 0.0000000E+000, 2.5434300E-002
 9.5501000E+002, 5.3170081E+002, 0.0000000E+000, 2.5434300E-002
 9.6001000E+002, 5.3179766E+002, 0.0000000E+000, 2.5434300E-002
 9.6501000E+002, 5.3188918E+002, 0.0000000E+000, 2.5434300E-002
 9.7001000E+002, 5.3197565E+002, 0.0000000E+000, 2.5434300E-002
 9.7501000E+002, 5.3205735E+002, 0.0000000E+000, 2.5434300E-002
 9.8001000E+002, 5.3213453E+002, 0.0000000E+000, 2.5434300E-002
 9.8501000E+002, 5.3220745E+002, 0.0000000E+000, 2.5434300E-002
 9.9001000E+002, 5.3227634E+002, 0.0000000E+000, 2.5434300E-002
 9.9501000E+002, 5.3234141E+002, 0.0000000E+000, 2.5434300E-002
 1.0000000E+003, 5.3240282E+002, 0.0000000E+000, 2.5434300E-002
