s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-1.2970224E-016
 1.0127034E+000,-1.3634896E-005, 1.2095196E-005
 2.0254068E+000, 3.0121444E-004, 6.9345961E-004
 3.0114601E+000, 1.4606399E-003, 4.4350983E-003
 4.0241635E+000, 3.4097612E-003, 1.7391925E-002
 5.0102168E+000, 5.8879187E-003, 3.6839496E-002
 6.0229202E+000, 8.7314827E-003, 6.4671229E-002
 7.0089736E+000, 1.1592734E-002, 8.4775944E-002
 8.0216770E+000, 1.4383275E-002, 1.0863230E-001
 9.0077303E+000, 1.6973040E-002, 1.4832612E-001
 1.0020434E+001, 1.9051142E-002, 1.7455903E-001
 1.1006487E+001, 2.0669844E-002, 1.6860043E-001
 1.2019190E+001, 2.2010113E-002, 1.6482376E-001
 1.3005244E+001, 2.3266504E-002, 1.6872223E-001
 1.4017947E+001, 2.4265039E-002, 1.6834083E-001
 1.5004000E+001, 2.5030287E-002, 1.6548240E-001
 1.6016704E+001, 2.5637959E-002, 1.6311185E-001
 1.7002757E+001, 2.6183914E-002, 1.6169310E-001
 1.8015461E+001, 2.6778291E-002, 1.6126603E-001
 1.9001514E+001, 2.7482112E-002, 1.6043810E-001
 2.0014217E+001, 2.8264740E-002, 1.6054897E-001
 2.1000271E+001, 2.9113265E-002, 1.6814818E-001
 2.2012974E+001, 2.9971307E-002, 1.7074860E-001
 2.3025677E+001, 3.0994346E-002, 1.6915273E-001
 2.4011731E+001, 3.2271225E-002, 1.7489343E-001
 2.5024434E+001, 3.3576141E-002, 1.5878006E-001
 2.6010487E+001, 3.5002921E-002, 1.5951417E-001
 2.7023191E+001, 3.6531928E-002, 1.5628317E-001
 2.8009244E+001, 3.8082771E-002, 1.4938453E-001
 2.9021948E+001, 3.9519036E-002, 1.4597016E-001
 3.0008001E+001, 4.0731657E-002, 1.4683837E-001
 3.1020704E+001, 4.1385494E-002, 1.3962766E-001
 3.2006758E+001, 4.1959251E-002, 1.4237566E-001
 3.3019461E+001, 4.2381371E-002, 1.3432245E-001
 3.4005514E+001, 4.2582237E-002, 1.3480779E-001
 3.5018218E+001, 4.3183279E-002, 1.4048860E-001
 3.6004271E+001, 4.3549358E-002, 1.4738812E-001
 3.7016974E+001, 4.3735331E-002, 1.5744232E-001
 3.8003028E+001, 4.4151552E-002, 1.5778266E-001
 3.9015731E+001, 4.4478178E-002, 1.5477140E-001
 4.0001784E+001, 4.4471726E-002, 1.5949484E-001
 4.1014488E+001, 4.4697083E-002, 1.5188272E-001
 4.2000541E+001, 4.5161795E-002, 1.6019403E-001
 4.3013245E+001, 4.5998559E-002, 1.6329688E-001
 4.4025948E+001, 4.6844594E-002, 1.6305537E-001
 4.5012001E+001, 4.7064062E-002, 1.5780237E-001
 4.6024705E+001, 4.7381064E-002, 1.6126886E-001
 4.7010758E+001, 4.8060812E-002, 1.6048542E-001
 4.8023461E+001, 4.8494512E-002, 1.5629893E-001
 4.9009515E+001, 4.8963411E-002, 1.5919589E-001
 5.0022218E+001, 4.9180660E-002, 1.5091258E-001
 5.1008271E+001, 4.9102707E-002, 1.5409423E-001
 5.2020975E+001, 4.8545789E-002, 1.5577734E-001
 5.3007028E+001, 4.8886104E-002, 1.5053038E-001
 5.4019732E+001, 5.0310154E-002, 1.5861952E-001
 5.5005785E+001, 5.1112355E-002, 1.5807736E-001
 5.6018488E+001, 5.1595961E-002, 1.5408329E-001
 5.7004542E+001, 5.1700907E-002, 1.5685346E-001
 5.8017245E+001, 5.2318249E-002, 1.6419957E-001
 5.9003298E+001, 5.2909412E-002, 1.7000249E-001
 6.0016002E+001, 5.3639838E-002, 1.7222515E-001
 6.1002055E+001, 5.4476157E-002, 1.6539024E-001
 6.2014758E+001, 5.5428368E-002, 1.6565206E-001
 6.3000812E+001, 5.6160727E-002, 1.7126681E-001
 6.4013515E+001, 5.6495257E-002, 1.7479180E-001
 6.5026218E+001, 5.6605762E-002, 1.7508406E-001
 6.6012272E+001, 5.6797239E-002, 1.7217064E-001
 6.7024975E+001, 5.6942073E-002, 1.7468809E-001
 6.8011029E+001, 5.7170961E-002, 1.8088614E-001
 6.9023732E+001, 5.7109049E-002, 1.8515330E-001
 7.0009785E+001, 5.6598792E-002, 1.8952254E-001
 7.1022489E+001, 5.5949348E-002, 1.9361286E-001
 7.2008542E+001, 5.5368419E-002, 1.9289038E-001
 7.3021245E+001, 5.5616173E-002, 1.8930989E-001
 7.4007299E+001, 5.5803031E-002, 1.8339019E-001
 7.5020002E+001, 5.4903377E-002, 1.8029155E-001
 7.6006055E+001, 5.5124890E-002, 1.7730482E-001
 7.7018759E+001, 5.5298009E-002, 1.8014552E-001
 7.8004812E+001, 5.6363685E-002, 1.8129788E-001
 7.9017515E+001, 5.6678705E-002, 1.7506678E-001
 8.0003569E+001, 5.6585150E-002, 1.7574452E-001
 8.1016272E+001, 5.5645784E-002, 1.8812378E-001
 8.2002326E+001, 5.5058223E-002, 1.7746873E-001
 8.3015029E+001, 5.5063300E-002, 1.9043656E-001
 8.4001082E+001, 5.6226912E-002, 1.8572451E-001
 8.5013786E+001, 5.7006131E-002, 1.8610732E-001
 8.6026489E+001, 5.7954527E-002, 1.8632758E-001
 8.7012542E+001, 5.8182695E-002, 1.8348842E-001
 8.8025246E+001, 5.8684857E-002, 1.9180167E-001
 8.9011299E+001, 5.8975719E-002, 1.8775083E-001
 9.0024002E+001, 5.8861967E-002, 1.8803214E-001
 9.1010056E+001, 5.8947829E-002, 1.8838620E-001
 9.2022759E+001, 5.8733184E-002, 1.8881644E-001
 9.3008813E+001, 5.9235541E-002, 2.0893912E-001
 9.4021516E+001, 5.9543329E-002, 2.0464076E-001
 9.5007569E+001, 5.9377961E-002, 2.0237843E-001
 9.6020273E+001, 5.8829450E-002, 1.9508076E-001
 9.7006326E+001, 5.8023271E-002, 1.9476039E-001
 9.8019029E+001, 5.7870646E-002, 1.9888252E-001
 9.9005083E+001, 5.8195369E-002, 1.9920649E-001
 1.0001779E+002, 5.8695763E-002, 2.0353660E-001
 1.0100384E+002, 5.9139319E-002, 2.0296279E-001
 1.0201654E+002, 5.9084607E-002, 2.0052149E-001
 1.0300260E+002, 5.9708866E-002, 1.9826093E-001
 1.0401530E+002, 5.9705454E-002, 1.9176564E-001
 1.0500135E+002, 5.9928638E-002, 1.9363460E-001
 1.0601406E+002, 5.9546264E-002, 1.9781053E-001
 1.0700011E+002, 5.9580409E-002, 2.0290227E-001
 1.0801281E+002, 5.9628999E-002, 2.0019255E-001
 1.0902552E+002, 5.9740707E-002, 2.0099442E-001
 1.1001157E+002, 5.9674277E-002, 1.9361858E-001
 1.1102427E+002, 5.9930029E-002, 1.9087276E-001
 1.1201033E+002, 6.0344195E-002, 1.9042394E-001
 1.1302303E+002, 6.0484669E-002, 1.9631031E-001
 1.1400908E+002, 6.0123615E-002, 2.0208988E-001
 1.1502179E+002, 6.0094695E-002, 1.9393284E-001
 1.1600784E+002, 6.0630027E-002, 1.9724217E-001
 1.1702054E+002, 6.0518819E-002, 2.0941759E-001
 1.1800660E+002, 6.0470507E-002, 1.9803916E-001
 1.1901930E+002, 6.0438378E-002, 2.0680256E-001
 1.2000535E+002, 6.0022747E-002, 2.1139852E-001
 1.2101806E+002, 6.0284031E-002, 2.0879493E-001
 1.2200411E+002, 6.0450765E-002, 2.1233566E-001
 1.2301681E+002, 6.0707271E-002, 2.0952014E-001
 1.2400287E+002, 6.0066968E-002, 2.0452465E-001
 1.2501557E+002, 5.9435283E-002, 1.9176775E-001
 1.2600162E+002, 5.9064462E-002, 1.9763027E-001
 1.2701433E+002, 5.8672791E-002, 2.0308739E-001
 1.2800038E+002, 5.7995557E-002, 1.9203831E-001
 1.2901308E+002, 5.7883156E-002, 1.9171164E-001
 1.3002579E+002, 5.8563979E-002, 2.1340938E-001
 1.3101184E+002, 5.8866433E-002, 2.0049840E-001
 1.3202454E+002, 5.9087734E-002, 1.8574268E-001
 1.3301060E+002, 5.9619290E-002, 1.9397273E-001
 1.3402330E+002, 5.9511292E-002, 1.9511510E-001
 1.3500935E+002, 5.9488608E-002, 1.9403462E-001
 1.3602206E+002, 5.9806938E-002, 1.9055219E-001
 1.3700811E+002, 6.0343587E-002, 1.8992165E-001
 1.3802081E+002, 6.0764141E-002, 1.8751876E-001
 1.3900687E+002, 6.1103961E-002, 1.9458506E-001
 1.4001957E+002, 6.1346470E-002, 1.9258243E-001
 1.4100562E+002, 6.2079235E-002, 1.9007314E-001
 1.4201833E+002, 6.2619072E-002, 1.9757055E-001
 1.4300438E+002, 6.2577065E-002, 2.0401358E-001
 1.4401708E+002, 6.2096427E-002, 2.0644894E-001
 1.4500314E+002, 6.1693483E-002, 1.9683704E-001
 1.4601584E+002, 6.1689327E-002, 1.8833321E-001
 1.4700189E+002, 6.1330473E-002, 1.9340307E-001
 1.4801460E+002, 6.0321731E-002, 1.9744009E-001
 1.4900065E+002, 6.0952644E-002, 1.9824890E-001
 1.5001335E+002, 6.1467986E-002, 2.0332912E-001
 1.5102606E+002, 6.1650295E-002, 2.1429428E-001
 1.5201211E+002, 6.1550214E-002, 2.0894585E-001
 1.5302481E+002, 6.1054356E-002, 2.0036165E-001
 1.5401087E+002, 6.1382801E-002, 2.0875779E-001
 1.5502357E+002, 6.1085700E-002, 1.9203499E-001
 1.5600962E+002, 6.1324410E-002, 1.9567337E-001
 1.5702233E+002, 6.2343078E-002, 2.1280520E-001
 1.5800838E+002, 6.2475204E-002, 2.1157881E-001
 1.5902108E+002, 6.1976629E-002, 2.0733020E-001
 1.6000714E+002, 6.1115243E-002, 2.0398973E-001
 1.6101984E+002, 6.0619654E-002, 2.0425834E-001
 1.6200589E+002, 6.0695157E-002, 2.0223913E-001
 1.6301860E+002, 6.1347348E-002, 2.0858706E-001
 1.6400465E+002, 6.1645250E-002, 2.1080968E-001
 1.6501735E+002, 6.2111706E-002, 2.0882769E-001
 1.6600341E+002, 6.2221244E-002, 2.1710419E-001
 1.6701611E+002, 6.1682500E-002, 2.1457374E-001
 1.6800216E+002, 6.0724891E-002, 2.0309420E-001
 1.6901487E+002, 6.0074048E-002, 1.9736158E-001
 1.7000092E+002, 5.9991880E-002, 1.9357946E-001
 1.7101362E+002, 6.0814247E-002, 1.9759103E-001
 1.7202633E+002, 6.0856714E-002, 1.9240340E-001
 1.7301238E+002, 5.9822430E-002, 2.0333779E-001
 1.7402508E+002, 5.9975251E-002, 2.1073992E-001
 1.7501114E+002, 6.0730698E-002, 2.0912455E-001
 1.7602384E+002, 6.1174765E-002, 2.1178387E-001
 1.7700989E+002, 6.1335359E-002, 2.1491042E-001
 1.7802260E+002, 6.1831404E-002, 2.0990407E-001
 1.7900865E+002, 6.2042821E-002, 2.1158250E-001
 1.8002135E+002, 6.1822686E-002, 2.0653708E-001
 1.8100741E+002, 6.1772624E-002, 1.9820140E-001
 1.8202011E+002, 6.1416844E-002, 1.9333551E-001
 1.8300616E+002, 6.1429706E-002, 2.0280599E-001
 1.8401887E+002, 6.1661778E-002, 2.1049797E-001
 1.8500492E+002, 6.1707702E-002, 2.1294768E-001
 1.8601763E+002, 6.1357603E-002, 2.1091078E-001
 1.8700368E+002, 6.0239329E-002, 2.0272647E-001
 1.8801638E+002, 5.9615726E-002, 1.9925500E-001
 1.8900244E+002, 6.0046533E-002, 1.9900005E-001
 1.9001514E+002, 6.1115353E-002, 1.9965694E-001
 1.9100119E+002, 6.1640689E-002, 2.0565855E-001
 1.9201390E+002, 6.1300226E-002, 1.9204763E-001
 1.9302660E+002, 6.1294734E-002, 1.9414997E-001
 1.9401265E+002, 6.1200011E-002, 2.0682609E-001
 1.9502536E+002, 6.1256941E-002, 2.0712538E-001
 1.9601141E+002, 6.0984103E-002, 2.1085474E-001
 1.9702411E+002, 6.1515390E-002, 2.1314505E-001
 1.9801017E+002, 6.1849581E-002, 2.0258279E-001
 1.9902287E+002, 6.2588782E-002, 1.9627811E-001
 2.0000892E+002, 6.3197846E-002, 2.0601130E-001
 2.0102163E+002, 6.3330750E-002, 2.0729403E-001
 2.0200768E+002, 6.3061139E-002, 2.1013515E-001
 2.0302038E+002, 6.3302859E-002, 2.0537638E-001
 2.0400644E+002, 6.3344619E-002, 2.1665545E-001
 2.0501914E+002, 6.2863635E-002, 2.2421165E-001
 2.0600519E+002, 6.2946470E-002, 2.1866103E-001
 2.0701790E+002, 6.2756574E-002, 2.0882209E-001
 2.0800395E+002, 6.2259112E-002, 2.0902402E-001
 2.0901665E+002, 6.1805675E-002, 2.0122473E-001
 2.1000271E+002, 6.1578071E-002, 1.9681628E-001
 2.1101541E+002, 6.1612841E-002, 1.9761861E-001
 2.1200146E+002, 6.1810042E-002, 2.0433173E-001
 2.1301417E+002, 6.1573369E-002, 2.0350753E-001
 2.1400022E+002, 6.2121634E-002, 2.0577466E-001
 2.1501292E+002, 6.2387138E-002, 2.0076079E-001
 2.1602563E+002, 6.2788087E-002, 2.0234411E-001
 2.1701168E+002, 6.2942460E-002, 1.9738249E-001
 2.1802438E+002, 6.2751688E-002, 2.0043340E-001
 2.1901044E+002, 6.1787818E-002, 1.9163998E-001
 2.2002314E+002, 6.1130899E-002, 1.9007243E-001
 2.2100919E+002, 6.0209698E-002, 1.9395796E-001
 2.2202190E+002, 6.1342758E-002, 2.0154441E-001
 2.2300795E+002, 6.1997284E-002, 2.0217965E-001
 2.2402065E+002, 6.1712148E-002, 2.0946122E-001
 2.2500671E+002, 6.1229701E-002, 2.1876928E-001
 2.2601941E+002, 6.0918661E-002, 2.3304703E-001
 2.2700546E+002, 6.1140382E-002, 2.3204276E-001
 2.2801817E+002, 6.1120170E-002, 2.2697746E-001
 2.2900422E+002, 6.0644909E-002, 2.1042522E-001
 2.3001692E+002, 6.0912949E-002, 2.1267260E-001
 2.3100298E+002, 6.1260637E-002, 2.1976168E-001
 2.3201568E+002, 6.1760956E-002, 2.0401570E-001
 2.3300173E+002, 6.1394177E-002, 2.0402367E-001
 2.3401444E+002, 6.0214581E-002, 2.0918189E-001
 2.3500049E+002, 5.9356647E-002, 2.0647610E-001
 2.3601319E+002, 5.9398116E-002, 2.0266384E-001
 2.3702590E+002, 5.9740164E-002, 2.0616032E-001
 2.3801195E+002, 5.9732112E-002, 2.0839725E-001
 2.3902465E+002, 5.9568992E-002, 1.9745475E-001
 2.4001071E+002, 5.9568957E-002, 1.9740496E-001
 2.4102341E+002, 5.9797445E-002, 1.9875326E-001
 2.4200946E+002, 6.0154420E-002, 1.9865940E-001
 2.4302217E+002, 5.9236218E-002, 2.0102361E-001
 2.4400822E+002, 5.8842976E-002, 2.1282580E-001
 2.4502092E+002, 5.8984994E-002, 2.0529846E-001
 2.4600698E+002, 5.9186459E-002, 2.1094123E-001
 2.4701968E+002, 6.0186315E-002, 2.1045571E-001
 2.4800573E+002, 6.0574275E-002, 2.0722450E-001
 2.4901844E+002, 5.9902396E-002, 2.0070932E-001
 2.5000449E+002, 6.0020835E-002, 1.9843819E-001
 2.5101719E+002, 5.9916701E-002, 2.0172559E-001
 2.5200325E+002, 6.0118458E-002, 2.0152477E-001
 2.5301595E+002, 6.0377163E-002, 1.9793924E-001
 2.5400200E+002, 6.0710395E-002, 1.9967940E-001
 2.5501471E+002, 6.0685334E-002, 1.8667568E-001
 2.5600076E+002, 6.0363836E-002, 1.9039459E-001
 2.5701346E+002, 6.0580494E-002, 2.0164000E-001
 2.5802617E+002, 6.1010234E-002, 2.0515538E-001
 2.5901222E+002, 6.1206916E-002, 2.1155674E-001
 2.6002492E+002, 6.0885044E-002, 2.0351754E-001
 2.6101098E+002, 6.0623587E-002, 2.1475459E-001
 2.6202368E+002, 6.0118924E-002, 2.1292675E-001
 2.6300973E+002, 5.9778799E-002, 2.0077367E-001
 2.6402244E+002, 6.0184257E-002, 1.9671685E-001
 2.6500849E+002, 6.0324967E-002, 2.0352752E-001
 2.6602119E+002, 6.0840554E-002, 2.1401202E-001
 2.6700725E+002, 6.0782740E-002, 2.1144148E-001
 2.6801995E+002, 6.1149886E-002, 2.0589088E-001
 2.6900600E+002, 6.1630042E-002, 2.0075891E-001
 2.7001871E+002, 6.1307740E-002, 2.0220609E-001
 2.7100476E+002, 6.1151427E-002, 1.9539221E-001
 2.7201746E+002, 6.0884977E-002, 2.0312487E-001
