s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-3.8655896E-017
 1.0127034E+000,-5.1622438E-005, 2.9451142E-004
 2.0254068E+000, 1.6346938E-003, 1.2041094E-002
 3.0114601E+000, 1.0347652E-002, 8.3639943E-002
 4.0241635E+000, 2.2847031E-002, 2.0532797E-001
 5.0102168E+000, 3.3430070E-002, 3.6820798E-001
 6.0229202E+000, 4.4649051E-002, 5.3479522E-001
 7.0089736E+000, 5.4619207E-002, 5.5585320E-001
 8.0216770E+000, 6.3497959E-002, 5.3424507E-001
 9.0077303E+000, 7.0839615E-002, 5.4803837E-001
 1.0020434E+001, 7.7611799E-002, 6.1324055E-001
 1.1022408E+001, 8.2872695E-002, 6.2172512E-001
 1.2005678E+001, 8.7369790E-002, 6.3097895E-001
 1.3014466E+001, 9.1120008E-002, 6.4663034E-001
 1.4005962E+001, 9.4459931E-002, 6.3032652E-001
 1.5019013E+001, 9.7083030E-002, 6.2986984E-001
 1.6010509E+001, 9.8961107E-002, 6.0757128E-001
 1.7002005E+001, 1.0005437E-001, 5.9521239E-001
 1.8015055E+001, 1.0191103E-001, 6.0004842E-001
 1.9006551E+001, 1.0329331E-001, 6.0232957E-001
 2.0019601E+001, 1.0447104E-001, 6.4409357E-001
 2.1000842E+001, 1.0534828E-001, 6.6887314E-001
 2.2007083E+001, 1.0542890E-001, 6.4724236E-001
 2.3013324E+001, 1.0560346E-001, 6.3604927E-001
 2.4000214E+001, 1.0719798E-001, 6.6900586E-001
 2.5006455E+001, 1.0844826E-001, 6.9582258E-001
 2.6012696E+001, 1.0805738E-001, 6.8847478E-001
 2.7018937E+001, 1.0697101E-001, 6.9654107E-001
 2.8005827E+001, 1.0762333E-001, 6.6086078E-001
 2.9015938E+001, 1.0747482E-001, 6.9173548E-001
 3.0016374E+001, 1.0561369E-001, 6.7291285E-001
 3.1016810E+001, 1.0546240E-001, 6.7700353E-001
 3.2017245E+001, 1.0522855E-001, 6.9052651E-001
 3.3002648E+001, 1.0637782E-001, 6.4739019E-001
