s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-6.4794224E-017
 1.0127034E+000,-9.4452574E-005, 4.5481936E-004
 2.0254068E+000, 2.1973407E-003, 2.6553552E-002
 3.0114601E+000, 1.2414419E-002, 1.6527645E-001
 4.0241635E+000, 2.4317904E-002, 3.8942805E-001
 5.0102168E+000, 3.5590828E-002, 6.8947249E-001
 6.0229202E+000, 4.4173415E-002, 9.7058075E-001
 7.0107963E+000, 5.1043530E-002, 9.7499819E-001
 8.0142393E+000, 5.9408373E-002, 7.5842987E-001
 9.0176823E+000, 6.7214409E-002, 7.3379477E-001
 1.0021125E+001, 7.4474891E-002, 8.1126135E-001
 1.1023077E+001, 8.0899897E-002, 8.9474715E-001
 1.2014949E+001, 8.5420715E-002, 8.9780046E-001
 1.3006821E+001, 8.9433567E-002, 8.6698088E-001
 1.4022310E+001, 9.3015336E-002, 8.4896983E-001
 1.5014182E+001, 9.5277068E-002, 9.0203712E-001
 1.6006054E+001, 9.7064111E-002, 9.0098217E-001
 1.7013795E+001, 9.9272097E-002, 8.8698715E-001
 1.8012028E+001, 1.0073918E-001, 8.7744797E-001
 1.9010261E+001, 1.0306174E-001, 9.4441639E-001
 2.0008495E+001, 1.0421626E-001, 9.1361953E-001
 2.1006728E+001, 1.0616991E-001, 9.4503253E-001
 2.2010666E+001, 1.0767223E-001, 9.7185960E-001
 2.3002614E+001, 1.0742254E-001, 9.5825429E-001
 2.4013638E+001, 1.0921452E-001, 9.7636717E-001
 2.5005585E+001, 1.0986344E-001, 9.8264910E-001
 2.6016609E+001, 1.1036918E-001, 1.0148636E+000
 2.7008557E+001, 1.1169680E-001, 9.7386556E-001
 2.8000504E+001, 1.1426669E-001, 1.0016501E+000
 2.9011528E+001, 1.1761877E-001, 1.0391366E+000
 3.0003475E+001, 1.1777038E-001, 1.0360796E+000
 3.1014499E+001, 1.1612565E-001, 1.0691929E+000
 3.2006447E+001, 1.1675559E-001, 1.0528454E+000
 3.3017470E+001, 1.1595501E-001, 9.8235689E-001
 3.4013065E+001, 1.1633808E-001, 1.0550174E+000
 3.5008285E+001, 1.1759326E-001, 1.0197392E+000
 3.6003505E+001, 1.1896413E-001, 1.0035045E+000
 3.7015884E+001, 1.2048691E-001, 1.0350261E+000
 3.8011104E+001, 1.1981744E-001, 1.0332239E+000
 3.9006324E+001, 1.1776551E-001, 1.0599676E+000
 4.0001544E+001, 1.1671528E-001, 1.0445671E+000
 4.1013922E+001, 1.1650888E-001, 1.0441080E+000
 4.2009142E+001, 1.1748018E-001, 1.0437972E+000
 4.3004362E+001, 1.2052353E-001, 1.0807218E+000
 4.4016741E+001, 1.2164741E-001, 1.0519765E+000
 4.5011961E+001, 1.2244836E-001, 1.1104939E+000
 4.6007181E+001, 1.2172083E-001, 1.0957394E+000
 4.7002401E+001, 1.1949816E-001, 1.0329292E+000
 4.8014780E+001, 1.2034030E-001, 1.0379923E+000
 4.9010000E+001, 1.2070956E-001, 1.0200990E+000
 5.0005220E+001, 1.2031185E-001, 1.0390399E+000
 5.1000440E+001, 1.2014477E-001, 1.0841025E+000
 5.2012819E+001, 1.2075691E-001, 1.0421299E+000
 5.3008039E+001, 1.2201544E-001, 1.0332816E+000
 5.4003259E+001, 1.2289281E-001, 1.0624070E+000
 5.5002409E+001, 1.2441555E-001, 1.0945761E+000
 5.6004820E+001, 1.2390502E-001, 1.0531626E+000
 5.7007231E+001, 1.2351866E-001, 1.0326217E+000
