s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-1.2970224E-016
 1.0127034E+000,-5.6020214E-005, 2.6624955E-004
 2.0254068E+000, 1.2316168E-003, 1.0795975E-002
 3.0114601E+000, 5.8492387E-003, 8.6416587E-002
 4.0241635E+000, 1.2247551E-002, 2.1496768E-001
 5.0102168E+000, 1.8698328E-002, 3.8484779E-001
 6.0229202E+000, 2.4816139E-002, 5.7499826E-001
 7.0089736E+000, 2.9251295E-002, 7.0235383E-001
 8.0216770E+000, 3.2497575E-002, 7.1150839E-001
 9.0077303E+000, 3.5267384E-002, 7.0837041E-001
 1.0020434E+001, 3.7199906E-002, 6.9383039E-001
 1.1006487E+001, 3.8642379E-002, 6.9466936E-001
 1.2019190E+001, 4.0172975E-002, 6.9260739E-001
 1.3005244E+001, 4.2035807E-002, 6.9923817E-001
 1.4017947E+001, 4.4124153E-002, 6.9689480E-001
 1.5004000E+001, 4.6827866E-002, 6.9119660E-001
 1.6016704E+001, 5.0386624E-002, 6.6978378E-001
 1.7002757E+001, 5.4166864E-002, 6.5522916E-001
 1.8020004E+001, 5.7860498E-002, 6.4508420E-001
 1.9015811E+001, 6.1330598E-002, 6.2434508E-001
 2.0011618E+001, 6.3857881E-002, 6.1882060E-001
 2.1007424E+001, 6.5529826E-002, 5.6668982E-001
 2.2003231E+001, 6.7297533E-002, 6.2440063E-001
 2.3003218E+001, 6.8864678E-002, 6.4385076E-001
 2.4000142E+001, 6.9875180E-002, 6.6233682E-001
 2.5012846E+001, 6.9856213E-002, 6.8294858E-001
 2.6025549E+001, 6.9704186E-002, 6.8663421E-001
 2.7011602E+001, 6.9928488E-002, 6.5212016E-001
 2.8024306E+001, 7.1220081E-002, 6.6648464E-001
 2.9010359E+001, 7.2985315E-002, 6.1943625E-001
 3.0023062E+001, 7.5194936E-002, 6.6676472E-001
 3.1009116E+001, 7.6471718E-002, 6.7831747E-001
 3.2021819E+001, 7.8083165E-002, 6.9204181E-001
 3.3000966E+001, 7.9082983E-002, 6.5363084E-001
 3.4016997E+001, 7.9912887E-002, 6.5546509E-001
 3.5012151E+001, 8.1802735E-002, 6.7387258E-001
 3.6007304E+001, 8.3212250E-002, 6.6728614E-001
 3.7002458E+001, 8.4015912E-002, 6.9762570E-001
 3.8023128E+001, 8.5053928E-002, 7.0530088E-001
 3.9018282E+001, 8.6757880E-002, 7.0995299E-001
 4.0013435E+001, 8.7817214E-002, 7.1448931E-001
 4.1005984E+001, 8.7930778E-002, 7.1901290E-001
 4.2014111E+001, 8.8579432E-002, 7.1102885E-001
 4.3022238E+001, 8.8045314E-002, 7.3403448E-001
 4.4007453E+001, 8.7949225E-002, 7.2472937E-001
 4.5015580E+001, 9.0022842E-002, 7.0431615E-001
 4.6000795E+001, 9.0682932E-002, 6.9214819E-001
 4.7008922E+001, 9.0487408E-002, 6.9892351E-001
 4.8017048E+001, 9.0599325E-002, 7.1289398E-001
 4.9002263E+001, 9.0996518E-002, 7.5926719E-001
 5.0010390E+001, 9.2228991E-002, 7.4967223E-001
 5.1011263E+001, 9.3036955E-002, 7.6318528E-001
 5.2020248E+001, 9.3235416E-002, 8.1159925E-001
 5.3008640E+001, 9.3361090E-002, 7.8487992E-001
 5.4017625E+001, 9.3559470E-002, 7.7683349E-001
 5.5006017E+001, 9.2423479E-002, 7.8925093E-001
 5.6015002E+001, 9.2206008E-002, 7.8394141E-001
 5.7003395E+001, 9.2212446E-002, 7.8418593E-001
 5.8012379E+001, 9.3346107E-002, 8.1189377E-001
 5.9000772E+001, 9.4583287E-002, 7.9815019E-001
 6.0009756E+001, 9.5927971E-002, 8.4713082E-001
 6.1018740E+001, 9.5790086E-002, 8.2650869E-001
 6.2007133E+001, 9.5033510E-002, 8.2017001E-001
 6.3016117E+001, 9.5801218E-002, 8.1574753E-001
 6.4004510E+001, 9.5148404E-002, 8.1491480E-001
 6.5013494E+001, 9.4605496E-002, 7.8533987E-001
 6.6001887E+001, 9.5127082E-002, 8.1747662E-001
 6.7010872E+001, 9.5484636E-002, 8.2002049E-001
 6.8019856E+001, 9.6147400E-002, 8.0262671E-001
 6.9008249E+001, 9.5373464E-002, 8.0447554E-001
 7.0017233E+001, 9.5211474E-002, 8.0143567E-001
 7.1005626E+001, 9.6828956E-002, 8.0752021E-001
 7.2014610E+001, 9.7763408E-002, 8.3413158E-001
 7.3003003E+001, 9.6086382E-002, 8.1640059E-001
 7.4011987E+001, 9.6910560E-002, 8.0405632E-001
 7.5000380E+001, 9.8156995E-002, 8.1986515E-001
 7.6009364E+001, 9.8020726E-002, 8.1562248E-001
 7.7018349E+001, 9.7486070E-002, 8.1429582E-001
 7.8006741E+001, 9.5721527E-002, 7.9978553E-001
 7.9015726E+001, 9.3032571E-002, 8.4521467E-001
 8.0004118E+001, 9.3537733E-002, 8.3144763E-001
 8.1013103E+001, 9.4523265E-002, 8.4535801E-001
 8.2001495E+001, 9.3263845E-002, 8.5956764E-001
 8.3010480E+001, 9.3950902E-002, 8.0260245E-001
 8.4019464E+001, 9.4829661E-002, 7.3171403E-001
 8.5007857E+001, 9.2608952E-002, 7.4309087E-001
 8.6004486E+001, 9.1944168E-002, 7.8049806E-001
 8.7001116E+001, 9.2867844E-002, 7.9099584E-001
 8.8020396E+001, 9.4304131E-002, 7.8968605E-001
 8.9017025E+001, 9.5525144E-002, 8.1393300E-001
 9.0001645E+001, 9.5143072E-002, 7.8652272E-001
 9.1019948E+001, 9.6135916E-002, 8.0120527E-001
 9.2017885E+001, 9.8201217E-002, 7.9212885E-001
 9.3015822E+001, 9.8587718E-002, 7.9663657E-001
 9.4013758E+001, 9.9425647E-002, 8.4563249E-001
 9.5011695E+001, 1.0011770E-001, 8.4385519E-001
 9.6009632E+001, 9.9795320E-002, 8.5090665E-001
 9.7005293E+001, 1.0010818E-001, 8.5217334E-001
 9.8012216E+001, 9.9443029E-002, 8.4173309E-001
 9.9000831E+001, 9.9196534E-002, 8.2435541E-001
 1.0000775E+002, 9.8778631E-002, 8.2335514E-001
 1.0101468E+002, 9.8309045E-002, 7.8461073E-001
 1.0200329E+002, 9.9012831E-002, 7.8361246E-001
 1.0301022E+002, 9.9641346E-002, 8.1641338E-001
 1.0401714E+002, 9.9180269E-002, 8.2187749E-001
 1.0500392E+002, 9.7622270E-002, 8.2729377E-001
 1.0601085E+002, 9.6797039E-002, 8.2105388E-001
 1.0701777E+002, 9.8495153E-002, 7.8662566E-001
 1.0800455E+002, 9.9178766E-002, 7.6332727E-001
 1.0901148E+002, 9.8776326E-002, 8.3305582E-001
 1.1001840E+002, 9.9298720E-002, 8.5244540E-001
 1.1100518E+002, 9.9263782E-002, 8.3579750E-001
 1.1201211E+002, 9.8312316E-002, 8.3044414E-001
 1.1301903E+002, 9.6753681E-002, 8.4333189E-001
 1.1400582E+002, 9.4915112E-002, 8.4389417E-001
 1.1501274E+002, 9.7459614E-002, 8.3629824E-001
 1.1601966E+002, 9.9086649E-002, 8.3052426E-001
 1.1700645E+002, 9.8120030E-002, 8.7694480E-001
 1.1801337E+002, 9.8550211E-002, 8.7563553E-001
 1.1900015E+002, 9.7968944E-002, 8.7835788E-001
 1.2000708E+002, 9.8742355E-002, 8.6898864E-001
 1.2101400E+002, 9.9516540E-002, 8.5558478E-001
 1.2200078E+002, 9.9891545E-002, 8.4812478E-001
 1.2300771E+002, 1.0018262E-001, 8.2353704E-001
 1.2401463E+002, 9.9957952E-002, 8.2644297E-001
 1.2500141E+002, 9.7996054E-002, 8.0580612E-001
 1.2600834E+002, 9.7825516E-002, 8.2438299E-001
 1.2701526E+002, 9.9264562E-002, 8.5696873E-001
 1.2800205E+002, 9.8123908E-002, 8.4717430E-001
 1.2900897E+002, 9.6778731E-002, 8.4469142E-001
 1.3001589E+002, 9.7015368E-002, 8.1990952E-001
 1.3100268E+002, 9.7129114E-002, 8.3979796E-001
 1.3200960E+002, 9.7660730E-002, 8.4798052E-001
 1.3301652E+002, 9.7204398E-002, 8.0532674E-001
 1.3400331E+002, 9.7117051E-002, 8.0611318E-001
 1.3501023E+002, 9.6270652E-002, 8.4769160E-001
 1.3601917E+002, 9.6644973E-002, 8.7503540E-001
 1.3701602E+002, 9.8956061E-002, 8.4645369E-001
 1.3801287E+002, 9.9341337E-002, 8.1550865E-001
 1.3900973E+002, 1.0013844E-001, 8.3342858E-001
 1.4000658E+002, 1.0148729E-001, 8.2970910E-001
 1.4100344E+002, 1.0100890E-001, 8.0803757E-001
 1.4200029E+002, 9.9233174E-002, 8.0643213E-001
 1.4301930E+002, 9.8007773E-002, 8.3710209E-001
 1.4401615E+002, 9.7916304E-002, 8.0729687E-001
 1.4501300E+002, 9.6763718E-002, 8.3028964E-001
 1.4600986E+002, 9.6411911E-002, 8.2030338E-001
 1.4700671E+002, 9.6021856E-002, 8.3148687E-001
 1.4800356E+002, 9.6086825E-002, 7.9520072E-001
 1.4900042E+002, 9.7416233E-002, 8.0771245E-001
 1.5001942E+002, 9.7980645E-002, 8.0880964E-001
 1.5101954E+002, 9.8009726E-002, 8.1392381E-001
 1.5201279E+002, 9.6908206E-002, 8.2303832E-001
 1.5300009E+002, 9.6837851E-002, 8.4220384E-001
 1.5400526E+002, 9.8604442E-002, 8.2566747E-001
 1.5501043E+002, 1.0011806E-001, 8.2945888E-001
 1.5601560E+002, 1.0059019E-001, 8.1565513E-001
 1.5702078E+002, 1.0071611E-001, 8.4566962E-001
 1.5800410E+002, 1.0184058E-001, 8.3160808E-001
 1.5900927E+002, 1.0263907E-001, 8.0782540E-001
 1.6001444E+002, 1.0238150E-001, 8.5519953E-001
 1.6101961E+002, 9.9682970E-002, 8.1575986E-001
 1.6200293E+002, 9.8160371E-002, 8.0999154E-001
 1.6300811E+002, 9.7212348E-002, 8.3518038E-001
 1.6401328E+002, 9.3713490E-002, 8.1237258E-001
 1.6501845E+002, 9.3888047E-002, 7.7300178E-001
 1.6600177E+002, 9.6865068E-002, 8.3133200E-001
 1.6700816E+002, 9.7662600E-002, 8.3220158E-001
 1.6800987E+002, 9.6583602E-002, 8.4435800E-001
 1.6901159E+002, 9.7151592E-002, 8.1785339E-001
 1.7001330E+002, 9.6986114E-002, 8.6202936E-001
 1.7101502E+002, 9.7831567E-002, 8.5887230E-001
 1.7201673E+002, 9.8015263E-002, 8.2809539E-001
 1.7301845E+002, 9.8611180E-002, 8.1831535E-001
 1.7400052E+002, 9.9430044E-002, 8.1369350E-001
 1.7500224E+002, 1.0007454E-001, 8.2185899E-001
 1.7600395E+002, 1.0054058E-001, 8.3487757E-001
 1.7700567E+002, 9.9241213E-002, 8.2270221E-001
 1.7801327E+002, 9.7291930E-002, 7.8848152E-001
 1.7900713E+002, 9.6945827E-002, 8.1896240E-001
 1.8000099E+002, 9.7165896E-002, 7.9794229E-001
 1.8101646E+002, 9.8848086E-002, 8.1050049E-001
 1.8201032E+002, 9.8047907E-002, 8.2191487E-001
 1.8300417E+002, 9.7130184E-002, 8.3535469E-001
 1.8401964E+002, 9.6657608E-002, 8.4665716E-001
 1.8501350E+002, 9.8271721E-002, 8.7358261E-001
 1.8600699E+002, 9.8831545E-002, 8.2590016E-001
 1.8701626E+002, 9.9252197E-002, 8.2375132E-001
 1.8800611E+002, 9.8353317E-002, 8.1751985E-001
 1.8901926E+002, 9.7952202E-002, 8.0872149E-001
 1.9000135E+002, 9.8292291E-002, 8.0986464E-001
 1.9100479E+002, 1.0000767E-001, 7.9995160E-001
 1.9200823E+002, 1.0138787E-001, 8.3401609E-001
 1.9301167E+002, 1.0114029E-001, 8.3633033E-001
 1.9401511E+002, 1.0107037E-001, 8.4759745E-001
 1.9501855E+002, 1.0003332E-001, 8.2098675E-001
 1.9600064E+002, 9.9761334E-002, 8.1719162E-001
 1.9700409E+002, 9.9314802E-002, 8.5257871E-001
 1.9800753E+002, 9.9510620E-002, 8.2328713E-001
 1.9901097E+002, 1.0097537E-001, 7.9804321E-001
 2.0001441E+002, 1.0026549E-001, 8.0339346E-001
 2.0101785E+002, 9.8576619E-002, 8.0983917E-001
 2.0202129E+002, 9.9397585E-002, 8.3244616E-001
 2.0300338E+002, 9.8669833E-002, 8.0516944E-001
 2.0400682E+002, 9.8780757E-002, 8.0772087E-001
 2.0500381E+002, 9.9488544E-002, 7.9096541E-001
 2.0600216E+002, 1.0006907E-001, 8.0891631E-001
 2.0701779E+002, 1.0037446E-001, 8.2649360E-001
 2.0801038E+002, 1.0026916E-001, 8.1514935E-001
 2.0900297E+002, 9.9066809E-002, 8.1154095E-001
 2.1001668E+002, 9.6687782E-002, 8.2827157E-001
 2.1100928E+002, 9.6356532E-002, 7.8042579E-001
 2.1200187E+002, 9.7215538E-002, 7.9302020E-001
 2.1301558E+002, 9.9242897E-002, 8.6102638E-001
 2.1400817E+002, 9.7987485E-002, 8.8278871E-001
 2.1500076E+002, 9.8222643E-002, 8.9357289E-001
 2.1601447E+002, 9.7997084E-002, 8.6977074E-001
 2.1700706E+002, 9.8172298E-002, 8.7923867E-001
 2.1802077E+002, 9.8481610E-002, 8.3677052E-001
 2.1901336E+002, 9.9148803E-002, 8.4584437E-001
 2.2000595E+002, 9.8427397E-002, 8.1399446E-001
 2.2101967E+002, 9.9210201E-002, 8.1618086E-001
 2.2201226E+002, 9.9926812E-002, 8.2937960E-001
 2.2300485E+002, 1.0047868E-001, 8.4167152E-001
 2.2400375E+002, 1.0075629E-001, 8.2775364E-001
 2.2501106E+002, 1.0021462E-001, 8.0722968E-001
 2.2600886E+002, 9.9315215E-002, 8.6186951E-001
 2.2701236E+002, 9.8197532E-002, 8.7980242E-001
 2.2801586E+002, 9.6688747E-002, 8.0320022E-001
 2.2901937E+002, 9.5535198E-002, 7.4936673E-001
 2.3000196E+002, 9.6270860E-002, 7.7569773E-001
 2.3100547E+002, 9.6386825E-002, 8.1239941E-001
 2.3200897E+002, 9.6325496E-002, 8.0982894E-001
 2.3301247E+002, 9.5488466E-002, 8.3253128E-001
 2.3401598E+002, 9.6553487E-002, 8.3736515E-001
 2.3501948E+002, 9.6626751E-002, 9.0340885E-001
 2.3600208E+002, 9.6086266E-002, 8.4303699E-001
 2.3700558E+002, 9.6537200E-002, 8.6827686E-001
 2.3800908E+002, 9.6191190E-002, 8.4982946E-001
 2.3901259E+002, 9.6479418E-002, 8.2335984E-001
 2.4001609E+002, 9.6939755E-002, 8.0608108E-001
 2.4101959E+002, 9.6901263E-002, 8.2408948E-001
 2.4200219E+002, 9.6873747E-002, 8.3501661E-001
 2.4300569E+002, 9.6538901E-002, 8.6254263E-001
 2.4400920E+002, 9.6788794E-002, 8.8560841E-001
 2.4501270E+002, 9.5983632E-002, 8.4945060E-001
 2.4601620E+002, 9.5644771E-002, 8.0744861E-001
 2.4701971E+002, 9.6881731E-002, 8.3021808E-001
 2.4800230E+002, 9.7267539E-002, 8.1495756E-001
 2.4900581E+002, 9.6740989E-002, 8.2968025E-001
 2.5000931E+002, 9.6223651E-002, 7.8025441E-001
 2.5101281E+002, 9.6571305E-002, 8.1448911E-001
 2.5201632E+002, 9.7061940E-002, 8.1998526E-001
 2.5301982E+002, 9.6849994E-002, 8.1549830E-001
 2.5400242E+002, 9.7604876E-002, 8.2950554E-001
 2.5500592E+002, 9.9478044E-002, 8.4656264E-001
 2.5600942E+002, 9.9522878E-002, 8.0016862E-001
 2.5701293E+002, 9.8710504E-002, 8.1774525E-001
 2.5801643E+002, 9.7910972E-002, 8.1449073E-001
 2.5901993E+002, 9.6648371E-002, 7.9318203E-001
 2.6000253E+002, 9.7400861E-002, 8.0624924E-001
 2.6100603E+002, 9.5901209E-002, 8.3216210E-001
 2.6200954E+002, 9.6284323E-002, 8.1240547E-001
 2.6301304E+002, 9.5487560E-002, 8.1072166E-001
 2.6401654E+002, 9.4324254E-002, 7.7905832E-001
 2.6502005E+002, 9.6176573E-002, 7.6279932E-001
 2.6600264E+002, 9.5976600E-002, 8.2237636E-001
 2.6700615E+002, 9.5134264E-002, 8.5198564E-001
 2.6800965E+002, 9.5216263E-002, 8.1468713E-001
 2.6901315E+002, 9.4650834E-002, 8.4048847E-001
 2.7001038E+002, 9.5303728E-002, 8.2536711E-001
 2.7102225E+002, 9.6343552E-002, 8.2188953E-001
 2.7200757E+002, 9.7541005E-002, 8.0668074E-001
