s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-3.8655896E-017
 1.0127034E+000,-1.1361522E-005, 1.0496383E-005
 2.0254068E+000, 3.9539998E-004, 7.7306821E-004
 3.0114601E+000, 2.4270494E-003, 4.5754413E-003
 4.0241635E+000, 5.8118256E-003, 1.6940397E-002
 5.0102168E+000, 1.0080539E-002, 3.5456107E-002
 6.0229202E+000, 1.5114275E-002, 6.0583695E-002
 7.0089736E+000, 1.9878084E-002, 7.8219314E-002
 8.0216770E+000, 2.4230056E-002, 1.0085896E-001
 9.0077303E+000, 2.8484414E-002, 1.3971078E-001
 1.0020434E+001, 3.2459178E-002, 1.4787113E-001
 1.1006487E+001, 3.5922680E-002, 1.3439345E-001
 1.2019190E+001, 3.9099729E-002, 1.2777422E-001
 1.3005244E+001, 4.1985096E-002, 1.2606910E-001
 1.4017947E+001, 4.4684018E-002, 1.2704875E-001
 1.5004000E+001, 4.7338887E-002, 1.3205501E-001
 1.6016704E+001, 4.9326645E-002, 1.4779726E-001
 1.7002757E+001, 5.1365274E-002, 1.4147625E-001
 1.8015461E+001, 5.3131897E-002, 1.5018299E-001
 1.9001514E+001, 5.4655890E-002, 1.4677135E-001
 2.0014217E+001, 5.5928577E-002, 1.5152371E-001
 2.1000271E+001, 5.7343839E-002, 1.4963005E-001
 2.2012974E+001, 5.8369432E-002, 1.5227528E-001
 2.3025677E+001, 5.9609698E-002, 1.5564184E-001
 2.4011731E+001, 6.0654527E-002, 1.4607058E-001
 2.5024434E+001, 6.1375443E-002, 1.4630915E-001
 2.6010487E+001, 6.2295265E-002, 1.5003724E-001
 2.7023191E+001, 6.2669636E-002, 1.4948261E-001
 2.8009244E+001, 6.3195119E-002, 1.4538587E-001
 2.9021948E+001, 6.3188592E-002, 1.3866233E-001
 3.0008001E+001, 6.4143195E-002, 1.4066314E-001
 3.1020704E+001, 6.4556707E-002, 1.5404839E-001
 3.2006758E+001, 6.5220032E-002, 1.5608460E-001
 3.3019461E+001, 6.5368373E-002, 1.6226105E-001
