s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-1.2970224E-016
 1.0127034E+000,-8.8110050E-005, 2.6026631E-004
 2.0254068E+000, 1.6848177E-003, 1.0852637E-002
 3.0114601E+000, 7.9304389E-003, 8.6585180E-002
 4.0241635E+000, 1.6904750E-002, 2.1588334E-001
 5.0102168E+000, 2.6172623E-002, 3.8740067E-001
 6.0229202E+000, 3.4692339E-002, 5.7019736E-001
 7.0089736E+000, 4.1085865E-002, 6.5732233E-001
 8.0216770E+000, 4.6627922E-002, 6.5481396E-001
 9.0077303E+000, 5.2441404E-002, 6.6167668E-001
 1.0020434E+001, 5.8066119E-002, 6.6199009E-001
 1.1006487E+001, 6.3603875E-002, 6.7199898E-001
 1.2019190E+001, 6.9186208E-002, 6.7258304E-001
 1.3005244E+001, 7.4904358E-002, 6.8279951E-001
 1.4017947E+001, 7.8811749E-002, 6.9067301E-001
 1.5004000E+001, 8.2073899E-002, 6.7426315E-001
 1.6016704E+001, 8.5752648E-002, 6.7394933E-001
 1.7002757E+001, 8.8370965E-002, 6.7194178E-001
 1.8019368E+001, 9.0688302E-002, 7.0181184E-001
 1.9017985E+001, 9.3266972E-002, 6.9036948E-001
 2.0016616E+001, 9.6780666E-002, 7.1949196E-001
 2.1025291E+001, 9.9555925E-002, 7.1285028E-001
 2.2015476E+001, 9.9876793E-002, 7.2213870E-001
 2.3005662E+001, 1.0125580E-001, 7.3453545E-001
 2.4021237E+001, 1.0359071E-001, 7.7636634E-001
 2.5011422E+001, 1.0279737E-001, 7.4108790E-001
 2.6024125E+001, 1.0318671E-001, 7.5175410E-001
 2.7010179E+001, 1.0445857E-001, 7.9155404E-001
 2.8007386E+001, 1.0524637E-001, 8.2099794E-001
 2.9010653E+001, 1.0602070E-001, 7.8927118E-001
 3.0020985E+001, 1.0795518E-001, 7.9021793E-001
 3.1007314E+001, 1.1075241E-001, 7.6331833E-001
 3.2012526E+001, 1.1078349E-001, 7.6197562E-001
 3.3017737E+001, 1.0642618E-001, 7.4032385E-001
 3.4021322E+001, 1.0597284E-001, 7.0913254E-001
 3.5007375E+001, 1.1025740E-001, 7.2573387E-001
 3.6020078E+001, 1.1429840E-001, 7.1574497E-001
 3.7006132E+001, 1.1802673E-001, 6.9999117E-001
 3.8013275E+001, 1.2288652E-001, 7.2505857E-001
 3.9014352E+001, 1.2548941E-001, 7.3771479E-001
 4.0015430E+001, 1.2626522E-001, 7.3803381E-001
 4.1016507E+001, 1.2631182E-001, 7.3023529E-001
 4.2017584E+001, 1.2433729E-001, 7.5427058E-001
 4.3018661E+001, 1.2216388E-001, 7.3001563E-001
 4.4007073E+001, 1.2023920E-001, 7.4053923E-001
 4.5007689E+001, 1.2227207E-001, 7.4609955E-001
 4.6008304E+001, 1.2663857E-001, 7.4399525E-001
 4.7008920E+001, 1.2731044E-001, 7.6109174E-001
 4.8009535E+001, 1.3061825E-001, 7.7670594E-001
 4.9010151E+001, 1.3424433E-001, 7.7815188E-001
 5.0010766E+001, 1.3395222E-001, 7.6654274E-001
 5.1011382E+001, 1.2695914E-001, 7.6495894E-001
 5.2010951E+001, 1.2297954E-001, 7.7410198E-001
 5.3010823E+001, 1.2326003E-001, 7.5491980E-001
