s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-1.2688167E-017
 1.0127034E+000,-7.7277421E-006, 9.1037084E-005
 2.0254068E+000, 1.3509908E-003, 4.4784137E-003
 3.0114601E+000, 8.0013160E-003, 3.2344149E-002
 4.0241635E+000, 1.9842705E-002, 8.4200137E-002
 5.0102168E+000, 3.1945532E-002, 1.5406404E-001
 6.0229202E+000, 4.3375225E-002, 2.3392783E-001
 7.0089736E+000, 5.4738505E-002, 3.3811662E-001
 8.0216770E+000, 6.2701927E-002, 4.0704251E-001
 9.0077303E+000, 6.7920202E-002, 4.3710165E-001
 1.0020434E+001, 7.1264591E-002, 4.3049530E-001
 1.1006487E+001, 7.1512035E-002, 3.7093706E-001
 1.2019190E+001, 7.1396704E-002, 3.4770599E-001
 1.3005244E+001, 7.0851277E-002, 3.4294150E-001
 1.4017947E+001, 7.0911322E-002, 3.4265254E-001
 1.5004000E+001, 7.0754275E-002, 3.4260195E-001
 1.6016704E+001, 7.0550299E-002, 3.4121560E-001
 1.7002757E+001, 7.0299946E-002, 3.4441467E-001
 1.8015461E+001, 6.9767826E-002, 3.3992052E-001
 1.9001514E+001, 6.9871101E-002, 3.4142138E-001
 2.0014217E+001, 6.9066051E-002, 3.4329452E-001
 2.1000271E+001, 6.8425482E-002, 3.4216926E-001
 2.2012974E+001, 6.9709528E-002, 3.3935217E-001
 2.3025677E+001, 6.8843019E-002, 3.4779963E-001
 2.4011731E+001, 7.0494200E-002, 3.4685984E-001
 2.5024434E+001, 7.0337401E-002, 3.5240309E-001
 2.6010487E+001, 7.1002932E-002, 3.5639517E-001
 2.7023191E+001, 7.0805998E-002, 3.5687815E-001
 2.8009244E+001, 7.0741757E-002, 3.5114758E-001
 2.9021948E+001, 7.0095788E-002, 3.5095601E-001
 3.0008001E+001, 7.0594944E-002, 3.4837660E-001
 3.1020704E+001, 6.9771853E-002, 3.5248771E-001
 3.2006758E+001, 6.9645911E-002, 3.5174137E-001
 3.3019461E+001, 6.9820331E-002, 3.5410581E-001
 3.4005514E+001, 6.9193856E-002, 3.5380342E-001
 3.5018218E+001, 7.0071539E-002, 3.4850360E-001
 3.6004271E+001, 6.9641771E-002, 3.5064191E-001
 3.7016974E+001, 7.0404877E-002, 3.5141353E-001
 3.8003028E+001, 6.9880299E-002, 3.5385741E-001
 3.9015731E+001, 7.0275275E-002, 3.5474752E-001
 4.0001784E+001, 7.0134567E-002, 3.5270475E-001
 4.1014488E+001, 6.9948527E-002, 3.5306108E-001
 4.2000541E+001, 7.0107319E-002, 3.4915591E-001
 4.3013245E+001, 7.0452591E-002, 3.5378189E-001
 4.4025948E+001, 6.9871427E-002, 3.5946536E-001
 4.5012001E+001, 7.0699600E-002, 3.5596869E-001
 4.6024705E+001, 6.9841895E-002, 3.5689325E-001
 4.7010758E+001, 7.0848157E-002, 3.5224195E-001
 4.8023461E+001, 6.9885914E-002, 3.5569216E-001
 4.9009515E+001, 6.9601077E-002, 3.5100429E-001
 5.0022218E+001, 6.9309627E-002, 3.4949932E-001
 5.1008271E+001, 6.9234941E-002, 3.5077995E-001
 5.2020975E+001, 6.9233823E-002, 3.5369313E-001
 5.3007028E+001, 6.9583671E-002, 3.5325795E-001
 5.4019732E+001, 6.9743525E-002, 3.5867837E-001
 5.5005785E+001, 7.0343727E-002, 3.5382519E-001
 5.6018488E+001, 7.0429917E-002, 3.5735249E-001
 5.7004542E+001, 7.0767810E-002, 3.6066276E-001
 5.8017245E+001, 7.0811613E-002, 3.5792390E-001
 5.9003298E+001, 7.0528707E-002, 3.5990852E-001
 6.0016002E+001, 7.1076952E-002, 3.5816024E-001
 6.1002055E+001, 7.0372212E-002, 3.6032806E-001
 6.2014758E+001, 7.0877760E-002, 3.5326692E-001
 6.3000812E+001, 7.0161941E-002, 3.4857800E-001
 6.4013515E+001, 7.0347143E-002, 3.5206278E-001
 6.5026218E+001, 6.9902559E-002, 3.5003042E-001
 6.6012272E+001, 6.9690459E-002, 3.5139727E-001
 6.7024975E+001, 6.9592820E-002, 3.5176869E-001
 6.8011029E+001, 6.9640059E-002, 3.5452889E-001
 6.9023732E+001, 6.9822762E-002, 3.5581475E-001
 7.0009785E+001, 6.9751070E-002, 3.5530569E-001
 7.1022489E+001, 6.9838213E-002, 3.5127743E-001
 7.2008542E+001, 6.9217113E-002, 3.5626963E-001
 7.3021245E+001, 7.0205002E-002, 3.5394938E-001
 7.4007299E+001, 6.9056056E-002, 3.5458750E-001
 7.5020002E+001, 6.9408833E-002, 3.5096310E-001
 7.6006055E+001, 6.8958559E-002, 3.6203186E-001
 7.7018759E+001, 6.8550976E-002, 3.5352952E-001
 7.8004812E+001, 6.8808201E-002, 3.4830877E-001
 7.9017515E+001, 6.8675082E-002, 3.5119602E-001
 8.0003569E+001, 6.8952649E-002, 3.4978850E-001
 8.1016272E+001, 6.9306632E-002, 3.5982598E-001
 8.2002326E+001, 6.9733986E-002, 3.5801158E-001
 8.3015029E+001, 6.9805984E-002, 3.5576939E-001
 8.4001082E+001, 6.9795315E-002, 3.6252258E-001
 8.5013786E+001, 6.9636491E-002, 3.5171429E-001
 8.6026489E+001, 7.0384605E-002, 3.5686958E-001
 8.7012542E+001, 7.0571752E-002, 3.6368154E-001
 8.8025246E+001, 7.0637385E-002, 3.5943690E-001
 8.9011299E+001, 7.0240877E-002, 3.5621072E-001
 9.0024002E+001, 6.9694380E-002, 3.5799415E-001
 9.1010056E+001, 6.9631877E-002, 3.5958850E-001
 9.2022759E+001, 6.9313708E-002, 3.5645307E-001
 9.3008813E+001, 6.9023383E-002, 3.5715684E-001
 9.4021516E+001, 6.9460448E-002, 3.5872206E-001
 9.5007569E+001, 6.9570907E-002, 3.5686930E-001
 9.6020273E+001, 6.9664439E-002, 3.5501458E-001
 9.7006326E+001, 6.9587126E-002, 3.6126971E-001
 9.8019029E+001, 6.9917470E-002, 3.6153515E-001
 9.9005083E+001, 6.9463319E-002, 3.6199164E-001
 1.0000000E+002, 6.9570849E-002, 3.5741627E-001
