s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-1.2970224E-016
 1.0127034E+000,-5.2400302E-005, 7.6043769E-005
 2.0254068E+000, 9.8734330E-004, 3.3430297E-003
 3.0114601E+000, 4.7215132E-003, 3.3247437E-002
 4.0241635E+000, 1.0672786E-002, 8.9568663E-002
 5.0102168E+000, 1.7591365E-002, 1.6549620E-001
 6.0229202E+000, 2.4225385E-002, 2.5313956E-001
 7.0089736E+000, 3.0316604E-002, 3.4721648E-001
 8.0216770E+000, 3.5062356E-002, 3.8795592E-001
 9.0077303E+000, 3.9128123E-002, 3.8397984E-001
 1.0020434E+001, 4.3423859E-002, 3.8766142E-001
 1.1006487E+001, 4.7669874E-002, 3.8603282E-001
 1.2019190E+001, 5.1864111E-002, 3.8299466E-001
 1.3005244E+001, 5.5905158E-002, 3.8439802E-001
 1.4017947E+001, 5.9998709E-002, 3.9729820E-001
 1.5004000E+001, 6.4236286E-002, 4.0000997E-001
 1.6016704E+001, 6.7423189E-002, 4.0359463E-001
 1.7002757E+001, 6.9961991E-002, 4.0412760E-001
 1.8015461E+001, 7.2781911E-002, 4.0045058E-001
 1.9001514E+001, 7.4991780E-002, 3.9872335E-001
 2.0014217E+001, 7.6613445E-002, 4.0190593E-001
 2.1000271E+001, 7.7628737E-002, 4.1160913E-001
 2.2012974E+001, 7.7987177E-002, 4.1577028E-001
 2.3025677E+001, 7.8442107E-002, 4.2406119E-001
 2.4011731E+001, 7.9178891E-002, 4.2270996E-001
 2.5024434E+001, 7.9256074E-002, 4.2354169E-001
 2.6010487E+001, 7.9673636E-002, 4.3390140E-001
 2.7023191E+001, 7.9839043E-002, 4.3526907E-001
 2.8009244E+001, 7.9485039E-002, 4.4984415E-001
 2.9021948E+001, 7.8305757E-002, 4.4210296E-001
 3.0008001E+001, 7.7665779E-002, 4.4308882E-001
 3.1020704E+001, 7.8406329E-002, 4.6937491E-001
 3.2006758E+001, 7.8967189E-002, 4.6717124E-001
 3.3019461E+001, 8.0676800E-002, 4.8334463E-001
 3.4005514E+001, 8.3163746E-002, 4.7211679E-001
 3.5018218E+001, 8.5201354E-002, 4.4466220E-001
 3.6004271E+001, 8.7542610E-002, 4.5080103E-001
 3.7016974E+001, 9.2706477E-002, 4.2868984E-001
 3.8003028E+001, 9.6130109E-002, 4.3422857E-001
 3.9015731E+001, 9.6795656E-002, 4.3117610E-001
 4.0001784E+001, 9.7608654E-002, 4.3348553E-001
 4.1014488E+001, 1.0003961E-001, 4.3412839E-001
 4.2000541E+001, 1.0070409E-001, 4.3746887E-001
 4.3013245E+001, 1.0036084E-001, 4.2133543E-001
 4.4025948E+001, 1.0051809E-001, 4.2030546E-001
 4.5012001E+001, 1.0031093E-001, 4.2936400E-001
 4.6024705E+001, 1.0193792E-001, 4.3369886E-001
 4.7010758E+001, 1.0347540E-001, 4.3509156E-001
 4.8023461E+001, 1.0487171E-001, 4.3648011E-001
 4.9009515E+001, 1.0737403E-001, 4.4034417E-001
 5.0022218E+001, 1.0979909E-001, 4.4429245E-001
 5.1008271E+001, 1.1498474E-001, 4.5242107E-001
 5.2020975E+001, 1.2046481E-001, 4.5978194E-001
 5.3007028E+001, 1.2287950E-001, 4.5108389E-001
