s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-2.5689782E-017
 1.0127034E+000,-8.6124270E-005, 4.9351123E-004
 2.0254068E+000, 3.2886940E-003, 2.8392193E-002
 3.0114601E+000, 1.9115880E-002, 1.6475891E-001
 4.0241635E+000, 4.0775946E-002, 3.8484676E-001
 5.0102168E+000, 5.7389554E-002, 6.8270573E-001
 6.0229202E+000, 7.4111785E-002, 8.5871491E-001
 7.0124112E+000, 8.7028258E-002, 8.6935498E-001
 8.0048564E+000, 9.7189039E-002, 8.9367051E-001
 9.0113789E+000, 1.0633935E-001, 9.4187779E-001
 1.0017901E+001, 1.1330969E-001, 9.6914143E-001
 1.1024424E+001, 1.1746408E-001, 9.4553305E-001
 1.2005138E+001, 1.1934431E-001, 9.2253437E-001
 1.3011661E+001, 1.1926008E-001, 9.1098688E-001
 1.4018183E+001, 1.1934952E-001, 8.7593056E-001
 1.5015356E+001, 1.1968376E-001, 8.8247580E-001
 1.6007038E+001, 1.1997620E-001, 8.9236496E-001
 1.7021781E+001, 1.2048777E-001, 8.9348479E-001
 1.8011156E+001, 1.2175015E-001, 9.0118922E-001
 1.9001023E+001, 1.2247983E-001, 9.0193488E-001
 2.0002267E+001, 1.2235842E-001, 9.0323865E-001
 2.1021752E+001, 1.2215597E-001, 9.0125121E-001
 2.2009857E+001, 1.2289830E-001, 8.9063185E-001
 2.3022062E+001, 1.2440705E-001, 9.0128788E-001
 2.4010168E+001, 1.2641728E-001, 9.0509799E-001
 2.5022373E+001, 1.2760679E-001, 9.1716949E-001
 2.6008068E+001, 1.2834371E-001, 9.1489095E-001
 2.7015453E+001, 1.2843368E-001, 9.1381888E-001
 2.8000671E+001, 1.2881357E-001, 9.0477036E-001
 2.9001064E+001, 1.2990708E-001, 9.1080342E-001
 3.0001457E+001, 1.3117047E-001, 9.2231183E-001
 3.1001850E+001, 1.3102152E-001, 9.1431961E-001
 3.2002244E+001, 1.2971456E-001, 9.4993059E-001
 3.3015861E+001, 1.2945758E-001, 9.3868379E-001
 3.4006093E+001, 1.3055784E-001, 9.2339947E-001
 3.5002428E+001, 1.3072636E-001, 9.1979540E-001
 3.6011587E+001, 1.3043057E-001, 9.2772085E-001
 3.7018272E+001, 1.3075112E-001, 9.4630945E-001
 3.8019766E+001, 1.3050543E-001, 9.4467159E-001
 3.9009524E+001, 1.2976747E-001, 9.3184659E-001
 4.0003585E+001, 1.2988012E-001, 9.2728637E-001
 4.1013023E+001, 1.2833908E-001, 9.4181676E-001
 4.2013157E+001, 1.2510140E-001, 9.0107331E-001
 4.3014679E+001, 1.2251901E-001, 8.9996682E-001
 4.4005421E+001, 1.2066837E-001, 8.8299327E-001
 4.5018680E+001, 1.2101756E-001, 9.1897870E-001
 4.6009422E+001, 1.2268921E-001, 9.1082739E-001
 4.7000164E+001, 1.2624798E-001, 9.4749975E-001
 4.8013423E+001, 1.3007597E-001, 9.7006506E-001
 4.9004166E+001, 1.3110875E-001, 9.6930522E-001
 5.0017425E+001, 1.3003598E-001, 9.1764174E-001
 5.1008167E+001, 1.2849968E-001, 9.1288070E-001
 5.2021426E+001, 1.2621793E-001, 9.1116746E-001
 5.3012168E+001, 1.2478916E-001, 8.9742286E-001
 5.4001095E+001, 1.2385452E-001, 9.2896853E-001
 5.5012789E+001, 1.2542185E-001, 9.4428431E-001
 5.6004449E+001, 1.2842723E-001, 9.7183179E-001
 5.7018146E+001, 1.3244064E-001, 9.9462390E-001
 5.8005021E+001, 1.3502762E-001, 9.4997917E-001
 5.9007190E+001, 1.3540221E-001, 9.7691009E-001
 6.0000645E+001, 1.3611876E-001, 9.9560367E-001
 6.1010567E+001, 1.3525286E-001, 9.4733138E-001
 6.2019062E+001, 1.3221358E-001, 9.2926050E-001
 6.3016635E+001, 1.2823977E-001, 9.2326723E-001
 6.4014208E+001, 1.2403510E-001, 8.9791453E-001
 6.5011781E+001, 1.2253988E-001, 9.1330542E-001
 6.6000865E+001, 1.2370877E-001, 8.9385174E-001
 6.7004806E+001, 1.2546378E-001, 9.0113233E-001
 6.8008746E+001, 1.2760945E-001, 9.5403794E-001
 6.9006929E+001, 1.2953208E-001, 1.0020475E+000
 7.0005133E+001, 1.3124820E-001, 9.8064336E-001
 7.1005358E+001, 1.3195331E-001, 9.7844123E-001
 7.2012994E+001, 1.3106270E-001, 9.4946331E-001
 7.3012746E+001, 1.2913306E-001, 9.2230033E-001
 7.4012497E+001, 1.2723525E-001, 8.9711271E-001
 7.5000880E+001, 1.2802616E-001, 9.2571239E-001
 7.6013596E+001, 1.3007317E-001, 9.5942421E-001
 7.7007334E+001, 1.3107527E-001, 9.2250796E-001
 7.8009749E+001, 1.3199272E-001, 9.8649583E-001
 7.9018416E+001, 1.3106247E-001, 9.6642905E-001
 8.0004159E+001, 1.2883149E-001, 9.1823659E-001
 8.1013187E+001, 1.2827669E-001, 9.4702571E-001
 8.2019164E+001, 1.2722452E-001, 9.0454511E-001
 8.3001834E+001, 1.2789667E-001, 9.8010548E-001
 8.4015128E+001, 1.2720351E-001, 9.2835998E-001
 8.5014293E+001, 1.2639039E-001, 9.6120977E-001
 8.6013457E+001, 1.2735348E-001, 9.4829841E-001
 8.7012458E+001, 1.2848338E-001, 9.4956871E-001
 8.8001002E+001, 1.3091980E-001, 9.5248530E-001
 8.9011513E+001, 1.3146729E-001, 9.7890411E-001
 9.0000057E+001, 1.3142670E-001, 9.6267410E-001
 9.1021552E+001, 1.3101180E-001, 9.4834887E-001
 9.2012293E+001, 1.2837777E-001, 9.3558208E-001
 9.3016845E+001, 1.2821066E-001, 9.4356506E-001
 9.4010470E+001, 1.2938403E-001, 9.2466237E-001
 9.5007065E+001, 1.3102809E-001, 9.6501378E-001
 9.6017783E+001, 1.3189517E-001, 9.5694233E-001
 9.7005531E+001, 1.3234546E-001, 9.6602786E-001
 9.8016249E+001, 1.3216060E-001, 9.8037540E-001
 9.9003997E+001, 1.3290147E-001, 9.5796001E-001
 1.0001472E+002, 1.3369612E-001, 9.6189358E-001
 1.0100484E+002, 1.3459950E-001, 9.6522912E-001
 1.0201912E+002, 1.3435615E-001, 9.6364133E-001
 1.0301690E+002, 1.3285901E-001, 9.5606345E-001
 1.0401469E+002, 1.3313399E-001, 9.6858937E-001
 1.0500675E+002, 1.3261804E-001, 9.6072222E-001
 1.0601913E+002, 1.3294762E-001, 9.4695104E-001
 1.0702161E+002, 1.3493948E-001, 9.4641370E-001
 1.0800229E+002, 1.3601307E-001, 9.7350899E-001
 1.0900477E+002, 1.3700093E-001, 9.6019916E-001
 1.1000817E+002, 1.3767251E-001, 1.0485419E+000
 1.1101680E+002, 1.3724660E-001, 9.6929907E-001
 1.1200398E+002, 1.3740172E-001, 9.8162912E-001
 1.1300532E+002, 1.3641968E-001, 9.4168634E-001
 1.1401625E+002, 1.3744899E-001, 9.8492087E-001
 1.1501733E+002, 1.3858048E-001, 9.8773284E-001
 1.1600610E+002, 1.3899060E-001, 1.0213293E+000
 1.1701435E+002, 1.3865755E-001, 1.0138303E+000
 1.1800019E+002, 1.3762133E-001, 1.0003404E+000
 1.1900843E+002, 1.3677354E-001, 1.0080369E+000
 1.2002339E+002, 1.3413891E-001, 9.5761770E-001
 1.2100019E+002, 1.3387335E-001, 9.5101052E-001
 1.2202026E+002, 1.3535067E-001, 9.8099267E-001
 1.2300487E+002, 1.3468038E-001, 9.5340238E-001
 1.2400903E+002, 1.3371865E-001, 9.3073437E-001
 1.2500729E+002, 1.3506973E-001, 9.8845802E-001
 1.2600255E+002, 1.3704952E-001, 9.9185529E-001
 1.2701667E+002, 1.3657407E-001, 9.7693649E-001
 1.2800775E+002, 1.3317877E-001, 9.6442727E-001
 1.2902187E+002, 1.3247735E-001, 9.5523485E-001
