s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-2.5689782E-017
 1.0127034E+000,-3.1508160E-005, 3.0782757E-004
 2.0254068E+000, 1.7590623E-003, 1.2676991E-002
 3.0114601E+000, 1.1411601E-002, 8.3127568E-002
 4.0241635E+000, 2.6303728E-002, 2.0225975E-001
 5.0102168E+000, 3.8078427E-002, 3.5023560E-001
 6.0229202E+000, 5.0344174E-002, 4.8875742E-001
 7.0089736E+000, 6.1204079E-002, 5.9791534E-001
 8.0216770E+000, 6.9991833E-002, 6.1452864E-001
 9.0077303E+000, 7.6717056E-002, 6.3291826E-001
 1.0009551E+001, 8.1700692E-002, 6.2349186E-001
 1.1016650E+001, 8.6583468E-002, 6.3145781E-001
 1.2006904E+001, 9.0854726E-002, 6.4515497E-001
 1.3021119E+001, 9.5007641E-002, 6.4549221E-001
 1.4013756E+001, 9.8469967E-002, 6.3115914E-001
 1.5006392E+001, 1.0068567E-001, 6.0949140E-001
 1.6020608E+001, 1.0226786E-001, 6.2788370E-001
 1.7006738E+001, 1.0296326E-001, 6.7825580E-001
 1.8016509E+001, 1.0367537E-001, 6.5840142E-001
 1.9006861E+001, 1.0515824E-001, 6.5640628E-001
 2.0016631E+001, 1.0628406E-001, 6.6897812E-001
 2.1006983E+001, 1.0635987E-001, 6.6284429E-001
 2.2016754E+001, 1.0603791E-001, 6.5261000E-001
 2.3007105E+001, 1.0553810E-001, 6.7692517E-001
 2.4016876E+001, 1.0524823E-001, 6.6326784E-001
 2.5007228E+001, 1.0530730E-001, 6.8030397E-001
 2.6016998E+001, 1.0445987E-001, 6.7124391E-001
 2.7007350E+001, 1.0364978E-001, 6.3863902E-001
 2.8017121E+001, 1.0390506E-001, 6.4376322E-001
 2.9007473E+001, 1.0456862E-001, 6.8183852E-001
 3.0017243E+001, 1.0341258E-001, 6.7322408E-001
 3.1007595E+001, 1.0212574E-001, 6.3523737E-001
 3.2017366E+001, 1.0260407E-001, 6.5903274E-001
 3.3007718E+001, 1.0357215E-001, 6.6714456E-001
 3.4017488E+001, 1.0510219E-001, 6.7137637E-001
 3.5007840E+001, 1.0532316E-001, 6.4838653E-001
 3.6017611E+001, 1.0657079E-001, 6.8846565E-001
 3.7007962E+001, 1.0704979E-001, 6.5982309E-001
 3.8017733E+001, 1.0669485E-001, 6.8394094E-001
 3.9008085E+001, 1.0544849E-001, 6.5856335E-001
 4.0017855E+001, 1.0393464E-001, 6.5783769E-001
 4.1008207E+001, 1.0326277E-001, 6.4360983E-001
 4.2017978E+001, 1.0312298E-001, 6.6045447E-001
 4.3008330E+001, 1.0340767E-001, 6.6025618E-001
 4.4018100E+001, 1.0383863E-001, 6.6103714E-001
 4.5008452E+001, 1.0454369E-001, 6.4877835E-001
 4.6018223E+001, 1.0496639E-001, 6.8582087E-001
 4.7008575E+001, 1.0431341E-001, 6.6150213E-001
 4.8018345E+001, 1.0487956E-001, 6.5151205E-001
 4.9008697E+001, 1.0497958E-001, 6.4882329E-001
 5.0018468E+001, 1.0469465E-001, 6.5997367E-001
 5.1008820E+001, 1.0574119E-001, 6.7877933E-001
 5.2018590E+001, 1.0649983E-001, 6.9996286E-001
 5.3008942E+001, 1.0676461E-001, 6.8915227E-001
 5.4018713E+001, 1.0601218E-001, 6.6743783E-001
 5.5009064E+001, 1.0497905E-001, 6.6061109E-001
 5.6018835E+001, 1.0458331E-001, 6.7345880E-001
 5.7009187E+001, 1.0394017E-001, 6.4984659E-001
 5.8018957E+001, 1.0345854E-001, 6.5321535E-001
 5.9009309E+001, 1.0257143E-001, 6.5127258E-001
 6.0019080E+001, 1.0203897E-001, 6.4120670E-001
 6.1009432E+001, 1.0251819E-001, 6.6417147E-001
 6.2019202E+001, 1.0382740E-001, 6.7287736E-001
 6.3009554E+001, 1.0451407E-001, 6.6683761E-001
 6.4019325E+001, 1.0477050E-001, 6.6230507E-001
 6.5009677E+001, 1.0583198E-001, 6.6991993E-001
 6.6015475E+001, 1.0770671E-001, 7.0130156E-001
 6.7009131E+001, 1.0828177E-001, 6.8160615E-001
 6.8002787E+001, 1.0738324E-001, 6.6241278E-001
 6.9013875E+001, 1.0673554E-001, 6.9488006E-001
 7.0007531E+001, 1.0633399E-001, 6.7035500E-001
 7.1001187E+001, 1.0569418E-001, 6.6542512E-001
 7.2012275E+001, 1.0558627E-001, 6.6391209E-001
 7.3005931E+001, 1.0575820E-001, 6.6105287E-001
 7.4017019E+001, 1.0640061E-001, 6.8391794E-001
 7.5010675E+001, 1.0744510E-001, 6.6986824E-001
 7.6004331E+001, 1.0777724E-001, 6.6635711E-001
 7.7015419E+001, 1.0723343E-001, 6.7877679E-001
 7.8009075E+001, 1.0635712E-001, 6.6605101E-001
 7.9002731E+001, 1.0623144E-001, 6.6283318E-001
 8.0013819E+001, 1.0600300E-001, 6.4416467E-001
 8.1007475E+001, 1.0534898E-001, 6.7071019E-001
 8.2001131E+001, 1.0424521E-001, 6.6687189E-001
 8.3012219E+001, 1.0334571E-001, 6.6795192E-001
 8.4005875E+001, 1.0389626E-001, 6.6708541E-001
 8.5016963E+001, 1.0467361E-001, 6.7040133E-001
 8.6010619E+001, 1.0446436E-001, 6.5910524E-001
 8.7004275E+001, 1.0421435E-001, 6.6018758E-001
 8.8018850E+001, 1.0437441E-001, 6.5862520E-001
 8.9015992E+001, 1.0453147E-001, 6.6821451E-001
 9.0007319E+001, 1.0465149E-001, 6.5578319E-001
 9.1007092E+001, 1.0549320E-001, 6.5686217E-001
 9.2006864E+001, 1.0626893E-001, 6.6164238E-001
 9.3006636E+001, 1.0646956E-001, 6.7187172E-001
 9.4006409E+001, 1.0725291E-001, 7.0203628E-001
 9.5006181E+001, 1.0790920E-001, 6.8771560E-001
 9.6005953E+001, 1.0861059E-001, 6.8115182E-001
 9.7005725E+001, 1.0864264E-001, 6.6327607E-001
 9.8005498E+001, 1.0688270E-001, 6.5852712E-001
 9.9005270E+001, 1.0560668E-001, 6.8237678E-001
 1.0000504E+002, 1.0565976E-001, 6.7685888E-001
 1.0101860E+002, 1.0586643E-001, 6.5390385E-001
 1.0200459E+002, 1.0621806E-001, 6.6531164E-001
 1.0300953E+002, 1.0599077E-001, 6.8046748E-001
 1.0401447E+002, 1.0551798E-001, 6.5169241E-001
 1.0500046E+002, 1.0571794E-001, 6.7873788E-001
 1.0600540E+002, 1.0596016E-001, 6.7855455E-001
 1.0701034E+002, 1.0547139E-001, 6.6927937E-001
 1.0801529E+002, 1.0557235E-001, 6.6158288E-001
 1.0900127E+002, 1.0514763E-001, 6.8658959E-001
 1.1000621E+002, 1.0500592E-001, 6.5354420E-001
 1.1101116E+002, 1.0534386E-001, 6.8978283E-001
 1.1201610E+002, 1.0568796E-001, 6.5975982E-001
