s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-1.2970224E-016
 1.0127034E+000,-3.3157471E-005, 7.7079645E-005
 2.0254068E+000, 7.2184968E-004, 3.3279493E-003
 3.0114601E+000, 3.4910706E-003, 3.2919000E-002
 4.0241635E+000, 7.7949312E-003, 8.8849096E-002
 5.0102168E+000, 1.2637155E-002, 1.6447480E-001
 6.0229202E+000, 1.7304309E-002, 2.5173468E-001
 7.0089736E+000, 2.1714745E-002, 3.5115098E-001
 8.0216770E+000, 2.4958667E-002, 4.1001483E-001
 9.0077303E+000, 2.7373785E-002, 4.2469116E-001
 1.0020434E+001, 2.9559413E-002, 4.3553983E-001
 1.1006487E+001, 3.1203894E-002, 4.2656743E-001
 1.2019190E+001, 3.2407850E-002, 4.2005564E-001
 1.3005244E+001, 3.3377971E-002, 4.1347387E-001
 1.4017947E+001, 3.4439063E-002, 4.0996605E-001
 1.5004000E+001, 3.5774782E-002, 4.1287186E-001
 1.6016704E+001, 3.7173340E-002, 4.1572260E-001
 1.7002757E+001, 3.8776639E-002, 4.0774682E-001
 1.8015461E+001, 4.0886671E-002, 4.1269826E-001
 1.9001514E+001, 4.3347206E-002, 3.8944749E-001
 2.0014217E+001, 4.5892166E-002, 3.8675335E-001
 2.1000271E+001, 4.8563670E-002, 3.7533827E-001
 2.2012974E+001, 5.1292424E-002, 3.7738129E-001
 2.3025677E+001, 5.3572466E-002, 3.5604377E-001
 2.4011731E+001, 5.4951026E-002, 3.4830438E-001
 2.5024434E+001, 5.6229722E-002, 3.5517902E-001
 2.6010487E+001, 5.7444250E-002, 3.6189533E-001
 2.7023191E+001, 5.8214080E-002, 3.6866178E-001
 2.8009244E+001, 5.8985199E-002, 3.8762957E-001
 2.9021948E+001, 5.9336648E-002, 4.1580675E-001
 3.0008001E+001, 5.9931631E-002, 4.1548907E-001
 3.1020704E+001, 6.0160794E-002, 4.2091320E-001
 3.2006758E+001, 6.1094395E-002, 4.1911832E-001
 3.3019461E+001, 6.2217154E-002, 4.0335646E-001
 3.4005514E+001, 6.3584700E-002, 3.7868714E-001
 3.5018218E+001, 6.5082764E-002, 3.8911122E-001
 3.6004271E+001, 6.5647793E-002, 3.8151236E-001
 3.7016974E+001, 6.6321094E-002, 3.6576665E-001
 3.8003028E+001, 6.7019810E-002, 3.7868641E-001
 3.9015731E+001, 6.6455095E-002, 3.7760664E-001
 4.0001784E+001, 6.6311607E-002, 3.7510746E-001
 4.1014488E+001, 6.7214576E-002, 3.8666145E-001
 4.2000541E+001, 6.8569241E-002, 3.9558434E-001
 4.3013245E+001, 6.9672036E-002, 4.2046603E-001
 4.4025948E+001, 6.9978609E-002, 3.9452857E-001
 4.5012001E+001, 7.0405589E-002, 4.0481245E-001
 4.6024705E+001, 7.0918075E-002, 4.0245600E-001
 4.7010758E+001, 7.1276958E-002, 4.0287666E-001
 4.8023461E+001, 7.1335514E-002, 4.1425441E-001
 4.9009515E+001, 7.0843343E-002, 4.3077842E-001
 5.0022218E+001, 7.0473392E-002, 4.2565496E-001
 5.1008271E+001, 7.0851284E-002, 4.2322523E-001
 5.2020975E+001, 7.2374973E-002, 4.3172241E-001
 5.3007028E+001, 7.3554415E-002, 4.3551101E-001
 5.4019732E+001, 7.4907179E-002, 4.4975435E-001
 5.5005785E+001, 7.5540544E-002, 4.3813954E-001
 5.6018488E+001, 7.6147640E-002, 4.2731375E-001
 5.7004542E+001, 7.5589556E-002, 4.3907838E-001
 5.8017245E+001, 7.5729365E-002, 4.4578266E-001
 5.9003298E+001, 7.6641970E-002, 4.4379169E-001
 6.0016002E+001, 7.7656890E-002, 4.6297812E-001
 6.1002055E+001, 7.8683443E-002, 4.8087759E-001
 6.2012030E+001, 7.9646254E-002, 4.8084004E-001
 6.3019164E+001, 7.9568605E-002, 4.6300245E-001
 6.4002317E+001, 7.8338118E-002, 4.6113303E-001
 6.5009450E+001, 7.7315007E-002, 4.6178915E-001
 6.6006992E+001, 7.7806301E-002, 4.7803375E-001
 6.7009329E+001, 7.7854712E-002, 4.6126531E-001
 6.8011666E+001, 7.6485024E-002, 4.5204038E-001
 6.9014004E+001, 7.5619336E-002, 4.4166607E-001
 7.0020160E+001, 7.7024795E-002, 4.4206974E-001
 7.1006213E+001, 7.8187694E-002, 4.6254989E-001
 7.2018917E+001, 7.7977644E-002, 4.6124692E-001
 7.3004970E+001, 7.7380170E-002, 4.6856018E-001
 7.4017673E+001, 7.8623170E-002, 4.7163780E-001
 7.5003727E+001, 7.9243210E-002, 4.6974609E-001
 7.6020045E+001, 7.9603673E-002, 4.7616512E-001
 7.7023418E+001, 7.9391789E-002, 4.4498356E-001
 7.8002900E+001, 7.9405288E-002, 4.7590777E-001
 7.9006272E+001, 7.9658248E-002, 4.9110739E-001
 8.0009645E+001, 7.9661498E-002, 4.6901488E-001
 8.1013017E+001, 8.0144376E-002, 4.6925506E-001
 8.2016389E+001, 8.0566823E-002, 5.0994220E-001
 8.3019762E+001, 8.1171196E-002, 4.8484992E-001
 8.4023134E+001, 8.2085691E-002, 4.9158200E-001
 8.5002617E+001, 8.2090382E-002, 4.8943795E-001
 8.6005989E+001, 8.1422125E-002, 4.7866670E-001
 8.7009361E+001, 8.0891224E-002, 5.0225702E-001
 8.8012733E+001, 8.0139053E-002, 5.2041038E-001
 8.9016106E+001, 7.9421775E-002, 4.8604669E-001
 9.0019478E+001, 7.8444539E-002, 4.5674786E-001
 9.1022850E+001, 7.9433352E-002, 4.5742656E-001
 9.2002333E+001, 8.0266223E-002, 4.7239723E-001
 9.3005705E+001, 7.9992907E-002, 4.5050544E-001
 9.4009078E+001, 8.0110800E-002, 4.5211046E-001
 9.5012450E+001, 8.0322211E-002, 4.6050683E-001
 9.6015822E+001, 8.0996860E-002, 4.6496567E-001
 9.7019194E+001, 8.0858734E-002, 5.0515467E-001
 9.8022567E+001, 7.9840010E-002, 4.9471921E-001
 9.9002049E+001, 7.9495651E-002, 4.6614912E-001
 1.0000542E+002, 8.0427814E-002, 4.5560952E-001
 1.0100879E+002, 8.1534944E-002, 4.6604190E-001
 1.0201217E+002, 8.1319845E-002, 4.8050269E-001
 1.0301554E+002, 8.0065416E-002, 4.6649683E-001
 1.0401891E+002, 7.8738288E-002, 4.8473160E-001
 1.0502228E+002, 7.8031395E-002, 4.7039672E-001
 1.0600177E+002, 7.7541751E-002, 4.7252768E-001
 1.0700514E+002, 7.7037157E-002, 4.8214036E-001
 1.0800851E+002, 7.7201894E-002, 4.8270792E-001
 1.0901188E+002, 7.7570979E-002, 4.6831712E-001
 1.1001525E+002, 7.8083451E-002, 4.7767326E-001
 1.1101863E+002, 7.9546097E-002, 4.9919761E-001
 1.1202200E+002, 8.0006746E-002, 4.6028790E-001
 1.1300148E+002, 8.0737969E-002, 5.0184137E-001
 1.1400485E+002, 8.1915502E-002, 4.9207254E-001
 1.1500823E+002, 8.2434790E-002, 4.8261871E-001
 1.1601160E+002, 8.1932291E-002, 4.8533340E-001
 1.1701497E+002, 8.0951145E-002, 4.8945453E-001
 1.1801834E+002, 8.0850004E-002, 4.8583546E-001
 1.1902172E+002, 8.0598218E-002, 4.6647275E-001
 1.2000120E+002, 8.1244845E-002, 4.8042228E-001
 1.2100457E+002, 8.2818431E-002, 5.0659633E-001
 1.2200794E+002, 8.2827700E-002, 4.8812228E-001
 1.2301132E+002, 8.2487382E-002, 4.8729621E-001
 1.2401469E+002, 8.2193636E-002, 4.9186155E-001
 1.2501806E+002, 8.2136136E-002, 4.8572696E-001
 1.2602143E+002, 8.2484450E-002, 4.8676421E-001
 1.2700091E+002, 8.3682145E-002, 4.6941989E-001
 1.2800429E+002, 8.4089116E-002, 4.7797019E-001
 1.2900766E+002, 8.3561594E-002, 4.9963178E-001
 1.3001103E+002, 8.2201021E-002, 5.1337473E-001
 1.3101440E+002, 8.1445208E-002, 4.9337466E-001
 1.3201778E+002, 8.0550065E-002, 4.9001733E-001
 1.3302115E+002, 8.0448408E-002, 4.9680338E-001
 1.3400063E+002, 7.9996217E-002, 4.7362804E-001
 1.3500400E+002, 7.9898853E-002, 4.8036628E-001
 1.3600738E+002, 8.0383470E-002, 4.8010030E-001
 1.3701075E+002, 8.0524476E-002, 4.7245020E-001
 1.3801412E+002, 8.2030563E-002, 4.7590134E-001
 1.3901749E+002, 8.2241556E-002, 4.5071535E-001
 1.4002087E+002, 8.1435201E-002, 4.7311712E-001
 1.4100035E+002, 8.2181981E-002, 4.9307912E-001
 1.4200372E+002, 8.3380684E-002, 5.1047820E-001
 1.4300709E+002, 8.3631755E-002, 5.0327054E-001
 1.4401046E+002, 8.3699636E-002, 4.7834618E-001
 1.4501384E+002, 8.3851217E-002, 4.8186042E-001
 1.4601721E+002, 8.4192870E-002, 4.7431195E-001
 1.4702058E+002, 8.4878489E-002, 4.9409300E-001
 1.4800006E+002, 8.4796638E-002, 4.6804757E-001
 1.4900344E+002, 8.4671448E-002, 4.7802015E-001
 1.5000681E+002, 8.4465918E-002, 4.7535578E-001
 1.5101018E+002, 8.3654478E-002, 4.7624567E-001
 1.5201355E+002, 8.2157620E-002, 4.6559093E-001
 1.5301693E+002, 8.1399620E-002, 4.7236066E-001
 1.5402030E+002, 8.1947154E-002, 4.6629155E-001
 1.5502367E+002, 8.2042605E-002, 4.9160886E-001
 1.5600315E+002, 8.1670386E-002, 4.7910824E-001
 1.5700653E+002, 8.1548857E-002, 4.7190406E-001
 1.5800990E+002, 8.2352665E-002, 4.6867963E-001
 1.5901327E+002, 8.2165639E-002, 4.8421987E-001
 1.6001664E+002, 8.1067105E-002, 4.9372621E-001
 1.6102001E+002, 8.0809749E-002, 4.8107642E-001
 1.6202339E+002, 8.1876666E-002, 4.5893907E-001
 1.6300287E+002, 8.1769066E-002, 4.7353875E-001
 1.6400624E+002, 8.2571839E-002, 4.9326342E-001
 1.6500961E+002, 8.3763848E-002, 5.1843990E-001
 1.6601299E+002, 8.3990622E-002, 4.8377728E-001
 1.6700680E+002, 8.1143234E-002, 4.7527459E-001
 1.6800540E+002, 7.9849440E-002, 4.9040869E-001
 1.6900399E+002, 7.9871706E-002, 4.8428089E-001
 1.7000259E+002, 7.9370212E-002, 4.8558529E-001
 1.7100118E+002, 7.9699487E-002, 4.8795647E-001
 1.7202605E+002, 7.9582998E-002, 5.1389851E-001
 1.7302465E+002, 7.8759168E-002, 4.7890044E-001
 1.7402324E+002, 7.8697866E-002, 4.6657264E-001
 1.7502184E+002, 7.9349761E-002, 4.4425778E-001
 1.7602043E+002, 8.0357933E-002, 4.5041628E-001
 1.7701902E+002, 8.0671670E-002, 4.7346463E-001
 1.7801762E+002, 7.9791578E-002, 4.9914232E-001
 1.7901621E+002, 7.9113181E-002, 4.8972009E-001
 1.8001481E+002, 7.9351656E-002, 4.7617643E-001
 1.8101340E+002, 7.9620041E-002, 4.7377903E-001
 1.8201200E+002, 8.0038297E-002, 4.7168750E-001
 1.8301059E+002, 7.9804653E-002, 5.1121213E-001
 1.8400919E+002, 7.9496374E-002, 5.2191729E-001
 1.8500778E+002, 7.8907453E-002, 4.9990180E-001
 1.8600637E+002, 7.7948495E-002, 4.9166294E-001
 1.8700497E+002, 7.9271100E-002, 4.9822477E-001
 1.8800356E+002, 8.1007767E-002, 5.2333201E-001
 1.8900216E+002, 8.1020811E-002, 4.9901782E-001
 1.9000075E+002, 7.9901657E-002, 5.2437747E-001
 1.9102562E+002, 7.9187410E-002, 5.1743123E-001
 1.9202422E+002, 8.0035573E-002, 4.9331326E-001
 1.9302281E+002, 8.1392474E-002, 4.8587055E-001
 1.9400032E+002, 8.2275817E-002, 4.9729815E-001
 1.9501717E+002, 8.1796383E-002, 4.9591586E-001
 1.9601037E+002, 7.9841162E-002, 4.8821723E-001
 1.9700357E+002, 7.9460710E-002, 4.7906352E-001
 1.9802042E+002, 8.0072437E-002, 5.1857973E-001
 1.9901362E+002, 8.0279506E-002, 4.9078941E-001
 2.0000681E+002, 8.1402165E-002, 5.0417976E-001
 2.0100001E+002, 8.2176456E-002, 5.1349087E-001
 2.0201686E+002, 8.2202557E-002, 5.0806327E-001
 2.0301006E+002, 8.2178994E-002, 5.1205088E-001
 2.0400326E+002, 8.0842054E-002, 4.8717874E-001
 2.0502011E+002, 7.9827640E-002, 4.7897981E-001
 2.0601331E+002, 8.0426472E-002, 4.6909084E-001
 2.0700650E+002, 8.1074744E-002, 4.8904577E-001
 2.0802335E+002, 8.1266145E-002, 5.0785213E-001
 2.0901655E+002, 8.0731763E-002, 4.7897494E-001
 2.1000975E+002, 8.0335766E-002, 4.7848054E-001
 2.1100295E+002, 7.9737947E-002, 4.7052052E-001
 2.1201980E+002, 7.9456624E-002, 4.5451352E-001
 2.1301299E+002, 7.8453653E-002, 4.4349359E-001
 2.1400619E+002, 7.9612548E-002, 4.6403519E-001
 2.1502304E+002, 8.0493197E-002, 4.6344150E-001
 2.1601624E+002, 8.1241181E-002, 4.8447727E-001
 2.1700944E+002, 8.2006978E-002, 4.9653604E-001
 2.1800264E+002, 8.2108715E-002, 4.9709959E-001
 2.1901948E+002, 8.2041210E-002, 4.9755278E-001
 2.2001268E+002, 8.2195364E-002, 4.9364527E-001
 2.2100588E+002, 8.1841804E-002, 5.0269325E-001
 2.2202273E+002, 8.1044059E-002, 4.8321049E-001
 2.2301593E+002, 8.1047583E-002, 4.8190682E-001
 2.2400913E+002, 8.1487551E-002, 4.8030006E-001
 2.2500233E+002, 8.1665558E-002, 4.7307404E-001
 2.2601917E+002, 8.1043195E-002, 4.9646671E-001
 2.2701237E+002, 8.0875766E-002, 4.8701522E-001
 2.2800557E+002, 8.0925280E-002, 4.9023436E-001
 2.2902242E+002, 8.0845463E-002, 4.8809170E-001
 2.3001562E+002, 8.1803673E-002, 4.8791586E-001
 2.3100882E+002, 8.2483477E-002, 4.9346276E-001
 2.3200202E+002, 8.1918295E-002, 5.1241933E-001
 2.3301886E+002, 8.2020792E-002, 4.8969166E-001
 2.3401206E+002, 8.2334255E-002, 4.7034698E-001
 2.3500526E+002, 8.2595874E-002, 4.7529143E-001
 2.3602211E+002, 8.3002999E-002, 4.8790974E-001
 2.3701531E+002, 8.2526533E-002, 4.9761545E-001
 2.3801560E+002, 8.1428617E-002, 4.7059642E-001
 2.3900407E+002, 8.2119743E-002, 4.8098951E-001
 2.4001855E+002, 8.2307077E-002, 4.7623939E-001
 2.4100702E+002, 8.2160766E-002, 4.8242463E-001
 2.4202150E+002, 8.1615540E-002, 4.8475939E-001
 2.4300997E+002, 8.0146498E-002, 4.5166053E-001
 2.4402446E+002, 7.9174090E-002, 4.6677935E-001
 2.4501293E+002, 7.8516961E-002, 5.0323590E-001
 2.4600139E+002, 7.8941293E-002, 4.9295799E-001
 2.4701588E+002, 7.9978618E-002, 4.9364728E-001
 2.4801157E+002, 8.0743112E-002, 4.7549162E-001
 2.4901465E+002, 8.2287489E-002, 4.6989270E-001
 2.5001773E+002, 8.2323945E-002, 4.5713993E-001
 2.5101848E+002, 8.2477949E-002, 4.8688565E-001
 2.5201923E+002, 8.3152390E-002, 4.6893173E-001
 2.5301998E+002, 8.1384284E-002, 4.8859127E-001
 2.5402073E+002, 8.0604719E-002, 4.8834134E-001
 2.5502148E+002, 8.0408241E-002, 4.9739563E-001
 2.5602223E+002, 8.1435862E-002, 5.0638573E-001
 2.5702298E+002, 8.2221509E-002, 4.9206883E-001
 2.5802373E+002, 8.1755426E-002, 4.7877603E-001
 2.5902448E+002, 8.0974887E-002, 4.8177189E-001
 2.6002523E+002, 7.9673636E-002, 4.7164781E-001
 2.6100032E+002, 8.0190034E-002, 4.6327345E-001
 2.6200107E+002, 8.0877710E-002, 4.8913655E-001
 2.6300182E+002, 8.0269692E-002, 5.0392399E-001
 2.6401503E+002, 8.0112913E-002, 4.9869338E-001
 2.6500744E+002, 7.9884553E-002, 4.9455501E-001
 2.6602293E+002, 7.9294200E-002, 4.9318765E-001
 2.6701534E+002, 7.8491891E-002, 4.8935646E-001
 2.6800775E+002, 7.9279322E-002, 5.0364304E-001
 2.6900017E+002, 7.8346750E-002, 4.9677655E-001
 2.7001566E+002, 7.8804278E-002, 4.8567030E-001
 2.7100807E+002, 7.8516824E-002, 4.7657798E-001
 2.7200048E+002, 7.9303757E-002, 4.8283067E-001
