s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-6.4794224E-017
 1.0127034E+000,-1.4068116E-004, 4.4494362E-004
 2.0254068E+000, 3.0206957E-003, 2.6616068E-002
 3.0114601E+000, 1.5633586E-002, 1.6858275E-001
 4.0241635E+000, 3.1740961E-002, 3.9543476E-001
 5.0102168E+000, 4.6248016E-002, 7.0265910E-001
 6.0229202E+000, 5.7148460E-002, 9.3158333E-001
 7.0089736E+000, 6.4463866E-002, 9.2342235E-001
 8.0216770E+000, 7.2699743E-002, 9.0336320E-001
 9.0077303E+000, 8.3561153E-002, 8.8941615E-001
 1.0020434E+001, 9.8541637E-002, 8.8330742E-001
 1.1004136E+001, 1.1212114E-001, 9.2464871E-001
 1.2006574E+001, 1.2236666E-001, 9.5321774E-001
 1.3009011E+001, 1.2747645E-001, 9.6692939E-001
 1.4011448E+001, 1.2881020E-001, 9.3442969E-001
 1.5013886E+001, 1.3138686E-001, 9.7501358E-001
 1.6011183E+001, 1.3319391E-001, 1.0232468E+000
 1.7012182E+001, 1.3064602E-001, 9.7770285E-001
 1.8000402E+001, 1.2912275E-001, 9.7992711E-001
 1.9009875E+001, 1.3077832E-001, 9.9822804E-001
 2.0005170E+001, 1.3149602E-001, 9.6923509E-001
 2.1000819E+001, 1.3406514E-001, 1.0103454E+000
 2.2013582E+001, 1.3531503E-001, 9.8041040E-001
 2.3003840E+001, 1.3053414E-001, 9.9166608E-001
 2.4016603E+001, 1.2492367E-001, 9.7162583E-001
 2.5020931E+001, 1.1689098E-001, 9.5776511E-001
 2.6019046E+001, 1.1756467E-001, 9.8274121E-001
 2.7003853E+001, 1.2053506E-001, 9.5580449E-001
 2.8018973E+001, 1.2392564E-001, 1.0120189E+000
 2.9018741E+001, 1.2580835E-001, 1.0108658E+000
 3.0013864E+001, 1.2549936E-001, 9.8249076E-001
 3.1008987E+001, 1.2899723E-001, 9.9512365E-001
 3.2004110E+001, 1.3536547E-001, 1.0086687E+000
 3.3020499E+001, 1.3928396E-001, 9.9423856E-001
 3.4001279E+001, 1.4171438E-001, 9.9192045E-001
 3.5016172E+001, 1.4161350E-001, 9.8449787E-001
 3.6019294E+001, 1.3898793E-001, 1.0023051E+000
 3.7005058E+001, 1.4129027E-001, 1.0093465E+000
 3.8005503E+001, 1.4184931E-001, 1.0533386E+000
 3.9001363E+001, 1.4571555E-001, 1.0812265E+000
