s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-3.8655896E-017
 1.0127034E+000,-1.1798803E-004, 4.6908702E-004
 2.0254068E+000, 3.2258617E-003, 2.7599378E-002
 3.0114601E+000, 1.7951063E-002, 1.6656449E-001
 4.0241635E+000, 3.7395634E-002, 3.8889580E-001
 5.0102168E+000, 5.3198724E-002, 7.0445402E-001
 6.0229202E+000, 6.9235012E-002, 8.9247307E-001
 7.0089736E+000, 8.3826105E-002, 7.9803272E-001
 8.0216770E+000, 9.7963419E-002, 8.4487210E-001
 9.0077303E+000, 1.1101002E-001, 9.1859394E-001
 1.0020434E+001, 1.2117505E-001, 9.9027264E-001
 1.1006487E+001, 1.2764189E-001, 1.0100999E+000
 1.2019190E+001, 1.3026869E-001, 9.6560337E-001
 1.3010518E+001, 1.3147045E-001, 9.2503636E-001
 1.4017763E+001, 1.3145879E-001, 9.2838219E-001
 1.5013511E+001, 1.2843079E-001, 9.0003744E-001
 1.6015216E+001, 1.2539963E-001, 9.1507720E-001
 1.7016921E+001, 1.2240434E-001, 9.4043819E-001
 1.8018627E+001, 1.2180876E-001, 9.0178051E-001
 1.9020332E+001, 1.2480669E-001, 9.2758143E-001
 2.0022037E+001, 1.2753023E-001, 9.4030615E-001
 2.1001201E+001, 1.2791412E-001, 9.2249004E-001
 2.2008984E+001, 1.2958526E-001, 9.0479900E-001
 2.3016768E+001, 1.3253374E-001, 9.4720578E-001
 2.4001647E+001, 1.3487739E-001, 9.8918545E-001
 2.5009430E+001, 1.3546032E-001, 9.4772125E-001
 2.6017213E+001, 1.3588960E-001, 9.6072198E-001
 2.7020416E+001, 1.3355514E-001, 9.3134560E-001
 2.8000582E+001, 1.3098888E-001, 9.1885725E-001
 2.9013426E+001, 1.3098510E-001, 9.3334306E-001
 3.0019597E+001, 1.3256187E-001, 9.4584093E-001
 3.1007000E+001, 1.3431753E-001, 9.3434104E-001
 3.2010440E+001, 1.3646558E-001, 9.4378999E-001
 3.3002928E+001, 1.3858824E-001, 9.8759593E-001
 3.4017974E+001, 1.3907817E-001, 9.5554339E-001
 3.5010462E+001, 1.4172220E-001, 9.7914365E-001
 3.6006787E+001, 1.4661577E-001, 9.8072678E-001
 3.7011039E+001, 1.4839526E-001, 9.6214856E-001
 3.8005345E+001, 1.4692075E-001, 9.8884847E-001
 3.9011326E+001, 1.4286833E-001, 9.1601869E-001
 4.0017307E+001, 1.3963484E-001, 9.6838471E-001
 4.1001884E+001, 1.3494779E-001, 9.0852282E-001
 4.2002521E+001, 1.3480578E-001, 9.3086041E-001
 4.3003182E+001, 1.3642709E-001, 9.7060777E-001
 4.4014456E+001, 1.3922751E-001, 9.6157178E-001
 4.5003258E+001, 1.4524860E-001, 9.3301206E-001
 4.6014533E+001, 1.5150542E-001, 9.7396133E-001
 4.7003335E+001, 1.5477020E-001, 9.9958840E-001
 4.8014610E+001, 1.5602210E-001, 9.7899271E-001
 4.9003412E+001, 1.5693398E-001, 1.0348243E+000
 5.0014687E+001, 1.5445510E-001, 9.9421986E-001
 5.1003489E+001, 1.5478669E-001, 1.0307046E+000
 5.2020343E+001, 1.5839827E-001, 1.0522210E+000
 5.3018464E+001, 1.5807246E-001, 1.0387088E+000
 5.4001657E+001, 1.5232301E-001, 1.0002538E+000
 5.5000777E+001, 1.4786029E-001, 9.6114722E-001
 5.6019604E+001, 1.4496910E-001, 9.5268417E-001
 5.7018921E+001, 1.4519672E-001, 8.9491989E-001
 5.8020407E+001, 1.4367282E-001, 9.4034166E-001
