s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-2.5689782E-017
 1.0127034E+000,-1.7688674E-005, 8.4321440E-005
 2.0254068E+000, 1.0297078E-003, 4.0196193E-003
 3.0114601E+000, 6.6362789E-003, 3.2068473E-002
 4.0241635E+000, 1.6027309E-002, 8.4611126E-002
 5.0102168E+000, 2.5487583E-002, 1.5392226E-001
 6.0229202E+000, 3.4562391E-002, 2.2031116E-001
 7.0089736E+000, 4.2863884E-002, 2.9227578E-001
 8.0216770E+000, 5.0578507E-002, 3.5058031E-001
 9.0077303E+000, 5.6815474E-002, 3.5648812E-001
 1.0020434E+001, 6.1922780E-002, 3.6121721E-001
 1.1006487E+001, 6.5881675E-002, 3.7733778E-001
 1.2019190E+001, 6.9275215E-002, 3.7913869E-001
 1.3005244E+001, 7.2544174E-002, 3.7144083E-001
 1.4017947E+001, 7.5268291E-002, 3.7776548E-001
 1.5004000E+001, 7.8063001E-002, 3.7866619E-001
 1.6016704E+001, 8.0422035E-002, 3.6587933E-001
 1.7002757E+001, 8.2751626E-002, 3.6285820E-001
 1.8015461E+001, 8.4283483E-002, 3.6000116E-001
 1.9016554E+001, 8.5633537E-002, 3.8332849E-001
 2.0021079E+001, 8.6060358E-002, 3.8935516E-001
 2.1001686E+001, 8.6173700E-002, 4.0200123E-001
 2.2006211E+001, 8.6026652E-002, 3.7395471E-001
 2.3010735E+001, 8.6241433E-002, 3.8487932E-001
 2.4015260E+001, 8.5934090E-002, 3.9748215E-001
 2.5019785E+001, 8.6340951E-002, 3.8118784E-001
 2.6000392E+001, 8.6925626E-002, 3.8638551E-001
 2.7004917E+001, 8.7301029E-002, 3.9403285E-001
 2.8009441E+001, 8.8156018E-002, 3.9141330E-001
 2.9013966E+001, 8.7673761E-002, 3.8623263E-001
 3.0018490E+001, 8.7149123E-002, 3.8776351E-001
 3.1023015E+001, 8.7429314E-002, 3.9414263E-001
 3.2003622E+001, 8.7287108E-002, 3.8820649E-001
 3.3008147E+001, 8.6889010E-002, 3.8233900E-001
 3.4012671E+001, 8.6878580E-002, 3.7680697E-001
 3.5017196E+001, 8.7903564E-002, 3.8447221E-001
 3.6021721E+001, 8.8595707E-002, 4.0611507E-001
 3.7002328E+001, 8.7920694E-002, 3.8793133E-001
 3.8006853E+001, 8.6732703E-002, 3.8846984E-001
 3.9011377E+001, 8.6888287E-002, 3.8085114E-001
 4.0015902E+001, 8.6686342E-002, 3.9723131E-001
 4.1020426E+001, 8.5953641E-002, 3.8195675E-001
 4.2001034E+001, 8.5525566E-002, 3.9124854E-001
 4.3005558E+001, 8.5046149E-002, 3.9146552E-001
 4.4010083E+001, 8.3908635E-002, 3.7792782E-001
 4.5014607E+001, 8.4333986E-002, 3.8297607E-001
 4.6019132E+001, 8.4498817E-002, 3.7819175E-001
 4.7023657E+001, 8.4242361E-002, 3.8561401E-001
 4.8004264E+001, 8.5216135E-002, 3.8691214E-001
 4.9025531E+001, 8.5614393E-002, 3.9475034E-001
 5.0025272E+001, 8.5967207E-002, 3.9556437E-001
 5.1025013E+001, 8.5471867E-002, 4.0207512E-001
 5.2024754E+001, 8.4277250E-002, 3.9691217E-001
 5.3024495E+001, 8.4445261E-002, 3.7787499E-001
 5.4024236E+001, 8.4380952E-002, 3.8081485E-001
 5.5023978E+001, 8.6064604E-002, 3.9735715E-001
 5.6023719E+001, 8.6668833E-002, 3.7301774E-001
 5.7023460E+001, 8.7166477E-002, 3.8765088E-001
 5.8023201E+001, 8.7575210E-002, 3.9622886E-001
 5.9022942E+001, 8.7244984E-002, 3.9486896E-001
 6.0022683E+001, 8.6959735E-002, 3.9678251E-001
 6.1022424E+001, 8.6726474E-002, 3.8042587E-001
 6.2022166E+001, 8.6469829E-002, 3.8127982E-001
 6.3021907E+001, 8.6392789E-002, 4.0251306E-001
 6.4008399E+001, 8.6634507E-002, 3.9088247E-001
 6.5002089E+001, 8.6796989E-002, 3.7947047E-001
 6.6019438E+001, 8.6280419E-002, 3.9437640E-001
 6.7013128E+001, 8.5877669E-002, 3.9551865E-001
 6.8006817E+001, 8.5543726E-002, 3.8712313E-001
 6.9000507E+001, 8.6090358E-002, 3.8176278E-001
 7.0017856E+001, 8.6131113E-002, 4.0127409E-001
 7.1011546E+001, 8.6435980E-002, 3.9330375E-001
 7.2005235E+001, 8.7130094E-002, 3.8995309E-001
 7.3022584E+001, 8.7188545E-002, 3.8994049E-001
 7.4016274E+001, 8.7142593E-002, 3.8769851E-001
 7.5009964E+001, 8.6856970E-002, 3.8957064E-001
 7.6003653E+001, 8.6404009E-002, 4.0272827E-001
 7.7021002E+001, 8.7691513E-002, 3.9864853E-001
 7.8014692E+001, 8.8110860E-002, 3.8668655E-001
 7.9008382E+001, 8.8839280E-002, 3.9905181E-001
 8.0002071E+001, 8.9467569E-002, 3.8602403E-001
 8.1019420E+001, 8.8811463E-002, 4.0023817E-001
 8.2013110E+001, 8.7131907E-002, 3.9766846E-001
 8.3006800E+001, 8.6666228E-002, 3.8848839E-001
 8.4000489E+001, 8.6304930E-002, 3.9028169E-001
 8.5017838E+001, 8.5953136E-002, 3.8905401E-001
 8.6013433E+001, 8.6584153E-002, 3.9653076E-001
 8.7013081E+001, 8.7533962E-002, 3.8299589E-001
 8.8012729E+001, 8.8335500E-002, 3.8771308E-001
 8.9012377E+001, 8.8889760E-002, 4.0968965E-001
 9.0012025E+001, 8.8668781E-002, 4.0280977E-001
 9.1011672E+001, 8.8145547E-002, 3.8662485E-001
 9.2021955E+001, 8.7466581E-002, 3.9403308E-001
 9.3004587E+001, 8.8027468E-002, 3.9544288E-001
 9.4010616E+001, 8.8087139E-002, 3.9366974E-001
 9.5016644E+001, 8.8301945E-002, 3.9126352E-001
 9.6022673E+001, 8.8180252E-002, 3.8859825E-001
 9.7005306E+001, 8.8036892E-002, 4.0681138E-001
 9.8011334E+001, 8.8746599E-002, 3.9046033E-001
 9.9017363E+001, 8.8527231E-002, 3.8606494E-001
 1.0002339E+002, 8.7953853E-002, 4.0651333E-001
 1.0100602E+002, 8.7552269E-002, 3.9409203E-001
 1.0201205E+002, 8.6812057E-002, 3.8841502E-001
 1.0301808E+002, 8.6292485E-002, 3.7963092E-001
 1.0400071E+002, 8.6581943E-002, 3.9285699E-001
 1.0500674E+002, 8.7019939E-002, 3.9189051E-001
 1.0600809E+002, 8.6923331E-002, 3.8847913E-001
 1.0701178E+002, 8.7958719E-002, 3.9697262E-001
 1.0801795E+002, 8.7971596E-002, 4.0029064E-001
 1.0901345E+002, 8.7921856E-002, 4.0321433E-001
 1.1000896E+002, 8.7947451E-002, 3.8468266E-001
 1.1100447E+002, 8.7013320E-002, 3.8503853E-001
 1.1200692E+002, 8.6827963E-002, 3.8785741E-001
