s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-1.2688167E-017
 1.0127034E+000, 8.6938279E-006, 9.1189423E-005
 2.0254068E+000, 1.2155610E-003, 4.5733761E-003
 3.0114601E+000, 7.1864268E-003, 3.2225705E-002
 4.0241635E+000, 1.8309454E-002, 8.1368836E-002
 5.0102168E+000, 2.9934134E-002, 1.4562388E-001
 6.0229202E+000, 4.0507300E-002, 2.2279353E-001
 7.0089736E+000, 5.0832805E-002, 3.1333636E-001
 8.0216770E+000, 6.0151095E-002, 4.0346586E-001
 9.0077303E+000, 6.5055089E-002, 4.5343655E-001
 1.0020434E+001, 6.8812437E-002, 4.7895780E-001
 1.1006487E+001, 6.9627521E-002, 4.2832442E-001
 1.2019190E+001, 6.9070467E-002, 3.7399507E-001
 1.3005244E+001, 6.8141760E-002, 3.6001854E-001
 1.4017947E+001, 6.8034590E-002, 3.6025809E-001
 1.5004000E+001, 6.7329816E-002, 3.6110714E-001
 1.6016704E+001, 6.7440196E-002, 3.6308703E-001
 1.7002757E+001, 6.6778221E-002, 3.6350829E-001
 1.8015461E+001, 6.6713215E-002, 3.6114503E-001
 1.9001514E+001, 6.6247309E-002, 3.6107801E-001
 2.0014217E+001, 6.6132336E-002, 3.6160151E-001
 2.1000271E+001, 6.6061742E-002, 3.6406071E-001
 2.2012974E+001, 6.5885147E-002, 3.6485714E-001
 2.3025677E+001, 6.5988325E-002, 3.6247045E-001
 2.4011731E+001, 6.5742184E-002, 3.5788568E-001
 2.5024434E+001, 6.5913679E-002, 3.6463797E-001
 2.6010487E+001, 6.6118620E-002, 3.6445809E-001
 2.7023191E+001, 6.6108840E-002, 3.6895389E-001
 2.8009244E+001, 6.6028370E-002, 3.6182406E-001
 2.9021948E+001, 6.5746991E-002, 3.5816067E-001
 3.0008001E+001, 6.5838697E-002, 3.6356904E-001
 3.1020704E+001, 6.5419955E-002, 3.6595867E-001
 3.2006758E+001, 6.5705273E-002, 3.5848012E-001
 3.3019461E+001, 6.5153949E-002, 3.6264386E-001
 3.4005514E+001, 6.5568125E-002, 3.6060652E-001
 3.5018218E+001, 6.5226562E-002, 3.6382678E-001
 3.6004271E+001, 6.5856170E-002, 3.6320113E-001
 3.7016974E+001, 6.5452422E-002, 3.6515113E-001
 3.8003028E+001, 6.5916408E-002, 3.6238379E-001
 3.9015731E+001, 6.5734428E-002, 3.6483101E-001
 4.0001784E+001, 6.6359810E-002, 3.6677887E-001
 4.1014488E+001, 6.6216663E-002, 3.6580981E-001
 4.2000541E+001, 6.6571863E-002, 3.6560511E-001
 4.3013245E+001, 6.6348911E-002, 3.6700354E-001
 4.4025948E+001, 6.6042946E-002, 3.6609321E-001
 4.5012001E+001, 6.6106382E-002, 3.6267744E-001
 4.6024705E+001, 6.6046943E-002, 3.6396691E-001
 4.7010758E+001, 6.6371686E-002, 3.6423063E-001
 4.8023461E+001, 6.6392209E-002, 3.6908387E-001
 4.9009515E+001, 6.6392538E-002, 3.6236038E-001
 5.0022218E+001, 6.6121827E-002, 3.6586872E-001
 5.1008271E+001, 6.5538994E-002, 3.6086828E-001
 5.2020975E+001, 6.5750656E-002, 3.6327021E-001
 5.3007028E+001, 6.5571431E-002, 3.6342341E-001
 5.4019732E+001, 6.5463135E-002, 3.6283433E-001
 5.5005785E+001, 6.5685739E-002, 3.6463896E-001
 5.6018488E+001, 6.5921997E-002, 3.6322621E-001
 5.7004542E+001, 6.6010763E-002, 3.6616025E-001
 5.8017245E+001, 6.6447023E-002, 3.6681528E-001
 5.9003298E+001, 6.6496821E-002, 3.6614224E-001
 6.0016002E+001, 6.6425316E-002, 3.6906324E-001
 6.1002055E+001, 6.6346579E-002, 3.6220284E-001
 6.2014758E+001, 6.6373492E-002, 3.6526796E-001
 6.3000812E+001, 6.6362873E-002, 3.6913355E-001
 6.4013515E+001, 6.6120301E-002, 3.6092313E-001
 6.5026218E+001, 6.5915559E-002, 3.6180260E-001
 6.6012272E+001, 6.5987136E-002, 3.6203862E-001
 6.7024975E+001, 6.6375014E-002, 3.6836029E-001
 6.8011029E+001, 6.5977310E-002, 3.6866181E-001
 6.9023732E+001, 6.6198073E-002, 3.6107992E-001
 7.0009785E+001, 6.6206587E-002, 3.6347326E-001
 7.1022489E+001, 6.6506416E-002, 3.6905374E-001
 7.2008542E+001, 6.6704173E-002, 3.6544265E-001
 7.3021245E+001, 6.6581026E-002, 3.6864305E-001
 7.4007299E+001, 6.6935238E-002, 3.6663528E-001
 7.5020002E+001, 6.6706970E-002, 3.6850055E-001
 7.6006055E+001, 6.6919497E-002, 3.6621409E-001
 7.7018759E+001, 6.6354110E-002, 3.6765504E-001
 7.8004812E+001, 6.6083299E-002, 3.5833795E-001
 7.9017515E+001, 6.5812348E-002, 3.6368900E-001
 8.0003569E+001, 6.5951723E-002, 3.5966147E-001
 8.1016272E+001, 6.5542268E-002, 3.6583045E-001
 8.2002326E+001, 6.5941950E-002, 3.6135971E-001
 8.3015029E+001, 6.5388295E-002, 3.6519467E-001
 8.4001082E+001, 6.6305706E-002, 3.5922787E-001
 8.5013786E+001, 6.5932524E-002, 3.6850256E-001
 8.6026489E+001, 6.6856731E-002, 3.6732478E-001
 8.7012542E+001, 6.6303461E-002, 3.7055868E-001
 8.8025246E+001, 6.6406297E-002, 3.6589012E-001
 8.9011299E+001, 6.6415499E-002, 3.6349444E-001
 9.0024002E+001, 6.6541541E-002, 3.6586580E-001
 9.1010056E+001, 6.6859395E-002, 3.6948216E-001
 9.2022759E+001, 6.6726580E-002, 3.6503879E-001
