s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-1.6205246E-010,-1.2688167E-017
 1.0127034E+000, 1.2679308E-005, 3.3677209E-004
 2.0254068E+000, 2.0597818E-003, 1.3850001E-002
 3.0114601E+000, 1.2217734E-002, 8.3627892E-002
 4.0241635E+000, 3.0209775E-002, 1.9504471E-001
 5.0102168E+000, 4.6405624E-002, 3.4049605E-001
 6.0229202E+000, 5.9435902E-002, 5.2629624E-001
 7.0008633E+000, 7.3681645E-002, 7.1562123E-001
 8.0066232E+000, 7.9380197E-002, 8.1261407E-001
 9.0146569E+000, 8.3835857E-002, 7.8726514E-001
 1.0005906E+001, 8.3058732E-002, 6.6073153E-001
 1.1018705E+001, 8.2513188E-002, 6.3085252E-001
 1.2009954E+001, 8.1816434E-002, 6.1859078E-001
 1.3001203E+001, 8.0801079E-002, 6.2004816E-001
 1.4014002E+001, 8.0442616E-002, 6.2065874E-001
 1.5005251E+001, 7.9955888E-002, 6.1601489E-001
 1.6018049E+001, 7.9330269E-002, 6.1879727E-001
 1.7011454E+001, 7.8969849E-002, 6.1696322E-001
 1.8007013E+001, 7.8573396E-002, 6.1833287E-001
 1.9002572E+001, 7.8319791E-002, 6.1609631E-001
 2.0021835E+001, 7.9189094E-002, 6.1565721E-001
 2.1017394E+001, 7.8772306E-002, 6.3380538E-001
 2.2012953E+001, 7.9262662E-002, 6.2283026E-001
 2.3008512E+001, 7.9517167E-002, 6.2460917E-001
 2.4004072E+001, 7.9340061E-002, 6.2436721E-001
 2.5023335E+001, 7.9746060E-002, 6.3047870E-001
 2.6018894E+001, 7.9387382E-002, 6.1939742E-001
 2.7014453E+001, 7.9350308E-002, 6.2164454E-001
 2.8010012E+001, 7.9363842E-002, 6.2517914E-001
 2.9005571E+001, 7.9210693E-002, 6.2085755E-001
 3.0001130E+001, 7.9488284E-002, 6.2225394E-001
 3.1020393E+001, 7.9199752E-002, 6.2076563E-001
 3.2015953E+001, 7.9398818E-002, 6.2246465E-001
 3.3011512E+001, 7.9240805E-002, 6.2279470E-001
 3.4007071E+001, 7.9156060E-002, 6.2155840E-001
 3.5002630E+001, 7.9076645E-002, 6.2882722E-001
 3.6021893E+001, 7.8886619E-002, 6.2136101E-001
 3.7017452E+001, 7.8619815E-002, 6.2021351E-001
 3.8013011E+001, 7.8611372E-002, 6.1662568E-001
 3.9008570E+001, 7.8409253E-002, 6.2857632E-001
 4.0004130E+001, 7.9099964E-002, 6.2077747E-001
 4.1023393E+001, 7.8833685E-002, 6.2994396E-001
 4.2018952E+001, 7.9046869E-002, 6.2066916E-001
 4.3014511E+001, 7.8818229E-002, 6.2275534E-001
 4.4010070E+001, 7.8676065E-002, 6.1720842E-001
 4.5005629E+001, 7.8631786E-002, 6.2266854E-001
 4.6001188E+001, 7.9024845E-002, 6.2751148E-001
 4.7020451E+001, 7.9447955E-002, 6.2468531E-001
 4.8016011E+001, 7.9464746E-002, 6.2699999E-001
 4.9011570E+001, 7.9386174E-002, 6.3043666E-001
 5.0007129E+001, 7.9737537E-002, 6.2120863E-001
 5.1002688E+001, 7.9614165E-002, 6.2165613E-001
 5.2021951E+001, 7.9323740E-002, 6.2974630E-001
 5.3017510E+001, 7.9512752E-002, 6.1230421E-001
 5.4013069E+001, 7.8905014E-002, 6.2930927E-001
 5.5008629E+001, 7.9721085E-002, 6.2562152E-001
 5.6004188E+001, 7.9606481E-002, 6.3042896E-001
 5.7023451E+001, 8.0095997E-002, 6.2373295E-001
 5.8019010E+001, 7.9906833E-002, 6.2384586E-001
 5.9014569E+001, 8.0007954E-002, 6.2933455E-001
 6.0010128E+001, 8.0251525E-002, 6.2350375E-001
 6.1005687E+001, 7.9833036E-002, 6.2903786E-001
 6.2001247E+001, 7.9903224E-002, 6.2939205E-001
 6.3020509E+001, 7.9739169E-002, 6.2491551E-001
 6.4016069E+001, 7.9582239E-002, 6.2005962E-001
 6.5011628E+001, 7.9075106E-002, 6.1988091E-001
 6.6007187E+001, 7.8943874E-002, 6.2268732E-001
 6.7002746E+001, 7.8858226E-002, 6.2337295E-001
 6.8022009E+001, 7.8792131E-002, 6.2216212E-001
 6.9017568E+001, 7.9260533E-002, 6.2150212E-001
 7.0013127E+001, 7.9283753E-002, 6.3243169E-001
 7.1008687E+001, 7.9479730E-002, 6.2477673E-001
 7.2004246E+001, 7.9667969E-002, 6.2448488E-001
 7.3023509E+001, 7.9304483E-002, 6.2765382E-001
 7.4019068E+001, 7.9729720E-002, 6.2660173E-001
 7.5009841E+001, 7.9440710E-002, 6.2499292E-001
 7.6011434E+001, 8.0013526E-002, 6.2376397E-001
 7.7013028E+001, 8.0175337E-002, 6.3344151E-001
 7.8014622E+001, 8.0790158E-002, 6.3306630E-001
 7.9016216E+001, 8.0711010E-002, 6.2994412E-001
 8.0017809E+001, 8.1046120E-002, 6.3135754E-001
 8.1019403E+001, 8.1114251E-002, 6.2847533E-001
 8.2020997E+001, 8.0951751E-002, 6.2758209E-001
 8.3001280E+001, 8.0566017E-002, 6.3141176E-001
 8.4002874E+001, 8.0328204E-002, 6.1908295E-001
 8.5004468E+001, 7.9635135E-002, 6.2657114E-001
 8.6006061E+001, 7.9692542E-002, 6.1898933E-001
 8.7007655E+001, 7.9111796E-002, 6.3279968E-001
 8.8009249E+001, 7.8922901E-002, 6.1976056E-001
 8.9010843E+001, 7.8611626E-002, 6.1703560E-001
 9.0012436E+001, 7.8261993E-002, 6.2262315E-001
 9.1020423E+001, 7.8878184E-002, 6.2250646E-001
 9.2004968E+001, 7.8505740E-002, 6.2824148E-001
