s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-1.2970224E-016
 1.0127034E+000,-1.2752524E-004, 4.2043250E-004
 2.0254068E+000, 2.4835777E-003, 2.5827507E-002
 3.0114601E+000, 1.1350599E-002, 1.6971326E-001
 4.0241635E+000, 2.2799920E-002, 3.9722325E-001
 5.0102168E+000, 3.4265747E-002, 7.1080010E-001
 6.0229202E+000, 4.3445214E-002, 9.3453416E-001
 7.0089736E+000, 5.0455585E-002, 9.5578274E-001
 8.0216770E+000, 5.7638372E-002, 9.7302419E-001
 9.0077303E+000, 6.4660742E-002, 9.6676718E-001
 1.0020434E+001, 7.1626162E-002, 9.6552044E-001
 1.1006487E+001, 7.8773937E-002, 9.8608309E-001
 1.2002549E+001, 8.5395730E-002, 9.9363876E-001
 1.3005363E+001, 8.9687458E-002, 9.9358017E-001
 1.4008178E+001, 9.4390507E-002, 9.7645335E-001
 1.5010992E+001, 9.8018287E-002, 9.7957997E-001
 1.6003809E+001, 1.0088099E-001, 1.0028623E+000
 1.7009750E+001, 1.0238648E-001, 1.0388791E+000
 1.8018059E+001, 1.0478304E-001, 1.0176808E+000
 1.9019771E+001, 1.0466490E-001, 1.0637484E+000
 2.0010525E+001, 1.0497919E-001, 1.0218841E+000
 2.1015849E+001, 1.0576519E-001, 1.0946325E+000
 2.2021174E+001, 1.0446749E-001, 1.1176335E+000
 2.3003650E+001, 1.0305666E-001, 1.1215746E+000
 2.4008975E+001, 1.0236089E-001, 1.1318940E+000
 2.5014300E+001, 1.0650152E-001, 1.1162742E+000
 2.6019624E+001, 1.1062861E-001, 1.1074959E+000
 2.7002101E+001, 1.1246249E-001, 1.1391115E+000
 2.8007425E+001, 1.1300608E-001, 1.0883639E+000
 2.9012750E+001, 1.1665501E-001, 1.0557926E+000
 3.0018074E+001, 1.1893138E-001, 1.0399499E+000
 3.1000551E+001, 1.1987201E-001, 1.0288427E+000
 3.2005875E+001, 1.2424376E-001, 1.0123751E+000
 3.3011200E+001, 1.2872931E-001, 1.0188127E+000
 3.4016525E+001, 1.3038475E-001, 1.0430990E+000
 3.5021849E+001, 1.3093118E-001, 1.0512135E+000
 3.6004325E+001, 1.3552733E-001, 1.0278685E+000
 3.7009650E+001, 1.3890519E-001, 1.0907553E+000
 3.8014975E+001, 1.4452633E-001, 1.1036206E+000
 3.9006470E+001, 1.5101658E-001, 1.1451486E+000
 4.0016507E+001, 1.5545943E-001, 1.1351432E+000
 4.1013579E+001, 1.5321225E-001, 1.1416870E+000
 4.2018098E+001, 1.4583976E-001, 1.1467013E+000
 4.3000742E+001, 1.4547984E-001, 1.1904543E+000
 4.4005211E+001, 1.4325838E-001, 1.1518361E+000
 4.5011615E+001, 1.3996558E-001, 1.1240272E+000
 4.6018923E+001, 1.3705078E-001, 1.1768211E+000
 4.7021944E+001, 1.3649661E-001, 1.1637010E+000
 4.8000108E+001, 1.3760361E-001, 1.1544949E+000
 4.9002673E+001, 1.3962079E-001, 1.1489573E+000
 5.0005237E+001, 1.4131588E-001, 1.0692695E+000
 5.1016157E+001, 1.4688359E-001, 1.1038466E+000
 5.2014296E+001, 1.4401041E-001, 1.1521677E+000
 5.3019512E+001, 1.3658523E-001, 1.0938986E+000
