s,kg/s,kW
Time,"mdot","hdot"
 0.0000000E+000,-2.0105156E-010,-2.5689782E-017
 1.0127034E+000,-3.3260751E-005, 8.3449224E-005
 2.0254068E+000, 1.3057915E-003, 3.9477971E-003
 3.0114601E+000, 7.6556470E-003, 3.2913648E-002
 4.0241635E+000, 1.8333877E-002, 8.7258613E-002
 5.0102168E+000, 2.9422992E-002, 1.6058221E-001
 6.0229202E+000, 3.9846610E-002, 2.3566776E-001
 7.0089736E+000, 4.9373654E-002, 3.3003747E-001
 8.0216770E+000, 5.7019465E-002, 3.5237465E-001
 9.0077303E+000, 6.4069706E-002, 3.4742100E-001
 1.0020434E+001, 6.9802008E-002, 3.4960499E-001
 1.1006487E+001, 7.4792089E-002, 3.5976156E-001
 1.2019190E+001, 7.9398852E-002, 3.7864422E-001
 1.3005244E+001, 8.2826420E-002, 3.9046623E-001
 1.4017947E+001, 8.5310133E-002, 3.9130502E-001
 1.5004000E+001, 8.6880414E-002, 3.7572348E-001
 1.6016704E+001, 8.7636994E-002, 3.7250117E-001
 1.7002757E+001, 8.8032797E-002, 3.6420065E-001
 1.8015461E+001, 8.8574022E-002, 3.5485512E-001
 1.9001514E+001, 8.8834432E-002, 3.5136452E-001
 2.0014217E+001, 8.8253234E-002, 3.5459293E-001
 2.1000271E+001, 8.8679967E-002, 3.4840097E-001
 2.2012974E+001, 8.9245111E-002, 3.6004059E-001
 2.3025677E+001, 8.9979158E-002, 3.5570878E-001
 2.4011731E+001, 9.0433885E-002, 3.5590912E-001
 2.5024434E+001, 9.0732476E-002, 3.6278195E-001
 2.6010487E+001, 9.0847815E-002, 3.5744638E-001
 2.7023191E+001, 9.1166626E-002, 3.6571178E-001
 2.8009244E+001, 9.0101754E-002, 3.6308673E-001
 2.9021948E+001, 9.0664722E-002, 3.5478956E-001
 3.0008001E+001, 9.1453514E-002, 3.6138124E-001
 3.1020704E+001, 9.1515707E-002, 3.5561220E-001
 3.2006758E+001, 9.1329237E-002, 3.5941061E-001
 3.3019461E+001, 9.2157404E-002, 3.6121800E-001
 3.4005514E+001, 9.2675675E-002, 3.6519304E-001
 3.5018218E+001, 9.3330013E-002, 3.6649533E-001
 3.6004271E+001, 9.4925598E-002, 3.7544660E-001
 3.7016974E+001, 9.5879687E-002, 3.7380999E-001
 3.8003028E+001, 9.6269790E-002, 3.6080352E-001
 3.9015731E+001, 9.8008317E-002, 3.8185173E-001
 4.0001784E+001, 9.8822364E-002, 3.7756642E-001
 4.1014488E+001, 9.8992563E-002, 3.8007914E-001
 4.2000541E+001, 9.8690705E-002, 3.7347274E-001
 4.3013245E+001, 9.8129483E-002, 3.8191908E-001
 4.4025948E+001, 9.7501789E-002, 3.8084279E-001
 4.5012001E+001, 9.6312868E-002, 3.6034519E-001
 4.6024705E+001, 9.5520404E-002, 3.6481745E-001
 4.7010758E+001, 9.5573981E-002, 3.7388966E-001
 4.8023461E+001, 9.5190555E-002, 3.8949639E-001
 4.9009515E+001, 9.4653122E-002, 3.7915199E-001
 5.0022218E+001, 9.4675400E-002, 3.8770969E-001
 5.1008271E+001, 9.5178919E-002, 3.7764831E-001
 5.2020975E+001, 9.5888614E-002, 3.9013284E-001
 5.3007028E+001, 9.6151828E-002, 3.7113112E-001
 5.4019732E+001, 9.6267252E-002, 3.6775867E-001
 5.5005785E+001, 9.6348848E-002, 3.8140226E-001
 5.6018488E+001, 9.6043088E-002, 3.8707049E-001
 5.7004542E+001, 9.6547013E-002, 3.8260539E-001
 5.8017245E+001, 9.6961064E-002, 3.7381690E-001
 5.9003298E+001, 9.6398476E-002, 3.7110445E-001
 6.0016002E+001, 9.6446838E-002, 3.7816951E-001
 6.1002055E+001, 9.5779821E-002, 3.6355015E-001
 6.2014758E+001, 9.5562585E-002, 3.7204282E-001
 6.3000812E+001, 9.6453228E-002, 3.5811096E-001
 6.4013515E+001, 9.7351756E-002, 3.6179903E-001
 6.5026218E+001, 9.8002131E-002, 3.6783777E-001
 6.6012272E+001, 9.8541819E-002, 3.7294675E-001
 6.7024975E+001, 9.9185903E-002, 3.7386211E-001
 6.8011029E+001, 1.0074013E-001, 4.0445854E-001
 6.9023732E+001, 1.0062099E-001, 3.8959782E-001
 7.0009785E+001, 9.9561969E-002, 3.7309203E-001
 7.1022489E+001, 9.9429868E-002, 3.7560964E-001
 7.2008542E+001, 9.7383361E-002, 4.0272428E-001
 7.3021245E+001, 9.4732780E-002, 3.7555224E-001
 7.4007299E+001, 9.4106106E-002, 3.4933936E-001
 7.5020002E+001, 9.4186518E-002, 3.5832701E-001
 7.6006055E+001, 9.5023057E-002, 3.8968184E-001
 7.7018759E+001, 9.5459828E-002, 3.6917985E-001
 7.8004812E+001, 9.5666048E-002, 3.6357487E-001
 7.9017515E+001, 9.6610553E-002, 3.9600353E-001
 8.0003569E+001, 9.9112135E-002, 3.9194864E-001
 8.1016272E+001, 1.0027350E-001, 3.8793987E-001
 8.2002326E+001, 9.9842551E-002, 4.0080918E-001
 8.3015029E+001, 1.0000934E-001, 3.9318771E-001
 8.4001082E+001, 9.9557223E-002, 3.9359914E-001
 8.5013786E+001, 9.7172194E-002, 3.7434703E-001
 8.6026489E+001, 9.6136068E-002, 3.7888284E-001
 8.7012542E+001, 9.7012780E-002, 3.8605644E-001
 8.8025246E+001, 9.7937363E-002, 3.9481819E-001
 8.9011299E+001, 9.8102791E-002, 3.9485103E-001
 9.0024002E+001, 9.7608397E-002, 3.8267474E-001
 9.1010056E+001, 9.5405761E-002, 3.9059450E-001
 9.2022759E+001, 9.4556830E-002, 3.8488031E-001
 9.3008813E+001, 9.5026132E-002, 3.7236480E-001
 9.4021516E+001, 9.3348095E-002, 3.7088108E-001
 9.5007569E+001, 9.1903145E-002, 3.6833923E-001
 9.6020273E+001, 9.0665622E-002, 3.6841078E-001
 9.7006326E+001, 9.0336215E-002, 3.6787195E-001
 9.8019029E+001, 9.1912103E-002, 3.7340090E-001
 9.9005083E+001, 9.3850326E-002, 3.8965269E-001
 1.0001779E+002, 9.2881325E-002, 4.0003121E-001
 1.0100384E+002, 9.2696762E-002, 3.8462549E-001
 1.0201654E+002, 9.2367662E-002, 3.7542387E-001
 1.0300260E+002, 9.3456073E-002, 3.6985193E-001
 1.0401530E+002, 9.5909941E-002, 3.8724105E-001
 1.0500135E+002, 9.7465522E-002, 3.8979261E-001
 1.0601406E+002, 9.9511830E-002, 3.9204304E-001
 1.0700011E+002, 1.0102965E-001, 4.0157582E-001
 1.0801281E+002, 1.0073009E-001, 3.8742329E-001
 1.0902552E+002, 9.8032166E-002, 3.8965364E-001
 1.1001157E+002, 9.4704857E-002, 3.6528214E-001
 1.1102427E+002, 9.4532612E-002, 3.7461963E-001
 1.1201033E+002, 9.6185708E-002, 3.6406914E-001
 1.1302303E+002, 9.7156614E-002, 3.8054860E-001
 1.1400908E+002, 9.8525293E-002, 4.1056674E-001
 1.1502179E+002, 9.7743544E-002, 3.9279891E-001
 1.1600784E+002, 9.6021205E-002, 3.8278811E-001
 1.1702054E+002, 9.4986402E-002, 3.6570451E-001
 1.1800660E+002, 9.5889789E-002, 3.6124177E-001
 1.1901930E+002, 9.5282053E-002, 3.8630050E-001
 1.2000535E+002, 9.5886170E-002, 3.8800505E-001
 1.2101806E+002, 9.6656725E-002, 3.8506133E-001
 1.2200411E+002, 9.6397718E-002, 3.7447844E-001
 1.2301681E+002, 9.6609505E-002, 3.8690546E-001
 1.2400287E+002, 9.6106665E-002, 3.9947721E-001
 1.2501557E+002, 9.6421832E-002, 3.7048692E-001
 1.2600162E+002, 9.6590522E-002, 3.8430160E-001
 1.2701433E+002, 9.6549273E-002, 3.8998342E-001
 1.2800038E+002, 9.7600522E-002, 3.7521690E-001
 1.2901308E+002, 9.7135625E-002, 3.8620814E-001
