s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_METHANE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS,MLR_NITROGEN
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7684947E-004,-1.7642614E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-1.7684949E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0002530E+000, 1.3484796E+001, 0.0000000E+000,-2.8519853E+000, 1.6689665E-001,-2.2793373E-001,-5.9900602E-004, 0.0000000E+000, 0.0000000E+000, 1.0416921E+001, 1.0571174E+001, 6.9911133E-002, 4.3710538E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 2.0000613E+000, 4.1786235E+001, 0.0000000E+000,-8.8632077E+000,-2.6213285E+001,-8.1560295E-002,-4.5312252E-004, 0.0000000E+000, 0.0000000E+000, 6.0588803E+000, 6.6277284E+000, 6.9911133E-002, 8.9708207E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 3.0002334E+000, 4.8278678E+001, 0.0000000E+000,-1.0128704E+001,-3.7687632E+001,-3.9654598E-002,-3.8548783E-004, 0.0000000E+000, 0.0000000E+000,-2.3994463E-001, 4.2230165E-001, 6.9911133E-002, 9.9073166E-004, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 4.0001359E+000, 4.9949907E+001, 0.0000000E+000,-1.1002924E+001,-3.6939921E+001,-3.9103291E-002,-3.8396316E-004, 0.0000000E+000, 0.0000000E+000, 1.3408850E+000, 1.9675751E+000, 6.9911133E-002, 1.0043472E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0000510E+000, 4.9394709E+001, 0.0000000E+000,-1.0451420E+001,-3.8532809E+001,-1.5477502E-002,-3.8535017E-004, 0.0000000E+000, 0.0000000E+000,-2.7057865E-001, 3.9461646E-001, 6.9911133E-002, 1.0062082E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 6.0001068E+000, 4.9349173E+001, 0.0000000E+000,-1.0818238E+001,-3.6512724E+001, 1.1783747E-002,-3.8324731E-004, 0.0000000E+000, 0.0000000E+000, 1.3539216E+000, 2.0296124E+000, 6.9911133E-002, 1.0064605E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 7.0001187E+000, 4.9496546E+001, 0.0000000E+000,-1.0678580E+001,-4.0288489E+001,-2.6126547E-002,-3.7909724E-004, 0.0000000E+000, 0.0000000E+000,-2.0881114E+000,-1.4970296E+000, 6.9911133E-002, 1.0064947E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 8.0000973E+000, 5.0185798E+001, 0.0000000E+000,-1.0577716E+001,-3.8050079E+001, 1.6465973E-002,-3.7733128E-004, 0.0000000E+000, 0.0000000E+000, 9.0271311E-001, 1.5740919E+000, 6.9911133E-002, 1.0064993E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 9.0000916E+000, 4.9673751E+001, 0.0000000E+000,-1.0688827E+001,-3.7801345E+001, 5.7022416E-003,-3.7569199E-004, 0.0000000E+000, 0.0000000E+000, 5.4599287E-001, 1.1889055E+000, 6.9911133E-002, 1.0064999E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0000192E+001, 4.9578683E+001, 0.0000000E+000,-1.0617630E+001,-3.8688988E+001, 1.6001395E-002,-3.7903284E-004, 0.0000000E+000, 0.0000000E+000,-3.4885455E-001, 2.8768725E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.1000244E+001, 4.9397943E+001, 0.0000000E+000,-1.0507819E+001,-3.9127050E+001, 2.6129277E-002,-3.7378338E-004, 0.0000000E+000, 0.0000000E+000,-8.3435084E-001,-2.1117095E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 6.1017253E-004
 1.2000116E+001, 5.0018674E+001, 0.0000000E+000,-1.0616238E+001,-3.8770346E+001, 3.1224043E-002,-3.7379538E-004, 0.0000000E+000, 0.0000000E+000, 8.3415552E-003, 6.6293950E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.8297877E-003
 1.3000083E+001, 4.9589319E+001, 0.0000000E+000,-1.0381012E+001,-3.7725660E+001, 3.1189695E-002,-3.7153337E-004, 0.0000000E+000, 0.0000000E+000, 8.7258841E-001, 1.5134644E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 3.0492395E-003
 1.4000239E+001, 4.9360461E+001, 0.0000000E+000,-9.9267014E+000,-3.9471279E+001, 1.7814563E-002,-3.7083437E-004, 0.0000000E+000, 0.0000000E+000,-7.2029666E-001,-2.0075156E-002, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 4.2689808E-003
 1.5000023E+001, 4.9495658E+001, 0.0000000E+000,-9.8544060E+000,-3.7093958E+001, 2.6434511E-002,-3.7252291E-004, 0.0000000E+000, 0.0000000E+000, 1.9494923E+000, 2.5733563E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 5.4884637E-003
 1.6000219E+001, 4.9488502E+001, 0.0000000E+000,-9.5285031E+000,-4.1323261E+001, 1.4168558E-002,-3.6808093E-004, 0.0000000E+000, 0.0000000E+000,-1.9834954E+000,-1.3494609E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 6.7081180E-003
 1.7000200E+001, 4.9597003E+001, 0.0000000E+000,-9.1148749E+000,-3.8111826E+001, 1.5983633E-002,-3.6732116E-004, 0.0000000E+000, 0.0000000E+000, 1.7178978E+000, 2.3859183E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 7.9277653E-003
 1.8000221E+001, 4.9327781E+001, 0.0000000E+000,-9.0437838E+000,-4.1094541E+001, 2.2275373E-002,-3.7245698E-004, 0.0000000E+000, 0.0000000E+000,-1.4392623E+000,-7.8864142E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 9.1474193E-003
 1.9000174E+001, 4.9942443E+001, 0.0000000E+000,-8.7838401E+000,-3.9814193E+001, 2.1163621E-002,-3.7078605E-004, 0.0000000E+000, 0.0000000E+000, 7.4390765E-001, 1.3652034E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.0366948E-002
 2.0000063E+001, 4.9454487E+001, 0.0000000E+000,-8.4558862E+000,-4.0118639E+001, 1.9060366E-002,-3.7094601E-004, 0.0000000E+000, 0.0000000E+000, 2.4384550E-001, 8.9865151E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1198372E-002
 2.1000193E+001, 4.9570282E+001, 0.0000000E+000,-8.3637225E+000,-4.1352773E+001, 2.2876055E-002,-3.7341815E-004, 0.0000000E+000, 0.0000000E+000,-7.6392313E-001,-1.2371100E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1229844E-002
 2.2000017E+001, 4.9382844E+001, 0.0000000E+000,-8.2623724E+000,-4.1460757E+001, 2.8771128E-002,-3.6987933E-004, 0.0000000E+000, 0.0000000E+000,-9.3782104E-001,-3.1188496E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1237178E-002
 2.3000145E+001, 5.0122208E+001, 0.0000000E+000,-8.5353262E+000,-3.9205616E+001, 2.9516252E-002,-3.7061578E-004, 0.0000000E+000, 0.0000000E+000, 1.7481410E+000, 2.4104113E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1244511E-002
 2.4000088E+001, 4.9255677E+001, 0.0000000E+000,-8.4216569E+000,-4.1872210E+001, 2.6453323E-002,-3.6875992E-004, 0.0000000E+000, 0.0000000E+000,-1.6475234E+000,-1.0121061E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1251845E-002
 2.5000004E+001, 4.9885699E+001, 0.0000000E+000,-8.4035247E+000,-4.0273556E+001, 2.0193292E-002,-3.7042022E-004, 0.0000000E+000, 0.0000000E+000, 6.0519557E-001, 1.2284410E+000, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1259178E-002
 2.6000189E+001, 4.9446368E+001, 0.0000000E+000,-8.4169456E+000,-4.0317605E+001, 1.6090595E-002,-3.6299884E-004, 0.0000000E+000, 0.0000000E+000, 8.1897087E-002, 7.2754474E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1266512E-002
 2.7000204E+001, 5.0039476E+001, 0.0000000E+000,-8.4575104E+000,-4.0922626E+001, 2.6769504E-002,-3.6898284E-004, 0.0000000E+000, 0.0000000E+000, 3.3987242E-002, 6.8574055E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1273846E-002
 2.8000010E+001, 4.9799138E+001, 0.0000000E+000,-8.3587677E+000,-4.0597773E+001, 3.8177289E-002,-3.6652612E-004, 0.0000000E+000, 0.0000000E+000, 2.4578054E-001, 8.8040813E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1281179E-002
 2.9000214E+001, 4.9157239E+001, 0.0000000E+000,-8.1528033E+000,-4.0226314E+001, 1.9347162E-002,-3.6645524E-004, 0.0000000E+000, 0.0000000E+000, 1.5756248E-001, 7.9710204E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1288512E-002
 3.0000179E+001, 5.0091973E+001, 0.0000000E+000,-8.4063544E+000,-4.1022406E+001, 3.4464505E-002,-3.6414093E-004, 0.0000000E+000, 0.0000000E+000, 4.8603218E-002, 6.9731348E-001, 6.9911133E-002, 1.0065000E-003, 0.0000000E+000, 0.0000000E+000, 1.1684613E-002
