s,mol/mol,kW/m2,kW/m2,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m,kW/m
 2.4000071E+001, 1.7833986E-001, 8.5980421E-001, 8.9601079E-001, 1.8004814E+001, 1.5393219E+001, 1.2813333E+001, 1.2259830E+001, 1.2521865E+001, 1.2660902E+001, 1.2718759E+001, 1.3008167E+001, 1.2698653E+001, 1.2466744E+001, 1.1625484E+001, 1.1346137E+001, 1.1428885E+001, 1.1432146E+001, 1.1258824E+001, 1.1094972E+001, 1.0214446E+001, 9.7662453E+000, 9.2839031E+000, 8.7812316E+000, 8.5531774E+000, 7.7485567E+000, 6.8566401E+000, 5.7266024E+000, 4.6602257E+000, 3.9452652E+000, 3.7584034E+000, 3.3559438E+000, 3.0320056E+000, 2.7071026E+000, 2.2101500E+000, 1.7842021E+000, 1.3554185E+000, 1.1441131E+000, 9.2843438E-001, 7.3833586E-001, 5.9944846E-001, 5.1006013E-001, 4.8582781E-001, 4.2546091E-001, 2.9236888E-001, 1.8053095E-001, 1.1040805E-001, 6.0634066E-002, 4.2878627E-002, 2.6282484E-002, 1.1347875E-002, 3.5675891E-003, 1.2685098E-003, 8.0223682E-004
 2.5000135E+001, 1.7832341E-001, 8.6378064E-001, 9.0520707E-001, 1.8108726E+001, 1.5495899E+001, 1.2892489E+001, 1.3519912E+001, 1.4321174E+001, 1.4218499E+001, 1.4178386E+001, 1.4563544E+001, 1.4280749E+001, 1.4310041E+001, 1.4009409E+001, 1.3306476E+001, 1.2119410E+001, 1.1363139E+001, 1.1003307E+001, 1.0590872E+001, 9.6180036E+000, 9.1965427E+000, 8.8726078E+000, 8.5833855E+000, 7.8549959E+000, 6.7837043E+000, 5.9840667E+000, 5.4178337E+000, 5.1022756E+000, 4.7025583E+000, 4.2363661E+000, 3.7069413E+000, 3.1271716E+000, 2.5189339E+000, 2.1089643E+000, 1.6498923E+000, 9.9950160E-001, 6.9131257E-001, 4.9083393E-001, 3.5504978E-001, 2.7051901E-001, 2.2319668E-001, 1.8140614E-001, 1.6552893E-001, 1.5705926E-001, 1.5273917E-001, 1.4035935E-001, 1.2525842E-001, 1.1417021E-001, 1.1031880E-001, 1.0563576E-001, 9.9306042E-002, 7.7649074E-002, 4.5661870E-002
 2.6000143E+001, 1.7830689E-001, 8.4554855E-001, 8.9847766E-001, 1.8196670E+001, 1.5029969E+001, 1.2434978E+001, 1.2526821E+001, 1.3227493E+001, 1.4221218E+001, 1.5202296E+001, 1.5493148E+001, 1.4464866E+001, 1.4078467E+001, 1.3434285E+001, 1.3706203E+001, 1.3603098E+001, 1.3662888E+001, 1.4060645E+001, 1.4086496E+001, 1.3856289E+001, 1.2142053E+001, 1.0345625E+001, 9.2347795E+000, 8.4245538E+000, 7.7354802E+000, 7.1362277E+000, 6.1889681E+000, 5.3392904E+000, 4.2394544E+000, 3.5129747E+000, 2.5781336E+000, 2.0351048E+000, 1.5952554E+000, 1.3636461E+000, 1.2486661E+000, 9.4093805E-001, 6.4834703E-001, 4.0733934E-001, 2.4821087E-001, 9.5252278E-002, 4.2369597E-002, 2.1162512E-002, 1.5483017E-002, 5.1841661E-003, 2.2948635E-003, 1.4814850E-003, 9.9608329E-004, 7.8352760E-004, 5.8539212E-004, 4.1785569E-004, 2.5438251E-004, 1.1746038E-004, 3.6220280E-005
 2.7000014E+001, 1.7829045E-001, 8.4721267E-001, 8.9266786E-001, 1.8816361E+001, 1.4576663E+001, 1.2765283E+001, 1.2996082E+001, 1.2906401E+001, 1.3476932E+001, 1.3687860E+001, 1.3766201E+001, 1.3328204E+001, 1.3928605E+001, 1.5046011E+001, 1.5219442E+001, 1.4995979E+001, 1.4479979E+001, 1.3371278E+001, 1.2606476E+001, 1.2235602E+001, 1.1245038E+001, 9.9932748E+000, 9.0854513E+000, 8.3491457E+000, 7.5941409E+000, 6.8139294E+000, 6.1446759E+000, 5.6660581E+000, 4.7279690E+000, 4.0198574E+000, 3.6802345E+000, 3.2461165E+000, 2.7294531E+000, 2.1511443E+000, 1.5893712E+000, 1.1706340E+000, 9.4436845E-001, 7.5259653E-001, 5.5005853E-001, 3.6433009E-001, 2.7854856E-001, 2.0306157E-001, 1.5958926E-001, 1.3705572E-001, 1.1021771E-001, 7.3568159E-002, 4.1593065E-002, 2.6698168E-002, 1.3267250E-002, 5.2267046E-003, 1.7167921E-003, 9.4414962E-004, 6.1472867E-004
 2.8000190E+001, 1.7827394E-001, 8.4277199E-001, 8.9582982E-001, 1.8377168E+001, 1.4931021E+001, 1.3498805E+001, 1.3443801E+001, 1.3573343E+001, 1.3522962E+001, 1.3544182E+001, 1.4520923E+001, 1.4805365E+001, 1.5680704E+001, 1.6423818E+001, 1.6803238E+001, 1.6264188E+001, 1.5624625E+001, 1.4673107E+001, 1.3161461E+001, 1.1774834E+001, 1.0947665E+001, 9.5522149E+000, 8.5192806E+000, 7.7715518E+000, 7.4289855E+000, 6.8703631E+000, 6.1149776E+000, 5.3674265E+000, 3.9246754E+000, 3.0920526E+000, 2.4494812E+000, 2.0776866E+000, 1.7762653E+000, 1.5039209E+000, 1.1271175E+000, 7.3333881E-001, 5.0986099E-001, 3.6185367E-001, 2.6127802E-001, 1.6316304E-001, 1.5260019E-001, 1.5575489E-001, 1.3005100E-001, 7.1652339E-002, 2.0798183E-002, 9.3812822E-003, 2.6475825E-003, 1.3829855E-003, 8.5357061E-004, 5.6946719E-004, 4.0469247E-004, 3.0483903E-004, 1.9933873E-004
 2.9000210E+001, 1.7825750E-001, 8.5653310E-001, 8.8930847E-001, 1.8038045E+001, 1.5284417E+001, 1.3108065E+001, 1.3094331E+001, 1.2700359E+001, 1.1654864E+001, 1.1916323E+001, 1.2612967E+001, 1.2445938E+001, 1.3131408E+001, 1.3217877E+001, 1.2548793E+001, 1.2150921E+001, 1.1893150E+001, 1.1887150E+001, 1.1341695E+001, 1.0349289E+001, 9.1160037E+000, 7.9507515E+000, 7.1101619E+000, 6.5361459E+000, 5.6207422E+000, 5.1762402E+000, 4.6452690E+000, 4.2010693E+000, 3.6163423E+000, 2.9369667E+000, 2.5342989E+000, 2.3828579E+000, 1.8263779E+000, 1.3447083E+000, 1.0498317E+000, 9.5241573E-001, 8.5581943E-001, 5.8313566E-001, 4.2562131E-001, 2.8773566E-001, 2.7446420E-001, 2.7074384E-001, 2.0154492E-001, 1.4084482E-001, 1.0442547E-001, 7.7891705E-002, 5.5660853E-002, 3.7668059E-002, 2.0100593E-002, 1.0328367E-002, 6.7028246E-003, 3.2132683E-003, 8.9938968E-004
 3.0000069E+001, 1.7612571E-001, 8.4340533E-001, 8.9610813E-001, 1.8507453E+001, 1.4882868E+001, 1.3318225E+001, 1.2864245E+001, 1.3327471E+001, 1.4151417E+001, 1.4718977E+001, 1.4480676E+001, 1.3740697E+001, 1.3277383E+001, 1.3905096E+001, 1.4251179E+001, 1.4196416E+001, 1.4153511E+001, 1.3828578E+001, 1.2780133E+001, 1.2203954E+001, 1.1776771E+001, 1.1052367E+001, 1.0388942E+001, 9.6118241E+000, 8.7812066E+000, 8.0757240E+000, 6.7019288E+000, 5.7153528E+000, 4.6877601E+000, 4.0575332E+000, 3.4298172E+000, 2.7717554E+000, 2.3546456E+000, 1.7785518E+000, 1.3176704E+000, 9.2966559E-001, 6.8640956E-001, 4.9676222E-001, 4.3658132E-001, 3.1474547E-001, 2.1918096E-001, 1.6977647E-001, 1.8557474E-001, 1.5468747E-001, 6.5207455E-002, 3.1986174E-002, 1.2835002E-002, 7.5169011E-003, 4.8985463E-003, 3.0008645E-003, 1.7833123E-003, 1.0829101E-003, 6.9958734E-004
 3.1000201E+001, 1.7349094E-001, 8.3302277E-001, 8.6392908E-001, 1.6964668E+001, 1.5322332E+001, 1.2891795E+001, 1.2847754E+001, 1.2562586E+001, 1.2053098E+001, 1.1987445E+001, 1.2723424E+001, 1.2808230E+001, 1.3180786E+001, 1.3080241E+001, 1.3070035E+001, 1.2997445E+001, 1.3032092E+001, 1.2832675E+001, 1.2133180E+001, 1.0894087E+001, 9.3574772E+000, 8.0175799E+000, 7.3726496E+000, 6.9603820E+000, 6.4274442E+000, 5.7347330E+000, 5.3090196E+000, 4.8939105E+000, 4.2742610E+000, 3.8904572E+000, 3.3112383E+000, 2.7181202E+000, 2.2998040E+000, 1.8822675E+000, 1.6290308E+000, 1.1932315E+000, 9.6323203E-001, 8.1890620E-001, 6.1505233E-001, 4.1988272E-001, 2.6318009E-001, 1.7042271E-001, 7.4676827E-002, 3.5941204E-002, 1.8928428E-002, 1.2324332E-002, 5.0087500E-003, 4.1741404E-003, 4.1227261E-003, 3.9340198E-003, 3.9762676E-003, 3.0390433E-003, 1.1549860E-003
 3.2000281E+001, 1.7092650E-001, 8.2380049E-001, 8.5833753E-001, 1.7302864E+001, 1.4680282E+001, 1.2982392E+001, 1.2873855E+001, 1.3316084E+001, 1.3653030E+001, 1.4123312E+001, 1.4221062E+001, 1.3665114E+001, 1.3949526E+001, 1.4116806E+001, 1.4179156E+001, 1.2970697E+001, 1.2495786E+001, 1.1651116E+001, 1.0868688E+001, 1.0279595E+001, 9.2975524E+000, 8.2308902E+000, 7.4692466E+000, 7.0055635E+000, 6.7497085E+000, 6.5391952E+000, 6.1870333E+000, 5.7044187E+000, 5.1134809E+000, 4.6169512E+000, 4.1983561E+000, 3.7314176E+000, 3.1668164E+000, 2.7535727E+000, 2.5769122E+000, 2.1863964E+000, 1.6308589E+000, 1.0146216E+000, 7.9630750E-001, 6.2162591E-001, 5.2385357E-001, 3.7196489E-001, 2.6122388E-001, 2.0776876E-001, 1.6282245E-001, 1.1301008E-001, 5.8557891E-002, 3.9969878E-002, 1.4922031E-002, 3.3256783E-003, 1.5483791E-003, 1.0147563E-003, 7.5063947E-004
 3.3000327E+001, 1.6844490E-001, 7.9064967E-001, 8.1888915E-001, 1.7705013E+001, 1.5041702E+001, 1.2366711E+001, 1.2255727E+001, 1.1985156E+001, 1.1561299E+001, 1.1872482E+001, 1.2295511E+001, 1.1764605E+001, 1.1695897E+001, 1.1576639E+001, 1.1948175E+001, 1.3003749E+001, 1.3094315E+001, 1.2544759E+001, 1.1452420E+001, 9.8482776E+000, 8.9071725E+000, 8.1253307E+000, 7.6560933E+000, 7.0440977E+000, 6.0386045E+000, 5.4932339E+000, 5.1498330E+000, 4.7172491E+000, 4.0465891E+000, 3.6495462E+000, 3.1775169E+000, 2.4029206E+000, 1.8210364E+000, 1.4925733E+000, 1.3192213E+000, 1.0438404E+000, 7.9625619E-001, 6.0694198E-001, 4.5130741E-001, 3.2317148E-001, 2.5138860E-001, 1.8540247E-001, 1.1977246E-001, 8.2489243E-002, 6.6929460E-002, 6.5863620E-002, 5.4736147E-002, 4.8800504E-002, 2.9700646E-002, 1.4681865E-002, 9.2111398E-003, 4.8541286E-003, 3.2681278E-003
 3.4000099E+001, 1.6602717E-001, 7.5680553E-001, 7.8933672E-001, 1.7830569E+001, 1.4312717E+001, 1.2521645E+001, 1.2538098E+001, 1.2747337E+001, 1.2409454E+001, 1.2007425E+001, 1.2035276E+001, 1.2241151E+001, 1.2985347E+001, 1.3645100E+001, 1.4440263E+001, 1.3622801E+001, 1.3120753E+001, 1.2476623E+001, 1.1861477E+001, 1.1125111E+001, 9.9406864E+000, 8.9215840E+000, 8.2230709E+000, 7.6845757E+000, 7.0752047E+000, 6.9576786E+000, 5.9434326E+000, 5.2277914E+000, 4.6102316E+000, 4.1127089E+000, 3.5191624E+000, 3.1135352E+000, 2.6003882E+000, 1.9433314E+000, 1.3829048E+000, 8.8325047E-001, 5.9130554E-001, 3.4935285E-001, 2.5889633E-001, 2.1511405E-001, 1.7454265E-001, 1.2901595E-001, 8.8055070E-002, 6.9365615E-002, 5.5529791E-002, 5.6635585E-002, 6.3952868E-002, 7.3326139E-002, 4.7835195E-002, 4.5168659E-002, 5.0922756E-002, 3.2543371E-002, 2.7345412E-002
 3.5000030E+001, 1.6368474E-001, 7.0463047E-001, 7.4411466E-001, 1.9506697E+001, 1.4954812E+001, 1.1975620E+001, 1.1882181E+001, 1.2343144E+001, 1.2419708E+001, 1.2522978E+001, 1.3517936E+001, 1.3542359E+001, 1.3912143E+001, 1.3598618E+001, 1.3847844E+001, 1.3236681E+001, 1.2674431E+001, 1.1625090E+001, 1.0322828E+001, 9.9600843E+000, 9.3494308E+000, 8.7012355E+000, 8.4847495E+000, 8.3804026E+000, 8.1325003E+000, 7.5685335E+000, 7.0874044E+000, 6.7280286E+000, 6.0540352E+000, 5.5519127E+000, 4.4984966E+000, 3.9308399E+000, 3.4408107E+000, 2.7890769E+000, 2.1923301E+000, 1.7208676E+000, 1.4693317E+000, 1.3581171E+000, 1.1917407E+000, 8.9433344E-001, 6.7746949E-001, 4.9091074E-001, 3.7110895E-001, 2.6903409E-001, 1.9905999E-001, 1.2953322E-001, 6.9890716E-002, 4.0409777E-002, 2.1384403E-002, 1.4383448E-002, 1.0346986E-002, 2.2624675E-003, 7.0231808E-004
 3.6000022E+001, 1.6140021E-001, 6.8060291E-001, 7.1265453E-001, 1.8080354E+001, 1.3948691E+001, 1.1860210E+001, 1.2516506E+001, 1.2364113E+001, 1.2541806E+001, 1.1978507E+001, 1.2387462E+001, 1.1857210E+001, 1.1316902E+001, 1.1144887E+001, 1.0962293E+001, 1.1158063E+001, 1.0167646E+001, 9.1721612E+000, 8.3305010E+000, 7.8210838E+000, 7.5911075E+000, 7.3174009E+000, 6.7102739E+000, 6.2745449E+000, 5.6591423E+000, 5.1866773E+000, 4.4713392E+000, 4.0482067E+000, 3.7791734E+000, 3.5966852E+000, 3.0138066E+000, 2.6712421E+000, 2.3402502E+000, 1.7953447E+000, 1.4351064E+000, 9.6768745E-001, 7.4798674E-001, 4.8609789E-001, 3.9305044E-001, 3.4142260E-001, 2.8943874E-001, 2.0362992E-001, 1.2127391E-001, 8.7123802E-002, 5.6678285E-002, 4.4161592E-002, 2.8296382E-002, 1.4068119E-002, 4.2180328E-003, 2.3203090E-003, 1.6012435E-003, 1.0512274E-003, 6.9916343E-004
 3.7000186E+001, 1.5918561E-001, 6.5378700E-001, 6.8793492E-001, 1.9761632E+001, 1.3926613E+001, 1.1829554E+001, 1.1842641E+001, 1.2119153E+001, 1.2262423E+001, 1.2276819E+001, 1.2289600E+001, 1.1211418E+001, 1.0976073E+001, 1.1387942E+001, 1.1839583E+001, 1.1997427E+001, 1.1699588E+001, 1.1046319E+001, 1.0511506E+001, 1.0143214E+001, 9.8040615E+000, 8.7346988E+000, 8.0502065E+000, 7.5044709E+000, 6.5310441E+000, 5.5984444E+000, 5.0682657E+000, 4.8308798E+000, 4.7462122E+000, 4.5315314E+000, 4.1387642E+000, 4.0151592E+000, 3.6701748E+000, 3.0690568E+000, 2.8342496E+000, 2.3414288E+000, 1.7156905E+000, 1.1505678E+000, 8.5511328E-001, 6.2062569E-001, 4.7442071E-001, 3.8821563E-001, 2.9633463E-001, 2.4510122E-001, 1.7701595E-001, 1.2480753E-001, 6.3908083E-002, 3.1612666E-002, 1.9352769E-002, 1.4161265E-002, 1.0377679E-002, 7.6393148E-003, 5.0298931E-003
 3.8000020E+001, 1.5702438E-001, 6.3669223E-001, 6.6686159E-001, 1.8308195E+001, 1.3754173E+001, 1.0931451E+001, 1.1054385E+001, 1.0772560E+001, 1.0928684E+001, 1.1144645E+001, 1.1620739E+001, 1.1149843E+001, 1.1541757E+001, 1.2096466E+001, 1.2675836E+001, 1.2972520E+001, 1.3036641E+001, 1.2318560E+001, 1.2396287E+001, 1.2109575E+001, 1.2085206E+001, 1.1713728E+001, 1.1107169E+001, 1.0489348E+001, 9.2114276E+000, 8.2830164E+000, 7.6273743E+000, 7.1472412E+000, 6.4643698E+000, 5.6427654E+000, 4.5529373E+000, 3.8275633E+000, 3.2475391E+000, 2.8524135E+000, 2.7338586E+000, 2.3945759E+000, 2.0928716E+000, 1.6743442E+000, 1.5287711E+000, 1.3439545E+000, 1.2014876E+000, 1.1371897E+000, 9.2301911E-001, 7.0967764E-001, 5.5632913E-001, 3.7945977E-001, 2.0113661E-001, 1.3484941E-001, 9.8801193E-002, 7.0464369E-002, 3.9646241E-002, 2.6356361E-002, 2.2641666E-002
 3.9000197E+001, 1.5492746E-001, 6.0405005E-001, 6.3145821E-001, 1.9183596E+001, 1.3637864E+001, 1.1247789E+001, 1.1102825E+001, 1.1707101E+001, 1.2380848E+001, 1.2391549E+001, 1.2798095E+001, 1.1724457E+001, 1.1429993E+001, 1.1682328E+001, 1.2134672E+001, 1.1851820E+001, 1.2010057E+001, 1.2310224E+001, 1.1870539E+001, 1.1107735E+001, 1.0159305E+001, 9.6343734E+000, 9.0239735E+000, 8.4768598E+000, 7.8356042E+000, 6.4959016E+000, 5.3300371E+000, 4.5641977E+000, 4.0120944E+000, 3.5539786E+000, 3.0016562E+000, 2.6521332E+000, 2.3362760E+000, 2.0038399E+000, 1.7003919E+000, 1.2678495E+000, 1.1495164E+000, 1.0749873E+000, 9.1984068E-001, 7.3447098E-001, 6.7088306E-001, 5.9228489E-001, 4.1821229E-001, 3.3232930E-001, 3.1733497E-001, 3.4611568E-001, 3.4199028E-001, 3.0295268E-001, 2.1755697E-001, 1.3126445E-001, 8.2052428E-002, 3.3798048E-002, 1.6306795E-002
 4.0000295E+001, 1.5287892E-001, 5.5639418E-001, 5.8515113E-001, 1.9206131E+001, 1.3161729E+001, 1.0635495E+001, 1.0874218E+001, 1.1231851E+001, 1.1292683E+001, 1.1590054E+001, 1.2441829E+001, 1.1548905E+001, 1.2105017E+001, 1.2274295E+001, 1.2168803E+001, 1.1836362E+001, 1.1928720E+001, 1.2265739E+001, 1.2311927E+001, 1.1839713E+001, 1.1675150E+001, 1.0881512E+001, 1.0498601E+001, 9.7080250E+000, 8.4374974E+000, 7.4081969E+000, 6.5875757E+000, 5.8237800E+000, 5.1199332E+000, 4.4758115E+000, 3.4641718E+000, 3.1318520E+000, 2.7534959E+000, 2.3880478E+000, 2.2791531E+000, 2.1475560E+000, 2.0826514E+000, 2.0891031E+000, 2.0239460E+000, 2.0442089E+000, 1.8994627E+000, 1.6357747E+000, 1.2296223E+000, 7.8909222E-001, 4.3701814E-001, 2.9800545E-001, 1.5291818E-001, 8.8678220E-002, 5.6667860E-002, 4.1864556E-002, 3.3019330E-002, 1.9388654E-002, 5.9326266E-003
 4.1000132E+001, 1.5089138E-001, 5.2926548E-001, 5.5743899E-001, 1.9061462E+001, 1.2667617E+001, 1.0281797E+001, 1.0242222E+001, 1.0503882E+001, 1.1000748E+001, 1.1277836E+001, 1.1133587E+001, 1.0079352E+001, 1.0029286E+001, 1.0213082E+001, 1.0415483E+001, 1.0773786E+001, 1.0933192E+001, 1.0885909E+001, 1.1187692E+001, 1.1748430E+001, 1.2367953E+001, 1.2495549E+001, 1.2007602E+001, 1.0780735E+001, 9.4247519E+000, 9.2778500E+000, 9.2490324E+000, 8.7063633E+000, 8.0590636E+000, 7.8338241E+000, 7.1579973E+000, 6.5968726E+000, 5.9225745E+000, 4.9495820E+000, 4.1079395E+000, 3.2100686E+000, 2.7569708E+000, 2.3722647E+000, 2.1460616E+000, 1.8600059E+000, 1.5138583E+000, 1.1885154E+000, 8.8433284E-001, 6.7254565E-001, 5.9756345E-001, 4.8791667E-001, 4.1343222E-001, 3.5094152E-001, 2.9197573E-001, 2.4626993E-001, 1.9531284E-001, 1.4732447E-001, 1.3386249E-001
 4.2000283E+001, 1.4894772E-001, 5.0701706E-001, 5.3409180E-001, 1.8583321E+001, 1.2602828E+001, 1.0009800E+001, 1.0523139E+001, 1.1013231E+001, 1.1511592E+001, 1.1608059E+001, 1.2028999E+001, 1.1679279E+001, 1.1794026E+001, 1.2172159E+001, 1.2119049E+001, 1.1896200E+001, 1.1536165E+001, 1.1197093E+001, 1.1444183E+001, 1.2041604E+001, 1.2141478E+001, 1.2083509E+001, 1.1651542E+001, 1.0729586E+001, 1.0843458E+001, 1.0518945E+001, 9.4883705E+000, 8.6385430E+000, 7.9114372E+000, 7.6166487E+000, 7.3645359E+000, 6.9456322E+000, 6.5196502E+000, 5.9609110E+000, 5.1532573E+000, 4.2405622E+000, 3.4688639E+000, 2.6957597E+000, 2.1615677E+000, 1.5079937E+000, 1.0612056E+000, 7.9046932E-001, 5.7963096E-001, 4.5078246E-001, 3.3636485E-001, 2.7276919E-001, 1.8812829E-001, 1.2760375E-001, 9.2571779E-002, 7.6471108E-002, 6.3311872E-002, 4.5407724E-002, 2.8418049E-002
 4.3000006E+001, 1.4706025E-001, 4.7513221E-001, 5.0114791E-001, 1.9204273E+001, 1.2264421E+001, 1.0278269E+001, 1.0719975E+001, 1.0887611E+001, 1.1170570E+001, 1.1662728E+001, 1.2527823E+001, 1.1200875E+001, 1.1290557E+001, 1.1721685E+001, 1.1869128E+001, 1.2279312E+001, 1.2670683E+001, 1.2517132E+001, 1.1908366E+001, 1.1268703E+001, 1.0997689E+001, 1.0893222E+001, 1.1037014E+001, 1.0679370E+001, 1.0221629E+001, 9.7500738E+000, 9.2396403E+000, 8.5900410E+000, 7.9577776E+000, 7.6389567E+000, 7.1232858E+000, 6.4955082E+000, 5.6085653E+000, 4.5689227E+000, 3.6062495E+000, 2.7161934E+000, 2.0001948E+000, 1.6451813E+000, 1.4235583E+000, 1.2123420E+000, 1.0668889E+000, 9.5130199E-001, 7.9184794E-001, 6.5019705E-001, 5.3877799E-001, 4.6392645E-001, 3.3659068E-001, 2.8321306E-001, 2.2811742E-001, 1.8185809E-001, 1.2373884E-001, 7.5408543E-002, 5.2195132E-002
 4.4000071E+001, 1.4521326E-001, 4.2606821E-001, 4.4591288E-001, 2.0654370E+001, 1.1457807E+001, 1.0021906E+001, 1.0626723E+001, 1.0625162E+001, 1.0748836E+001, 1.0721938E+001, 1.0380669E+001, 9.0669171E+000, 8.5653019E+000, 8.6073684E+000, 8.7123221E+000, 9.3794793E+000, 9.4423677E+000, 9.6390981E+000, 9.7280855E+000, 9.9696343E+000, 9.1261553E+000, 8.2945903E+000, 7.9750593E+000, 7.3665651E+000, 7.0788192E+000, 7.1280111E+000, 6.8053857E+000, 7.1038414E+000, 6.5904623E+000, 6.1614533E+000, 5.7727530E+000, 5.5032390E+000, 5.0492904E+000, 4.0651379E+000, 3.1773576E+000, 2.3804511E+000, 1.8204857E+000, 1.3805403E+000, 1.0367367E+000, 6.5547474E-001, 4.2765908E-001, 2.9841616E-001, 2.1558858E-001, 1.4864918E-001, 8.3768625E-002, 5.3775923E-002, 3.3372233E-002, 2.3694346E-002, 1.7389633E-002, 1.4394839E-002, 1.3458371E-002, 1.2031787E-002, 8.5883960E-003
 4.5000066E+001, 1.4341870E-001, 4.0325449E-001, 4.2034643E-001, 1.9186852E+001, 1.1789235E+001, 9.5029593E+000, 9.1037911E+000, 9.4103758E+000, 9.3389692E+000, 9.3070848E+000, 9.7819578E+000, 8.6074647E+000, 8.4212282E+000, 8.7688937E+000, 8.6559512E+000, 8.9150207E+000, 9.1480727E+000, 8.8838304E+000, 9.3351607E+000, 9.5587169E+000, 8.7454439E+000, 8.4731850E+000, 8.9180989E+000, 9.2036361E+000, 8.3097572E+000, 7.5173158E+000, 7.1614415E+000, 6.7843792E+000, 6.4563553E+000, 6.1088823E+000, 5.9610924E+000, 5.7138631E+000, 5.1427718E+000, 4.6175232E+000, 4.1911188E+000, 3.6835093E+000, 3.0005317E+000, 2.1948000E+000, 1.7295894E+000, 1.3974452E+000, 1.1660399E+000, 9.4469566E-001, 7.5195097E-001, 7.1721087E-001, 6.2291226E-001, 5.5863449E-001, 4.7089440E-001, 4.2531845E-001, 3.7601169E-001, 3.2950063E-001, 2.9750567E-001, 2.6681598E-001, 2.6145775E-001
 4.6000183E+001, 1.4166159E-001, 3.5497050E-001, 3.7533497E-001, 1.8802524E+001, 1.1379557E+001, 9.0893336E+000, 9.3735595E+000, 1.0284198E+001, 1.0491379E+001, 1.0259019E+001, 1.0132534E+001, 8.8377072E+000, 8.6517234E+000, 8.2553507E+000, 8.1037909E+000, 8.4080193E+000, 9.2903965E+000, 9.9432769E+000, 1.0112344E+001, 1.0458812E+001, 1.0221219E+001, 9.9007963E+000, 1.0014678E+001, 9.7564431E+000, 9.8994116E+000, 9.7821447E+000, 9.8535622E+000, 9.5398188E+000, 9.5650738E+000, 9.0415607E+000, 8.8288571E+000, 8.6414020E+000, 8.1180228E+000, 6.9325822E+000, 6.0270531E+000, 5.1225362E+000, 4.3111624E+000, 3.5186890E+000, 2.9327425E+000, 2.3208923E+000, 1.8273173E+000, 1.4157018E+000, 1.0343937E+000, 7.9141860E-001, 5.8270300E-001, 5.1746769E-001, 4.8859772E-001, 4.7793893E-001, 3.7315113E-001, 2.8930487E-001, 2.1181959E-001, 1.4609344E-001, 1.0608248E-001
 4.7000057E+001, 1.3995324E-001, 3.3201244E-001, 3.4532569E-001, 1.9369055E+001, 1.0758339E+001, 9.0412602E+000, 9.2299084E+000, 9.7731375E+000, 1.0410002E+001, 1.0731355E+001, 1.0899030E+001, 8.5742616E+000, 7.8124959E+000, 8.1941231E+000, 8.7278921E+000, 9.1731762E+000, 9.1662935E+000, 9.5118100E+000, 9.2756787E+000, 8.9229726E+000, 8.6429522E+000, 8.8022837E+000, 9.1162738E+000, 9.6125553E+000, 9.7096954E+000, 9.4047437E+000, 9.0621105E+000, 8.7192261E+000, 7.7931563E+000, 6.8406578E+000, 6.1111232E+000, 5.5487518E+000, 4.8730518E+000, 4.2468309E+000, 3.7281740E+000, 3.0379524E+000, 2.5910001E+000, 2.1880594E+000, 2.0273699E+000, 1.7475187E+000, 1.5245822E+000, 1.3834832E+000, 1.2407627E+000, 1.1140087E+000, 9.1959613E-001, 8.1056981E-001, 6.7922884E-001, 5.6325040E-001, 4.3649050E-001, 3.1505968E-001, 2.2740710E-001, 1.6434973E-001, 1.4479029E-001
 4.8000203E+001, 1.3827929E-001, 2.6959700E-001, 2.8474911E-001, 1.8294369E+001, 1.0220739E+001, 8.6314368E+000, 9.0959377E+000, 8.9224817E+000, 8.9352161E+000, 9.1149936E+000, 9.4181407E+000, 6.7493736E+000, 6.3219196E+000, 5.9363563E+000, 5.9508421E+000, 6.1403525E+000, 6.3222105E+000, 6.8718079E+000, 6.5806215E+000, 6.8827430E+000, 7.2884778E+000, 7.9542467E+000, 8.8716137E+000, 9.3267398E+000, 9.5796631E+000, 9.9863877E+000, 1.0314433E+001, 1.0972479E+001, 1.1599680E+001, 1.2228376E+001, 1.1585284E+001, 1.0627684E+001, 9.6028934E+000, 8.6223680E+000, 7.5610450E+000, 6.4941476E+000, 5.6594428E+000, 4.7350793E+000, 3.8361563E+000, 2.6928072E+000, 1.8762286E+000, 1.1854939E+000, 7.9109147E-001, 5.8133933E-001, 3.9929759E-001, 3.0879451E-001, 2.4558238E-001, 2.2169241E-001, 1.5841111E-001, 1.0927031E-001, 8.2016094E-002, 7.1802324E-002, 6.9379087E-002
