s,,,,C,C,C,C,C,C,C,C,C
 2.2000313E+002, 1.5201488E+002, 1.3450150E+002, 1.2065408E+002, 1.4295099E+002, 1.4667729E+002, 1.4880217E+002, 1.3022229E+002, 1.3001435E+002, 1.3012198E+002, 1.1521915E+002, 1.1698133E+002, 1.1779338E+002
 2.3000197E+002, 1.6129313E+002, 1.4253027E+002, 1.3002274E+002, 1.5603491E+002, 1.5521852E+002, 1.5530944E+002, 1.3956261E+002, 1.4114173E+002, 1.3772378E+002, 1.2427806E+002, 1.2635427E+002, 1.2558112E+002
 2.4000491E+002, 1.6633092E+002, 1.5160145E+002, 1.3837071E+002, 1.6445602E+002, 1.6232584E+002, 1.6273400E+002, 1.4942383E+002, 1.4871192E+002, 1.4707090E+002, 1.3329997E+002, 1.3518968E+002, 1.3411653E+002
 2.5001075E+002, 1.7894457E+002, 1.6074178E+002, 1.4630344E+002, 1.7850047E+002, 1.7041423E+002, 1.7047518E+002, 1.5889696E+002, 1.5753822E+002, 1.5361193E+002, 1.4128949E+002, 1.4271115E+002, 1.4278806E+002
 2.6000328E+002, 1.8605635E+002, 1.7077216E+002, 1.5461715E+002, 1.8395897E+002, 1.8415024E+002, 1.7947356E+002, 1.6891914E+002, 1.6651076E+002, 1.6162258E+002, 1.5152967E+002, 1.5112815E+002, 1.4863212E+002
 2.7000375E+002, 1.9839431E+002, 1.7659115E+002, 1.6060736E+002, 1.9573913E+002, 1.9608342E+002, 1.8964380E+002, 1.7523423E+002, 1.7388919E+002, 1.7227844E+002, 1.5806697E+002, 1.5871773E+002, 1.5655488E+002
 2.8000398E+002, 2.0891908E+002, 1.8633457E+002, 1.6962528E+002, 2.0493997E+002, 2.0352916E+002, 2.0278785E+002, 1.8389732E+002, 1.8138674E+002, 1.7935264E+002, 1.6613797E+002, 1.6471212E+002, 1.6452342E+002
 2.9000352E+002, 2.1535682E+002, 1.9562762E+002, 1.7762298E+002, 2.1585063E+002, 2.1136550E+002, 2.0875149E+002, 1.9048530E+002, 1.9173135E+002, 1.8994180E+002, 1.7252450E+002, 1.7393942E+002, 1.7425291E+002
 3.0000539E+002, 2.2420147E+002, 2.0487077E+002, 1.8608697E+002, 2.1897507E+002, 2.1860651E+002, 2.2347868E+002, 2.0047108E+002, 2.0281306E+002, 1.9910498E+002, 1.8129228E+002, 1.8438438E+002, 1.8070169E+002
 3.1001311E+002, 2.3748036E+002, 2.1408014E+002, 1.9431207E+002, 2.2749130E+002, 2.2773027E+002, 2.3569320E+002, 2.0902072E+002, 2.0961985E+002, 2.0939265E+002, 1.8977496E+002, 1.9165509E+002, 1.8996608E+002
 3.2000059E+002, 2.4845063E+002, 2.2080305E+002, 2.0110793E+002, 2.4088138E+002, 2.3862792E+002, 2.4804884E+002, 2.1506610E+002, 2.1840763E+002, 2.1967203E+002, 1.9813528E+002, 1.9933858E+002, 1.9825618E+002
 3.3000349E+002, 2.5544571E+002, 2.2970408E+002, 2.0780735E+002, 2.5372324E+002, 2.4908317E+002, 2.5380075E+002, 2.2627426E+002, 2.2422548E+002, 2.2408334E+002, 2.0366471E+002, 2.0525333E+002, 2.0430466E+002
 3.4000515E+002, 2.7234709E+002, 2.3977554E+002, 2.1644894E+002, 2.6235994E+002, 2.5712954E+002, 2.6085885E+002, 2.3511229E+002, 2.3558880E+002, 2.3419393E+002, 2.1088475E+002, 2.1427707E+002, 2.1215050E+002
 3.5000026E+002, 2.8624672E+002, 2.5803633E+002, 2.3089489E+002, 2.7755115E+002, 2.7800107E+002, 2.8563834E+002, 2.4489000E+002, 2.5121206E+002, 2.5110383E+002, 2.2219067E+002, 2.2626119E+002, 2.2378148E+002
 3.6000324E+002, 3.0133777E+002, 2.7164818E+002, 2.4133634E+002, 2.9311982E+002, 2.9577137E+002, 3.0015250E+002, 2.6062899E+002, 2.6300222E+002, 2.6860833E+002, 2.3362885E+002, 2.3863101E+002, 2.3757947E+002
 3.7000722E+002, 3.1984527E+002, 2.8130790E+002, 2.5112196E+002, 3.0735738E+002, 3.0618421E+002, 3.1246916E+002, 2.7164074E+002, 2.7661595E+002, 2.7734380E+002, 2.4512318E+002, 2.4817452E+002, 2.5001187E+002
 3.8000225E+002, 3.3504492E+002, 2.9576908E+002, 2.6538654E+002, 3.3124217E+002, 3.3284367E+002, 3.2986649E+002, 2.8336562E+002, 2.9150617E+002, 2.8943382E+002, 2.5768674E+002, 2.5971057E+002, 2.5840292E+002
 3.9000459E+002, 3.5371499E+002, 3.1168266E+002, 2.7757903E+002, 3.4567699E+002, 3.5694768E+002, 3.4371767E+002, 3.0012700E+002, 3.0423818E+002, 3.0631765E+002, 2.6993318E+002, 2.7269321E+002, 2.7217139E+002
 4.0000600E+002, 3.7154997E+002, 3.2399403E+002, 2.9002875E+002, 3.6388696E+002, 3.6897163E+002, 3.5961264E+002, 3.1778508E+002, 3.1597839E+002, 3.1979684E+002, 2.8338071E+002, 2.8150847E+002, 2.8423732E+002
 4.1000693E+002, 3.9076255E+002, 3.3723952E+002, 2.9951320E+002, 3.8549516E+002, 3.7881967E+002, 3.8028526E+002, 3.2913096E+002, 3.3050360E+002, 3.3449994E+002, 2.9507425E+002, 2.9312489E+002, 2.9671053E+002
 4.2000507E+002, 4.0540289E+002, 3.4866982E+002, 3.1105340E+002, 4.0367258E+002, 4.0395018E+002, 3.8127334E+002, 3.4173985E+002, 3.4115358E+002, 3.4615315E+002, 3.0387256E+002, 3.0373665E+002, 3.0725928E+002
 4.3000755E+002, 4.3405272E+002, 3.6282880E+002, 3.2081744E+002, 4.2136930E+002, 4.2347501E+002, 4.1201319E+002, 3.5477245E+002, 3.5312171E+002, 3.5555445E+002, 3.1569450E+002, 3.1391267E+002, 3.1594491E+002
 4.4000427E+002, 4.4384350E+002, 3.7702862E+002, 3.3361131E+002, 4.3850407E+002, 4.4962730E+002, 4.3860591E+002, 3.6968250E+002, 3.6734393E+002, 3.7494529E+002, 3.2656423E+002, 3.2492173E+002, 3.2844268E+002
 4.5001120E+002, 4.6842228E+002, 3.8700640E+002, 3.4059691E+002, 4.5547118E+002, 4.5423880E+002, 4.4858634E+002, 3.8356835E+002, 3.7693866E+002, 3.8187348E+002, 3.4027138E+002, 3.3610813E+002, 3.3785295E+002
 4.6000390E+002, 4.8222991E+002, 3.9767456E+002, 3.5150402E+002, 4.7401544E+002, 4.8049189E+002, 4.8123383E+002, 3.9462966E+002, 3.9365050E+002, 3.9764627E+002, 3.4892025E+002, 3.4653807E+002, 3.4853067E+002
 4.7000225E+002, 5.0724416E+002, 4.1606352E+002, 3.6231726E+002, 4.9768296E+002, 4.9548938E+002, 4.9159608E+002, 4.0741350E+002, 4.0695748E+002, 4.0718438E+002, 3.6084857E+002, 3.5524279E+002, 3.5328251E+002
 4.8000256E+002, 5.1586810E+002, 4.2465533E+002, 3.7311873E+002, 5.2175921E+002, 5.0602596E+002, 5.0610943E+002, 4.2235790E+002, 4.2004987E+002, 4.1781061E+002, 3.7144387E+002, 3.6950159E+002, 3.6826521E+002
 4.9000628E+002, 5.4842401E+002, 4.3711159E+002, 3.8208680E+002, 5.4179743E+002, 5.3472328E+002, 5.2515041E+002, 4.3238980E+002, 4.2975743E+002, 4.3417979E+002, 3.7927344E+002, 3.7577049E+002, 3.7684337E+002
 5.0000743E+002, 5.6662941E+002, 4.4611490E+002, 3.9193137E+002, 5.6861140E+002, 5.4663996E+002, 5.5076345E+002, 4.4655866E+002, 4.4000110E+002, 4.4380901E+002, 3.9000060E+002, 3.8641580E+002, 3.8911101E+002
 5.1000669E+002, 5.8125006E+002, 4.6485187E+002, 3.9825039E+002, 5.7489269E+002, 5.7000631E+002, 5.6742240E+002, 4.5823117E+002, 4.5257047E+002, 4.5735494E+002, 3.9542470E+002, 3.9219838E+002, 3.9549687E+002
 5.2000663E+002, 6.0432062E+002, 4.7563750E+002, 4.1352849E+002, 5.9525586E+002, 5.9870505E+002, 5.8836926E+002, 4.7192363E+002, 4.6725632E+002, 4.6727206E+002, 4.1028217E+002, 4.0696173E+002, 4.0818929E+002
 5.3000558E+002, 6.3028447E+002, 4.8763717E+002, 4.2515998E+002, 6.1929578E+002, 6.1262434E+002, 6.2156994E+002, 4.8356287E+002, 4.8257938E+002, 4.8154922E+002, 4.2234122E+002, 4.1698830E+002, 4.1758952E+002
 5.4001136E+002, 6.5405352E+002, 5.0480269E+002, 4.2940945E+002, 6.3951038E+002, 6.3324429E+002, 6.5379615E+002, 4.9852800E+002, 4.9157056E+002, 5.0068187E+002, 4.3082619E+002, 4.2117826E+002, 4.2609545E+002
 5.5000688E+002, 6.6636284E+002, 5.1864873E+002, 4.4636938E+002, 6.5843928E+002, 6.6020040E+002, 6.6996282E+002, 5.1106412E+002, 5.1022138E+002, 5.1633076E+002, 4.4439642E+002, 4.3697935E+002, 4.3943612E+002
 5.6000272E+002, 6.9211741E+002, 5.3280846E+002, 4.5193808E+002, 6.8224011E+002, 6.8095813E+002, 7.0038272E+002, 5.2323326E+002, 5.2294610E+002, 5.2507678E+002, 4.5330654E+002, 4.5181377E+002, 4.4914233E+002
 5.7000471E+002, 7.1693779E+002, 5.4045442E+002, 4.6287320E+002, 6.9454711E+002, 6.9593753E+002, 7.2850623E+002, 5.3391763E+002, 5.3550251E+002, 5.4750889E+002, 4.6191831E+002, 4.5721242E+002, 4.5940544E+002
 5.8001124E+002, 7.5121415E+002, 5.6041093E+002, 4.7260009E+002, 7.2724413E+002, 7.2435124E+002, 7.4789651E+002, 5.4935908E+002, 5.5115937E+002, 5.5705251E+002, 4.7287832E+002, 4.6864934E+002, 4.6656975E+002
 5.9000115E+002, 7.6463786E+002, 5.7478869E+002, 4.8839348E+002, 7.4732542E+002, 7.3793017E+002, 7.7381029E+002, 5.6624873E+002, 5.6115311E+002, 5.7254080E+002, 4.8845483E+002, 4.8356112E+002, 4.7732628E+002
 6.0001125E+002, 7.7213351E+002, 5.8267468E+002, 4.9956086E+002, 7.6087709E+002, 7.7115265E+002, 8.0491302E+002, 5.7686946E+002, 5.7866931E+002, 5.8674604E+002, 4.9454448E+002, 4.9306353E+002, 4.9109571E+002
 6.1000456E+002, 8.0178900E+002, 6.0550795E+002, 5.0067231E+002, 7.8752692E+002, 7.8342144E+002, 8.1081030E+002, 5.9028110E+002, 5.8863884E+002, 5.9711238E+002, 5.0622047E+002, 5.0035395E+002, 4.9601429E+002
 6.2001243E+002, 8.3483413E+002, 6.2417757E+002, 5.1473241E+002, 8.0010803E+002, 8.0213637E+002, 8.3789977E+002, 6.0749610E+002, 5.9613012E+002, 6.1181565E+002, 5.1976210E+002, 5.1273743E+002, 5.0935771E+002
 6.3000254E+002, 8.5090810E+002, 6.2845359E+002, 5.3319243E+002, 8.1208962E+002, 8.4188355E+002, 8.5938899E+002, 6.2744690E+002, 6.2325978E+002, 6.2658717E+002, 5.3585725E+002, 5.2681606E+002, 5.2071325E+002
 6.4001231E+002, 9.0213609E+002, 6.5622093E+002, 5.4800263E+002, 8.5694879E+002, 8.7288617E+002, 8.8076961E+002, 6.3880885E+002, 6.3521932E+002, 6.4880827E+002, 5.4678108E+002, 5.3712113E+002, 5.3434123E+002
 6.5000367E+002, 9.4418965E+002, 6.8988768E+002, 5.6508599E+002, 9.1874969E+002, 9.2651390E+002, 9.3094898E+002, 6.6038630E+002, 6.6112954E+002, 6.8230093E+002, 5.6047030E+002, 5.5800654E+002, 5.6034093E+002
 6.6000842E+002, 9.1563585E+002, 6.9483885E+002, 5.8019456E+002, 9.4312877E+002, 9.3258784E+002, 9.2674165E+002, 6.9739067E+002, 6.9163773E+002, 6.9439498E+002, 5.7972542E+002, 5.7595217E+002, 5.7026916E+002
 6.7000087E+002, 8.1985377E+002, 6.7905712E+002, 5.8121511E+002, 8.9367823E+002, 8.7156429E+002, 8.4751063E+002, 7.0488753E+002, 6.9413170E+002, 6.9036977E+002, 5.8810080E+002, 5.8162266E+002, 5.7741422E+002
 6.8001161E+002, 7.3892249E+002, 6.3917665E+002, 5.5938349E+002, 8.0003452E+002, 7.7680044E+002, 7.6640424E+002, 6.7171761E+002, 6.6601432E+002, 6.5525267E+002, 5.7691825E+002, 5.6858646E+002, 5.6437296E+002
 6.9001421E+002, 6.9645928E+002, 6.2896552E+002, 5.3259295E+002, 7.3936403E+002, 7.0282508E+002, 7.0301016E+002, 6.3800675E+002, 6.2085504E+002, 6.2516371E+002, 5.4405515E+002, 5.3890948E+002, 5.4288170E+002
 7.0000617E+002, 6.5952056E+002, 6.8738900E+002, 5.4796574E+002, 7.0640101E+002, 6.7476960E+002, 6.5664459E+002, 6.6521830E+002, 6.5059791E+002, 6.4830941E+002, 5.4388211E+002, 5.3299214E+002, 5.3023854E+002
 7.1000676E+002, 6.2782001E+002, 7.2080347E+002, 5.6621558E+002, 6.5042580E+002, 6.4249401E+002, 6.3481117E+002, 7.0591662E+002, 7.1764910E+002, 7.0521158E+002, 5.6416436E+002, 5.6100054E+002, 5.5299414E+002
 7.2000411E+002, 6.0430110E+002, 7.3667032E+002, 6.1342642E+002, 6.0831733E+002, 6.1715485E+002, 6.2344786E+002, 7.3435517E+002, 7.5583692E+002, 7.4023185E+002, 5.8603989E+002, 5.8968620E+002, 5.8585859E+002
 7.3000723E+002, 5.8588885E+002, 7.1524308E+002, 6.8620345E+002, 5.8150522E+002, 5.9811999E+002, 6.0686563E+002, 7.3284456E+002, 7.2494379E+002, 7.1298419E+002, 6.6026621E+002, 6.6586540E+002, 6.5500417E+002
 7.4000845E+002, 5.7560399E+002, 6.8421086E+002, 7.8487163E+002, 5.6473584E+002, 5.8450068E+002, 5.9600571E+002, 7.2094190E+002, 7.0268560E+002, 6.8628059E+002, 7.4861920E+002, 7.2414855E+002, 7.0582539E+002
 7.5000316E+002, 5.6125743E+002, 6.5461118E+002, 9.5119759E+002, 5.5524175E+002, 5.7185804E+002, 5.8114612E+002, 6.6056476E+002, 6.7276060E+002, 6.6544078E+002, 8.6662099E+002, 8.7188729E+002, 8.4172874E+002
 7.6000132E+002, 5.4939939E+002, 6.4465847E+002, 8.2722665E+002, 5.4387861E+002, 5.6191564E+002, 5.6722154E+002, 6.2992582E+002, 6.5517937E+002, 6.5668384E+002, 9.3781157E+002, 8.9810086E+002, 8.5949495E+002
 7.7000711E+002, 5.4387908E+002, 6.0193566E+002, 7.2162457E+002, 5.4141028E+002, 5.5028535E+002, 5.5327485E+002, 6.1527005E+002, 6.2574927E+002, 6.2687825E+002, 7.6688211E+002, 7.8344456E+002, 7.4845988E+002
 7.8000659E+002, 5.2096206E+002, 5.7673841E+002, 6.8860189E+002, 5.2614042E+002, 5.3409902E+002, 5.3157033E+002, 5.9399934E+002, 5.8490066E+002, 5.8205441E+002, 7.1074195E+002, 7.0931002E+002, 6.7738480E+002
 7.9000353E+002, 5.1318536E+002, 5.6223550E+002, 6.6492057E+002, 5.1199015E+002, 5.2134601E+002, 5.1534753E+002, 5.6629550E+002, 5.6523596E+002, 5.7060642E+002, 6.7895206E+002, 6.8798467E+002, 6.7354446E+002
 8.0000127E+002, 5.0553473E+002, 5.4311751E+002, 6.6026302E+002, 5.0452030E+002, 5.1188092E+002, 5.1259254E+002, 5.5551541E+002, 5.5182096E+002, 5.5170245E+002, 6.5604713E+002, 6.7306541E+002, 6.5493716E+002
 8.1000971E+002, 4.9537778E+002, 5.3817130E+002, 6.4596711E+002, 5.0409168E+002, 5.0233514E+002, 4.9785532E+002, 5.4535574E+002, 5.4051238E+002, 5.4232322E+002, 6.5568327E+002, 6.5668701E+002, 6.4517240E+002
 8.2000358E+002, 4.8543029E+002, 5.3209671E+002, 6.5117364E+002, 4.9395730E+002, 4.9386934E+002, 4.8542759E+002, 5.3652616E+002, 5.3137663E+002, 5.3833446E+002, 6.5369855E+002, 6.4255151E+002, 6.4452169E+002
 8.3000803E+002, 4.8326506E+002, 5.3238060E+002, 6.5220273E+002, 4.8164514E+002, 4.8944986E+002, 4.8098302E+002, 5.3225810E+002, 5.3483693E+002, 5.3566973E+002, 6.5498433E+002, 6.5281286E+002, 6.4632191E+002
 8.4000305E+002, 4.8421154E+002, 5.3326276E+002, 6.4796896E+002, 4.7712085E+002, 4.8797431E+002, 4.8331555E+002, 5.3549951E+002, 5.3607288E+002, 5.3731859E+002, 6.5734359E+002, 6.4633051E+002, 6.5205467E+002
 8.5000932E+002, 4.8310604E+002, 5.3623476E+002, 6.6656945E+002, 4.8958215E+002, 4.8718272E+002, 4.8082168E+002, 5.3340958E+002, 5.3122359E+002, 5.3318503E+002, 6.5975655E+002, 6.5443015E+002, 6.5907543E+002
 8.6000237E+002, 4.8626727E+002, 5.3433264E+002, 6.6257897E+002, 4.8586827E+002, 4.8382010E+002, 4.8541150E+002, 5.3184170E+002, 5.3322793E+002, 5.3726812E+002, 6.6698871E+002, 6.5354759E+002, 6.6132476E+002
 8.7000038E+002, 4.8477402E+002, 5.3473422E+002, 6.5535373E+002, 4.8330314E+002, 4.8491568E+002, 4.8530885E+002, 5.3598274E+002, 5.3389439E+002, 5.3994482E+002, 6.6718089E+002, 6.5752998E+002, 6.6342311E+002
 8.8000171E+002, 4.8535081E+002, 5.3674872E+002, 6.6189762E+002, 4.9101622E+002, 4.8587338E+002, 4.8299429E+002, 5.3764552E+002, 5.3185569E+002, 5.3678217E+002, 6.7352926E+002, 6.5837478E+002, 6.6667587E+002
 8.9000642E+002, 4.8506016E+002, 5.3294459E+002, 6.7969141E+002, 4.8728740E+002, 4.8530161E+002, 4.8636197E+002, 5.3620759E+002, 5.3431804E+002, 5.4356905E+002, 6.7811603E+002, 6.5330429E+002, 6.7187828E+002
 9.0000481E+002, 4.8581125E+002, 5.3513455E+002, 6.6777185E+002, 4.8308884E+002, 4.8558115E+002, 4.9018380E+002, 5.3666523E+002, 5.3795233E+002, 5.4547295E+002, 6.7445965E+002, 6.6267529E+002, 6.7905654E+002
 9.1000720E+002, 4.8488521E+002, 5.3888997E+002, 6.7878454E+002, 4.8976511E+002, 4.8587577E+002, 4.8330211E+002, 5.4292791E+002, 5.3507425E+002, 5.3914890E+002, 6.7734724E+002, 6.6430031E+002, 6.8236073E+002
 9.2000487E+002, 4.9140471E+002, 5.3915618E+002, 6.8667042E+002, 4.9493254E+002, 4.8685826E+002, 4.7880811E+002, 5.4659122E+002, 5.3837106E+002, 5.4347197E+002, 6.9127094E+002, 6.7145073E+002, 6.8012577E+002
 9.3000332E+002, 4.9078792E+002, 5.3888534E+002, 6.7801593E+002, 4.8941746E+002, 4.9259547E+002, 4.9440457E+002, 5.4063565E+002, 5.4355713E+002, 5.4861800E+002, 6.8181249E+002, 6.6149530E+002, 6.8994614E+002
 9.4000864E+002, 4.9089259E+002, 5.4476025E+002, 6.8403524E+002, 4.9170777E+002, 4.9113144E+002, 4.8915832E+002, 5.4704388E+002, 5.4360754E+002, 5.4354360E+002, 6.8390811E+002, 6.7778418E+002, 7.0329571E+002
 9.5000625E+002, 4.9291643E+002, 5.4535719E+002, 6.9098052E+002, 5.0096412E+002, 4.9256845E+002, 4.8704012E+002, 5.4798625E+002, 5.4584272E+002, 5.4942266E+002, 6.8846153E+002, 6.7611353E+002, 6.9948025E+002
 9.6000033E+002, 4.9112867E+002, 5.5077365E+002, 6.9400588E+002, 4.9558213E+002, 4.9173637E+002, 4.8764772E+002, 5.5221202E+002, 5.4678541E+002, 5.5234159E+002, 6.9815056E+002, 6.7802552E+002, 7.0003088E+002
 9.7000612E+002, 4.9349094E+002, 5.5166629E+002, 7.0333783E+002, 4.9675432E+002, 4.9424075E+002, 4.8916786E+002, 5.5401417E+002, 5.4908591E+002, 5.5310847E+002, 6.9459138E+002, 6.8483727E+002, 7.1432801E+002
 9.8000609E+002, 5.0197733E+002, 5.5836812E+002, 7.0840116E+002, 5.0333135E+002, 4.9868828E+002, 4.9451652E+002, 5.5799969E+002, 5.5329137E+002, 5.5502334E+002, 6.9881763E+002, 6.9371352E+002, 7.2252666E+002
 9.9000991E+002, 5.0196034E+002, 5.6095627E+002, 7.0658039E+002, 5.0704041E+002, 5.0045442E+002, 4.9714011E+002, 5.5945540E+002, 5.5550903E+002, 5.5814461E+002, 7.1104182E+002, 7.0462495E+002, 7.1825942E+002
 1.0000050E+003, 5.0146820E+002, 5.5864661E+002, 6.9726383E+002, 5.0487045E+002, 5.0239076E+002, 4.9945773E+002, 5.6580851E+002, 5.5817063E+002, 5.5754902E+002, 7.0744448E+002, 6.9789953E+002, 7.1580532E+002
 1.0100057E+003, 5.0210577E+002, 5.5836039E+002, 7.1468603E+002, 5.0571183E+002, 5.0083796E+002, 4.9981443E+002, 5.6112481E+002, 5.5355291E+002, 5.6082652E+002, 7.1327365E+002, 6.9781342E+002, 7.1859490E+002
 1.0200012E+003, 5.0477486E+002, 5.6640527E+002, 7.0742364E+002, 5.0714910E+002, 5.0269388E+002, 5.0179766E+002, 5.6523185E+002, 5.5989512E+002, 5.6398096E+002, 7.1947022E+002, 7.1055043E+002, 7.3167700E+002
 1.0300106E+003, 5.0692132E+002, 5.6421521E+002, 7.1112671E+002, 5.1014601E+002, 5.0471244E+002, 5.0420091E+002, 5.6357139E+002, 5.6025856E+002, 5.6603461E+002, 7.1382767E+002, 7.0212577E+002, 7.2709876E+002
 1.0400045E+003, 5.0481227E+002, 5.6450032E+002, 7.2332755E+002, 5.0936234E+002, 5.0321766E+002, 5.0258813E+002, 5.6362225E+002, 5.5976476E+002, 5.6707530E+002, 7.2228579E+002, 7.0413758E+002, 7.2236665E+002
 1.0500008E+003, 5.0675320E+002, 5.6104819E+002, 7.2732231E+002, 5.1057021E+002, 5.0802505E+002, 5.0242445E+002, 5.6602258E+002, 5.6300307E+002, 5.6634468E+002, 7.2589360E+002, 7.0930630E+002, 7.2659630E+002
